rgn_id,r0_label,r1_label,r2_label,rgn_label,rgn_label_2,year,score_wgi_scale,score,gap_fill
NA,NA,NA,NA,NA,Serbia,2018,-0.052207483,0.489558503,0
NA,NA,NA,NA,NA,Slovak Republic,2018,0.673152117,0.634630423,0
NA,NA,NA,NA,NA,South Sudan,2018,-2.102796167,0.079440767,0
NA,NA,NA,NA,NA,St. Kitts and Nevis,2018,0.60923885,0.62184777,0
NA,NA,NA,NA,NA,St. Lucia,2018,0.5749873,0.61499746,0
NA,NA,NA,NA,NA,St. Vincent and the Grenadines,2018,0.56417015,0.61283403,0
NA,NA,NA,NA,NA,Switzerland,2018,1.787040667,0.857408133,0
NA,NA,NA,NA,NA,Syrian Arab Republic,2018,-1.973291333,0.105341733,0
NA,NA,NA,NA,NA,"Taiwan, China",2018,1.1147758,0.72295516,0
NA,NA,NA,NA,NA,Tajikistan,2018,-1.209619133,0.258076173,0
NA,NA,NA,NA,NA,Timor-Leste,2018,-0.455331217,0.408933757,0
NA,NA,NA,NA,NA,Turkmenistan,2018,-1.333923117,0.233215377,0
NA,NA,NA,NA,NA,Uganda,2018,-0.59123285,0.38175343,0
NA,NA,NA,NA,NA,Uzbekistan,2018,-0.948617633,0.310276473,0
NA,NA,NA,NA,NA,"Venezuela, RB",2018,-1.746654667,0.150669067,0
NA,NA,NA,NA,NA,Virgin Islands (U.S.),2018,0.865674915,0.673134983,1
NA,NA,NA,NA,NA,West Bank and Gaza,2018,-0.670833083,0.365833383,0
NA,NA,NA,NA,NA,"Yemen, Rep.",2018,-1.993694833,0.101261033,0
NA,NA,NA,NA,NA,Zambia,2018,-0.36356075,0.42728785,0
NA,NA,NA,NA,NA,Zimbabwe,2018,-1.188968467,0.262206307,0
