species_id,sciname,kingdom,phylum,tot_count_cells,num_countries,xbd
Biv-32126,Corbicula japonica,Animalia,Mollusca,420,8,transboundary
Bra-235673,Dyscritosia secreta,Animalia,Brachiopoda,7,1,singlecountry
Brc-378165,Lightiella floridana,Animalia,Arthropoda,267,16,transboundary
Chn-013ca97e-46a8-4c5e-b398-8bb4f340f88b,Lenisquilla lata,Animalia,Arthropoda,2263,38,transboundary
Chn-015453c0-3ff9-477d-ab51-c68d85e65af5,Clorida albolitura,Animalia,Arthropoda,3907,58,transboundary
Chn-0721ac0c-7d19-46fa-9dcc-02da54310867,Leiogalathea laevirostris,Animalia,Arthropoda,7830,85,transboundary
Chn-0e470b93-1bf9-4c28-8770-166bb5e2a8c7,Levisquilla jurichi,Animalia,Arthropoda,1949,33,transboundary
Chn-0e9cfa5e-eab6-490e-9279-34eeeb127eb2,Lophosquilla tiwarii,Animalia,Arthropoda,2984,31,transboundary
Chn-12f493b8-a962-48d7-af4b-632ba9c0fa57,Capillaster multiradiatus,Animalia,Echinodermata,3288,31,transboundary
Chn-17d15aec-37c6-4c6a-88d2-9c350613076a,Harpiosquilla annandalei,Animalia,Arthropoda,4323,51,transboundary
Chn-21252d4f-8095-42f9-a7e5-67236bb3099d,Cloridina pelamidae,Animalia,Arthropoda,2831,36,transboundary
Chn-2b605750-6865-42dd-9798-32cfbc2ac7d5,Oratosquillina perpensa,Animalia,Arthropoda,2485,22,transboundary
Chn-2bd2f979-5bbd-4725-93f0-c2b66a1e0a2d,Comatula pectinata,Animalia,Echinodermata,2417,23,transboundary
Chn-2d96ad09-2772-4579-b6d6-96420751b7ec,Quollastria subtilis,Animalia,Arthropoda,2935,54,transboundary
Chn-2ddce54e-f195-404c-a982-bc296b2a7e64,Neoacasta glans,Animalia,Arthropoda,2964,44,transboundary
Chn-2f5a48ac-ec54-40e1-9a03-ce2be006ee68,Chorisquilla spinosissima,Animalia,Arthropoda,3215,51,transboundary
Chn-335d884d-9fab-419b-85fb-ed0a94ffe255,Oratosquillina manningi,Animalia,Arthropoda,893,17,transboundary
Chn-364c26b3-84d3-460d-9d53-2d3d5d4352f8,Erugosquilla woodmasoni,Animalia,Arthropoda,3761,54,transboundary
Chn-3953473a-c9d7-4719-9fdb-dabfd375b330,Aliaporcellana suluensis,Animalia,Arthropoda,2921,49,transboundary
Chn-3d368bae-a02b-4109-99a3-33d99b22f83d,Uroptychodes spinimarginatus,Animalia,Arthropoda,942,27,transboundary
Chn-4251039a-f032-49e7-b4d0-767e2a6b6326,Lissoporcellana quadrilobata,Animalia,Arthropoda,2869,40,transboundary
Chn-42aeac39-f607-4ee5-bce7-0294bbc61fde,Harpiosquilla raphidea,Animalia,Arthropoda,2799,40,transboundary
Chn-46f58c2c-1280-4f6a-a148-e854c19246fe,Harpilius lutescens,Animalia,Arthropoda,3039,72,transboundary
Chn-4a9f789f-84e4-4da2-b520-c754b804a303,Savignium crenatum,Animalia,Arthropoda,3833,77,transboundary
Chn-4afd695c-a184-4f35-a646-3149013fa0df,Faughnia haani,Animalia,Arthropoda,3390,37,transboundary
Chn-4bb55db1-8e3b-4bc9-abaa-a75c12d10a05,Cloridina chlorida,Animalia,Arthropoda,1872,43,transboundary
Chn-50674f31-94c6-4080-8563-c0598269f6d2,Oligometra serripinna,Animalia,Echinodermata,3145,49,transboundary
Chn-54b47037-ffc8-43f2-9240-02c68005b67f,Comatula solaris,Animalia,Echinodermata,1575,25,transboundary
Chn-57dc42d6-4e69-482a-84d4-07c811a271b5,Comaster multibrachiatus,Animalia,Echinodermata,141,11,transboundary
Chn-58fbf663-c32a-4053-b54d-872ad5bbd716,Erugosquilla grahami,Animalia,Arthropoda,1280,30,transboundary
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Periclimenella spinifera,Animalia,Arthropoda,4248,85,transboundary
Chn-6929b281-e864-4382-b249-e58077762c8d,Kempella mikado,Animalia,Arthropoda,3415,51,transboundary
Chn-6a9274ff-bb5b-4de5-a3d4-201629e153fe,Oratosquillina gravieri,Animalia,Arthropoda,1905,27,transboundary
Chn-718abbd7-9991-4548-92ea-32318d7e3ae0,Cervimunida princeps,Animalia,Arthropoda,1242,16,transboundary
Chn-7292168a-7e48-49d8-8b1c-01144f18309b,Prionalpheus triarticulatus,Animalia,Arthropoda,981,36,transboundary
Chn-7654496e-c4b4-480a-8684-3d9234fa4807,Strigopagurus boreonotus,Animalia,Arthropoda,2404,27,transboundary
Chn-7ac3e7f2-391a-4345-9f5b-7df40d8e9913,Porcellanella triloba,Animalia,Arthropoda,2550,23,transboundary
Chn-7f0774f3-5b42-4ba3-a812-0023f32acd55,Nobia grandis,Animalia,Arthropoda,3330,53,transboundary
Chn-7f58b835-f87e-41a2-91bb-9245ab8b9664,Striatobalanus tenuis,Animalia,Arthropoda,4532,62,transboundary
Chn-8015f4b9-d98d-4eea-960c-ecf42e0e3eb4,Cloridina verrucosa,Animalia,Arthropoda,3603,38,transboundary
Chn-82852781-608a-4506-a2fb-97671317e21d,Carinosquilla carinata,Animalia,Arthropoda,2328,41,transboundary
Chn-8980a45f-d7dd-4f06-9dfb-9bb28ae994ac,Levisquilla inermis,Animalia,Arthropoda,3011,31,transboundary
Chn-89c7a40d-e85d-4708-864b-4c0f155cbe9f,Harpiosquilla japonica,Animalia,Arthropoda,1905,23,transboundary
Chn-8cc778cc-b690-4f20-900d-5c6e34860c1b,Gelastocaris paronae,Animalia,Arthropoda,3318,61,transboundary
Chn-8e285e99-84b2-4d54-b966-a6e88108a5a5,Allogalathea elegans,Animalia,Arthropoda,4420,60,transboundary
Chn-8fe3ea49-27ab-42eb-a532-672122ccd637,Sinosquilla sinica,Animalia,Arthropoda,1373,25,transboundary
Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,Savignium dentatum,Animalia,Arthropoda,1978,34,transboundary
Chn-91abc70c-b6ae-49a6-840b-05ea852baff4,Comanthina schlegeli,Animalia,Echinodermata,3343,46,transboundary
Chn-9486b34f-116a-4f90-9c34-5036248600fb,Carinosquilla multicarinata,Animalia,Arthropoda,2254,26,transboundary
Chn-95019cab-ea8c-4f88-8845-07fe7355cf8a,Eudiocrinus indivisus,Animalia,Echinodermata,1383,12,transboundary
Chn-96fbc6f5-e394-47b5-a61c-18bf2cd2bf54,Squilloides leptosquilla,Animalia,Arthropoda,2558,32,transboundary
Chn-989e06a2-4a12-4203-ab29-63f4980177e2,Enosteoides ornatus,Animalia,Arthropoda,810,15,transboundary
Chn-98e49457-8952-440e-a574-b5bde95cbd5e,Harpiosquilla harpax,Animalia,Arthropoda,4954,67,transboundary
Chn-9c57f873-6f37-475b-b2c8-960bd5a90a96,Eudiocrinus venustulus,Animalia,Echinodermata,1062,14,transboundary
Chn-9e100c7f-ed38-4571-9d2a-678f6d9068c8,Leandrites stenopus,Animalia,Arthropoda,2662,24,transboundary
Chn-9eb0793c-27f0-4979-b8f4-bb1354f21ca1,Faughnia formosae,Animalia,Arthropoda,1913,23,transboundary
Chn-9ef9df3b-6207-4680-8f1a-c503ede801f8,Cyllometra manca,Animalia,Echinodermata,1459,12,transboundary
Chn-a950d9ab-57f4-46c8-899c-f432262701d4,Spiropagurus spiriger,Animalia,Arthropoda,757,11,transboundary
Chn-ad8809bb-42d3-4efb-9e18-86438763254f,Manningia australiensis,Animalia,Arthropoda,3079,37,transboundary
Chn-ada48df7-2439-4cc7-90ad-92bebf5d5407,Neometra alecto,Animalia,Echinodermata,1153,12,transboundary
Chn-ae156111-0d32-4a94-8720-9d7733c99831,Birgus latro,Animalia,Arthropoda,1299,61,transboundary
Chn-ae1e5fbc-a8f3-4769-930f-a9ee579cc61b,Paramunida scabra,Animalia,Arthropoda,1615,15,transboundary
Chn-aeb653ab-6477-483a-bf1e-211cc80a18b3,Anchisquilla fasciata,Animalia,Arthropoda,4092,54,transboundary
Chn-af5aeff7-d489-44d6-829b-33a5aeefe39e,Faughnia serenei,Animalia,Arthropoda,2779,36,transboundary
Chn-b0bf9541-4c48-46f9-9f39-7e472c527992,Haptosquilla glyptocercus,Animalia,Arthropoda,3319,56,transboundary
Chn-b6aab914-ac7d-46e9-aeeb-e00ab2a64a40,Amphimetra laevipinna,Animalia,Echinodermata,1297,13,transboundary
Chn-bc491994-c9e7-4370-9312-38d8eccf4014,Oratosquillina interrupta,Animalia,Arthropoda,3454,60,transboundary
Chn-c03cfb65-01dc-40d6-9859-1dacbb967008,Striatobalanus amaryllis,Animalia,Arthropoda,4279,56,transboundary
Chn-c0b96bcd-a248-4a2d-ba80-d1c9d13b890b,Lophosquilla costata,Animalia,Arthropoda,4280,62,transboundary
Chn-c41e3e0e-fc12-46eb-a63e-e66e20ec713f,Pyrgoma cancellatum,Animalia,Arthropoda,3384,58,transboundary
Chn-c52065c0-9805-4194-99b0-c065a99ff036,Shinkaia crosnieri,Animalia,Arthropoda,2908,30,transboundary
Chn-c61bf079-7d77-4066-b959-af45ce76b7c7,Coronidopsis serenei,Animalia,Arthropoda,1782,17,transboundary
Chn-c8256144-85c0-4e67-8d9e-66bddaa9fc7c,Catoptometra magnifica,Animalia,Echinodermata,1880,21,transboundary
Chn-d7711d01-207c-4063-b5b0-39ea5a6af39b,Mesacturus furcicaudatus,Animalia,Arthropoda,74,5,transboundary
Chn-d879fd7e-8358-430b-9b8f-974a10d1a38d,Quollastria gonypetes,Animalia,Arthropoda,3070,46,transboundary
Chn-d99f6747-b64f-4916-8b24-df588e80e148,Galacantha valdiviae,Animalia,Arthropoda,874,38,transboundary
Chn-dafffb15-39ca-4fb2-b129-51299d9f42a2,Pterometra trichopoda,Animalia,Echinodermata,1227,15,transboundary
Chn-dce6b77a-03cc-433c-84ea-87a6bf910860,Lissoporcellana spinuligera,Animalia,Arthropoda,976,15,transboundary
Chn-dd8f0e66-32f6-41d8-b6aa-eaca7bf2fff4,Clorida denticauda,Animalia,Arthropoda,1383,25,transboundary
Chn-e255742b-b365-4757-9d21-e0f81f32bfbc,Siamosquilla laevicaudata,Animalia,Arthropoda,1079,25,transboundary
Chn-e2a039b7-163b-4573-a5b0-3950d5824678,Amphibalanus amphitrite,Animalia,Arthropoda,10653,82,transboundary
Chn-e5f20c3d-2d0d-4256-9f09-7dbb355b4149,Zygometra comata,Animalia,Echinodermata,2181,20,transboundary
Chn-ef0da0c6-5191-4986-8433-7c7da5e62cd3,Harpiosquilla melanoura,Animalia,Arthropoda,3644,58,transboundary
Chn-eff8756a-9d9f-4430-886b-4a0badfed55d,Paralbunea dayriti,Animalia,Arthropoda,3175,58,transboundary
Chn-f031838d-0a64-4288-8d25-04c0ab44ad67,Crosnierita yante,Animalia,Arthropoda,2205,44,transboundary
Chn-f032dfea-b70b-431e-a2d5-9540e96a5263,Chorisquilla pococki,Animalia,Arthropoda,960,16,transboundary
Chn-f0468771-49d3-4d4b-a479-b094f979105b,Lissoporcellana streptochiroides,Animalia,Arthropoda,1703,21,transboundary
Chn-f3828601-b430-4ef9-bed4-072a275b42fa,Paramunida proxima,Animalia,Arthropoda,582,24,transboundary
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,Michelopagurus limatulus,Animalia,Arthropoda,3162,65,transboundary
Chn-f530af20-5532-4197-9324-3417559a8a5e,Fallosquilla fallax,Animalia,Arthropoda,2727,51,transboundary
Chn-fb2dd6bd-a63d-4bf0-9ba2-c98db8474306,Lamprometra palmata,Animalia,Echinodermata,3721,59,transboundary
Chn-fe4cfc67-6edb-4c41-81d4-41b7ec6a8391,Laomedia astacina,Animalia,Arthropoda,100,5,transboundary
Cla-29190,Penilia avirostris,Animalia,Arthropoda,3135,32,transboundary
Fis-10199,Pseudanthias evansi,Animalia,Chordata,2702,48,transboundary
Fis-10312,Parupeneus macronemus,Animalia,Chordata,2939,45,transboundary
Fis-10405,Jaydia queketti,Animalia,Chordata,626,23,transboundary
Fis-10407,Apogonichthyoides nigripinnis,Animalia,Chordata,3179,61,transboundary
Fis-10471,Ellochelon vaigiensis,Animalia,Chordata,3352,73,transboundary
Fis-10690,Apodichthys fucorum,Animalia,Chordata,189,3,transboundary
Fis-10767,Asterorhombus intermedius,Animalia,Chordata,3196,50,transboundary
Fis-10768,Glyptocephalus zachirus,Animalia,Chordata,849,4,transboundary
Fis-10896,Coelorinchus occa,Animalia,Chordata,1007,43,transboundary
Fis-10903,Coelorinchus canus,Animalia,Chordata,103,5,transboundary
Fis-10950,Parascorpaena picta,Animalia,Chordata,2801,36,transboundary
Fis-10975,Brachirus orientalis,Animalia,Chordata,2425,46,transboundary
Fis-10984,Haemulon maculicauda,Animalia,Chordata,210,11,transboundary
Fis-1099,Sarda lineolata,Animalia,Chordata,220,3,transboundary
Fis-10993,Scorpaena mystes,Animalia,Chordata,306,15,transboundary
Fis-11214,Arnoglossus macrolophus,Animalia,Chordata,4209,56,transboundary
Fis-112180,Heteroconger klausewitzi,Animalia,Chordata,13,1,singlecountry
Fis-112194,Brotula ordwayi,Animalia,Chordata,30,2,transboundary
Fis-112197,Ogilbia deroyi,Animalia,Chordata,8,1,singlecountry
Fis-11256,Limanda aspera,Animalia,Chordata,1655,6,transboundary
Fis-112580,Prionotus beanii,Animalia,Chordata,470,27,transboundary
Fis-112582,Peristedion truncatum,Animalia,Chordata,1072,42,transboundary
Fis-112590,Peristedion ecuadorense,Animalia,Chordata,719,41,transboundary
Fis-112634,Bathysolea polli,Animalia,Chordata,549,36,transboundary
Fis-112639,Bathysolea lagarderae,Animalia,Chordata,266,16,transboundary
Fis-112688,Pontinus helena,Animalia,Chordata,100,16,transboundary
Fis-112689,Scorpaena agassizii,Animalia,Chordata,804,41,transboundary
Fis-112702,Laemonema robustum,Animalia,Chordata,4455,77,transboundary
Fis-112703,Lepidion guentheri,Animalia,Chordata,37,5,transboundary
Fis-112706,Bellator ribeiroi,Animalia,Chordata,421,40,transboundary
Fis-112710,Holcomycteronus squamosus,Animalia,Chordata,10836,85,transboundary
Fis-112716,Bidenichthys consobrinus,Animalia,Chordata,65,1,singlecountry
Fis-112720,Haplocylix littoreus,Animalia,Chordata,61,1,singlecountry
Fis-112726,Gastroscyphus hectoris,Animalia,Chordata,61,1,singlecountry
Fis-112746,Trachelochismus pinnulatus,Animalia,Chordata,117,2,transboundary
Fis-112752,Diplocrepis puniceus,Animalia,Chordata,48,1,singlecountry
Fis-112758,Gastrocyathus gracilis,Animalia,Chordata,35,1,singlecountry
Fis-112761,Trachelochismus melobesia,Animalia,Chordata,115,1,singlecountry
Fis-112766,Dellichthys morelandi,Animalia,Chordata,74,1,singlecountry
Fis-112772,Gobiopsis atrata,Animalia,Chordata,116,2,transboundary
Fis-112789,Notoclinops caerulepunctus,Animalia,Chordata,104,2,transboundary
Fis-112790,Notoclinops segmentatus,Animalia,Chordata,109,2,transboundary
Fis-112792,Cryptichthys jojettae,Animalia,Chordata,86,1,singlecountry
Fis-112793,Bellapiscis medius,Animalia,Chordata,92,2,transboundary
Fis-112797,Gobius ater,Animalia,Chordata,268,10,transboundary
Fis-112799,Ruanoho decemdigitatus,Animalia,Chordata,102,2,transboundary
Fis-112801,Gobius bucchichi,Animalia,Chordata,49,4,transboundary
Fis-112804,Gobius roulei,Animalia,Chordata,182,16,transboundary
Fis-112805,Gobius vittatus,Animalia,Chordata,641,20,transboundary
Fis-112813,Cynoscion similis,Animalia,Chordata,158,11,transboundary
Fis-112814,Echiodon dentatus,Animalia,Chordata,1630,30,transboundary
Fis-112819,Scorpaenodes arenai,Animalia,Chordata,159,10,transboundary
Fis-112822,Bathyclupea argentea,Animalia,Chordata,2059,52,transboundary
Fis-112823,Pseudoscopelus scriptus,Animalia,Chordata,1078,2,transboundary
Fis-112833,Apopterygion alta,Animalia,Chordata,218,1,singlecountry
Fis-112843,Apopterygion oculus,Animalia,Chordata,34,1,singlecountry
Fis-112881,Forsterygion malcolmi,Animalia,Chordata,63,1,singlecountry
Fis-112883,Karalepis stewarti,Animalia,Chordata,112,2,transboundary
Fis-112889,Snyderina guentheri,Animalia,Chordata,462,14,transboundary
Fis-112891,Minous dempsterae,Animalia,Chordata,391,11,transboundary
Fis-112892,Minous inermis,Animalia,Chordata,1651,37,transboundary
Fis-112893,Kumococius rodericensis,Animalia,Chordata,4241,62,transboundary
Fis-112894,Sorsogona melanoptera,Animalia,Chordata,1093,27,transboundary
Fis-112898,Sorsogona nigripinna,Animalia,Chordata,302,12,transboundary
Fis-112899,Cirrhitichthys calliurus,Animalia,Chordata,871,22,transboundary
Fis-112901,Parupeneus margaritatus,Animalia,Chordata,529,15,transboundary
Fis-112902,Upeneus pori,Animalia,Chordata,810,42,transboundary
Fis-112905,Moolgarda pedaraki,Animalia,Chordata,1709,33,transboundary
Fis-112910,Pomadasys punctulatus,Animalia,Chordata,377,13,transboundary
Fis-112915,Callionymus carebares,Animalia,Chordata,928,31,transboundary
Fis-112916,Callionymus erythraeus,Animalia,Chordata,572,21,transboundary
Fis-112918,Callionymus hindsii,Animalia,Chordata,2142,30,transboundary
Fis-112933,Diplogrammus pygmaeus,Animalia,Chordata,459,15,transboundary
Fis-112941,Callogobius bifasciatus,Animalia,Chordata,812,31,transboundary
Fis-112946,Coryogalops adamsoni,Animalia,Chordata,517,22,transboundary
Fis-112956,Coryogalops anomolus,Animalia,Chordata,814,32,transboundary
Fis-112980,Cryptocentroides arabicus,Animalia,Chordata,362,16,transboundary
Fis-112982,Eviota pardalota,Animalia,Chordata,876,34,transboundary
Fis-112985,Gobiodon reticulatus,Animalia,Chordata,920,34,transboundary
Fis-113002,Lobulogobius omanensis,Animalia,Chordata,3441,59,transboundary
Fis-113003,Gobiopsis canalis,Animalia,Chordata,318,13,transboundary
Fis-113005,Palutrus meteori,Animalia,Chordata,450,13,transboundary
Fis-113007,Priolepis randalli,Animalia,Chordata,1693,35,transboundary
Fis-113054,Uranoscopus dollfusi,Animalia,Chordata,464,17,transboundary
Fis-113062,Parapercis maculata,Animalia,Chordata,1132,29,transboundary
Fis-113070,Bathygobius meggitti,Animalia,Chordata,3223,55,transboundary
Fis-113074,Canthidermis macrolepis,Animalia,Chordata,165,8,transboundary
Fis-113082,Thamnaconus melanoproctes,Animalia,Chordata,487,14,transboundary
Fis-113085,Pseudanthias townsendi,Animalia,Chordata,523,16,transboundary
Fis-113108,Holapogon maximus,Animalia,Chordata,175,9,transboundary
Fis-113149,Callionymus margaretae,Animalia,Chordata,706,22,transboundary
Fis-113153,Ogilbia ventralis,Animalia,Chordata,26,1,singlecountry
Fis-113158,Arcos erythrops,Animalia,Chordata,202,10,transboundary
Fis-113162,Arcos rhodospilus,Animalia,Chordata,253,12,transboundary
Fis-113165,Gobiesox adustus,Animalia,Chordata,1012,36,transboundary
Fis-113181,Pseudochromis andamanensis,Animalia,Chordata,2322,30,transboundary
Fis-113182,Pseudochromis elongatus,Animalia,Chordata,1135,12,transboundary
Fis-113184,Rhabdamia nigrimentum,Animalia,Chordata,62,4,transboundary
Fis-113210,Trichonotus halstead,Animalia,Chordata,573,12,transboundary
Fis-113235,Pseudanthias olivaceus,Animalia,Chordata,533,24,transboundary
Fis-113258,Parapercis colemani,Animalia,Chordata,312,10,transboundary
Fis-113272,Amblyeleotris yanoi,Animalia,Chordata,1018,19,transboundary
Fis-113283,Amblyeleotris masuii,Animalia,Chordata,1354,19,transboundary
Fis-113287,Psilogobius mainlandi,Animalia,Chordata,35,2,transboundary
Fis-113288,Phthanophaneron harveyi,Animalia,Chordata,66,1,singlecountry
Fis-113302,Axoclinus cocoensis,Animalia,Chordata,34,10,transboundary
Fis-113313,Axoclinus lucillae,Animalia,Chordata,190,10,transboundary
Fis-113326,Axoclinus nigricaudus,Animalia,Chordata,85,2,transboundary
Fis-113332,Bellapiscis lesleyae,Animalia,Chordata,91,2,transboundary
Fis-113384,Lonchopisthus sinuscalifornicus,Animalia,Chordata,185,10,transboundary
Fis-113413,Eucinostomus dowii,Animalia,Chordata,317,15,transboundary
Fis-113426,Apogon retrosella,Animalia,Chordata,268,11,transboundary
Fis-113429,Apogon atricaudus,Animalia,Chordata,166,11,transboundary
Fis-113438,Crocodilichthys gracilis,Animalia,Chordata,105,2,transboundary
Fis-113441,Enneanectes reticulatus,Animalia,Chordata,107,2,transboundary
Fis-113453,Lepidonectes clarkhubbsi,Animalia,Chordata,149,14,transboundary
Fis-113462,Dactyloscopus pectoralis,Animalia,Chordata,289,16,transboundary
Fis-113467,Gillellus arenicola,Animalia,Chordata,160,9,transboundary
Fis-113480,Gillellus searcheri,Animalia,Chordata,143,9,transboundary
Fis-113495,Gillellus semicinctus,Animalia,Chordata,323,14,transboundary
Fis-113497,Heteristius cinctus,Animalia,Chordata,199,14,transboundary
Fis-113503,Platygillellus altivelis,Animalia,Chordata,84,6,transboundary
Fis-113504,Platygillellus bussingi,Animalia,Chordata,116,9,transboundary
Fis-113505,Exerpes asper,Animalia,Chordata,112,2,transboundary
Fis-113513,Malacoctenus ebisui,Animalia,Chordata,226,13,transboundary
Fis-113545,Paraclinus sini,Animalia,Chordata,101,1,singlecountry
Fis-113546,Paraclinus tanygnathus,Animalia,Chordata,45,2,transboundary
Fis-113548,Starksia fulva,Animalia,Chordata,128,9,transboundary
Fis-113550,Starksia galapagensis,Animalia,Chordata,16,1,singlecountry
Fis-113553,Starksia spinipenis,Animalia,Chordata,208,12,transboundary
Fis-113558,Xenomedea rhodopyga,Animalia,Chordata,101,1,singlecountry
Fis-113559,Acanthemblemaria balanorum,Animalia,Chordata,49,1,singlecountry
Fis-113560,Acanthemblemaria crockeri,Animalia,Chordata,83,1,singlecountry
Fis-113577,Acanthemblemaria exilispinus,Animalia,Chordata,38,3,transboundary
Fis-113583,Acanthemblemaria hancocki,Animalia,Chordata,132,8,transboundary
Fis-113588,Acanthemblemaria macrospilus,Animalia,Chordata,112,6,transboundary
Fis-113601,Chaenopsis deltarrhis,Animalia,Chordata,120,8,transboundary
Fis-113607,Coralliozetus micropes,Animalia,Chordata,91,1,singlecountry
Fis-113613,Coralliozetus rosenblatti,Animalia,Chordata,96,2,transboundary
Fis-113620,Coralliozetus springeri,Animalia,Chordata,197,12,transboundary
Fis-113633,Malacoctenus hubbsi,Animalia,Chordata,135,3,transboundary
Fis-113645,Ekemblemaria myersi,Animalia,Chordata,226,12,transboundary
Fis-113667,Emblemaria hypacanthus,Animalia,Chordata,248,11,transboundary
Fis-113669,Emblemaria nivipes,Animalia,Chordata,136,10,transboundary
Fis-11367,Coelorinchus acanthiger,Animalia,Chordata,653,20,transboundary
Fis-113671,Emblemaria piratica,Animalia,Chordata,148,12,transboundary
Fis-113673,Emblemaria walkeri,Animalia,Chordata,67,1,singlecountry
Fis-113675,Mccoskerichthys sandae,Animalia,Chordata,91,7,transboundary
Fis-113679,Enneapterygius niger,Animalia,Chordata,956,23,transboundary
Fis-113680,Stathmonotus sinuscalifornici,Animalia,Chordata,93,1,singlecountry
Fis-11369,Coelorinchus aconcagua,Animalia,Chordata,67,2,transboundary
Fis-113698,Enneapterygius atrogulare,Animalia,Chordata,346,12,transboundary
Fis-113707,Aruma histrio,Animalia,Chordata,91,1,singlecountry
Fis-113726,Cerdale ionthas,Animalia,Chordata,100,8,transboundary
Fis-113732,Barbulifer pantherinus,Animalia,Chordata,92,2,transboundary
Fis-113736,Bollmannia gomezi,Animalia,Chordata,236,10,transboundary
Fis-113740,Chriolepis minutillus,Animalia,Chordata,68,1,singlecountry
Fis-113745,Chriolepis zebra,Animalia,Chordata,98,2,transboundary
Fis-113782,Microgobius miraflorensis,Animalia,Chordata,154,9,transboundary
Fis-113787,Microgobius tabogensis,Animalia,Chordata,93,9,transboundary
Fis-11380,Coelorinchus biclinozonalis,Animalia,Chordata,215,2,transboundary
Fis-113814,Parrella maxillaris,Animalia,Chordata,183,9,transboundary
Fis-113821,Pycnomma semisquamatum,Animalia,Chordata,57,1,singlecountry
Fis-113822,Microgobius emblematicus,Animalia,Chordata,194,10,transboundary
Fis-113825,Lythrypnus rhizophora,Animalia,Chordata,214,13,transboundary
Fis-113838,Lythrypnus pulchellus,Animalia,Chordata,252,12,transboundary
Fis-113842,Lythrypnus insularis,Animalia,Chordata,3,1,singlecountry
Fis-113852,Gobiosoma chiquita,Animalia,Chordata,142,5,transboundary
Fis-113878,Gobulus hancocki,Animalia,Chordata,248,13,transboundary
Fis-113900,Microgobius erectus,Animalia,Chordata,261,10,transboundary
Fis-113904,Microgobius brevispinis,Animalia,Chordata,77,7,transboundary
Fis-113908,Elacatinus puncticulatus,Animalia,Chordata,239,10,transboundary
Fis-113918,Ceratobregma acanthops,Animalia,Chordata,487,11,transboundary
Fis-113923,Ctenogobius sagittula,Animalia,Chordata,295,11,transboundary
Fis-113926,Ctenogobius manglicola,Animalia,Chordata,185,9,transboundary
Fis-113929,Ceratobregma helenae,Animalia,Chordata,2909,54,transboundary
Fis-113951,Microgobius cyclolepis,Animalia,Chordata,261,11,transboundary
Fis-113956,Microgobius curtus,Animalia,Chordata,193,9,transboundary
Fis-113987,Tomicodon boehlkei,Animalia,Chordata,167,8,transboundary
Fis-114007,Enneapterygius gracilis,Animalia,Chordata,1101,14,transboundary
Fis-11401,Coelorinchus kaiyomaru,Animalia,Chordata,691,12,transboundary
Fis-11405,Coelorinchus karrerae,Animalia,Chordata,493,19,transboundary
Fis-114086,Labichthys yanoi,Animalia,Chordata,4504,7,transboundary
Fis-114088,Serrivomer samoensis,Animalia,Chordata,53306,57,transboundary
Fis-114098,Bathophilus filifer,Animalia,Chordata,49114,57,transboundary
Fis-114103,Enneapterygius kermadecensis,Animalia,Chordata,4,2,transboundary
Fis-114108,Bathypterois longicauda,Animalia,Chordata,963,4,transboundary
Fis-114109,Bathypterois longifilis,Animalia,Chordata,1152,4,transboundary
Fis-114110,Enneapterygius larsonae,Animalia,Chordata,1265,24,transboundary
Fis-114124,Diaphus pacificus,Animalia,Chordata,37446,45,transboundary
Fis-114131,Gadella norops,Animalia,Chordata,1343,31,transboundary
Fis-114147,Physiculus therosideros,Animalia,Chordata,3606,10,transboundary
Fis-114150,Enneapterygius mirabilis,Animalia,Chordata,1233,24,transboundary
Fis-114152,Coryphaenoides murrayi,Animalia,Chordata,3572,42,transboundary
Fis-114154,Gadomus aoteanus,Animalia,Chordata,384,4,transboundary
Fis-114155,Idiolophorhynchus andriashevi,Animalia,Chordata,1881,17,transboundary
Fis-114166,Antipodocottus megalops,Animalia,Chordata,81,6,transboundary
Fis-114167,Alertichthys blacki,Animalia,Chordata,314,6,transboundary
Fis-114170,Scorpaena cardinalis,Animalia,Chordata,143,5,transboundary
Fis-114172,Enneapterygius paucifasciatus,Animalia,Chordata,67,4,transboundary
Fis-114174,Enneapterygius pyramis,Animalia,Chordata,1039,35,transboundary
Fis-114177,Phenacoscorpius megalops,Animalia,Chordata,1257,18,transboundary
Fis-114179,Enneapterygius rhabdotus,Animalia,Chordata,1784,45,transboundary
Fis-114181,Ectreposebastes niger,Animalia,Chordata,1143,4,transboundary
Fis-114184,Forsterygion varium,Animalia,Chordata,447,3,transboundary
Fis-114187,Mendosoma lineatum,Animalia,Chordata,449,8,transboundary
Fis-114188,Ruanoho whero,Animalia,Chordata,99,2,transboundary
Fis-114189,Gilloblennius tripennis,Animalia,Chordata,118,2,transboundary
Fis-114191,Notoclinus fenestratus,Animalia,Chordata,116,1,singlecountry
Fis-114193,Notoclinus compressus,Animalia,Chordata,101,2,transboundary
Fis-114195,Notoclinops yaldwyni,Animalia,Chordata,87,2,transboundary
Fis-114196,Cristiceps aurantiacus,Animalia,Chordata,78,4,transboundary
Fis-114197,Ericentrus rubrus,Animalia,Chordata,103,2,transboundary
Fis-114201,Notothenia angustata,Animalia,Chordata,302,2,transboundary
Fis-114202,Chironemus marmoratus,Animalia,Chordata,84,3,transboundary
