species_id,sciname,kingdom,phylum,tot_count_cells,num_countries,xbd
Fis-26707,Lophiodes insidiator,Animalia,Chordata,184,10,transboundary
Fis-26710,Priolepis eugenius,Animalia,Chordata,34,1,singlecountry
Fis-26715,Cantherhines sandwichiensis,Animalia,Chordata,163,11,transboundary
Fis-26716,Lactoria fornasini,Animalia,Chordata,3787,76,transboundary
Fis-26718,Ventrifossa nasuta,Animalia,Chordata,50,2,transboundary
Fis-26719,Cantherhines fronticinctus,Animalia,Chordata,2820,68,transboundary
Fis-26720,Stephanolepis auratus,Animalia,Chordata,825,34,transboundary
Fis-26724,Acreichthys tomentosus,Animalia,Chordata,2281,36,transboundary
Fis-26726,Thamnaconus modestoides,Animalia,Chordata,3894,68,transboundary
Fis-26727,Ariosoma anagoides,Animalia,Chordata,2442,23,transboundary
Fis-26729,Liza alata,Animalia,Chordata,3215,64,transboundary
Fis-26731,Valamugil robustus,Animalia,Chordata,384,20,transboundary
Fis-26733,Parapercis hexophtalma,Animalia,Chordata,3797,84,transboundary
Fis-26734,Sargocentron xantherythrum,Animalia,Chordata,54,2,transboundary
Fis-26735,Parapercis nebulosa,Animalia,Chordata,436,4,transboundary
Fis-26736,Uropterygius macrocephalus,Animalia,Chordata,3221,73,transboundary
Fis-26739,Caracanthus maculatus,Animalia,Chordata,2756,73,transboundary
Fis-26740,Pseudanthias bicolor,Animalia,Chordata,2321,65,transboundary
Fis-26744,Gymnomuraena zebra,Animalia,Chordata,4406,90,transboundary
Fis-26747,Gymnothorax phasmatodes,Animalia,Chordata,3018,61,transboundary
Fis-26750,Dicrolene multifilis,Animalia,Chordata,2033,43,transboundary
Fis-26751,Bembrops platyrhynchus,Animalia,Chordata,3055,57,transboundary
Fis-26752,Papilloculiceps longiceps,Animalia,Chordata,2202,51,transboundary
Fis-26753,Sorsogona prionota,Animalia,Chordata,1005,35,transboundary
Fis-26754,Marleyella bicolorata,Animalia,Chordata,379,14,transboundary
Fis-26755,Polydactylus plebeius,Animalia,Chordata,4766,66,transboundary
Fis-26759,Pristigenys niphonia,Animalia,Chordata,4039,54,transboundary
Fis-26764,Scatophagus tetracanthus,Animalia,Chordata,941,24,transboundary
Fis-26766,Scorpaenopsis gibbosa,Animalia,Chordata,472,22,transboundary
Fis-26767,Scorpaenopsis venosa,Animalia,Chordata,4137,59,transboundary
Fis-26768,Acanthistius sebastoides,Animalia,Chordata,63,3,transboundary
Fis-26770,Pardachirus morrowi,Animalia,Chordata,355,18,transboundary
Fis-26776,Synodus indicus,Animalia,Chordata,3775,57,transboundary
Fis-26778,Pelates quadrilineatus,Animalia,Chordata,3975,63,transboundary
Fis-26779,Terapon puta,Animalia,Chordata,4096,71,transboundary
Fis-26780,Tentoriceps cristatus,Animalia,Chordata,3797,49,transboundary
Fis-26781,Chelidonichthys queketti,Animalia,Chordata,92,2,transboundary
Fis-26784,Acreichthys radiatus,Animalia,Chordata,1836,27,transboundary
Fis-26786,Monacanthus chinensis,Animalia,Chordata,3884,63,transboundary
Fis-26787,Paramonacanthus japonicus,Animalia,Chordata,2866,35,transboundary
Fis-26788,Paramonacanthus nipponensis,Animalia,Chordata,1036,13,transboundary
Fis-26789,Pseudalutarius nasicornis,Animalia,Chordata,3668,60,transboundary
Fis-26796,Gymnammodytes capensis,Animalia,Chordata,61,2,transboundary
Fis-26801,Acanthoplesiops indicus,Animalia,Chordata,791,26,transboundary
Fis-26802,Fowleria aurita,Animalia,Chordata,3886,83,transboundary
Fis-26803,Abudefduf sparoides,Animalia,Chordata,294,15,transboundary
Fis-26811,Oxyurichthys papuensis,Animalia,Chordata,3444,52,transboundary
Fis-26812,Drombus key,Animalia,Chordata,317,17,transboundary
Fis-26813,Priolepis inhaca,Animalia,Chordata,2819,70,transboundary
Fis-26814,Vanderhorstia delagoae,Animalia,Chordata,434,23,transboundary
Fis-26815,Eleotris fusca,Animalia,Chordata,3370,78,transboundary
Fis-26816,Butis butis,Animalia,Chordata,3825,57,transboundary
Fis-26817,Butis koilomatodon,Animalia,Chordata,3402,52,transboundary
Fis-26818,Hetereleotris zonata,Animalia,Chordata,1068,33,transboundary
Fis-26819,Omobranchus fasciolatus,Animalia,Chordata,925,34,transboundary
Fis-26823,Pavoclinus laurentii,Animalia,Chordata,114,7,transboundary
Fis-26825,Ptarmus jubatus,Animalia,Chordata,312,12,transboundary
Fis-26827,Cirrhimuraena playfairii,Animalia,Chordata,1515,54,transboundary
Fis-26828,Myrichthys colubrinus,Animalia,Chordata,3739,82,transboundary
Fis-26829,Pisodonophis cancrivorus,Animalia,Chordata,4025,84,transboundary
Fis-26830,Pisodonophis boro,Animalia,Chordata,2946,55,transboundary
Fis-26831,Ophichthus apicalis,Animalia,Chordata,1238,27,transboundary
Fis-26834,Tetrosomus concatenatus,Animalia,Chordata,1975,37,transboundary
Fis-26838,Lophodiodon calori,Animalia,Chordata,3922,60,transboundary
Fis-26844,Antennarius hispidus,Animalia,Chordata,3986,51,transboundary
Fis-26845,Parapercis pulchella,Animalia,Chordata,2755,49,transboundary
Fis-26850,Enchelycore anatina,Animalia,Chordata,143,10,transboundary
Fis-26851,Triplophos hemingi,Animalia,Chordata,6273,54,transboundary
Fis-26852,Parapristipoma octolineatum,Animalia,Chordata,510,27,transboundary
Fis-26860,Hypoatherina ovalaua,Animalia,Chordata,1659,41,transboundary
Fis-26861,Strongylura incisa,Animalia,Chordata,2819,76,transboundary
Fis-26865,Choerodon graphicus,Animalia,Chordata,338,7,transboundary
Fis-26866,Tetrosomus gibbosus,Animalia,Chordata,4118,60,transboundary
Fis-26868,Synchiropus rameus,Animalia,Chordata,539,13,transboundary
Fis-26885,Odontesthes regia,Animalia,Chordata,145,3,transboundary
Fis-26886,Coryphaenoides mediterraneus,Animalia,Chordata,6915,25,transboundary
Fis-26887,Coryphaenoides guentheri,Animalia,Chordata,1596,17,transboundary
Fis-26888,Cataetyx alleni,Animalia,Chordata,200,9,transboundary
Fis-26891,Monocentris japonica,Animalia,Chordata,5434,70,transboundary
Fis-26893,Pampus chinensis,Animalia,Chordata,1971,27,transboundary
Fis-26894,Parapercis alboguttata,Animalia,Chordata,3711,57,transboundary
Fis-26895,Pseudotriacanthus strigilifer,Animalia,Chordata,4029,55,transboundary
Fis-26896,Rhynchostracion nasus,Animalia,Chordata,3346,48,transboundary
Fis-26902,Dasyatis zugei,Animalia,Chordata,2953,40,transboundary
Fis-26903,Narcine timlei,Animalia,Chordata,4233,57,transboundary
Fis-26905,Neopomacentrus cyanomos,Animalia,Chordata,3649,64,transboundary
Fis-26906,Anoxypristis cuspidata,Animalia,Chordata,2541,43,transboundary
Fis-26907,Psammoperca waigiensis,Animalia,Chordata,3262,56,transboundary
Fis-26908,Emmelichthys struhsakeri,Animalia,Chordata,2463,49,transboundary
Fis-26910,Urotrygon chilensis,Animalia,Chordata,340,11,transboundary
Fis-26911,Porichthys margaritatus,Animalia,Chordata,460,13,transboundary
Fis-26914,Pseudobalistes naufragium,Animalia,Chordata,285,11,transboundary
Fis-26917,Ariosoma anago,Animalia,Chordata,3169,39,transboundary
Fis-26919,Dischistodus pseudochrysopoecilus,Animalia,Chordata,1390,22,transboundary
Fis-26920,Ephippus orbis,Animalia,Chordata,3231,58,transboundary
Fis-26921,Eupleurogrammus muticus,Animalia,Chordata,2587,33,transboundary
Fis-26924,Gargariscus prionocephalus,Animalia,Chordata,1173,13,transboundary
Fis-26926,Gnathophis nystromi,Animalia,Chordata,2055,40,transboundary
Fis-26928,Anisotremus interruptus,Animalia,Chordata,179,14,transboundary
Fis-26930,Anisotremus scapularis,Animalia,Chordata,97,3,transboundary
Fis-26931,Bathygobius andrei,Animalia,Chordata,262,11,transboundary
Fis-26932,Gymnura poecilura,Animalia,Chordata,3088,62,transboundary
Fis-26933,Hoplichthys gilberti,Animalia,Chordata,3484,39,transboundary
Fis-26934,Hyporhamphus quoyi,Animalia,Chordata,3461,57,transboundary
Fis-26936,Minous quincarinatus,Animalia,Chordata,1308,18,transboundary
Fis-26937,Ostichthys japonicus,Animalia,Chordata,4042,37,transboundary
Fis-26940,Pardachirus pavoninus,Animalia,Chordata,3876,77,transboundary
Fis-26942,Bothus constellatus,Animalia,Chordata,414,17,transboundary
Fis-26943,Pontinus macrocephalus,Animalia,Chordata,2124,37,transboundary
Fis-26945,Pterygotrigla hemisticta,Animalia,Chordata,3078,26,transboundary
Fis-26946,Echidna nocturna,Animalia,Chordata,287,14,transboundary
Fis-26948,Satyrichthys rieffeli,Animalia,Chordata,2974,33,transboundary
Fis-26949,Saurenchelys fierasfer,Animalia,Chordata,2623,31,transboundary
Fis-26950,Gobiosoma paradoxum,Animalia,Chordata,386,13,transboundary
Fis-26953,Thamnaconus tessellatus,Animalia,Chordata,3160,40,transboundary
Fis-26956,Chrysochir aureus,Animalia,Chordata,2904,40,transboundary
Fis-26957,Nibea soldado,Animalia,Chordata,2482,25,transboundary
Fis-26958,Panna microdon,Animalia,Chordata,2271,33,transboundary
Fis-26959,Paranibea semiluctuosa,Animalia,Chordata,2569,38,transboundary
Fis-26961,Hyporhamphus limbatus,Animalia,Chordata,2985,47,transboundary
Fis-26962,Lepturacanthus savala,Animalia,Chordata,3226,26,transboundary
Fis-26963,Plectorhinchus pictus,Animalia,Chordata,4775,65,transboundary
Fis-26964,Plectorhinchus polytaenia,Animalia,Chordata,2028,24,transboundary
Fis-26965,Valamugil speigleri,Animalia,Chordata,3220,50,transboundary
Fis-26966,Pennahia macrocephalus,Animalia,Chordata,2847,25,transboundary
Fis-26967,Paraclinus altivelis,Animalia,Chordata,168,8,transboundary
Fis-26969,Paraclinus mexicanus,Animalia,Chordata,243,12,transboundary
Fis-26993,Pterotolithus lateoides,Animalia,Chordata,747,12,transboundary
Fis-26994,Pterotolithus maculatus,Animalia,Chordata,1552,23,transboundary
Fis-26996,Congiopodus peruvianus,Animalia,Chordata,999,6,transboundary
Fis-26997,Callorhinchus callorynchus,Animalia,Chordata,691,9,transboundary
Fis-26999,Parapercis filamentosa,Animalia,Chordata,2128,20,transboundary
Fis-27004,Tripodichthys blochii,Animalia,Chordata,2271,24,transboundary
Fis-27005,Periophthalmodon schlosseri,Animalia,Chordata,2026,30,transboundary
Fis-27009,Gaidropsarus argentatus,Animalia,Chordata,2522,12,transboundary
Fis-27010,Gaidropsarus capensis,Animalia,Chordata,37,3,transboundary
Fis-27011,Gaidropsarus ensis,Animalia,Chordata,954,5,transboundary
Fis-27012,Gaidropsarus granti,Animalia,Chordata,39,3,transboundary
Fis-27013,Gaidropsarus guttatus,Animalia,Chordata,21,3,transboundary
Fis-27015,Gadomus arcuatus,Animalia,Chordata,1946,57,transboundary
Fis-27016,Albatrossia pectoralis,Animalia,Chordata,1155,6,transboundary
Fis-27025,Coryphaenoides acrolepis,Animalia,Chordata,1508,7,transboundary
Fis-27026,Coryphaenoides anguliceps,Animalia,Chordata,388,10,transboundary
Fis-27027,Coryphaenoides carminifer,Animalia,Chordata,209,6,transboundary
Fis-27028,Coryphaenoides cinereus,Animalia,Chordata,1337,6,transboundary
Fis-27030,Coryphaenoides mexicanus,Animalia,Chordata,177,4,transboundary
Fis-27031,Neoepinnula americana,Animalia,Chordata,660,41,transboundary
Fis-27032,Coryphaenoides zaniophorus,Animalia,Chordata,1274,58,transboundary
Fis-27033,Rexea bengalensis,Animalia,Chordata,2563,38,transboundary
Fis-27035,Rexea solandri,Animalia,Chordata,590,6,transboundary
Fis-27036,Mataeocephalus acipenserinus,Animalia,Chordata,353,2,transboundary
Fis-27037,Mataeocephalus tenuicauda,Animalia,Chordata,575,5,transboundary
Fis-27038,Helcogramma ellioti,Animalia,Chordata,3594,77,transboundary
Fis-27039,Nezumia atlantica,Animalia,Chordata,731,42,transboundary
Fis-27040,Nezumia brevibarbata,Animalia,Chordata,52,2,transboundary
Fis-27041,Nezumia convergens,Animalia,Chordata,430,10,transboundary
Fis-27042,Nezumia latirostrata,Animalia,Chordata,75,5,transboundary
Fis-27043,Nezumia liolepis,Animalia,Chordata,157,2,transboundary
Fis-27044,Nezumia loricata,Animalia,Chordata,294,10,transboundary
Fis-27045,Nezumia orbitalis,Animalia,Chordata,42,4,transboundary
Fis-27046,Nezumia propinqua,Animalia,Chordata,3307,69,transboundary
Fis-27047,Nezumia proxima,Animalia,Chordata,334,6,transboundary
Fis-27048,Nezumia pulchella,Animalia,Chordata,38,2,transboundary
Fis-27049,Sphagemacrurus grenadae,Animalia,Chordata,1910,42,transboundary
Fis-27050,Pleuronichthys cornutus,Animalia,Chordata,537,6,transboundary
Fis-27051,Benthodesmus simonyi,Animalia,Chordata,539,30,transboundary
Fis-27055,Microstomus achne,Animalia,Chordata,1067,9,transboundary
Fis-27056,Trachonurus sulcatus,Animalia,Chordata,4163,56,transboundary
Fis-27057,Benthodesmus tenuis,Animalia,Chordata,6211,145,transboundary
Fis-27058,Eupleurogrammus glossodon,Animalia,Chordata,2144,31,transboundary
Fis-27070,Strophidon sathete,Animalia,Chordata,3484,75,transboundary
Fis-27106,Ventrifossa atherodon,Animalia,Chordata,38,1,singlecountry
Fis-27107,Ventrifossa ctenomelas,Animalia,Chordata,20,1,singlecountry
Fis-27111,Ventrifossa garmani,Animalia,Chordata,153,3,transboundary
Fis-27113,Ventrifossa misakia,Animalia,Chordata,81,2,transboundary
Fis-27126,Eptatretus burgeri,Animalia,Chordata,648,8,transboundary
Fis-27127,Eptatretus hexatrema,Animalia,Chordata,57,2,transboundary
Fis-27128,Eptatretus polytrema,Animalia,Chordata,20,1,singlecountry
Fis-27129,Eptatretus springeri,Animalia,Chordata,743,45,transboundary
Fis-27132,Diplobatis ommata,Animalia,Chordata,265,13,transboundary
Fis-27185,Setipinna breviceps,Animalia,Chordata,310,6,transboundary
Fis-27192,Monolene mertensi,Animalia,Chordata,105,11,transboundary
Fis-27193,Pseudorhombus jenynsii,Animalia,Chordata,2149,29,transboundary
Fis-27194,Clidoderma asperrimum,Animalia,Chordata,1567,12,transboundary
Fis-27195,Bathysolea profundicola,Animalia,Chordata,3616,38,transboundary
Fis-27196,Eopsetta grigorjewi,Animalia,Chordata,689,10,transboundary
Fis-27197,Glyptocephalus stelleri,Animalia,Chordata,810,7,transboundary
Fis-27198,Heteromycteris proboscideus,Animalia,Chordata,254,20,transboundary
Fis-27199,Pegusa triophthalma,Animalia,Chordata,167,15,transboundary
Fis-27204,Symphurus ligulatus,Animalia,Chordata,267,20,transboundary
Fis-27214,Neolaeops microphthalmus,Animalia,Chordata,3393,64,transboundary
Fis-27215,Psettina brevirictis,Animalia,Chordata,1903,34,transboundary
Fis-27217,Cynoglossus capensis,Animalia,Chordata,210,5,transboundary
Fis-27219,Pardachirus marmoratus,Animalia,Chordata,1312,44,transboundary
Fis-27220,Zebrias regani,Animalia,Chordata,199,12,transboundary
Fis-27221,Symphurus variegatus,Animalia,Chordata,96,4,transboundary
Fis-27224,Pristis pristis,Animalia,Chordata,4439,101,transboundary
Fis-27225,Apagesoma delosommatus,Animalia,Chordata,13575,61,transboundary
Fis-27226,Lamprogrammus brunswigi,Animalia,Chordata,7878,153,transboundary
Fis-27227,Bassozetus taenia,Animalia,Chordata,11135,59,transboundary
Fis-27229,Bathyonus laticeps,Animalia,Chordata,8232,83,transboundary
Fis-27230,Benthocometes robustus,Animalia,Chordata,130,8,transboundary
Fis-27233,Holcomycteronus profundissimus,Animalia,Chordata,304,1,singlecountry
Fis-27236,Taeniura grabata,Animalia,Chordata,544,38,transboundary
Fis-27239,Paraplagusia japonica,Animalia,Chordata,352,9,transboundary
Fis-27240,Aetobatus flagellum,Animalia,Chordata,3237,45,transboundary
Fis-27241,Rhinoptera marginata,Animalia,Chordata,400,19,transboundary
Fis-27242,Penopus microphthalmus,Animalia,Chordata,5711,87,transboundary
Fis-27243,Pseudaesopia japonica,Animalia,Chordata,369,8,transboundary
Fis-27245,Spectrunculus grandis,Animalia,Chordata,30519,95,transboundary
Fis-27247,Cataetyx bruuni,Animalia,Chordata,137,27,transboundary
Fis-27248,Zebrias zebra,Animalia,Chordata,2887,46,transboundary
Fis-27249,Hydrolagus mirabilis,Animalia,Chordata,1738,72,transboundary
Fis-27250,Grammonus longhursti,Animalia,Chordata,151,14,transboundary
Fis-27251,Neoharriotta pinnata,Animalia,Chordata,529,37,transboundary
Fis-27252,Nybelinella erikssoni,Animalia,Chordata,4656,31,transboundary
Fis-27253,Hyporhamphus picarti,Animalia,Chordata,518,38,transboundary
Fis-27254,Aldrovandia phalacra,Animalia,Chordata,7419,134,transboundary
Fis-27255,Aldrovandia rostrata,Animalia,Chordata,2493,43,transboundary
Fis-27256,Cheilopogon milleri,Animalia,Chordata,1140,20,transboundary
Fis-27259,Strongylura senegalensis,Animalia,Chordata,218,18,transboundary
Fis-27260,Polyacanthonotus africanus,Animalia,Chordata,8337,73,transboundary
Fis-27263,Anarchias euryurus,Animalia,Chordata,240,14,transboundary
Fis-27264,Echidna peli,Animalia,Chordata,259,20,transboundary
Fis-27265,Gymnothorax maderensis,Animalia,Chordata,1364,72,transboundary
Fis-27266,Monopenchelys acuta,Animalia,Chordata,1562,83,transboundary
Fis-27267,Muraena melanotis,Animalia,Chordata,818,59,transboundary
Fis-27268,Chlopsis dentatus,Animalia,Chordata,1386,60,transboundary
Fis-27269,Ditropichthys storeri,Animalia,Chordata,95080,161,transboundary
Fis-27270,Eutaeniophorus festivus,Animalia,Chordata,36122,89,transboundary
Fis-27271,Panturichthys isognathus,Animalia,Chordata,237,19,transboundary
Fis-27273,Pythonichthys macrurus,Animalia,Chordata,235,19,transboundary
Fis-27274,Pythonichthys microphthalmus,Animalia,Chordata,234,19,transboundary
Fis-27275,Diretmoides pauciradiatus,Animalia,Chordata,53027,121,transboundary
Fis-27276,Diretmichthys parini,Animalia,Chordata,55237,135,transboundary
Fis-27277,Scopelogadus beanii,Animalia,Chordata,23013,42,transboundary
Fis-27280,Bathyuroconger vicinus,Animalia,Chordata,5197,128,transboundary
Fis-27281,Japonoconger africanus,Animalia,Chordata,9,2,transboundary
Fis-27282,Pseudophichthys splendens,Animalia,Chordata,1804,66,transboundary
Fis-27284,Facciolella oxyrhyncha,Animalia,Chordata,550,29,transboundary
Fis-27285,Venefica proboscidea,Animalia,Chordata,7219,97,transboundary
Fis-27286,Apterichtus anguiformis,Animalia,Chordata,361,15,transboundary
Fis-27288,Apterichtus monodi,Animalia,Chordata,200,17,transboundary
Fis-27290,Callechelys leucoptera,Animalia,Chordata,157,14,transboundary
Fis-27291,Echelus pachyrhynchus,Animalia,Chordata,518,31,transboundary
Fis-27294,Myrichthys pardalis,Animalia,Chordata,223,17,transboundary
Fis-27295,Myrophis plumbeus,Animalia,Chordata,1443,64,transboundary
Fis-27296,Mystriophis rostellatus,Animalia,Chordata,261,19,transboundary
Fis-27298,Pisodonophis semicinctus,Animalia,Chordata,237,19,transboundary
Fis-27299,Nessorhamphus ingolfianus,Animalia,Chordata,56154,83,transboundary
Fis-27300,Dysomma brevirostre,Animalia,Chordata,2876,101,transboundary
Fis-27301,Avocettina acuticeps,Animalia,Chordata,58918,89,transboundary
Fis-27302,Nemichthys curvirostris,Animalia,Chordata,68794,147,transboundary
Fis-27303,Saccopharynx ampullaceus,Animalia,Chordata,10808,24,transboundary
Fis-27304,Dolichopteryx longipes,Animalia,Chordata,7334,15,transboundary
Fis-27305,Rhynchohyalus natalensis,Animalia,Chordata,35369,102,transboundary
Fis-27308,Bathypterois grallator,Animalia,Chordata,5659,91,transboundary
Fis-27309,Allocyttus verrucosus,Animalia,Chordata,35197,44,transboundary
Fis-27310,Bathypterois viridensis,Animalia,Chordata,1294,63,transboundary
Fis-27311,Bathytyphlops sewelli,Animalia,Chordata,5665,74,transboundary
Fis-27312,Scopelosaurus argenteus,Animalia,Chordata,1845,75,transboundary
Fis-27313,Scopelosaurus lepidus,Animalia,Chordata,2850,41,transboundary
Fis-27315,Leptochilichthys pinguis,Animalia,Chordata,22979,86,transboundary
Fis-27318,Chlopsis olokun,Animalia,Chordata,190,14,transboundary
Fis-27323,Pomatoschistus lozanoi,Animalia,Chordata,238,8,transboundary
Fis-27324,Pomatoschistus marmoratus,Animalia,Chordata,575,20,transboundary
Fis-27325,Pomatoschistus quagga,Animalia,Chordata,268,12,transboundary
Fis-27327,Apletodon dentatus,Animalia,Chordata,548,26,transboundary
Fis-27328,Chelidonichthys obscurus,Animalia,Chordata,813,27,transboundary
Fis-27333,Encheliophis gracilis,Animalia,Chordata,3526,73,transboundary
Fis-27335,Amphiprion percula,Animalia,Chordata,310,6,transboundary
Fis-27336,Platyrhina sinensis,Animalia,Chordata,197,5,transboundary
Fis-27337,Acanthocepola limbata,Animalia,Chordata,1339,13,transboundary
Fis-27341,Chromis hypsilepis,Animalia,Chordata,75,3,transboundary
Fis-27344,Chromis nitida,Animalia,Chordata,364,11,transboundary
Fis-27346,Belonepterygion fasciolatum,Animalia,Chordata,1183,17,transboundary
Fis-27351,Bathyraja richardsoni,Animalia,Chordata,297,7,transboundary
Fis-27352,Antennarius maculatus,Animalia,Chordata,3398,85,transboundary
Fis-27387,Mycteroperca fusca,Animalia,Chordata,80,6,transboundary
Fis-27428,Zenarchopterus dispar,Animalia,Chordata,2566,73,transboundary
Fis-27470,Amblypomacentrus breviceps,Animalia,Chordata,1869,26,transboundary
Fis-27531,Cubiceps capensis,Animalia,Chordata,41271,69,transboundary
Fis-27534,Pristigenys meyeri,Animalia,Chordata,1954,43,transboundary
Fis-27539,Kuhlia caudavittata,Animalia,Chordata,167,16,transboundary
Fis-27540,Plectorhinchus macrolepis,Animalia,Chordata,218,17,transboundary
Fis-27541,Pomadasys guoraca,Animalia,Chordata,3373,52,transboundary
Fis-27543,Monodactylus sebae,Animalia,Chordata,209,18,transboundary
Fis-27545,Liza grandisquamis,Animalia,Chordata,247,21,transboundary
Fis-27550,Caffrogobius caffer,Animalia,Chordata,69,5,transboundary
Fis-27552,Caffrogobius natalensis,Animalia,Chordata,61,4,transboundary
Fis-27554,Caffrogobius nudiceps,Animalia,Chordata,96,3,transboundary
Fis-27565,Drombus triangularis,Animalia,Chordata,3123,52,transboundary
Fis-27571,Gnatholepis cauerensis,Animalia,Chordata,3576,79,transboundary
Fis-27575,Gobionellus occidentalis,Animalia,Chordata,205,17,transboundary
Fis-27577,Hemiramphus marginatus,Animalia,Chordata,1518,42,transboundary
Fis-27582,Coryogalops william,Animalia,Chordata,179,8,transboundary
Fis-27584,Nematogobius maindroni,Animalia,Chordata,373,27,transboundary
Fis-27585,Caffrogobius saldanha,Animalia,Chordata,63,3,transboundary
Fis-27586,Oxyurichthys microlepis,Animalia,Chordata,4369,60,transboundary
Fis-27587,Oxyurichthys tentacularis,Animalia,Chordata,4079,69,transboundary
Fis-27589,Dischistodus fasciatus,Animalia,Chordata,1490,20,transboundary
Fis-27590,Porogobius schlegelii,Animalia,Chordata,202,18,transboundary
Fis-27595,Sicyopterus lagocephalus,Animalia,Chordata,1740,45,transboundary
Fis-27597,Stenogobius gymnopomus,Animalia,Chordata,1121,26,transboundary
Fis-27598,Bajacalifornia megalops,Animalia,Chordata,45266,92,transboundary
Fis-27600,Wheelerigobius maltzani,Animalia,Chordata,209,18,transboundary
Fis-27602,Dormitator lebretonis,Animalia,Chordata,233,18,transboundary
Fis-27603,Bostrychus africanus,Animalia,Chordata,233,18,transboundary
Fis-27605,Hypseleotris cyprinoides,Animalia,Chordata,2409,45,transboundary
Fis-27608,Paralepis elongata,Animalia,Chordata,17033,66,transboundary
Fis-27612,Ophiocara porocephala,Animalia,Chordata,3154,56,transboundary
Fis-27674,Nemadactylus macropterus,Animalia,Chordata,522,5,transboundary
Fis-27676,Aetomylaeus nichofii,Animalia,Chordata,1677,27,transboundary
Fis-27677,Bathyraja smithii,Animalia,Chordata,137,5,transboundary
Fis-27678,Cruriraja parcomaculata,Animalia,Chordata,12,1,singlecountry
Fis-27681,Hydrolagus africanus,Animalia,Chordata,279,22,transboundary
Fis-27684,Enchelycore lichenosa,Animalia,Chordata,131,5,transboundary
Fis-27688,Gymnothorax kidako,Animalia,Chordata,2592,48,transboundary
Fis-27689,Gymnothorax prasinus,Animalia,Chordata,311,3,transboundary
Fis-27691,Talismania homoptera,Animalia,Chordata,4313,63,transboundary
Fis-27692,Neonesthes capensis,Animalia,Chordata,73135,137,transboundary
Fis-27694,Gymnothorax reevesii,Animalia,Chordata,2865,41,transboundary
Fis-27695,Photonectes braueri,Animalia,Chordata,34707,107,transboundary
Fis-27696,Phosichthys argenteus,Animalia,Chordata,29499,49,transboundary
Fis-27697,Lestrolepis intermedia,Animalia,Chordata,65578,155,transboundary
Fis-27700,Diaphus splendidus,Animalia,Chordata,62505,146,transboundary
Fis-27701,Sphagemacrurus hirundo,Animalia,Chordata,124,6,transboundary
Fis-27703,Neomerinthe folgori,Animalia,Chordata,249,15,transboundary
Fis-27707,Schedophilus huttoni,Animalia,Chordata,8659,11,transboundary
Fis-27708,Schedophilus pemarco,Animalia,Chordata,414,30,transboundary
Fis-27709,Emmelichthys ruber,Animalia,Chordata,226,18,transboundary
Fis-27710,Sufflogobius bibarbatus,Animalia,Chordata,141,3,transboundary
Fis-27712,Miracorvina angolensis,Animalia,Chordata,193,17,transboundary
Fis-27713,Pseudotolithus epipercus,Animalia,Chordata,225,17,transboundary
Fis-27714,Chilomycterus reticulatus,Animalia,Chordata,6759,139,transboundary
Fis-27715,Masturus lanceolatus,Animalia,Chordata,69367,148,transboundary
Fis-27717,Pseudechidna brummeri,Animalia,Chordata,2471,69,transboundary
Fis-27718,Uropterygius micropterus,Animalia,Chordata,2578,69,transboundary
Fis-27719,Netuma thalassina,Animalia,Chordata,4660,52,transboundary
Fis-27720,Neopomacentrus anabatoides,Animalia,Chordata,2269,31,transboundary
Fis-27721,Neopomacentrus azysron,Animalia,Chordata,2267,43,transboundary
Fis-27722,Neopomacentrus metallicus,Animalia,Chordata,302,13,transboundary
Fis-27723,Neoglyphidodon bonang,Animalia,Chordata,827,14,transboundary
Fis-27724,Neoglyphidodon carlsoni,Animalia,Chordata,235,8,transboundary
Fis-27725,Ablabys taenianotus,Animalia,Chordata,3326,33,transboundary
Fis-27726,Neoglyphidodon polyacanthus,Animalia,Chordata,229,5,transboundary
Fis-27727,Nansenia macrolepis,Animalia,Chordata,3358,21,transboundary
Fis-27728,Benthosema pterotum,Animalia,Chordata,42125,80,transboundary
Fis-27730,Kuronezumia leonis,Animalia,Chordata,169,8,transboundary
Fis-27734,Chatrabus melanurus,Animalia,Chordata,188,7,transboundary
Fis-27735,Halieutaea fitzsimonsi,Animalia,Chordata,1548,38,transboundary
Fis-27737,Pollichthys mauli,Animalia,Chordata,47005,136,transboundary
Fis-27739,Diaphus effulgens,Animalia,Chordata,60250,140,transboundary
Fis-27740,Diaphus lucidus,Animalia,Chordata,50384,132,transboundary
Fis-27741,Stemonosudis elegans,Animalia,Chordata,24085,41,transboundary
Fis-27743,Antennarius pictus,Animalia,Chordata,3530,68,transboundary
Fis-27745,Ostichthys kaianus,Animalia,Chordata,3805,88,transboundary
Fis-27748,Pterois mombasae,Animalia,Chordata,3811,57,transboundary
Fis-27751,Oxyurichthys ophthalmonema,Animalia,Chordata,3219,53,transboundary
Fis-27752,Atrophacanthus japonicus,Animalia,Chordata,30736,73,transboundary
Fis-27755,Cyclichthys spilostylus,Animalia,Chordata,4467,73,transboundary
Fis-27758,Patagonotothen ramsayi,Animalia,Chordata,550,4,transboundary
Fis-27759,Sorsogona tuberculata,Animalia,Chordata,4443,65,transboundary
Fis-27763,Apistops caloundra,Animalia,Chordata,2311,30,transboundary
Fis-27767,Astronesthes chrysophekadion,Animalia,Chordata,17872,37,transboundary
Fis-27768,Astronesthes cyaneus,Animalia,Chordata,29139,103,transboundary
