iucn_sid,sciname,kingdom,phylum,category,tot_count_cells,num_countries,xbd
18140736,Dolicholagus longirostris,ANIMALIA,CHORDATA,LC,833886,100,transboundary
18140829,Opisthoproctus grimaldii,ANIMALIA,CHORDATA,LC,873741,100,transboundary
18155920,Opisthoproctus soleatus,ANIMALIA,CHORDATA,LC,773114,119,transboundary
18155933,Barbantus curvifrons,ANIMALIA,CHORDATA,LC,170924,55,transboundary
18155939,Holtbyrnia anomala,ANIMALIA,CHORDATA,LC,64780,14,transboundary
18155943,Holtbyrnia macrops,ANIMALIA,CHORDATA,LC,36512,38,transboundary
18155946,Maulisia mauli,ANIMALIA,CHORDATA,LC,153393,40,transboundary
18155949,Normichthys operosus,ANIMALIA,CHORDATA,LC,195803,41,transboundary
18155952,Sagamichthys schnakenbecki,ANIMALIA,CHORDATA,LC,149951,36,transboundary
18155960,Ammodytes tobianus,ANIMALIA,CHORDATA,DD,17788,21,transboundary
18155963,Gymnammodytes semisquamatus,ANIMALIA,CHORDATA,LC,12573,15,transboundary
18155982,Hyperoplus lanceolatus,ANIMALIA,CHORDATA,LC,17218,21,transboundary
18158219,Alepes djedaba,ANIMALIA,CHORDATA,LC,31978,43,transboundary
18158262,Selar boops,ANIMALIA,CHORDATA,LC,56521,24,transboundary
18158331,Selene dorsalis,ANIMALIA,CHORDATA,LC,12467,25,transboundary
18158359,Seriola carpenteri,ANIMALIA,CHORDATA,LC,16433,30,transboundary
18158445,Platyberyx opalescens,ANIMALIA,CHORDATA,LC,101058,22,transboundary
18158583,Nesiarchus nasutus,ANIMALIA,CHORDATA,LC,607505,95,transboundary
18159126,Buenia jeffreysii,ANIMALIA,CHORDATA,LC,6069,9,transboundary
18159556,Gobius gasteveni,ANIMALIA,CHORDATA,LC,2024,10,transboundary
18159817,Gobiusculus flavescens,ANIMALIA,CHORDATA,LC,11302,20,transboundary
18159823,Lebetus scorpioides,ANIMALIA,CHORDATA,LC,5610,8,transboundary
18160428,Lesueurigobius sanzi,ANIMALIA,CHORDATA,LC,2279,9,transboundary
18160456,Ponticola cephalargoides,ANIMALIA,CHORDATA,LC,1160,4,transboundary
18160468,Ponticola platyrostris,ANIMALIA,CHORDATA,LC,235,4,transboundary
18160573,Pomatoschistus lozanoi,ANIMALIA,CHORDATA,LC,1605,8,transboundary
18161514,Vanneaugobius pruvoti,ANIMALIA,CHORDATA,LC,893,3,transboundary
18177478,Pseudupeneus prayensis,ANIMALIA,CHORDATA,VU,4257,23,transboundary
18177499,Upeneus moluccensis,ANIMALIA,CHORDATA,LC,71549,37,transboundary
18180983,Pachycara bulbiceps,ANIMALIA,CHORDATA,LC,25905,17,transboundary
18180998,Pachycara crassiceps,ANIMALIA,CHORDATA,LC,448,10,transboundary
18227109,Cyema atrum,ANIMALIA,CHORDATA,LC,909619,75,transboundary
18227119,Eurypharynx pelecanoides,ANIMALIA,CHORDATA,LC,2606403,167,transboundary
18252612,Cyclothone acclinidens,ANIMALIA,CHORDATA,LC,2349659,171,transboundary
18252616,Cyclothone livida,ANIMALIA,CHORDATA,LC,110703,35,transboundary
18252619,Cyclothone pallida,ANIMALIA,CHORDATA,LC,2535785,174,transboundary
18252629,Cyclothone pseudopallida,ANIMALIA,CHORDATA,LC,3086005,178,transboundary
18252702,Diplophos taenia,ANIMALIA,CHORDATA,LC,1725789,153,transboundary
18253276,Argyropelecus aculeatus,ANIMALIA,CHORDATA,LC,1198968,117,transboundary
18253282,Argyropelecus gigas,ANIMALIA,CHORDATA,LC,1472320,140,transboundary
18256447,Astronesthes gemmifer,ANIMALIA,CHORDATA,DD,475397,75,transboundary
18256458,Bathophilus digitatus,ANIMALIA,CHORDATA,LC,890037,125,transboundary
18256490,Bathophilus vaillanti,ANIMALIA,CHORDATA,LC,126301,25,transboundary
18256504,Borostomias abyssorum,ANIMALIA,CHORDATA,DD,534,2,transboundary
18256560,Echiostoma barbatum,ANIMALIA,CHORDATA,LC,1697289,149,transboundary
18256726,Eustomias braueri,ANIMALIA,CHORDATA,DD,1312043,118,transboundary
18256943,Eustomias obscurus,ANIMALIA,CHORDATA,LC,502274,78,transboundary
18256992,Flagellostomias boureei,ANIMALIA,CHORDATA,LC,756063,115,transboundary
18257762,Spinachia spinachia,ANIMALIA,CHORDATA,LC,13552,20,transboundary
18257780,Fistularia commersonii,ANIMALIA,CHORDATA,LC,65115,85,transboundary
18258072,Entelurus aequoreus,ANIMALIA,CHORDATA,LC,10209,15,transboundary
18258153,Minyichthys sentus,ANIMALIA,CHORDATA,DD,1984,5,transboundary
18258202,Nerophis lumbriciformis,ANIMALIA,CHORDATA,LC,7330,13,transboundary
18258249,Syngnathus rostellatus,ANIMALIA,CHORDATA,LC,12123,20,transboundary
18258256,Syngnathus schmidti,ANIMALIA,CHORDATA,DD,1731,6,transboundary
18258266,Syngnathus variegatus,ANIMALIA,CHORDATA,DD,1634,6,transboundary
18258584,Apletodon bacescui,ANIMALIA,CHORDATA,LC,434,3,transboundary
18263684,Petroscirtes ancylodon,ANIMALIA,CHORDATA,LC,5813,16,transboundary
19708732,Actinopyga varians,ANIMALIA,ECHINODERMATA,DD,3846,2,transboundary
19708753,Argiodia maculata,ANIMALIA,ECHINODERMATA,DD,1405,1,singlecountry
19708759,Holothuria aemula,ANIMALIA,ECHINODERMATA,DD,1270,4,transboundary
19708766,Holothuria albifasciatus,ANIMALIA,ECHINODERMATA,DD,2329,1,singlecountry
19708770,Holothuria altaturricula,ANIMALIA,ECHINODERMATA,DD,390,1,singlecountry
19708780,Holothuria austrinabassa,ANIMALIA,ECHINODERMATA,LC,8128,1,singlecountry
19708816,Holothuria cadelli,ANIMALIA,ECHINODERMATA,DD,2775,3,transboundary
19708918,Holothuria casoae,ANIMALIA,ECHINODERMATA,DD,2395,6,transboundary
19708976,Holothuria duoturriforma,ANIMALIA,ECHINODERMATA,DD,375,1,singlecountry
19709023,Holothuria enalia,ANIMALIA,ECHINODERMATA,DD,750,1,singlecountry
19709100,Holothuria huberti,ANIMALIA,ECHINODERMATA,DD,26,1,singlecountry
19709103,Holothuria immobilis,ANIMALIA,ECHINODERMATA,LC,4655,12,transboundary
19710303,Holothuria insignis,ANIMALIA,ECHINODERMATA,LC,918,4,transboundary
19710863,Holothuria isuga,ANIMALIA,ECHINODERMATA,LC,698,4,transboundary
19710927,Holothuria longicosta,ANIMALIA,ECHINODERMATA,DD,2450,2,transboundary
19710984,Holothuria manningi,ANIMALIA,ECHINODERMATA,LC,4,1,singlecountry
19711070,Holothuria nigralutea,ANIMALIA,ECHINODERMATA,DD,338,2,transboundary
19711082,Holothuria papillata,ANIMALIA,ECHINODERMATA,DD,2773,3,transboundary
19711112,Holothuria pluricuriosa,ANIMALIA,ECHINODERMATA,LC,389,4,transboundary
19711179,Holothuria pseudonotabilis,ANIMALIA,ECHINODERMATA,DD,107,1,singlecountry
19711252,Holothuria pyxoides,ANIMALIA,ECHINODERMATA,DD,442,1,singlecountry
19711306,Holothuria rathbunii,ANIMALIA,ECHINODERMATA,LC,488,5,transboundary
19711325,Holothuria squamifera,ANIMALIA,ECHINODERMATA,DD,1771,3,transboundary
19711394,Holothuria truncata,ANIMALIA,ECHINODERMATA,DD,1767,2,transboundary
19711507,Holothuria tuberculata,ANIMALIA,ECHINODERMATA,DD,53,1,singlecountry
19711761,Apostichopus johnsoni,ANIMALIA,ECHINODERMATA,DD,1469,2,transboundary
19711843,Apostichopus leukothele,ANIMALIA,ECHINODERMATA,LC,4046,3,transboundary
19711938,Apostichopus multidentis,ANIMALIA,ECHINODERMATA,DD,43,1,singlecountry
19712189,Apostichopus nigripunctatus,ANIMALIA,ECHINODERMATA,DD,9342,4,transboundary
19712304,Apostichopus nipponensis,ANIMALIA,ECHINODERMATA,DD,139,1,singlecountry
19712515,Allopatides corrugatus,ANIMALIA,ECHINODERMATA,DD,15544,2,transboundary
19712597,Allopatides dendroeides,ANIMALIA,ECHINODERMATA,DD,3300,4,transboundary
19712646,Amphigymnas bahamensis,ANIMALIA,ECHINODERMATA,LC,17822,10,transboundary
19712826,Amphigymnas multipes,ANIMALIA,ECHINODERMATA,DD,7,1,singlecountry
19715239,Bathyplotes baculosus,ANIMALIA,ECHINODERMATA,DD,567,1,singlecountry
19715267,Bathyplotes bigelowi,ANIMALIA,ECHINODERMATA,DD,2334,6,transboundary
19715433,Bathyplotes cinctus,ANIMALIA,ECHINODERMATA,DD,2122,2,transboundary
19715512,Bathyplotes crenulata,ANIMALIA,ECHINODERMATA,DD,1064,2,transboundary
19715612,Bathyplotes golden-hindi,ANIMALIA,ECHINODERMATA,LC,7187,3,transboundary
19715689,Bathyplotes phlegmaticus,ANIMALIA,ECHINODERMATA,DD,45754,10,transboundary
19715765,Bathyplotes roseus,ANIMALIA,ECHINODERMATA,DD,510,2,transboundary
19716054,Bathyplotes rubicundus,ANIMALIA,ECHINODERMATA,DD,3201,1,singlecountry
19716454,Synallactes triplax,ANIMALIA,ECHINODERMATA,DD,1786,1,singlecountry
19716630,Synallactes pellucidus,ANIMALIA,ECHINODERMATA,DD,733,1,singlecountry
19717202,Benthothuria cristata,ANIMALIA,ECHINODERMATA,LC,24672,9,transboundary
19717334,Benthothuria distorta,ANIMALIA,ECHINODERMATA,DD,6589,3,transboundary
19717382,Benthothuria fusiformis,ANIMALIA,ECHINODERMATA,DD,613,2,transboundary
19717509,Capheira sulcata,ANIMALIA,ECHINODERMATA,LC,23037,8,transboundary
19718050,Capheira mollis,ANIMALIA,ECHINODERMATA,LC,11354,4,transboundary
19718342,Hansenothuria benti,ANIMALIA,ECHINODERMATA,LC,5240,14,transboundary
19718565,Mesothuria edwardensis,ANIMALIA,ECHINODERMATA,DD,9181,5,transboundary
19718927,Mesothuria gargantua,ANIMALIA,ECHINODERMATA,LC,4582,16,transboundary
19719775,Mesothuria holothurioides,ANIMALIA,ECHINODERMATA,DD,1617,1,singlecountry
19719847,Mesothuria incerta,ANIMALIA,ECHINODERMATA,DD,2521,3,transboundary
19719913,Mesothuria magellani,ANIMALIA,ECHINODERMATA,LC,958,3,transboundary
19720016,Mesothuria megapoda,ANIMALIA,ECHINODERMATA,LC,29350,4,transboundary
19720058,Mesothuria multipora,ANIMALIA,ECHINODERMATA,DD,660,1,singlecountry
19720743,Mesothuria oktaknemoides,ANIMALIA,ECHINODERMATA,DD,5795,2,transboundary
19720826,Mesothuria oktaknemus,ANIMALIA,ECHINODERMATA,DD,318,1,singlecountry
19720909,Mesothuria squamosa,ANIMALIA,ECHINODERMATA,DD,899,2,transboundary
19720962,Molpadiodemas violaceus,ANIMALIA,ECHINODERMATA,LC,409061,13,transboundary
19723127,Paroriza grevei,ANIMALIA,ECHINODERMATA,LC,177,1,singlecountry
19725134,Paroriza verrucosa,ANIMALIA,ECHINODERMATA,DD,230,1,singlecountry
19742996,Paelopatides dissidens,ANIMALIA,ECHINODERMATA,DD,3123,3,transboundary
19743004,Paelopatides gelatinosa,ANIMALIA,ECHINODERMATA,DD,315,1,singlecountry
19743016,Paelopatides illicitus,ANIMALIA,ECHINODERMATA,DD,377,1,singlecountry
19743022,Paelopatides insignis,ANIMALIA,ECHINODERMATA,DD,1293,1,singlecountry
19743027,Paelopatides mammillatus,ANIMALIA,ECHINODERMATA,LC,1038,3,transboundary
19743032,Paelopatides modestus,ANIMALIA,ECHINODERMATA,DD,866,3,transboundary
19743037,Paelopatides mollis,ANIMALIA,ECHINODERMATA,DD,507,1,singlecountry
19743044,Paelopatides ovalis,ANIMALIA,ECHINODERMATA,DD,501,2,transboundary
19743050,Paelopatides retifer,ANIMALIA,ECHINODERMATA,LC,2858,1,singlecountry
19743056,Paelopatides suspecta,ANIMALIA,ECHINODERMATA,DD,497,1,singlecountry
19743065,Paelopatides verrucosus,ANIMALIA,ECHINODERMATA,DD,1570,4,transboundary
19743072,Perizona magna,ANIMALIA,ECHINODERMATA,DD,1414,1,singlecountry
19743079,Pseudostichopus elegans,ANIMALIA,ECHINODERMATA,LC,3466,5,transboundary
19743094,Pseudostichopus hyalegerus,ANIMALIA,ECHINODERMATA,LC,10080,6,transboundary
19743108,Pseudostichopus langeae,ANIMALIA,ECHINODERMATA,DD,3458,2,transboundary
19743115,Synallactes aenigma,ANIMALIA,ECHINODERMATA,LC,5760,6,transboundary
19743123,Synallactes alexandri,ANIMALIA,ECHINODERMATA,LC,3673,6,transboundary
19743170,Synallactes challengeri,ANIMALIA,ECHINODERMATA,LC,8555,5,transboundary
19743205,Synallactes chuni,ANIMALIA,ECHINODERMATA,DD,9023,3,transboundary
19743226,Synallactes discoidalis,ANIMALIA,ECHINODERMATA,DD,112,1,singlecountry
19743237,Synallactes elongata,ANIMALIA,ECHINODERMATA,DD,3821,1,singlecountry
19743257,Synallactes gilberti,ANIMALIA,ECHINODERMATA,LC,12394,5,transboundary
19743295,Synallactes horridus,ANIMALIA,ECHINODERMATA,LC,18145,11,transboundary
19743327,Synallactes longipapillata,ANIMALIA,ECHINODERMATA,DD,449,2,transboundary
19743348,Synallactes multivesiculatus,ANIMALIA,ECHINODERMATA,DD,194,1,singlecountry
19743419,Synallactes nozawai,ANIMALIA,ECHINODERMATA,LC,32295,7,transboundary
19743545,Synallactes rigidus,ANIMALIA,ECHINODERMATA,DD,1273,2,transboundary
19743604,Synallactes sagamiensis,ANIMALIA,ECHINODERMATA,LC,413,2,transboundary
19743628,Synallactes samyni,ANIMALIA,ECHINODERMATA,DD,995,1,singlecountry
19743631,Synallactes triradiata,ANIMALIA,ECHINODERMATA,LC,6848,5,transboundary
19743693,Mesothuria marginata,ANIMALIA,ECHINODERMATA,DD,6042,5,transboundary
19743767,Mesothuria thomsoni,ANIMALIA,ECHINODERMATA,DD,66154,4,transboundary
19922589,Pungitius tymensis,ANIMALIA,CHORDATA,DD,4043,3,transboundary
19922686,Gasterosteus wheatlandi,ANIMALIA,CHORDATA,LC,7710,3,transboundary
20249232,Caesio cuning,ANIMALIA,CHORDATA,LC,60333,24,transboundary
20249446,Caesio lunaris,ANIMALIA,CHORDATA,LC,42029,56,transboundary
20250059,Caesio teres,ANIMALIA,CHORDATA,LC,32064,58,transboundary
20251047,Dipterygonotus balteatus,ANIMALIA,CHORDATA,LC,58761,32,transboundary
20251174,Gymnocaesio gymnoptera,ANIMALIA,CHORDATA,LC,86747,34,transboundary
20251507,Pterocaesio chrysozona,ANIMALIA,CHORDATA,LC,64222,44,transboundary
20252379,Pterocaesio digramma,ANIMALIA,CHORDATA,LC,114473,21,transboundary
20252707,Pterocaesio lativittata,ANIMALIA,CHORDATA,LC,33640,14,transboundary
20252738,Pterocaesio marri,ANIMALIA,CHORDATA,LC,121670,47,transboundary
20252870,Pterocaesio pisang,ANIMALIA,CHORDATA,LC,119358,42,transboundary
20253006,Pterocaesio tessellata,ANIMALIA,CHORDATA,LC,18257,20,transboundary
20253212,Pterocaesio trilineata,ANIMALIA,CHORDATA,LC,85236,29,transboundary
20253300,Alectis indica,ANIMALIA,CHORDATA,LC,134919,50,transboundary
20255775,Alepes apercna,ANIMALIA,CHORDATA,LC,15638,5,transboundary
20256067,Alepes kleinii,ANIMALIA,CHORDATA,LC,37809,22,transboundary
20256729,Atule mate,ANIMALIA,CHORDATA,LC,147689,60,transboundary
20257324,Carangoides chrysophrys,ANIMALIA,CHORDATA,LC,75959,50,transboundary
20429419,Carangoides coeruleopinnatus,ANIMALIA,CHORDATA,LC,84769,60,transboundary
20429438,Carangoides dinema,ANIMALIA,CHORDATA,LC,96877,32,transboundary
20429448,Carangoides equula,ANIMALIA,CHORDATA,LC,5725,17,transboundary
20429455,Carangoides ferdau,ANIMALIA,CHORDATA,LC,80199,78,transboundary
20429462,Carangoides fulvoguttatus,ANIMALIA,CHORDATA,LC,78613,59,transboundary
20429774,Carangoides gymnostethus,ANIMALIA,CHORDATA,LC,154724,50,transboundary
20429787,Carangoides hedlandensis,ANIMALIA,CHORDATA,LC,118189,36,transboundary
20429793,Carangoides humerosus,ANIMALIA,CHORDATA,LC,15027,4,transboundary
20429800,Carangoides malabaricus,ANIMALIA,CHORDATA,LC,69214,39,transboundary
20429854,Carangoides oblongus,ANIMALIA,CHORDATA,LC,46260,37,transboundary
20429869,Carangoides orthogrammus,ANIMALIA,CHORDATA,LC,193201,64,transboundary
20429950,Carangoides plagiotaenia,ANIMALIA,CHORDATA,LC,39886,48,transboundary
20430011,Carangoides talamparoides,ANIMALIA,CHORDATA,LC,32157,20,transboundary
20430563,Caranx heberi,ANIMALIA,CHORDATA,LC,46482,39,transboundary
20430651,Caranx ignobilis,ANIMALIA,CHORDATA,LC,80985,82,transboundary
20430679,Caranx melampygus,ANIMALIA,CHORDATA,LC,225052,85,transboundary
20430774,Caranx papuensis,ANIMALIA,CHORDATA,LC,52076,40,transboundary
20430800,Caranx tille,ANIMALIA,CHORDATA,LC,43427,28,transboundary
20431518,Decapterus macrosoma,ANIMALIA,CHORDATA,LC,164269,74,transboundary
20431538,Decapterus muroadsi,ANIMALIA,CHORDATA,LC,29521,17,transboundary
20432145,Gnathanodon speciosus,ANIMALIA,CHORDATA,LC,83311,87,transboundary
20432158,Megalaspis cordyla,ANIMALIA,CHORDATA,LC,142047,57,transboundary
20432226,Pantolabus radiatus,ANIMALIA,CHORDATA,LC,12529,4,transboundary
20434679,Scomberoides commersonnianus,ANIMALIA,CHORDATA,LC,73115,50,transboundary
20434766,Scomberoides lysan,ANIMALIA,CHORDATA,LC,79474,79,transboundary
20435070,Scomberoides tala,ANIMALIA,CHORDATA,LC,58706,20,transboundary
20435185,Scomberoides tol,ANIMALIA,CHORDATA,LC,78030,50,transboundary
20435470,Selaroides leptolepis,ANIMALIA,CHORDATA,LC,65531,29,transboundary
20435675,Seriola hippos,ANIMALIA,CHORDATA,LC,9067,3,transboundary
20435860,Seriola quinqueradiata,ANIMALIA,CHORDATA,LC,11075,4,transboundary
20435980,Seriolina nigrofasciata,ANIMALIA,CHORDATA,LC,136724,51,transboundary
20436452,Trachinotus anak,ANIMALIA,CHORDATA,DD,9660,6,transboundary
20436473,Trachinotus baillonii,ANIMALIA,CHORDATA,LC,80867,74,transboundary
20436497,Trachinotus blochii,ANIMALIA,CHORDATA,LC,78975,68,transboundary
20437309,Trachinotus coppingeri,ANIMALIA,CHORDATA,LC,2163,1,singlecountry
20661580,Parasudis truculenta,ANIMALIA,CHORDATA,LC,34517,40,transboundary
20662018,Rosenblattichthys hubbsi,ANIMALIA,CHORDATA,LC,237517,54,transboundary
20662028,Scopelarchoides danae,ANIMALIA,CHORDATA,LC,1218315,139,transboundary
20662040,Kryptophanaron alfredi,ANIMALIA,CHORDATA,LC,474,12,transboundary
20662092,Anchoviella lepidentostole,ANIMALIA,CHORDATA,LC,8733,9,transboundary
20662212,Anchoviella cayennensis,ANIMALIA,CHORDATA,LC,4991,3,transboundary
20662958,Fundulus majalis,ANIMALIA,CHORDATA,LC,3356,2,transboundary
20663855,Dibranchus atlanticus,ANIMALIA,CHORDATA,LC,50488,46,transboundary
20663917,Dibranchus tremendus,ANIMALIA,CHORDATA,LC,3487,54,transboundary
20664078,Halieutichthys aculeatus,ANIMALIA,CHORDATA,LC,4329,4,transboundary
20664248,Ogcocephalus cubifrons,ANIMALIA,CHORDATA,LC,5533,4,transboundary
20664320,Ogcocephalus nasutus,ANIMALIA,CHORDATA,LC,12989,41,transboundary
20664578,Ogcocephalus notatus,ANIMALIA,CHORDATA,LC,6835,10,transboundary
20664652,Ogcocephalus parvus,ANIMALIA,CHORDATA,LC,13100,24,transboundary
20664658,Ogcocephalus rostellum,ANIMALIA,CHORDATA,LC,2108,1,singlecountry
20664969,Lepophidium marmoratum,ANIMALIA,CHORDATA,LC,3013,11,transboundary
20665034,Neobythites monocellatus,ANIMALIA,CHORDATA,LC,8901,16,transboundary
20665159,Snyderidia canina,ANIMALIA,CHORDATA,LC,25978,25,transboundary
20665243,Verilus sordidus,ANIMALIA,CHORDATA,LC,25127,30,transboundary
20665551,Diplospinus multistriatus,ANIMALIA,CHORDATA,LC,1696982,130,transboundary
20665743,Howella atlantica,ANIMALIA,CHORDATA,LC,278617,60,transboundary
20665797,Cerdale floridana,ANIMALIA,CHORDATA,LC,18065,35,transboundary
20665821,Microdesmus bahianus,ANIMALIA,CHORDATA,LC,1849,10,transboundary
20665832,Microdesmus carri,ANIMALIA,CHORDATA,LC,3264,9,transboundary
20665873,Microdesmus longipinnis,ANIMALIA,CHORDATA,LC,11993,15,transboundary
20666166,Sphyraena borealis,ANIMALIA,CHORDATA,LC,36349,42,transboundary
20666310,Benthodesmus tenuis,ANIMALIA,CHORDATA,LC,31434,19,transboundary
20666401,Anthias woodsi,ANIMALIA,CHORDATA,LC,2183,3,transboundary
20675299,Lepophidium collettei,ANIMALIA,CHORDATA,LC,4827,6,transboundary
20675303,Lepophidium crossotum,ANIMALIA,CHORDATA,LC,5778,4,transboundary
20675306,Lepophidium cultratum,ANIMALIA,CHORDATA,LC,6264,15,transboundary
20675356,Lepophidium entomelan,ANIMALIA,CHORDATA,LC,5057,7,transboundary
20675360,Lepophidium gilmorei,ANIMALIA,CHORDATA,LC,1600,6,transboundary
20675363,Lepophidium robustum,ANIMALIA,CHORDATA,LC,3246,9,transboundary
20675416,Lepophidium wileyi,ANIMALIA,CHORDATA,LC,11989,28,transboundary
20675431,Lepophidium zophochir,ANIMALIA,CHORDATA,LC,3952,11,transboundary
20885884,Cypselurus comatus,ANIMALIA,CHORDATA,LC,11349,36,transboundary
20885891,Parexocoetus hillianus,ANIMALIA,CHORDATA,LC,155370,57,transboundary
20885921,Prognichthys glaphyrae,ANIMALIA,CHORDATA,LC,137694,18,transboundary
20885924,Prognichthys occidentalis,ANIMALIA,CHORDATA,LC,119576,43,transboundary
20885933,Paralepis elongata,ANIMALIA,CHORDATA,LC,1465594,104,transboundary
21101200,Dolichopteroides binocularis,ANIMALIA,CHORDATA,LC,159567,63,transboundary
21101322,Winteria telescopa,ANIMALIA,CHORDATA,LC,908700,68,transboundary
21103888,Holtbyrnia cyanocephala,ANIMALIA,CHORDATA,LC,50539,16,transboundary
21104612,Holtbyrnia innesi,ANIMALIA,CHORDATA,LC,398820,36,transboundary
21108245,Maulisia microlepis,ANIMALIA,CHORDATA,LC,94026,22,transboundary
21110056,Diretmoides pauciradiatus,ANIMALIA,CHORDATA,LC,324833,89,transboundary
21110117,Hoplostethus cadenati,ANIMALIA,CHORDATA,LC,47002,32,transboundary
21110276,Barbourisia rufa,ANIMALIA,CHORDATA,LC,351024,143,transboundary
21110389,Apletodon pellegrini,ANIMALIA,CHORDATA,LC,6901,24,transboundary
21110692,Lecanogaster chrysea,ANIMALIA,CHORDATA,LC,51,3,transboundary
21110723,Opeatogenys cadenati,ANIMALIA,CHORDATA,DD,1363,11,transboundary
21112632,Radiicephalus elongatus,ANIMALIA,CHORDATA,LC,217677,81,transboundary
21112669,Stylephorus chordatus,ANIMALIA,CHORDATA,LC,306877,157,transboundary
21112742,Zu elongatus,ANIMALIA,CHORDATA,LC,31716,4,transboundary
21112785,Antennarius pardalis,ANIMALIA,CHORDATA,LC,9299,22,transboundary
21112836,Fowlerichthys senegalensis,ANIMALIA,CHORDATA,LC,5766,24,transboundary
21112867,Caulophryne polynema,ANIMALIA,CHORDATA,LC,142572,19,transboundary
21112879,Ceratias uranoscopus,ANIMALIA,CHORDATA,LC,601924,83,transboundary
21112889,Linophryne arborifera,ANIMALIA,CHORDATA,LC,97357,76,transboundary
21112898,Linophryne pennibarbata,ANIMALIA,CHORDATA,LC,156844,34,transboundary
21112909,Lophiodes kempi,ANIMALIA,CHORDATA,DD,8658,20,transboundary
21112967,Dolopichthys dinema,ANIMALIA,CHORDATA,LC,1170,4,transboundary
21112977,Oneirodes theodoritissieri,ANIMALIA,CHORDATA,LC,475,5,transboundary
21112990,Draculo shango,ANIMALIA,CHORDATA,LC,489,3,transboundary
21113041,Caranx senegallus,ANIMALIA,CHORDATA,LC,10652,23,transboundary
21113051,Hemicaranx bicolor,ANIMALIA,CHORDATA,LC,1924,15,transboundary
21113090,Trachinotus goreensis,ANIMALIA,CHORDATA,LC,6072,17,transboundary
21113095,Trachinotus maxillosus,ANIMALIA,CHORDATA,LC,8641,19,transboundary
21113098,Trachinotus teraia,ANIMALIA,CHORDATA,LC,4092,19,transboundary
21113110,Trachurus trecae,ANIMALIA,CHORDATA,LC,12197,25,transboundary
21113133,Schedophilus huttoni,ANIMALIA,CHORDATA,LC,149613,9,transboundary
21113146,Schedophilus velaini,ANIMALIA,CHORDATA,LC,23825,20,transboundary
21113900,Dysalotus alcocki,ANIMALIA,CHORDATA,LC,1351153,139,transboundary
21113904,Kali indica,ANIMALIA,CHORDATA,LC,1797605,131,transboundary
21113907,Kali parri,ANIMALIA,CHORDATA,LC,133079,18,transboundary
21114995,Cirrhitus atlanticus,ANIMALIA,CHORDATA,LC,111,4,transboundary
21115046,Centrarchops chapini,ANIMALIA,CHORDATA,LC,589,4,transboundary
21115107,Drepane africana,ANIMALIA,CHORDATA,LC,4155,19,transboundary
21128493,Chaetodipterus lippei,ANIMALIA,CHORDATA,LC,4165,20,transboundary
21128498,Ephippus goreensis,ANIMALIA,CHORDATA,LC,3414,17,transboundary
21129279,Gerres nigri,ANIMALIA,CHORDATA,LC,3750,19,transboundary
21130020,Corcyrogobius lubbocki,ANIMALIA,CHORDATA,VU,96,3,transboundary
21130060,Ctenogobius lepturus,ANIMALIA,CHORDATA,LC,3458,18,transboundary
21130109,Didogobius kochi,ANIMALIA,CHORDATA,LC,273,4,transboundary
21130112,Didogobius wirtzi,ANIMALIA,CHORDATA,LC,116,1,singlecountry
21130133,Gobioides africanus,ANIMALIA,CHORDATA,LC,3475,18,transboundary
21130147,Gobius ateriformis,ANIMALIA,CHORDATA,LC,116,1,singlecountry
21130156,Gobius rubropunctatus,ANIMALIA,CHORDATA,LC,2348,9,transboundary
21130171,Gobius senegambiensis,ANIMALIA,CHORDATA,LC,4200,21,transboundary
21130177,Gobius tetrophthalmus,ANIMALIA,CHORDATA,VU,116,1,singlecountry
21130196,Gorogobius nigricinctus,ANIMALIA,CHORDATA,LC,2101,10,transboundary
21130837,Lesueurigobius koumansi,ANIMALIA,CHORDATA,LC,772,4,transboundary
21130857,Nematogobius brachynemus,ANIMALIA,CHORDATA,LC,3018,18,transboundary
21130938,Thorogobius angolensis,ANIMALIA,CHORDATA,LC,662,3,transboundary
21130959,Thorogobius rofeni,ANIMALIA,CHORDATA,LC,3069,8,transboundary
21130979,Vanneaugobius canariensis,ANIMALIA,CHORDATA,LC,641,7,transboundary
21131347,Wheelerigobius maltzani,ANIMALIA,CHORDATA,LC,2765,14,transboundary
21131356,Wheelerigobius wirtzi,ANIMALIA,CHORDATA,LC,259,4,transboundary
21131962,Girella zonata,ANIMALIA,CHORDATA,VU,1580,6,transboundary
21132053,Labrisomus nuchipinnis,ANIMALIA,CHORDATA,LC,11239,38,transboundary
21132133,Microdesmus aethiopicus,ANIMALIA,CHORDATA,LC,256,5,transboundary
21132139,Microdesmus africanus,ANIMALIA,CHORDATA,DD,12,2,transboundary
21132290,Bembrops greyi,ANIMALIA,CHORDATA,LC,3539,17,transboundary
21132305,Bembrops heterurus,ANIMALIA,CHORDATA,LC,6886,19,transboundary
21132319,Galeoides decadactylus,ANIMALIA,CHORDATA,NT,6290,26,transboundary
21132344,Pentanemus quinquarius,ANIMALIA,CHORDATA,VU,4040,20,transboundary
21132418,Scombrolabrax heterolepis,ANIMALIA,CHORDATA,LC,648741,88,transboundary
21132559,Meganthias carpenteri,ANIMALIA,CHORDATA,DD,429,2,transboundary
21132575,Pseudogramma guineensis,ANIMALIA,CHORDATA,LC,154,3,transboundary
21132618,Serranus accraensis,ANIMALIA,CHORDATA,LC,3751,17,transboundary
