iucn_sid,sciname,kingdom,phylum,category,tot_count_cells,num_countries,xbd
133510,Favia lizardensis,ANIMALIA,CNIDARIA,NT,68543,49,transboundary
133511,Oculina patagonica,ANIMALIA,CNIDARIA,LC,6867,20,transboundary
133512,Porites sverdrupi,ANIMALIA,CNIDARIA,VU,1119,1,singlecountry
133513,Acropora anthocercis,ANIMALIA,CNIDARIA,VU,61705,48,transboundary
133514,Psammocora ramosa,ANIMALIA,CNIDARIA,DD,123,2,transboundary
133515,Goniastrea ramosa,ANIMALIA,CNIDARIA,VU,22662,13,transboundary
133516,Favia truncatus,ANIMALIA,CNIDARIA,LC,58042,37,transboundary
133517,Lithophyllon ranjithi,ANIMALIA,CNIDARIA,EN,444,3,transboundary
133518,Acropora wallaceae,ANIMALIA,CNIDARIA,DD,30955,17,transboundary
133519,Mycetophyllia danaana,ANIMALIA,CNIDARIA,LC,8730,37,transboundary
133520,Pavona chiriquiensis,ANIMALIA,CNIDARIA,LC,1065,4,transboundary
133521,Stephanocoenia intersepta,ANIMALIA,CNIDARIA,LC,9477,38,transboundary
133522,Helioseris cucullata,ANIMALIA,CNIDARIA,LC,9367,37,transboundary
133523,Alveopora fenestrata,ANIMALIA,CNIDARIA,VU,54372,48,transboundary
133524,Anacropora pillai,ANIMALIA,CNIDARIA,DD,24103,10,transboundary
133525,Montipora monasteriata,ANIMALIA,CNIDARIA,LC,72963,68,transboundary
133526,Seriatopora aculeata,ANIMALIA,CNIDARIA,VU,16163,16,transboundary
133527,Mussismilia harttii,ANIMALIA,CNIDARIA,DD,2518,1,singlecountry
133528,Blastomussa merleti,ANIMALIA,CNIDARIA,LC,65712,53,transboundary
133529,Horastrea indica,ANIMALIA,CNIDARIA,VU,2093,13,transboundary
133530,Stylophora subseriata,ANIMALIA,CNIDARIA,LC,36504,51,transboundary
133531,Acropora palmerae,ANIMALIA,CNIDARIA,VU,50620,38,transboundary
133532,Acropora verweyi,ANIMALIA,CNIDARIA,VU,62906,49,transboundary
133533,Oculina robusta,ANIMALIA,CNIDARIA,DD,903,1,singlecountry
133534,Pocillopora zelli,ANIMALIA,CNIDARIA,LC,4659,11,transboundary
133535,Agaricia agaricites,ANIMALIA,CNIDARIA,LC,11880,38,transboundary
133536,Millepora intricata,ANIMALIA,CNIDARIA,LC,46376,32,transboundary
133537,Heterocyathus alternatus,ANIMALIA,CNIDARIA,LC,15940,24,transboundary
133538,Herpolitha limax,ANIMALIA,CNIDARIA,LC,70446,66,transboundary
133539,Leptoseris incrustans,ANIMALIA,CNIDARIA,VU,37933,60,transboundary
133540,Poritipora paliformis,ANIMALIA,CNIDARIA,VU,4006,14,transboundary
133541,Isopora elizabethensis,ANIMALIA,CNIDARIA,DD,532,1,singlecountry
133542,Leptastrea aequalis,ANIMALIA,CNIDARIA,VU,25934,19,transboundary
133543,Porites brighami,ANIMALIA,CNIDARIA,LC,257,1,singlecountry
133544,Madracis carmabi,ANIMALIA,CNIDARIA,DD,7,2,transboundary
133545,Paraclavarina triangularis,ANIMALIA,CNIDARIA,NT,29218,24,transboundary
133546,Porites latistella,ANIMALIA,CNIDARIA,LC,30961,45,transboundary
133547,Acropora yongei,ANIMALIA,CNIDARIA,LC,59115,45,transboundary
133548,Stylocoeniella armata,ANIMALIA,CNIDARIA,LC,63164,61,transboundary
133549,Porites panamensis,ANIMALIA,CNIDARIA,LC,3559,10,transboundary
133550,Acropora glauca,ANIMALIA,CNIDARIA,NT,22997,30,transboundary
133551,Lobophyllia corymbosa,ANIMALIA,CNIDARIA,LC,70166,63,transboundary
133552,Pocillopora fungiformis,ANIMALIA,CNIDARIA,EN,861,2,transboundary
133553,Millepora dichotoma,ANIMALIA,CNIDARIA,LC,63676,38,transboundary
133554,Echinopora fruticulosa,ANIMALIA,CNIDARIA,NT,4994,19,transboundary
133555,Porites deformis,ANIMALIA,CNIDARIA,NT,29035,24,transboundary
133556,Montipora spumosa,ANIMALIA,CNIDARIA,LC,67036,63,transboundary
133557,Acanthastrea brevis,ANIMALIA,CNIDARIA,VU,34577,43,transboundary
133558,Pavona cactus,ANIMALIA,CNIDARIA,VU,73946,73,transboundary
133559,Mycedium elephantotus,ANIMALIA,CNIDARIA,LC,69133,64,transboundary
133560,Goniastrea palauensis,ANIMALIA,CNIDARIA,NT,62503,53,transboundary
133561,Porites flavus,ANIMALIA,CNIDARIA,DD,1135,3,transboundary
133562,Oxypora convoluta,ANIMALIA,CNIDARIA,DD,2318,8,transboundary
133563,Montipora peltiformis,ANIMALIA,CNIDARIA,NT,63899,54,transboundary
133564,Isophyllastrea rigida,ANIMALIA,CNIDARIA,LC,8792,38,transboundary
133565,Lobophyllia dentatus,ANIMALIA,CNIDARIA,VU,28931,15,transboundary
133566,Scolymia australis,ANIMALIA,CNIDARIA,LC,33430,17,transboundary
133567,Alveopora viridis,ANIMALIA,CNIDARIA,NT,4350,14,transboundary
133568,Porites rugosa,ANIMALIA,CNIDARIA,VU,22235,10,transboundary
133569,Favia favus,ANIMALIA,CNIDARIA,LC,79723,74,transboundary
133570,Psammocora profundacella,ANIMALIA,CNIDARIA,LC,74955,75,transboundary
133571,Platygyra carnosus,ANIMALIA,CNIDARIA,NT,30140,35,transboundary
133572,Porites echinulata,ANIMALIA,CNIDARIA,NT,3813,18,transboundary
133573,Australomussa rowleyensis,ANIMALIA,CNIDARIA,NT,44063,20,transboundary
133574,Porites pukoensis,ANIMALIA,CNIDARIA,CR,31,1,singlecountry
133575,Cladocora arbuscula,ANIMALIA,CNIDARIA,LC,10570,37,transboundary
133576,Acropora cerealis,ANIMALIA,CNIDARIA,LC,67216,61,transboundary
133577,Favites spinosa,ANIMALIA,CNIDARIA,VU,8378,28,transboundary
133578,Favites bestae,ANIMALIA,CNIDARIA,NT,33494,24,transboundary
133579,Pocillopora molokensis,ANIMALIA,CNIDARIA,DD,92,1,singlecountry
133580,Montipora hirsuta,ANIMALIA,CNIDARIA,NT,23898,16,transboundary
133581,Pavona diffluens,ANIMALIA,CNIDARIA,VU,7575,21,transboundary
133582,Oxypora crassispinosa,ANIMALIA,CNIDARIA,LC,34289,31,transboundary
133583,Acropora awi,ANIMALIA,CNIDARIA,VU,11787,8,transboundary
133584,Porites divaricata,ANIMALIA,CNIDARIA,LC,8923,37,transboundary
133585,Pseudosiderastrea tayami,ANIMALIA,CNIDARIA,NT,71276,58,transboundary
133586,Mussismilia braziliensis,ANIMALIA,CNIDARIA,DD,2518,1,singlecountry
133587,Sandalolitha dentata,ANIMALIA,CNIDARIA,LC,41456,43,transboundary
133588,Euphyllia cristata,ANIMALIA,CNIDARIA,VU,56047,32,transboundary
133589,Psammocora explanulata,ANIMALIA,CNIDARIA,LC,55006,58,transboundary
133590,Siderastrea savignyana,ANIMALIA,CNIDARIA,LC,35988,54,transboundary
133591,Isophyllia sinuosa,ANIMALIA,CNIDARIA,LC,8762,38,transboundary
133592,Acropora exquisita,ANIMALIA,CNIDARIA,DD,50444,26,transboundary
133593,Favia stelligera,ANIMALIA,CNIDARIA,NT,70734,69,transboundary
133594,Favia fragum,ANIMALIA,CNIDARIA,LC,15284,57,transboundary
133595,Millepora platyphylla,ANIMALIA,CNIDARIA,LC,69618,75,transboundary
133596,Schizoculina africana,ANIMALIA,CNIDARIA,DD,3592,17,transboundary
133597,Cantharellus doederleini,ANIMALIA,CNIDARIA,LC,3742,12,transboundary
133598,Acropora proximalis,ANIMALIA,CNIDARIA,DD,20358,8,transboundary
133599,Montipora undata,ANIMALIA,CNIDARIA,NT,63403,46,transboundary
133600,Acropora indonesia,ANIMALIA,CNIDARIA,VU,25360,11,transboundary
133601,Favia helianthoides,ANIMALIA,CNIDARIA,NT,66578,54,transboundary
133602,Isopora togianensis,ANIMALIA,CNIDARIA,EN,2846,1,singlecountry
133603,Millepora murrayi,ANIMALIA,CNIDARIA,NT,37164,26,transboundary
133604,Acropora arabensis,ANIMALIA,CNIDARIA,NT,3094,10,transboundary
133605,Scolymia wellsi,ANIMALIA,CNIDARIA,DD,8964,38,transboundary
133606,Symphyllia recta,ANIMALIA,CNIDARIA,LC,67636,53,transboundary
133607,Goniopora minor,ANIMALIA,CNIDARIA,NT,68124,64,transboundary
133608,Oxypora egyptensis,ANIMALIA,CNIDARIA,DD,2318,8,transboundary
133609,Echinophyllia orpheensis,ANIMALIA,CNIDARIA,LC,59773,39,transboundary
133610,Porites decasepta,ANIMALIA,CNIDARIA,DD,152,1,singlecountry
133611,Madracis senaria,ANIMALIA,CNIDARIA,LC,7496,37,transboundary
133612,Millepora foveolata,ANIMALIA,CNIDARIA,VU,3931,5,transboundary
133613,Porites solida,ANIMALIA,CNIDARIA,LC,72742,76,transboundary
133614,Seriatopora guttatus,ANIMALIA,CNIDARIA,LC,35131,26,transboundary
133615,Goniopora stutchburyi,ANIMALIA,CNIDARIA,LC,65275,40,transboundary
133616,Favia matthaii,ANIMALIA,CNIDARIA,NT,70800,71,transboundary
133617,Acropora jacquelineae,ANIMALIA,CNIDARIA,VU,23172,12,transboundary
133618,Madracis auretenra,ANIMALIA,CNIDARIA,LC,9689,38,transboundary
133619,Lobophyllia diminuta,ANIMALIA,CNIDARIA,VU,39692,27,transboundary
133620,Australogyra zelli,ANIMALIA,CNIDARIA,VU,33894,15,transboundary
133621,Acropora valenciennesi,ANIMALIA,CNIDARIA,LC,71614,66,transboundary
133622,Montipora capitata,ANIMALIA,CNIDARIA,NT,27266,33,transboundary
133623,Montipora cebuensis,ANIMALIA,CNIDARIA,VU,34185,24,transboundary
133624,Acanthastrea faviaformis,ANIMALIA,CNIDARIA,VU,27002,20,transboundary
133625,Porites studeri,ANIMALIA,CNIDARIA,LC,263,3,transboundary
133626,Acropora schmitti,ANIMALIA,CNIDARIA,DD,5005,19,transboundary
133627,Goniastrea peresi,ANIMALIA,CNIDARIA,NT,10035,29,transboundary
133628,Cyphastrea agassizi,ANIMALIA,CNIDARIA,VU,36850,25,transboundary
133629,Favites stylifera,ANIMALIA,CNIDARIA,NT,31188,17,transboundary
133630,Favites micropentagona,ANIMALIA,CNIDARIA,NT,24095,28,transboundary
133631,Erythrastrea flabellata,ANIMALIA,CNIDARIA,NT,2946,10,transboundary
133632,Montipora vaughani,ANIMALIA,CNIDARIA,DD,47,2,transboundary
133633,Turbinaria mesenterina,ANIMALIA,CNIDARIA,VU,79424,72,transboundary
133634,Goniastrea retiformis,ANIMALIA,CNIDARIA,LC,71803,62,transboundary
133635,Montipora venosa,ANIMALIA,CNIDARIA,NT,74928,74,transboundary
133636,Leptoseris gardineri,ANIMALIA,CNIDARIA,LC,41424,39,transboundary
133637,Pocillopora indiania,ANIMALIA,CNIDARIA,VU,3458,12,transboundary
133638,Favia maritima,ANIMALIA,CNIDARIA,NT,49198,52,transboundary
133639,Acropora pichoni,ANIMALIA,CNIDARIA,NT,25029,16,transboundary
133640,Porites monticulosa,ANIMALIA,CNIDARIA,LC,47871,51,transboundary
133641,Goniopora djiboutiensis,ANIMALIA,CNIDARIA,LC,73808,63,transboundary
133642,Acanthastrea hemprichii,ANIMALIA,CNIDARIA,VU,50472,44,transboundary
133643,Goniopora sultani,ANIMALIA,CNIDARIA,LC,2318,8,transboundary
133644,Acropora formosa,ANIMALIA,CNIDARIA,NT,72657,72,transboundary
133645,Porites somaliensis,ANIMALIA,CNIDARIA,NT,1730,15,transboundary
133646,Montipora verrucosa,ANIMALIA,CNIDARIA,LC,71793,77,transboundary
133647,Acropora polystoma,ANIMALIA,CNIDARIA,VU,60045,48,transboundary
133648,Cyphastrea microphthalma,ANIMALIA,CNIDARIA,LC,76019,75,transboundary
133649,Acropora abrotanoides,ANIMALIA,CNIDARIA,LC,68412,66,transboundary
133650,Favites paraflexuosa,ANIMALIA,CNIDARIA,NT,37119,37,transboundary
133651,Platygyra lamellina,ANIMALIA,CNIDARIA,NT,73480,66,transboundary
133652,Leptastrea transversa,ANIMALIA,CNIDARIA,LC,75455,79,transboundary
133653,Isopora cylindrica,ANIMALIA,CNIDARIA,DD,4047,3,transboundary
133654,Favites chinensis,ANIMALIA,CNIDARIA,NT,66605,63,transboundary
133655,Acropora akajimensis,ANIMALIA,CNIDARIA,DD,4305,6,transboundary
133656,Echinophyllia costata,ANIMALIA,CNIDARIA,VU,23594,10,transboundary
133657,Solenastrea bournoni,ANIMALIA,CNIDARIA,LC,8730,37,transboundary
133658,Acropora bifurcata,ANIMALIA,CNIDARIA,DD,34011,24,transboundary
133659,Stylophora kuehlmanni,ANIMALIA,CNIDARIA,LC,3447,10,transboundary
133660,Isopora cuneata,ANIMALIA,CNIDARIA,VU,48711,49,transboundary
133661,Acropora echinata,ANIMALIA,CNIDARIA,VU,48220,39,transboundary
133662,Galaxea fascicularis,ANIMALIA,CNIDARIA,NT,74324,70,transboundary
133663,Madracis decactis,ANIMALIA,CNIDARIA,LC,12582,55,transboundary
133664,Pachyseris involuta,ANIMALIA,CNIDARIA,VU,1069,2,transboundary
133665,Goniastrea thecata,ANIMALIA,CNIDARIA,NT,3025,10,transboundary
133666,Acropora millepora,ANIMALIA,CNIDARIA,NT,65182,46,transboundary
133667,Craterestrea levis,ANIMALIA,CNIDARIA,LC,528,4,transboundary
133668,Goniopora stokesi,ANIMALIA,CNIDARIA,NT,71038,54,transboundary
133669,Cyphastrea decadia,ANIMALIA,CNIDARIA,LC,37360,26,transboundary
133670,Micromussa minuta,ANIMALIA,CNIDARIA,NT,26510,15,transboundary
133671,Heteropsammia eupsammides,ANIMALIA,CNIDARIA,NT,27354,13,transboundary
133672,Acropora efflorescens,ANIMALIA,CNIDARIA,DD,29732,21,transboundary
133673,Fungia paumotensis,ANIMALIA,CNIDARIA,LC,65755,52,transboundary
133674,Montipora mollis,ANIMALIA,CNIDARIA,LC,70790,61,transboundary
133675,Alveopora tizardi,ANIMALIA,CNIDARIA,LC,64174,57,transboundary
133676,Psammocora vaughani,ANIMALIA,CNIDARIA,NT,3422,17,transboundary
133677,Acropora massawensis,ANIMALIA,CNIDARIA,DD,2318,8,transboundary
133678,Acropora copiosa,ANIMALIA,CNIDARIA,DD,38214,35,transboundary
133679,Heteropsammia cochlea,ANIMALIA,CNIDARIA,LC,71231,61,transboundary
133680,Porites astreoides,ANIMALIA,CNIDARIA,LC,16572,57,transboundary
133681,Acropora torresiana,ANIMALIA,CNIDARIA,DD,3871,4,transboundary
133682,Acropora subulata,ANIMALIA,CNIDARIA,LC,62125,50,transboundary
133683,Pectinia maxima,ANIMALIA,CNIDARIA,EN,21561,9,transboundary
133684,Coscinaraea hahazimaensis,ANIMALIA,CNIDARIA,VU,760,1,singlecountry
133685,Stylophora pistillata,ANIMALIA,CNIDARIA,NT,71228,71,transboundary
133686,Leptoseris cailleti,ANIMALIA,CNIDARIA,LC,8882,37,transboundary
133687,Echinopora forskaliana,ANIMALIA,CNIDARIA,NT,7400,23,transboundary
133688,Acropora elegans,ANIMALIA,CNIDARIA,VU,9393,8,transboundary
133689,Anacropora reticulata,ANIMALIA,CNIDARIA,VU,28021,18,transboundary
133690,Cyphastrea japonica,ANIMALIA,CNIDARIA,LC,32581,15,transboundary
133691,Pocillopora effusus,ANIMALIA,CNIDARIA,DD,1150,2,transboundary
133692,Parasimplastrea sheppardi,ANIMALIA,CNIDARIA,EN,2407,9,transboundary
133693,Sandalolitha robusta,ANIMALIA,CNIDARIA,LC,52132,29,transboundary
133694,Pectinia ayleni,ANIMALIA,CNIDARIA,NT,32921,15,transboundary
133695,Caulastrea curvata,ANIMALIA,CNIDARIA,VU,47209,24,transboundary
133696,Montipora altasepta,ANIMALIA,CNIDARIA,VU,26481,22,transboundary
133697,Turbinaria reniformis,ANIMALIA,CNIDARIA,VU,73133,72,transboundary
133698,Acropora nana,ANIMALIA,CNIDARIA,NT,57567,44,transboundary
133699,Acropora filiformis,ANIMALIA,CNIDARIA,DD,1051,2,transboundary
133700,Montipora hoffmeisteri,ANIMALIA,CNIDARIA,LC,59351,46,transboundary
133701,Ctenella chagius,ANIMALIA,CNIDARIA,EN,448,4,transboundary
133702,Pavona duerdeni,ANIMALIA,CNIDARIA,LC,76586,82,transboundary
133703,Porites ericacea,ANIMALIA,CNIDARIA,DD,123,2,transboundary
135525,Pomatoschistus microps,ANIMALIA,CHORDATA,LC,15742,20,transboundary
135567,Mugil cephalus,ANIMALIA,CHORDATA,LC,133627,145,transboundary
135579,Chelon auratus,ANIMALIA,CHORDATA,LC,22552,43,transboundary
135606,Dicentrarchus labrax,ANIMALIA,CHORDATA,LC,21417,42,transboundary
135644,Alosa algeriensis,ANIMALIA,CHORDATA,DD,698,5,transboundary
135681,Chelon saliens,ANIMALIA,CHORDATA,LC,15148,46,transboundary
135689,Chelon labrosus,ANIMALIA,CHORDATA,LC,22779,46,transboundary
135714,Chelon ramada,ANIMALIA,CHORDATA,LC,16935,39,transboundary
136315,Orcaella heinsohni,ANIMALIA,CHORDATA,VU,3573,1,singlecountry
136623,Balaenoptera omurai,ANIMALIA,CHORDATA,DD,148616,45,transboundary
153534,Posidonia oceanica,PLANTAE,TRACHEOPHYTA,LC,2054,15,transboundary
153535,Cymodocea nodosa,PLANTAE,TRACHEOPHYTA,LC,7964,29,transboundary
153538,Zostera marina,PLANTAE,TRACHEOPHYTA,LC,59643,48,transboundary
154616,Diaphus diadematus,ANIMALIA,CHORDATA,LC,329,2,transboundary
154617,Bryx veleronis,ANIMALIA,CHORDATA,DD,851,4,transboundary
154621,Amblygobius tekomaji,ANIMALIA,CHORDATA,LC,3477,15,transboundary
154623,Cheilinus trilobatus,ANIMALIA,CHORDATA,LC,58103,62,transboundary
154624,Peprilus paru,ANIMALIA,CHORDATA,LC,20899,26,transboundary
154626,Helcogramma striata,ANIMALIA,CHORDATA,LC,22513,25,transboundary
154629,Siokunichthys nigrolineatus,ANIMALIA,CHORDATA,DD,9738,6,transboundary
154630,Canthigaster inframacula,ANIMALIA,CHORDATA,LC,688,2,transboundary
154632,Uranoscopus oligolepis,ANIMALIA,CHORDATA,LC,1922,3,transboundary
154636,Hemerocoetes monopterygius,ANIMALIA,CHORDATA,LC,1033,1,singlecountry
154637,Callionymus leucobranchialis,ANIMALIA,CHORDATA,DD,3189,3,transboundary
154641,Gobiodon histrio,ANIMALIA,CHORDATA,LC,91521,20,transboundary
154643,Parenchelyurus hepburni,ANIMALIA,CHORDATA,LC,38952,37,transboundary
154647,Coelorinchus occa,ANIMALIA,CHORDATA,LC,8321,18,transboundary
154649,Lophius gastrophysus,ANIMALIA,CHORDATA,LC,33184,20,transboundary
154651,Bathygobius aeolosoma,ANIMALIA,CHORDATA,LC,65,2,transboundary
154657,Bathygobius lineatus,ANIMALIA,CHORDATA,VU,240,3,transboundary
154658,Plectranthias bilaticlavia,ANIMALIA,CHORDATA,LC,14,1,singlecountry
154660,Genyagnus monopterygius,ANIMALIA,CHORDATA,LC,2581,3,transboundary
154666,Stemonosudis bullisi,ANIMALIA,CHORDATA,DD,85,1,singlecountry
154667,Spicara axillaris,ANIMALIA,CHORDATA,LC,1691,2,transboundary
154670,Parupeneus multifasciatus,ANIMALIA,CHORDATA,LC,29596,43,transboundary
154676,Scarus prasiognathos,ANIMALIA,CHORDATA,LC,41445,26,transboundary
154677,Scarus festivus,ANIMALIA,CHORDATA,LC,14785,37,transboundary
154678,Apogon sealei,ANIMALIA,CHORDATA,LC,44926,10,transboundary
154680,Dentex barnardi,ANIMALIA,CHORDATA,LC,1352,6,transboundary
154681,Oplegnathus insignis,ANIMALIA,CHORDATA,DD,1238,3,transboundary
154682,Pristipomoides freemani,ANIMALIA,CHORDATA,LC,13090,16,transboundary
154684,Stegastes fuscus,ANIMALIA,CHORDATA,LC,3830,1,singlecountry
154688,Apogon semilineatus,ANIMALIA,CHORDATA,DD,6813,5,transboundary
154691,Synchiropus claudiae,ANIMALIA,CHORDATA,LC,2194,2,transboundary
154692,Schindleria brevipinguis,ANIMALIA,CHORDATA,LC,289,1,singlecountry
154694,Blennodesmus scapularis,ANIMALIA,CHORDATA,LC,4779,1,singlecountry
154695,Luzonichthys earlei,ANIMALIA,CHORDATA,LC,1014,6,transboundary
154696,Grammonus robustus,ANIMALIA,CHORDATA,LC,16058,13,transboundary
154697,Xyrichtys martinicensis,ANIMALIA,CHORDATA,LC,12311,40,transboundary
154700,Enneapterygius namarrgon,ANIMALIA,CHORDATA,EN,1721,1,singlecountry
154701,Pseudolabrus luculentus,ANIMALIA,CHORDATA,LC,666,3,transboundary
154702,Coryphaenoides nasutus,ANIMALIA,CHORDATA,LC,6892,4,transboundary
154703,Siganus magnificus,ANIMALIA,CHORDATA,LC,1344,2,transboundary
154704,Johnius laevis,ANIMALIA,CHORDATA,DD,6671,4,transboundary
154705,Lethrinus enigmaticus,ANIMALIA,CHORDATA,LC,539,1,singlecountry
154706,Scarus dubius,ANIMALIA,CHORDATA,LC,248,2,transboundary
154707,Polydactylus multiradiatus,ANIMALIA,CHORDATA,LC,13140,3,transboundary
154708,Diplodus cervinus,ANIMALIA,CHORDATA,LC,9665,27,transboundary
154709,Hetereleotris vulgaris,ANIMALIA,CHORDATA,LC,6624,19,transboundary
154712,Coryphaena hippurus,ANIMALIA,CHORDATA,LC,2122336,174,transboundary
154713,Stathmonotus sinuscalifornici,ANIMALIA,CHORDATA,LC,491,1,singlecountry
154714,Erotelis armiger,ANIMALIA,CHORDATA,DD,2606,8,transboundary
154717,Anchoa choerostoma,ANIMALIA,CHORDATA,EN,9,1,singlecountry
154718,Parma victoriae,ANIMALIA,CHORDATA,LC,5083,1,singlecountry
154719,Paracheilinus togeanensis,ANIMALIA,CHORDATA,LC,177,1,singlecountry
154720,Suezichthys bifurcatus,ANIMALIA,CHORDATA,DD,1996,1,singlecountry
154723,Anodontostoma selangkat,ANIMALIA,CHORDATA,LC,29604,13,transboundary
154724,Myripristis clarionensis,ANIMALIA,CHORDATA,VU,4,1,singlecountry
154725,Caulolatilus williamsi,ANIMALIA,CHORDATA,DD,1961,11,transboundary
154729,Diaphus rafinesquii,ANIMALIA,CHORDATA,LC,317538,78,transboundary
154730,Luzonichthys williamsi,ANIMALIA,CHORDATA,LC,82,1,singlecountry
154732,Stegastes gascoynei,ANIMALIA,CHORDATA,LC,2125,4,transboundary
154734,Pagrus auratus,ANIMALIA,CHORDATA,LC,22652,5,transboundary
154737,Atherinella serrivomer,ANIMALIA,CHORDATA,LC,860,4,transboundary
154738,Callionymus comptus,ANIMALIA,CHORDATA,VU,66,1,singlecountry
154741,Girella simplicidens,ANIMALIA,CHORDATA,LC,690,1,singlecountry
154742,Lutjanus notatus,ANIMALIA,CHORDATA,LC,2605,7,transboundary
154743,Coilia neglecta,ANIMALIA,CHORDATA,LC,9455,8,transboundary
154744,Kestratherina brevirostris,ANIMALIA,CHORDATA,LC,3023,1,singlecountry
154746,Trimma fraena,ANIMALIA,CHORDATA,LC,261,1,singlecountry
154748,Lophius vomerinus,ANIMALIA,CHORDATA,NT,3961,4,transboundary
154749,Petrotyx sanguineus,ANIMALIA,CHORDATA,LC,5378,37,transboundary
154753,Hypleurochilus bananensis,ANIMALIA,CHORDATA,LC,722,5,transboundary
154755,Genyonemus lineatus,ANIMALIA,CHORDATA,NT,1790,3,transboundary
154757,Callionymus platycephalus,ANIMALIA,CHORDATA,DD,3194,2,transboundary
154759,Spratelloides gracilis,ANIMALIA,CHORDATA,LC,73341,38,transboundary
154760,Chromis alpha,ANIMALIA,CHORDATA,LC,45720,35,transboundary
154763,Axoclinus multicinctus,ANIMALIA,CHORDATA,VU,8,1,singlecountry
154764,Opistognathus maxillosus,ANIMALIA,CHORDATA,LC,7061,34,transboundary
154767,Membras martinica,ANIMALIA,CHORDATA,LC,8120,2,transboundary
154769,Silhouettea evanida,ANIMALIA,CHORDATA,DD,44,1,singlecountry
154770,Pariah scotius,ANIMALIA,CHORDATA,LC,1976,8,transboundary
154774,Nematalosa nasus,ANIMALIA,CHORDATA,LC,18895,23,transboundary
154775,Emblemariopsis signifer,ANIMALIA,CHORDATA,LC,2610,25,transboundary
154777,Ophidion fulvum,ANIMALIA,CHORDATA,NT,1155,5,transboundary
154780,Siphonognathus beddomei,ANIMALIA,CHORDATA,LC,5370,1,singlecountry
154781,Coryphaenoides ariommus,ANIMALIA,CHORDATA,LC,4412,3,transboundary
154782,Cynoscion praedatorius,ANIMALIA,CHORDATA,DD,838,3,transboundary
154784,Cryptocentrus leonis,ANIMALIA,CHORDATA,DD,102,1,singlecountry
154786,Amblyeleotris callopareia,ANIMALIA,CHORDATA,DD,53,1,singlecountry
154788,Hemitaurichthys thompsoni,ANIMALIA,CHORDATA,LC,893,15,transboundary
154792,Anodontostoma thailandiae,ANIMALIA,CHORDATA,LC,24185,12,transboundary
154793,Jenkinsia lamprotaenia,ANIMALIA,CHORDATA,LC,9207,37,transboundary
154796,Chaenopsis coheni,ANIMALIA,CHORDATA,DD,440,1,singlecountry
154797,Eptatretus mendozai,ANIMALIA,CHORDATA,LC,390,3,transboundary
154799,Serranus tigrinus,ANIMALIA,CHORDATA,LC,11166,38,transboundary
154801,Talismania mekistonema,ANIMALIA,CHORDATA,LC,28682,50,transboundary
154802,Secutor hanedai,ANIMALIA,CHORDATA,LC,14685,7,transboundary
154806,Zalieutes mcgintyi,ANIMALIA,CHORDATA,LC,12326,27,transboundary
154807,Caranx crysos,ANIMALIA,CHORDATA,LC,80224,91,transboundary
154809,Apolemichthys kingi,ANIMALIA,CHORDATA,LC,504,2,transboundary
154811,Starksia leucovitta,ANIMALIA,CHORDATA,DD,14,1,singlecountry
154812,Amphiprion sandaracinos,ANIMALIA,CHORDATA,LC,21162,14,transboundary
154814,Sardinella fijiense,ANIMALIA,CHORDATA,LC,2925,5,transboundary
154815,Astronesthes richardsoni,ANIMALIA,CHORDATA,LC,60517,42,transboundary
154817,Malacoctenus zonogaster,ANIMALIA,CHORDATA,VU,182,1,singlecountry
154818,Acanthurus gahhm,ANIMALIA,CHORDATA,LC,3053,10,transboundary
154819,Hoplolatilus fourmanoiri,ANIMALIA,CHORDATA,LC,21506,10,transboundary
154820,Alepisaurus ferox,ANIMALIA,CHORDATA,LC,1209124,120,transboundary
154822,Pterotolithus maculatus,ANIMALIA,CHORDATA,LC,11073,10,transboundary
154825,Eptatretus cirrhatus,ANIMALIA,CHORDATA,LC,17762,5,transboundary
154828,Umbrina broussonnetii,ANIMALIA,CHORDATA,LC,900,9,transboundary
154829,Parablennius yatabei,ANIMALIA,CHORDATA,LC,4724,6,transboundary
154831,Chromis punctipinnis,ANIMALIA,CHORDATA,LC,649,2,transboundary
154832,Gymnapogon melanogaster,ANIMALIA,CHORDATA,DD,2309,8,transboundary
154834,Helcogramma inclinata,ANIMALIA,CHORDATA,LC,821,4,transboundary
154835,Cabillus macrophthalmus,ANIMALIA,CHORDATA,DD,4617,5,transboundary
154837,Nemaclinus atelestos,ANIMALIA,CHORDATA,LC,449,11,transboundary
154838,Lepidion eques,ANIMALIA,CHORDATA,DD,8940,11,transboundary
154840,Bollmannia stigmatura,ANIMALIA,CHORDATA,DD,3162,9,transboundary
154841,Dotalabrus alleni,ANIMALIA,CHORDATA,LC,953,1,singlecountry
154842,Tomicodon rhabdotus,ANIMALIA,CHORDATA,LC,416,16,transboundary
154844,Platybelone argalus,ANIMALIA,CHORDATA,LC,317023,132,transboundary
154846,Barbuligobius boehlkei,ANIMALIA,CHORDATA,LC,17524,23,transboundary
154848,Gnatholepis cauerensis,ANIMALIA,CHORDATA,LC,45243,107,transboundary
154849,Helcogramma springeri,ANIMALIA,CHORDATA,LC,27316,14,transboundary
154850,Myripristis pralinia,ANIMALIA,CHORDATA,LC,24261,50,transboundary
154853,Syngnathus floridae,ANIMALIA,CHORDATA,LC,9090,12,transboundary
154855,Hippichthys spicifer,ANIMALIA,CHORDATA,LC,6536,40,transboundary
