iucn_sid,sciname,kingdom,phylum,category,tot_count_cells,cell_cutoff,num_countries,xbd
133375,Montipora corbettensis,ANIMALIA,CNIDARIA,VU,30754,1537.7,22,transboundary
133376,Acanthastrea ishigakiensis,ANIMALIA,CNIDARIA,VU,35130,1756.5,44,transboundary
133377,Diploria clivosa,ANIMALIA,CNIDARIA,LC,8807,440.35,33,transboundary
133378,Goniopora somaliensis,ANIMALIA,CNIDARIA,LC,71397,3569.85,61,transboundary
133379,Acropora convexa,ANIMALIA,CNIDARIA,DD,20358,1017.9,6,transboundary
133380,Madracis kirbyi,ANIMALIA,CNIDARIA,LC,44299,2214.95,42,transboundary
133381,Acropora cervicornis,ANIMALIA,CNIDARIA,CR,8910,445.5,33,transboundary
133382,Pavona explanulata,ANIMALIA,CNIDARIA,LC,74920,3746,66,transboundary
133383,Barabattoia laddi,ANIMALIA,CNIDARIA,VU,30797,1539.85,22,transboundary
133384,Cantharellus noumeae,ANIMALIA,CNIDARIA,EN,11895,594.75,5,transboundary
133385,Acropora parahemprichii,ANIMALIA,CNIDARIA,DD,376,18.8,1,singlecountry
133386,Acanthastrea rotundoflora,ANIMALIA,CNIDARIA,NT,44256,2212.8,29,transboundary
133387,Acropora globiceps,ANIMALIA,CNIDARIA,VU,27999,1399.95,27,transboundary
133388,Pocillopora setichelli,ANIMALIA,CNIDARIA,LC,2231,111.55,9,transboundary
133389,Siderastrea siderea,ANIMALIA,CNIDARIA,LC,9675,483.75,33,transboundary
133390,Seriatopora hystrix,ANIMALIA,CNIDARIA,LC,66601,3330.05,56,transboundary
133391,Goniopora burgosi,ANIMALIA,CNIDARIA,VU,27719,1385.95,22,transboundary
133392,Favia laxa,ANIMALIA,CNIDARIA,NT,66155,3307.75,39,transboundary
133393,Acropora teres,ANIMALIA,CNIDARIA,DD,30723,1536.15,23,transboundary
133394,Acropora loisetteae,ANIMALIA,CNIDARIA,VU,28634,1431.7,11,transboundary
133395,Porites porites,ANIMALIA,CNIDARIA,LC,12945,647.25,50,transboundary
133396,Acropora desalwii,ANIMALIA,CNIDARIA,VU,24118,1205.9,8,transboundary
133397,Fungia somervillei,ANIMALIA,CNIDARIA,LC,30999,1549.95,18,transboundary
133398,Pavona varians,ANIMALIA,CNIDARIA,LC,76890,3844.5,72,transboundary
133399,Porites okinawensis,ANIMALIA,CNIDARIA,VU,1274,63.7,1,singlecountry
133400,Eusmilia fastigiata,ANIMALIA,CNIDARIA,LC,9005,450.25,33,transboundary
133401,Acropora hoeksemai,ANIMALIA,CNIDARIA,VU,21611,1080.55,9,transboundary
133402,Acropora squarrosa,ANIMALIA,CNIDARIA,LC,7443,372.15,21,transboundary
133403,Turbinaria stellulata,ANIMALIA,CNIDARIA,VU,69388,3469.4,49,transboundary
133404,Montipora samarensis,ANIMALIA,CNIDARIA,VU,27898,1394.9,19,transboundary
133405,Caulastrea tumida,ANIMALIA,CNIDARIA,NT,59097,2954.85,35,transboundary
133406,Psammocora haimeana,ANIMALIA,CNIDARIA,LC,73851,3692.55,64,transboundary
133407,Pocillopora eydouxi,ANIMALIA,CNIDARIA,NT,72761,3638.05,65,transboundary
133408,Coscinaraea wellsi,ANIMALIA,CNIDARIA,LC,48920,2446,46,transboundary
133409,Montipora verruculosus,ANIMALIA,CNIDARIA,VU,25766,1288.3,9,transboundary
133410,Pachyseris speciosa,ANIMALIA,CNIDARIA,LC,68399,3419.95,56,transboundary
133411,Acanthastrea bowerbanki,ANIMALIA,CNIDARIA,VU,52121,2606.05,22,transboundary
133412,Gyrosmilia interrupta,ANIMALIA,CNIDARIA,LC,6178,308.9,18,transboundary
133413,Cynarina lacrymalis,ANIMALIA,CNIDARIA,NT,66646,3332.3,47,transboundary
133414,Goniastrea pectinata,ANIMALIA,CNIDARIA,LC,72226,3611.3,58,transboundary
133415,Anacropora puertogalerae,ANIMALIA,CNIDARIA,VU,32104,1605.2,25,transboundary
133416,Montipora circumvallata,ANIMALIA,CNIDARIA,LC,3634,181.7,10,transboundary
133417,Caulastrea furcata,ANIMALIA,CNIDARIA,LC,41657,2082.85,40,transboundary
133418,Fungia concinna,ANIMALIA,CNIDARIA,LC,67407,3370.35,57,transboundary
133419,Lobophyllia hemprichii,ANIMALIA,CNIDARIA,LC,70781,3539.05,57,transboundary
133420,Montipora grisea,ANIMALIA,CNIDARIA,LC,58489,2924.45,40,transboundary
133421,Porites baueri,ANIMALIA,CNIDARIA,DD,107,5.35,1,singlecountry
133422,Montipora capricornis,ANIMALIA,CNIDARIA,VU,46217,2310.85,20,transboundary
133423,Fungia horrida,ANIMALIA,CNIDARIA,LC,65274,3263.7,53,transboundary
133424,Leptastrea inaequalis,ANIMALIA,CNIDARIA,NT,57669,2883.45,39,transboundary
133425,Solenastrea hyades,ANIMALIA,CNIDARIA,LC,10507,525.35,33,transboundary
133426,Favia danae,ANIMALIA,CNIDARIA,LC,39368,1968.4,31,transboundary
133427,Acropora simplex,ANIMALIA,CNIDARIA,VU,21767,1088.35,9,transboundary
133428,Coscinaraea columna,ANIMALIA,CNIDARIA,LC,74402,3720.1,65,transboundary
133429,Echinopora horrida,ANIMALIA,CNIDARIA,NT,50394,2519.7,21,transboundary
133430,Porites heronensis,ANIMALIA,CNIDARIA,LC,21274,1063.7,7,transboundary
133431,Heterocyathus aequicostatus,ANIMALIA,CNIDARIA,LC,29460,1473,19,transboundary
133432,Acropora spicifera,ANIMALIA,CNIDARIA,VU,39364,1968.2,28,transboundary
133433,Montipora crassituberculata,ANIMALIA,CNIDARIA,VU,56386,2819.3,24,transboundary
133434,Montipora mactanensis,ANIMALIA,CNIDARIA,VU,24018,1200.9,11,transboundary
133435,Seriatopora dendritica,ANIMALIA,CNIDARIA,VU,24423,1221.15,9,transboundary
133436,Dichocoenia stellaris,ANIMALIA,CNIDARIA,DD,8755,437.75,33,transboundary
133437,Fungia moluccensis,ANIMALIA,CNIDARIA,LC,47234,2361.7,44,transboundary
133438,Montipora foveolata,ANIMALIA,CNIDARIA,NT,60506,3025.3,43,transboundary
133439,Agaricia tenuifolia,ANIMALIA,CNIDARIA,NT,3730,186.5,15,transboundary
133440,Platygyra pini,ANIMALIA,CNIDARIA,LC,69742,3487.1,52,transboundary
133441,Acropora walindii,ANIMALIA,CNIDARIA,VU,4998,249.9,4,transboundary
133442,Oxypora lacera,ANIMALIA,CNIDARIA,LC,70730,3536.5,58,transboundary
133443,Montipora australiensis,ANIMALIA,CNIDARIA,VU,46693,2334.65,34,transboundary
133444,Oculina valenciennesi,ANIMALIA,CNIDARIA,DD,1364,68.2,8,transboundary
133445,Porites harrisoni,ANIMALIA,CNIDARIA,NT,6674,333.7,14,transboundary
133446,Astrangia poculata,ANIMALIA,CNIDARIA,LC,8947,447.35,19,transboundary
133447,Echinopora taylorae,ANIMALIA,CNIDARIA,NT,23059,1152.95,10,transboundary
133448,Goniopora columna,ANIMALIA,CNIDARIA,NT,76582,3829.1,53,transboundary
133449,Acropora haimei,ANIMALIA,CNIDARIA,DD,3997,199.85,12,transboundary
133450,Montipora turtlensis,ANIMALIA,CNIDARIA,VU,51498,2574.9,17,transboundary
133451,Montipora danae,ANIMALIA,CNIDARIA,LC,66534,3326.7,56,transboundary
133452,Goniastrea aspera,ANIMALIA,CNIDARIA,LC,72960,3648,55,transboundary
133453,Pachyseris rugosa,ANIMALIA,CNIDARIA,VU,61585,3079.25,45,transboundary
133454,Montipora pachytuberculata,ANIMALIA,CNIDARIA,DD,42,2.1,1,singlecountry
133455,Pavona xarifae,ANIMALIA,CNIDARIA,DD,110,5.5,1,singlecountry
133456,Physogyra lichtensteini,ANIMALIA,CNIDARIA,VU,68791,3439.55,52,transboundary
133457,Mussa angulosa,ANIMALIA,CNIDARIA,LC,8812,440.6,33,transboundary
133458,Hydnophora microconos,ANIMALIA,CNIDARIA,NT,74545,3727.25,64,transboundary
133459,Goniopora lobata,ANIMALIA,CNIDARIA,NT,72435,3621.75,53,transboundary
133460,Montipora cocosensis,ANIMALIA,CNIDARIA,VU,24283,1214.15,18,transboundary
133461,Meandrina braziliensis,ANIMALIA,CNIDARIA,DD,2518,125.9,1,singlecountry
133462,Acropora rongelapensis,ANIMALIA,CNIDARIA,DD,41,2.05,2,transboundary
133463,Acropora aculeus,ANIMALIA,CNIDARIA,VU,63491,3174.55,46,transboundary
133464,Alveopora excelsa,ANIMALIA,CNIDARIA,EN,29586,1479.3,11,transboundary
133466,Millepora striata,ANIMALIA,CNIDARIA,EN,1269,63.45,9,transboundary
133467,Alveopora minuta,ANIMALIA,CNIDARIA,EN,21056,1052.8,8,transboundary
133468,Platygyra daedalea,ANIMALIA,CNIDARIA,LC,81163,4058.15,66,transboundary
133469,Acropora downingi,ANIMALIA,CNIDARIA,LC,6516,325.8,14,transboundary
133470,Micromussa amakusensis,ANIMALIA,CNIDARIA,NT,36985,1849.25,30,transboundary
133471,Acropora bushyensis,ANIMALIA,CNIDARIA,LC,14490,724.5,9,transboundary
133472,Isopora crateriformis,ANIMALIA,CNIDARIA,VU,29332,1466.6,24,transboundary
133473,Scapophyllia cylindrica,ANIMALIA,CNIDARIA,LC,58302,2915.1,29,transboundary
133474,Symphyllia agaricia,ANIMALIA,CNIDARIA,LC,69319,3465.95,50,transboundary
133475,Acropora pagoensis,ANIMALIA,CNIDARIA,DD,28692,1434.6,13,transboundary
133476,Madracis asperula,ANIMALIA,CNIDARIA,DD,3912,195.6,20,transboundary
133477,Favia leptophylla,ANIMALIA,CNIDARIA,DD,2518,125.9,1,singlecountry
133478,Hydnophora exesa,ANIMALIA,CNIDARIA,NT,78510,3925.5,62,transboundary
133479,Acropora hyacinthus,ANIMALIA,CNIDARIA,NT,70864,3543.2,55,transboundary
133480,Acropora natalensis,ANIMALIA,CNIDARIA,DD,4751,237.55,13,transboundary
133481,Acropora chesterfieldensis,ANIMALIA,CNIDARIA,LC,10068,503.4,17,transboundary
133482,Alveopora spongiosa,ANIMALIA,CNIDARIA,NT,68279,3413.95,59,transboundary
133483,Acropora mirabilis,ANIMALIA,CNIDARIA,DD,34942,1747.1,22,transboundary
133484,Anomastraea irregularis,ANIMALIA,CNIDARIA,VU,10494,524.7,26,transboundary
133485,Astreopora randalli,ANIMALIA,CNIDARIA,LC,29378,1468.9,30,transboundary
133486,Porites horizontalata,ANIMALIA,CNIDARIA,VU,27106,1355.3,27,transboundary
133487,Echinopora grandicula,ANIMALIA,CNIDARIA,DD,123,6.15,1,singlecountry
133488,Pectinia africanus,ANIMALIA,CNIDARIA,VU,4176,208.8,13,transboundary
133489,Montipora delicatula,ANIMALIA,CNIDARIA,VU,22839,1141.95,9,transboundary
133490,Acanthastrea maxima,ANIMALIA,CNIDARIA,NT,4385,219.25,11,transboundary
133491,Oulophyllia levis,ANIMALIA,CNIDARIA,LC,32630,1631.5,20,transboundary
133492,Porites rus,ANIMALIA,CNIDARIA,LC,69804,3490.2,59,transboundary
133493,Platygyra ryukyuensis,ANIMALIA,CNIDARIA,NT,60333,3016.65,40,transboundary
133494,Acropora papillare,ANIMALIA,CNIDARIA,VU,36693,1834.65,13,transboundary
133495,Galaxea horrescens,ANIMALIA,CNIDARIA,LC,47405,2370.25,26,transboundary
133496,Porites cylindrica,ANIMALIA,CNIDARIA,NT,67728,3386.4,47,transboundary
133497,Caulastrea echinulata,ANIMALIA,CNIDARIA,VU,36592,1829.6,18,transboundary
133498,Turbinaria peltata,ANIMALIA,CNIDARIA,VU,71560,3578,55,transboundary
133499,Porites cocosensis,ANIMALIA,CNIDARIA,VU,20694,1034.7,8,transboundary
133500,Acropora kosurini,ANIMALIA,CNIDARIA,VU,11610,580.5,7,transboundary
133501,Alveopora gigas,ANIMALIA,CNIDARIA,VU,27348,1367.4,9,transboundary
133502,Psammocora superficialis,ANIMALIA,CNIDARIA,LC,75091,3754.55,67,transboundary
133503,Fungia fungites,ANIMALIA,CNIDARIA,NT,67801,3390.05,55,transboundary
133504,Porites furcata,ANIMALIA,CNIDARIA,LC,9426,471.3,33,transboundary
133505,Montipora taiwanensis,ANIMALIA,CNIDARIA,DD,5586,279.3,6,transboundary
133506,Cyphastrea hexasepta,ANIMALIA,CNIDARIA,VU,2420,121,7,transboundary
133507,Acropora khayranensis,ANIMALIA,CNIDARIA,DD,228,11.4,3,transboundary
133508,Platygyra acuta,ANIMALIA,CNIDARIA,NT,33509,1675.45,33,transboundary
133509,Podabacia motuporensis,ANIMALIA,CNIDARIA,NT,47591,2379.55,32,transboundary
133510,Favia lizardensis,ANIMALIA,CNIDARIA,NT,68543,3427.15,43,transboundary
133511,Oculina patagonica,ANIMALIA,CNIDARIA,LC,6867,343.35,18,transboundary
133512,Porites sverdrupi,ANIMALIA,CNIDARIA,VU,1119,55.95,1,singlecountry
133513,Acropora anthocercis,ANIMALIA,CNIDARIA,VU,61705,3085.25,38,transboundary
133514,Psammocora ramosa,ANIMALIA,CNIDARIA,DD,123,6.15,1,singlecountry
133515,Goniastrea ramosa,ANIMALIA,CNIDARIA,VU,22662,1133.1,10,transboundary
133516,Favia truncatus,ANIMALIA,CNIDARIA,LC,58042,2902.1,33,transboundary
133517,Lithophyllon ranjithi,ANIMALIA,CNIDARIA,EN,444,22.2,3,transboundary
133518,Acropora wallaceae,ANIMALIA,CNIDARIA,DD,30955,1547.75,15,transboundary
133519,Mycetophyllia danaana,ANIMALIA,CNIDARIA,LC,8730,436.5,33,transboundary
133520,Pavona chiriquiensis,ANIMALIA,CNIDARIA,LC,1065,53.25,4,transboundary
133521,Stephanocoenia intersepta,ANIMALIA,CNIDARIA,LC,9477,473.85,33,transboundary
133522,Helioseris cucullata,ANIMALIA,CNIDARIA,LC,9367,468.35,33,transboundary
133523,Alveopora fenestrata,ANIMALIA,CNIDARIA,VU,54372,2718.6,41,transboundary
133524,Anacropora pillai,ANIMALIA,CNIDARIA,DD,24103,1205.15,7,transboundary
133525,Montipora monasteriata,ANIMALIA,CNIDARIA,LC,72963,3648.15,59,transboundary
133526,Seriatopora aculeata,ANIMALIA,CNIDARIA,VU,16163,808.15,15,transboundary
133527,Mussismilia harttii,ANIMALIA,CNIDARIA,DD,2518,125.9,1,singlecountry
133528,Blastomussa merleti,ANIMALIA,CNIDARIA,LC,65712,3285.6,46,transboundary
133529,Horastrea indica,ANIMALIA,CNIDARIA,VU,2093,104.65,9,transboundary
133530,Stylophora subseriata,ANIMALIA,CNIDARIA,LC,36504,1825.2,43,transboundary
133531,Acropora palmerae,ANIMALIA,CNIDARIA,VU,50620,2531,34,transboundary
133532,Acropora verweyi,ANIMALIA,CNIDARIA,VU,62906,3145.3,42,transboundary
133533,Oculina robusta,ANIMALIA,CNIDARIA,DD,903,45.15,1,singlecountry
133534,Pocillopora zelli,ANIMALIA,CNIDARIA,LC,4659,232.95,9,transboundary
133535,Agaricia agaricites,ANIMALIA,CNIDARIA,LC,11880,594,34,transboundary
133536,Millepora intricata,ANIMALIA,CNIDARIA,LC,46376,2318.8,28,transboundary
133537,Heterocyathus alternatus,ANIMALIA,CNIDARIA,LC,15940,797,21,transboundary
133538,Herpolitha limax,ANIMALIA,CNIDARIA,LC,70446,3522.3,56,transboundary
133539,Leptoseris incrustans,ANIMALIA,CNIDARIA,VU,37933,1896.65,49,transboundary
133540,Poritipora paliformis,ANIMALIA,CNIDARIA,VU,4006,200.3,12,transboundary
133541,Isopora elizabethensis,ANIMALIA,CNIDARIA,DD,532,26.6,1,singlecountry
133542,Leptastrea aequalis,ANIMALIA,CNIDARIA,VU,25934,1296.7,14,transboundary
133543,Porites brighami,ANIMALIA,CNIDARIA,LC,257,12.85,1,singlecountry
133544,Madracis carmabi,ANIMALIA,CNIDARIA,DD,7,0.35,2,transboundary
133545,Paraclavarina triangularis,ANIMALIA,CNIDARIA,NT,29218,1460.9,21,transboundary
133546,Porites latistella,ANIMALIA,CNIDARIA,LC,30961,1548.05,35,transboundary
133547,Acropora yongei,ANIMALIA,CNIDARIA,LC,59115,2955.75,39,transboundary
133548,Stylocoeniella armata,ANIMALIA,CNIDARIA,LC,63164,3158.2,54,transboundary
133549,Porites panamensis,ANIMALIA,CNIDARIA,LC,3559,177.95,8,transboundary
133550,Acropora glauca,ANIMALIA,CNIDARIA,NT,22997,1149.85,25,transboundary
133551,Lobophyllia corymbosa,ANIMALIA,CNIDARIA,LC,70166,3508.3,54,transboundary
133552,Pocillopora fungiformis,ANIMALIA,CNIDARIA,EN,861,43.05,1,singlecountry
133553,Millepora dichotoma,ANIMALIA,CNIDARIA,LC,63676,3183.8,35,transboundary
133554,Echinopora fruticulosa,ANIMALIA,CNIDARIA,NT,4994,249.7,16,transboundary
133555,Porites deformis,ANIMALIA,CNIDARIA,NT,29035,1451.75,18,transboundary
133556,Montipora spumosa,ANIMALIA,CNIDARIA,LC,67036,3351.8,52,transboundary
133557,Acanthastrea brevis,ANIMALIA,CNIDARIA,VU,34577,1728.85,37,transboundary
133558,Pavona cactus,ANIMALIA,CNIDARIA,VU,73946,3697.3,63,transboundary
133559,Mycedium elephantotus,ANIMALIA,CNIDARIA,LC,69133,3456.65,56,transboundary
133560,Goniastrea palauensis,ANIMALIA,CNIDARIA,NT,62503,3125.15,45,transboundary
133561,Porites flavus,ANIMALIA,CNIDARIA,DD,1135,56.75,3,transboundary
133562,Oxypora convoluta,ANIMALIA,CNIDARIA,DD,2318,115.9,6,transboundary
133563,Montipora peltiformis,ANIMALIA,CNIDARIA,NT,63899,3194.95,46,transboundary
133564,Isophyllastrea rigida,ANIMALIA,CNIDARIA,LC,8792,439.6,33,transboundary
133565,Lobophyllia dentatus,ANIMALIA,CNIDARIA,VU,28931,1446.55,13,transboundary
133566,Scolymia australis,ANIMALIA,CNIDARIA,LC,33430,1671.5,15,transboundary
133567,Alveopora viridis,ANIMALIA,CNIDARIA,NT,4350,217.5,12,transboundary
133568,Porites rugosa,ANIMALIA,CNIDARIA,VU,22235,1111.75,8,transboundary
133569,Favia favus,ANIMALIA,CNIDARIA,LC,79723,3986.15,65,transboundary
133570,Psammocora profundacella,ANIMALIA,CNIDARIA,LC,74955,3747.75,64,transboundary
133571,Platygyra carnosus,ANIMALIA,CNIDARIA,NT,30140,1507,29,transboundary
133572,Porites echinulata,ANIMALIA,CNIDARIA,NT,3813,190.65,15,transboundary
133573,Australomussa rowleyensis,ANIMALIA,CNIDARIA,NT,44063,2203.15,18,transboundary
133574,Porites pukoensis,ANIMALIA,CNIDARIA,CR,31,1.55,1,singlecountry
133575,Cladocora arbuscula,ANIMALIA,CNIDARIA,LC,10570,528.5,33,transboundary
133576,Acropora cerealis,ANIMALIA,CNIDARIA,LC,67216,3360.8,51,transboundary
133577,Favites spinosa,ANIMALIA,CNIDARIA,VU,8378,418.9,25,transboundary
133578,Favites bestae,ANIMALIA,CNIDARIA,NT,33494,1674.7,19,transboundary
133579,Pocillopora molokensis,ANIMALIA,CNIDARIA,DD,92,4.6,1,singlecountry
133580,Montipora hirsuta,ANIMALIA,CNIDARIA,NT,23898,1194.9,13,transboundary
133581,Pavona diffluens,ANIMALIA,CNIDARIA,VU,7575,378.75,19,transboundary
133582,Oxypora crassispinosa,ANIMALIA,CNIDARIA,LC,34289,1714.45,28,transboundary
133583,Acropora awi,ANIMALIA,CNIDARIA,VU,11787,589.35,7,transboundary
133584,Porites divaricata,ANIMALIA,CNIDARIA,LC,8923,446.15,33,transboundary
133585,Pseudosiderastrea tayami,ANIMALIA,CNIDARIA,NT,71276,3563.8,51,transboundary
133586,Mussismilia braziliensis,ANIMALIA,CNIDARIA,DD,2518,125.9,1,singlecountry
133587,Sandalolitha dentata,ANIMALIA,CNIDARIA,LC,41456,2072.8,37,transboundary
133588,Euphyllia cristata,ANIMALIA,CNIDARIA,VU,56047,2802.35,28,transboundary
133589,Psammocora explanulata,ANIMALIA,CNIDARIA,LC,55006,2750.3,48,transboundary
133590,Siderastrea savignyana,ANIMALIA,CNIDARIA,LC,35988,1799.4,43,transboundary
133591,Isophyllia sinuosa,ANIMALIA,CNIDARIA,LC,8762,438.1,33,transboundary
133592,Acropora exquisita,ANIMALIA,CNIDARIA,DD,50444,2522.2,21,transboundary
133593,Favia stelligera,ANIMALIA,CNIDARIA,NT,70734,3536.7,58,transboundary
133594,Favia fragum,ANIMALIA,CNIDARIA,LC,15284,764.2,51,transboundary
133595,Millepora platyphylla,ANIMALIA,CNIDARIA,LC,69618,3480.9,65,transboundary
133596,Schizoculina africana,ANIMALIA,CNIDARIA,DD,3592,179.6,17,transboundary
133597,Cantharellus doederleini,ANIMALIA,CNIDARIA,LC,3742,187.1,10,transboundary
133598,Acropora proximalis,ANIMALIA,CNIDARIA,DD,20358,1017.9,6,transboundary
133599,Montipora undata,ANIMALIA,CNIDARIA,NT,63403,3170.15,39,transboundary
133600,Acropora indonesia,ANIMALIA,CNIDARIA,VU,25360,1268,9,transboundary
133601,Favia helianthoides,ANIMALIA,CNIDARIA,NT,66578,3328.9,46,transboundary
133602,Isopora togianensis,ANIMALIA,CNIDARIA,EN,2846,142.3,1,singlecountry
133603,Millepora murrayi,ANIMALIA,CNIDARIA,NT,37164,1858.2,23,transboundary
133604,Acropora arabensis,ANIMALIA,CNIDARIA,NT,3094,154.7,9,transboundary
133605,Scolymia wellsi,ANIMALIA,CNIDARIA,DD,8964,448.2,33,transboundary
133606,Symphyllia recta,ANIMALIA,CNIDARIA,LC,67636,3381.8,45,transboundary
133607,Goniopora minor,ANIMALIA,CNIDARIA,NT,68124,3406.2,56,transboundary
133608,Oxypora egyptensis,ANIMALIA,CNIDARIA,DD,2318,115.9,6,transboundary
133609,Echinophyllia orpheensis,ANIMALIA,CNIDARIA,LC,59773,2988.65,34,transboundary
133610,Porites decasepta,ANIMALIA,CNIDARIA,DD,152,7.6,1,singlecountry
133611,Madracis senaria,ANIMALIA,CNIDARIA,LC,7496,374.8,33,transboundary
133612,Millepora foveolata,ANIMALIA,CNIDARIA,VU,3931,196.55,5,transboundary
133613,Porites solida,ANIMALIA,CNIDARIA,LC,72742,3637.1,65,transboundary
133614,Seriatopora guttatus,ANIMALIA,CNIDARIA,LC,35131,1756.55,22,transboundary
133615,Goniopora stutchburyi,ANIMALIA,CNIDARIA,LC,65275,3263.75,34,transboundary
133616,Favia matthaii,ANIMALIA,CNIDARIA,NT,70800,3540,60,transboundary
133617,Acropora jacquelineae,ANIMALIA,CNIDARIA,VU,23172,1158.6,9,transboundary
133618,Madracis auretenra,ANIMALIA,CNIDARIA,LC,9689,484.45,33,transboundary
133619,Lobophyllia diminuta,ANIMALIA,CNIDARIA,VU,39692,1984.6,24,transboundary
133620,Australogyra zelli,ANIMALIA,CNIDARIA,VU,33894,1694.7,12,transboundary
133621,Acropora valenciennesi,ANIMALIA,CNIDARIA,LC,71614,3580.7,57,transboundary
133622,Montipora capitata,ANIMALIA,CNIDARIA,NT,27266,1363.3,26,transboundary
133623,Montipora cebuensis,ANIMALIA,CNIDARIA,VU,34185,1709.25,20,transboundary
133624,Acanthastrea faviaformis,ANIMALIA,CNIDARIA,VU,27002,1350.1,16,transboundary
133625,Porites studeri,ANIMALIA,CNIDARIA,LC,263,13.15,1,singlecountry
133626,Acropora schmitti,ANIMALIA,CNIDARIA,DD,5005,250.25,15,transboundary
133627,Goniastrea peresi,ANIMALIA,CNIDARIA,NT,10035,501.75,26,transboundary
133628,Cyphastrea agassizi,ANIMALIA,CNIDARIA,VU,36850,1842.5,21,transboundary
133629,Favites stylifera,ANIMALIA,CNIDARIA,NT,31188,1559.4,14,transboundary
133630,Favites micropentagona,ANIMALIA,CNIDARIA,NT,24095,1204.75,25,transboundary
133631,Erythrastrea flabellata,ANIMALIA,CNIDARIA,NT,2946,147.3,8,transboundary
133632,Montipora vaughani,ANIMALIA,CNIDARIA,DD,47,2.35,2,transboundary
133633,Turbinaria mesenterina,ANIMALIA,CNIDARIA,VU,79424,3971.2,63,transboundary
133634,Goniastrea retiformis,ANIMALIA,CNIDARIA,LC,71803,3590.15,54,transboundary
133635,Montipora venosa,ANIMALIA,CNIDARIA,NT,74928,3746.4,64,transboundary
133636,Leptoseris gardineri,ANIMALIA,CNIDARIA,LC,41424,2071.2,33,transboundary
133637,Pocillopora indiania,ANIMALIA,CNIDARIA,VU,3458,172.9,10,transboundary
133638,Favia maritima,ANIMALIA,CNIDARIA,NT,49198,2459.9,44,transboundary
133639,Acropora pichoni,ANIMALIA,CNIDARIA,NT,25029,1251.45,14,transboundary
133640,Porites monticulosa,ANIMALIA,CNIDARIA,LC,47871,2393.55,44,transboundary
133641,Goniopora djiboutiensis,ANIMALIA,CNIDARIA,LC,73808,3690.4,55,transboundary
133642,Acanthastrea hemprichii,ANIMALIA,CNIDARIA,VU,50472,2523.6,39,transboundary
133643,Goniopora sultani,ANIMALIA,CNIDARIA,LC,2318,115.9,6,transboundary
133644,Acropora formosa,ANIMALIA,CNIDARIA,NT,72657,3632.85,62,transboundary
133645,Porites somaliensis,ANIMALIA,CNIDARIA,NT,1730,86.5,12,transboundary
133646,Montipora verrucosa,ANIMALIA,CNIDARIA,LC,71793,3589.65,65,transboundary
133647,Acropora polystoma,ANIMALIA,CNIDARIA,VU,60045,3002.25,39,transboundary
133648,Cyphastrea microphthalma,ANIMALIA,CNIDARIA,LC,76019,3800.95,64,transboundary
133649,Acropora abrotanoides,ANIMALIA,CNIDARIA,LC,68412,3420.6,55,transboundary
133650,Favites paraflexuosa,ANIMALIA,CNIDARIA,NT,37119,1855.95,33,transboundary
133651,Platygyra lamellina,ANIMALIA,CNIDARIA,NT,73480,3674,57,transboundary
133652,Leptastrea transversa,ANIMALIA,CNIDARIA,LC,75455,3772.75,66,transboundary
133653,Isopora cylindrica,ANIMALIA,CNIDARIA,DD,4047,202.35,3,transboundary
133654,Favites chinensis,ANIMALIA,CNIDARIA,NT,66605,3330.25,55,transboundary
133655,Acropora akajimensis,ANIMALIA,CNIDARIA,DD,4305,215.25,6,transboundary
133656,Echinophyllia costata,ANIMALIA,CNIDARIA,VU,23594,1179.7,8,transboundary
133657,Solenastrea bournoni,ANIMALIA,CNIDARIA,LC,8730,436.5,33,transboundary
133658,Acropora bifurcata,ANIMALIA,CNIDARIA,DD,34011,1700.55,22,transboundary
133659,Stylophora kuehlmanni,ANIMALIA,CNIDARIA,LC,3447,172.35,9,transboundary
133660,Isopora cuneata,ANIMALIA,CNIDARIA,VU,48711,2435.55,43,transboundary
133661,Acropora echinata,ANIMALIA,CNIDARIA,VU,48220,2411,35,transboundary
133662,Galaxea fascicularis,ANIMALIA,CNIDARIA,NT,74324,3716.2,61,transboundary
133663,Madracis decactis,ANIMALIA,CNIDARIA,LC,12582,629.1,50,transboundary
133664,Pachyseris involuta,ANIMALIA,CNIDARIA,VU,1069,53.45,2,transboundary
133665,Goniastrea thecata,ANIMALIA,CNIDARIA,NT,3025,151.25,8,transboundary
133666,Acropora millepora,ANIMALIA,CNIDARIA,NT,65182,3259.1,42,transboundary
133667,Craterestrea levis,ANIMALIA,CNIDARIA,LC,528,26.4,3,transboundary
133668,Goniopora stokesi,ANIMALIA,CNIDARIA,NT,71038,3551.9,47,transboundary
133669,Cyphastrea decadia,ANIMALIA,CNIDARIA,LC,37360,1868,20,transboundary
133670,Micromussa minuta,ANIMALIA,CNIDARIA,NT,26510,1325.5,13,transboundary
133671,Heteropsammia eupsammides,ANIMALIA,CNIDARIA,NT,27354,1367.7,12,transboundary
133672,Acropora efflorescens,ANIMALIA,CNIDARIA,DD,29732,1486.6,19,transboundary
133673,Fungia paumotensis,ANIMALIA,CNIDARIA,LC,65755,3287.75,45,transboundary
133674,Montipora mollis,ANIMALIA,CNIDARIA,LC,70790,3539.5,52,transboundary
133675,Alveopora tizardi,ANIMALIA,CNIDARIA,LC,64174,3208.7,46,transboundary
