iucn_sid,sciname,kingdom,phylum,category,tot_count_cells,cell_cutoff,num_countries,xbd
192677,Conus wittigi,ANIMALIA,MOLLUSCA,LC,278,13.9,2,transboundary
192678,Conus berdulinus,ANIMALIA,MOLLUSCA,LC,2931,146.55,8,transboundary
192679,Conus virgatus,ANIMALIA,MOLLUSCA,LC,3972,198.6,9,transboundary
192680,Conus sauros,ANIMALIA,MOLLUSCA,DD,1827,91.35,2,transboundary
192681,Conus teramachii,ANIMALIA,MOLLUSCA,LC,47561,2378.05,22,transboundary
192682,Conus hivanus,ANIMALIA,MOLLUSCA,LC,44,2.2,1,singlecountry
192683,Conus stimpsoni,ANIMALIA,MOLLUSCA,LC,5601,280.05,2,transboundary
192684,Conus anabathrum,ANIMALIA,MOLLUSCA,VU,993,49.65,1,singlecountry
192685,Conus dictator,ANIMALIA,MOLLUSCA,LC,7550,377.5,11,transboundary
192686,Conus parius,ANIMALIA,MOLLUSCA,LC,18542,927.1,12,transboundary
192687,Conus cloveri,ANIMALIA,MOLLUSCA,EN,28,1.4,1,singlecountry
192688,Conus locumtenens,ANIMALIA,MOLLUSCA,LC,2891,144.55,8,transboundary
192689,Conus traillii,ANIMALIA,MOLLUSCA,LC,815,40.75,2,transboundary
192690,Conus tirardi,ANIMALIA,MOLLUSCA,DD,950,47.5,2,transboundary
192691,Conus aurisiacus,ANIMALIA,MOLLUSCA,LC,2386,119.3,2,transboundary
192692,Conus viola,ANIMALIA,MOLLUSCA,LC,12841,642.05,9,transboundary
192693,Conus cancellatus,ANIMALIA,MOLLUSCA,LC,5931,296.55,2,transboundary
192694,Conus varius,ANIMALIA,MOLLUSCA,LC,75992,3799.6,54,transboundary
192695,Conus sunderlandi,ANIMALIA,MOLLUSCA,LC,127,6.35,1,singlecountry
192696,Conus purpurascens,ANIMALIA,MOLLUSCA,LC,3898,194.9,9,transboundary
192697,Conus chiangi,ANIMALIA,MOLLUSCA,LC,3551,177.55,6,transboundary
192698,Conus rawaiensis,ANIMALIA,MOLLUSCA,VU,3,0.15,1,singlecountry
192699,Conus striatellus,ANIMALIA,MOLLUSCA,LC,76681,3834.05,60,transboundary
192700,Conus eburneus,ANIMALIA,MOLLUSCA,LC,88407,4420.35,64,transboundary
192701,Conus marmoreus,ANIMALIA,MOLLUSCA,LC,76000,3800,32,transboundary
192702,Conus maioensis,ANIMALIA,MOLLUSCA,LC,1,0.05,1,singlecountry
192703,Conus trochulus,ANIMALIA,MOLLUSCA,NT,1,0.05,1,singlecountry
192704,Conus acutangulus,ANIMALIA,MOLLUSCA,LC,91921,4596.05,69,transboundary
192705,Conus norai,ANIMALIA,MOLLUSCA,LC,28,1.4,1,singlecountry
192706,Conus kawamurai,ANIMALIA,MOLLUSCA,DD,341,17.05,1,singlecountry
192707,Conus cedonulli,ANIMALIA,MOLLUSCA,LC,109,5.45,4,transboundary
192708,Conus cinereus,ANIMALIA,MOLLUSCA,LC,26096,1304.8,14,transboundary
192709,Conus hybridus,ANIMALIA,MOLLUSCA,EN,1,0.05,1,singlecountry
192710,Conus delucai,ANIMALIA,MOLLUSCA,LC,121,6.05,1,singlecountry
192711,Conus cordigera,ANIMALIA,MOLLUSCA,LC,11396,569.8,5,transboundary
192712,Conus pennaceus,ANIMALIA,MOLLUSCA,LC,17734,886.7,27,transboundary
192713,Conus barthelemyi,ANIMALIA,MOLLUSCA,LC,1463,73.15,5,transboundary
192714,Conus figulinus,ANIMALIA,MOLLUSCA,LC,79508,3975.4,40,transboundary
192715,Conus melvilli,ANIMALIA,MOLLUSCA,VU,216,10.8,1,singlecountry
192716,Conus aurantius,ANIMALIA,MOLLUSCA,NT,10,0.5,2,transboundary
192718,Conus hopwoodi,ANIMALIA,MOLLUSCA,LC,12372,618.6,8,transboundary
192719,Conus litteratus,ANIMALIA,MOLLUSCA,LC,84265,4213.25,56,transboundary
192720,Conus micropunctatus,ANIMALIA,MOLLUSCA,LC,28,1.4,1,singlecountry
192722,Conus glans,ANIMALIA,MOLLUSCA,LC,84279,4213.95,55,transboundary
192723,Conus emarginatus,ANIMALIA,MOLLUSCA,LC,3712,185.6,9,transboundary
192724,Conus bartschi,ANIMALIA,MOLLUSCA,LC,3089,154.45,8,transboundary
192725,Conus infrenatus,ANIMALIA,MOLLUSCA,LC,259,12.95,1,singlecountry
192726,Conus verdensis,ANIMALIA,MOLLUSCA,LC,1,0.05,1,singlecountry
192727,Conus achatinus,ANIMALIA,MOLLUSCA,LC,71222,3561.1,42,transboundary
192728,Conus sulcocastaneus,ANIMALIA,MOLLUSCA,LC,10505,525.25,3,transboundary
192729,Conus crocatus,ANIMALIA,MOLLUSCA,LC,55564,2778.2,37,transboundary
192730,Conus aphrodite,ANIMALIA,MOLLUSCA,LC,3900,195,4,transboundary
192731,Conus bonfiglioli,ANIMALIA,MOLLUSCA,DD,53,2.65,1,singlecountry
192732,Conus cervus,ANIMALIA,MOLLUSCA,LC,29470,1473.5,6,transboundary
192733,Conus sukhadwalai,ANIMALIA,MOLLUSCA,LC,518,25.9,2,transboundary
192734,Conus binghamae,ANIMALIA,MOLLUSCA,LC,195,9.75,1,singlecountry
192735,Conus tornatus,ANIMALIA,MOLLUSCA,LC,3676,183.8,9,transboundary
192736,Conus babaensis,ANIMALIA,MOLLUSCA,LC,8,0.4,1,singlecountry
192737,Conus canonicus,ANIMALIA,MOLLUSCA,LC,91049,4552.45,69,transboundary
192738,Conus bengalensis,ANIMALIA,MOLLUSCA,LC,4730,236.5,5,transboundary
192739,Conus patamakanthini,ANIMALIA,MOLLUSCA,DD,901,45.05,3,transboundary
192740,Conus dampierensis,ANIMALIA,MOLLUSCA,LC,3088,154.4,1,singlecountry
192742,Conus raulsilvai,ANIMALIA,MOLLUSCA,LC,1,0.05,1,singlecountry
192743,Conus tessulatus,ANIMALIA,MOLLUSCA,LC,93250,4662.5,75,transboundary
192745,Conus nucleus,ANIMALIA,MOLLUSCA,LC,14650,732.5,25,transboundary
192746,Conus poormani,ANIMALIA,MOLLUSCA,LC,3522,176.1,9,transboundary
192747,Conus milesi,ANIMALIA,MOLLUSCA,DD,2752,137.6,7,transboundary
192748,Conus unifasciatus,ANIMALIA,MOLLUSCA,EN,35,1.75,1,singlecountry
192749,Conus harlandi,ANIMALIA,MOLLUSCA,LC,298,14.9,3,transboundary
192750,Conus moylani,ANIMALIA,MOLLUSCA,DD,533,26.65,1,singlecountry
192751,Conus sphacelatus,ANIMALIA,MOLLUSCA,LC,155,7.75,2,transboundary
192752,Conus rosemaryae,ANIMALIA,MOLLUSCA,LC,703,35.15,3,transboundary
192753,Conus pergrandis,ANIMALIA,MOLLUSCA,LC,16795,839.75,8,transboundary
192754,Conus coffeae,ANIMALIA,MOLLUSCA,LC,62809,3140.45,34,transboundary
192755,Conus profundorum,ANIMALIA,MOLLUSCA,LC,6875,343.75,6,transboundary
192756,Conus evansi,ANIMALIA,MOLLUSCA,DD,109,5.45,1,singlecountry
192757,Conus sutanorcum,ANIMALIA,MOLLUSCA,LC,157,7.85,1,singlecountry
192758,Conus richeri,ANIMALIA,MOLLUSCA,DD,848,42.4,1,singlecountry
192759,Conus janus,ANIMALIA,MOLLUSCA,LC,3231,161.55,9,transboundary
192760,Conus stramineus,ANIMALIA,MOLLUSCA,LC,11150,557.5,7,transboundary
192761,Conus mappa,ANIMALIA,MOLLUSCA,LC,1350,67.5,4,transboundary
192762,Conus telatus,ANIMALIA,MOLLUSCA,LC,1628,81.4,1,singlecountry
192763,Conus troendlei,ANIMALIA,MOLLUSCA,DD,1296,64.8,1,singlecountry
192764,Conus sanderi,ANIMALIA,MOLLUSCA,LC,21,1.05,1,singlecountry
192765,Conus iodostoma,ANIMALIA,MOLLUSCA,LC,988,49.4,2,transboundary
192766,Conus selenae,ANIMALIA,MOLLUSCA,LC,628,31.4,1,singlecountry
192767,Conus eucoronatus,ANIMALIA,MOLLUSCA,LC,4901,245.05,12,transboundary
192768,Conus hieroglyphus,ANIMALIA,MOLLUSCA,VU,14,0.7,1,singlecountry
192769,Conus swainsoni,ANIMALIA,MOLLUSCA,DD,1181,59.05,2,transboundary
192771,Conus crioulus,ANIMALIA,MOLLUSCA,LC,1,0.05,1,singlecountry
192772,Conus geographus,ANIMALIA,MOLLUSCA,LC,90534,4526.7,66,transboundary
192773,Conus polongimarumai,ANIMALIA,MOLLUSCA,LC,17937,896.85,7,transboundary
192774,Conus wilsi,ANIMALIA,MOLLUSCA,DD,546,27.3,1,singlecountry
192775,Conus kerstitchi,ANIMALIA,MOLLUSCA,DD,2778,138.9,8,transboundary
192776,Conus shikamai,ANIMALIA,MOLLUSCA,LC,5059,252.95,3,transboundary
192777,Conus colmani,ANIMALIA,MOLLUSCA,DD,609,30.45,1,singlecountry
192778,Conus vexillum,ANIMALIA,MOLLUSCA,LC,91681,4584.05,70,transboundary
192779,Conus ochroleucus,ANIMALIA,MOLLUSCA,LC,25389,1269.45,16,transboundary
192780,Conus cakobaui,ANIMALIA,MOLLUSCA,LC,3676,183.8,4,transboundary
192781,Conus ranonganus,ANIMALIA,MOLLUSCA,LC,3740,187,6,transboundary
192782,Conus portobeloensis,ANIMALIA,MOLLUSCA,LC,854,42.7,4,transboundary
192783,Conus velaensis,ANIMALIA,MOLLUSCA,LC,128,6.4,2,transboundary
192784,Conus aureopunctatus,ANIMALIA,MOLLUSCA,LC,2138,106.9,8,transboundary
192785,Conus regonae,ANIMALIA,MOLLUSCA,VU,1,0.05,1,singlecountry
192786,Conus stercusmuscarum,ANIMALIA,MOLLUSCA,LC,39063,1953.15,20,transboundary
192787,Conus fijisulcatus,ANIMALIA,MOLLUSCA,LC,1139,56.95,1,singlecountry
192788,Conus bahamensis,ANIMALIA,MOLLUSCA,LC,361,18.05,1,singlecountry
192789,Conus tulipa,ANIMALIA,MOLLUSCA,LC,82606,4130.3,55,transboundary
192790,Conus trigonus,ANIMALIA,MOLLUSCA,LC,1966,98.3,1,singlecountry
192791,Conus helgae,ANIMALIA,MOLLUSCA,LC,908,45.4,2,transboundary
192792,Conus typhon,ANIMALIA,MOLLUSCA,LC,965,48.25,2,transboundary
192793,Conus cylindraceus,ANIMALIA,MOLLUSCA,LC,27548,1377.4,39,transboundary
192794,Conus augur,ANIMALIA,MOLLUSCA,LC,7413,370.65,17,transboundary
192795,Conus boschorum,ANIMALIA,MOLLUSCA,NT,147,7.35,1,singlecountry
192796,Conus musicus,ANIMALIA,MOLLUSCA,LC,73584,3679.2,29,transboundary
192797,Conus thalassiarchus,ANIMALIA,MOLLUSCA,LC,2524,126.2,1,singlecountry
192798,Conus patae,ANIMALIA,MOLLUSCA,LC,5394,269.7,29,transboundary
192799,Conus namocanus,ANIMALIA,MOLLUSCA,LC,7414,370.7,17,transboundary
192800,Conus ciderryi,ANIMALIA,MOLLUSCA,DD,2528,126.4,4,transboundary
192801,Conus guidopoppei,ANIMALIA,MOLLUSCA,LC,787,39.35,2,transboundary
192802,Conus dondani,ANIMALIA,MOLLUSCA,LC,503,25.15,1,singlecountry
192803,Conus angasi,ANIMALIA,MOLLUSCA,LC,634,31.7,1,singlecountry
192804,Conus acutimarginatus,ANIMALIA,MOLLUSCA,LC,9127,456.35,13,transboundary
192805,Conus archetypus,ANIMALIA,MOLLUSCA,LC,720,36,1,singlecountry
192806,Conus kiicumulus,ANIMALIA,MOLLUSCA,DD,1586,79.3,3,transboundary
192807,Conus bajanensis,ANIMALIA,MOLLUSCA,LC,2694,134.7,7,transboundary
192809,Conus ceruttii,ANIMALIA,MOLLUSCA,LC,814,40.7,2,transboundary
192810,Conus xanthicus,ANIMALIA,MOLLUSCA,LC,2645,132.25,8,transboundary
192811,Conus planorbis,ANIMALIA,MOLLUSCA,LC,69673,3483.65,39,transboundary
192812,Conus quercinus,ANIMALIA,MOLLUSCA,LC,90316,4515.8,69,transboundary
192813,Conus floccatus,ANIMALIA,MOLLUSCA,LC,22431,1121.55,19,transboundary
192814,Conus rainesae,ANIMALIA,MOLLUSCA,LC,1846,92.3,1,singlecountry
192815,Conus auricomus,ANIMALIA,MOLLUSCA,LC,76688,3834.4,51,transboundary
192816,Conus ximenes,ANIMALIA,MOLLUSCA,LC,2157,107.85,5,transboundary
192817,Conus kulkulcan,ANIMALIA,MOLLUSCA,LC,1233,61.65,3,transboundary
192818,Conus deynzerorum,ANIMALIA,MOLLUSCA,LC,19,0.95,1,singlecountry
192819,Conus omaria,ANIMALIA,MOLLUSCA,LC,78000,3900,43,transboundary
192820,Conus caracteristicus,ANIMALIA,MOLLUSCA,LC,49715,2485.75,18,transboundary
192821,Conus lizarum,ANIMALIA,MOLLUSCA,LC,702,35.1,2,transboundary
192822,Conus puncticulatus,ANIMALIA,MOLLUSCA,LC,7879,393.95,14,transboundary
192824,Conus nimbosus,ANIMALIA,MOLLUSCA,LC,6652,332.6,16,transboundary
192825,Conus neptunus,ANIMALIA,MOLLUSCA,LC,17593,879.65,6,transboundary
192826,Conus gordyi,ANIMALIA,MOLLUSCA,DD,175,8.75,1,singlecountry
192827,Conus penchaszadehi,ANIMALIA,MOLLUSCA,LC,436,21.8,3,transboundary
192828,Conus fragilissimus,ANIMALIA,MOLLUSCA,DD,812,40.6,5,transboundary
192829,Conus circumcisus,ANIMALIA,MOLLUSCA,LC,31858,1592.9,14,transboundary
192830,Conus carnalis,ANIMALIA,MOLLUSCA,LC,137,6.85,1,singlecountry
192831,Conus centurio,ANIMALIA,MOLLUSCA,LC,13099,654.95,29,transboundary
192832,Conus sydneyensis,ANIMALIA,MOLLUSCA,DD,716,35.8,1,singlecountry
192833,Conus broderipii,ANIMALIA,MOLLUSCA,DD,4360,218,2,transboundary
192834,Conus scalptus,ANIMALIA,MOLLUSCA,DD,595,29.75,2,transboundary
192835,Conus fulmen,ANIMALIA,MOLLUSCA,LC,2769,138.45,5,transboundary
192836,Conus eversoni,ANIMALIA,MOLLUSCA,LC,1315,65.75,5,transboundary
192837,Conus archon,ANIMALIA,MOLLUSCA,LC,3086,154.3,8,transboundary
192838,Conus timorensis,ANIMALIA,MOLLUSCA,LC,4634,231.7,6,transboundary
192839,Conus tiaratus,ANIMALIA,MOLLUSCA,LC,3329,166.45,9,transboundary
192840,Conus ignotus,ANIMALIA,MOLLUSCA,DD,781,39.05,3,transboundary
192841,Conus irregularis,ANIMALIA,MOLLUSCA,LC,2,0.1,1,singlecountry
192842,Conus ione,ANIMALIA,MOLLUSCA,LC,11914,595.7,10,transboundary
192843,Conus legatus,ANIMALIA,MOLLUSCA,LC,49709,2485.45,42,transboundary
192844,Conus lividus,ANIMALIA,MOLLUSCA,LC,86864,4343.2,62,transboundary
192845,Conus guanche,ANIMALIA,MOLLUSCA,LC,746,37.3,5,transboundary
192846,Conus gabryae,ANIMALIA,MOLLUSCA,DD,3418,170.9,1,singlecountry
192847,Conus consors,ANIMALIA,MOLLUSCA,LC,70558,3527.9,39,transboundary
192848,Conus adamsonii,ANIMALIA,MOLLUSCA,LC,2246,112.3,14,transboundary
192849,Conus balteatus,ANIMALIA,MOLLUSCA,LC,67664,3383.2,41,transboundary
192850,Conus pacificus,ANIMALIA,MOLLUSCA,DD,375,18.75,1,singlecountry
192851,Conus gabelishi,ANIMALIA,MOLLUSCA,LC,1745,87.25,1,singlecountry
192852,Conus ardisiaceus,ANIMALIA,MOLLUSCA,VU,65,3.25,1,singlecountry
192853,Conus virgo,ANIMALIA,MOLLUSCA,LC,89248,4462.4,68,transboundary
192854,Conus jourdani,ANIMALIA,MOLLUSCA,DD,4,0.2,1,singlecountry
192856,Conus honkeri,ANIMALIA,MOLLUSCA,DD,282,14.1,2,transboundary
192857,Conus paulae,ANIMALIA,MOLLUSCA,LC,478,23.9,2,transboundary
192858,Conus fuscoflavus,ANIMALIA,MOLLUSCA,LC,1,0.05,1,singlecountry
192859,Conus eugrammatus,ANIMALIA,MOLLUSCA,LC,15705,785.25,10,transboundary
192860,Conus zapatosensis,ANIMALIA,MOLLUSCA,LC,2216,110.8,1,singlecountry
192861,Conus elegans,ANIMALIA,MOLLUSCA,LC,10264,513.2,19,transboundary
192862,Conus gondwanensis,ANIMALIA,MOLLUSCA,LC,390,19.5,1,singlecountry
192863,Conus korni,ANIMALIA,MOLLUSCA,LC,3376,168.8,3,transboundary
192864,Conus zeylanicus,ANIMALIA,MOLLUSCA,LC,21458,1072.9,24,transboundary
192865,Conus scopulorum,ANIMALIA,MOLLUSCA,LC,188,9.4,1,singlecountry
192866,Conus sennottorum,ANIMALIA,MOLLUSCA,LC,1924,96.2,1,singlecountry
192867,Conus luciae,ANIMALIA,MOLLUSCA,LC,661,33.05,1,singlecountry
192868,Conus alconnelli,ANIMALIA,MOLLUSCA,LC,112,5.6,1,singlecountry
192869,Conus regius,ANIMALIA,MOLLUSCA,LC,13727,686.35,36,transboundary
192870,Conus arenatus,ANIMALIA,MOLLUSCA,LC,90792,4539.6,68,transboundary
192871,Conus cardinalis,ANIMALIA,MOLLUSCA,NT,510,25.5,4,transboundary
192872,Conus pictus,ANIMALIA,MOLLUSCA,LC,261,13.05,1,singlecountry
192873,Conus voluminalis,ANIMALIA,MOLLUSCA,LC,71722,3586.1,26,transboundary
192874,Conus nux,ANIMALIA,MOLLUSCA,LC,3952,197.6,9,transboundary
192875,Conus wakayamaensis,ANIMALIA,MOLLUSCA,LC,11131,556.55,9,transboundary
192876,Conus rosalindensis,ANIMALIA,MOLLUSCA,LC,985,49.25,3,transboundary
192877,Conus franciscoi,ANIMALIA,MOLLUSCA,LC,23,1.15,1,singlecountry
192878,Conus cuvieri,ANIMALIA,MOLLUSCA,VU,1431,71.55,5,transboundary
192879,Conus pertusus,ANIMALIA,MOLLUSCA,LC,84548,4227.4,57,transboundary
192930,Diapterus rhombeus,ANIMALIA,CHORDATA,LC,15975,798.75,35,transboundary
192932,Eucinostomus harengulus,ANIMALIA,CHORDATA,LC,20714,1035.7,37,transboundary
192934,Ctenogobius shufeldti,ANIMALIA,CHORDATA,LC,3088,154.4,1,singlecountry
192937,Orthopristis chrysoptera,ANIMALIA,CHORDATA,LC,7949,397.45,4,transboundary
192939,Pomadasys crocro,ANIMALIA,CHORDATA,DD,15757,787.85,25,transboundary
192941,Lutjanus griseus,ANIMALIA,CHORDATA,LC,15243,762.15,33,transboundary
192942,Morone saxatilis,ANIMALIA,CHORDATA,LC,6146,307.3,2,transboundary
192943,Dajaus monticola,ANIMALIA,CHORDATA,LC,22308,1115.4,24,transboundary
192945,Mugil trichodon,ANIMALIA,CHORDATA,LC,8868,443.4,20,transboundary
192948,Awaous guamensis,ANIMALIA,CHORDATA,LC,1635,81.75,10,transboundary
192982,Mahidolia mystacina,ANIMALIA,CHORDATA,LC,36258,1812.9,28,transboundary
192986,Trimma okinawae,ANIMALIA,CHORDATA,LC,85539,4276.95,24,transboundary
192987,Eviota bifasciata,ANIMALIA,CHORDATA,LC,16249,812.45,11,transboundary
192996,Bryaninops loki,ANIMALIA,CHORDATA,LC,34172,1708.6,23,transboundary
192997,Eviota pellucida,ANIMALIA,CHORDATA,LC,112,5.6,4,transboundary
192998,Bryaninops erythrops,ANIMALIA,CHORDATA,LC,8854,442.7,24,transboundary
193000,Asterropteryx ensifera,ANIMALIA,CHORDATA,LC,24267,1213.35,29,transboundary
193002,Ctenogobiops aurocingulus,ANIMALIA,CHORDATA,LC,13300,665,21,transboundary
193003,Cryptocentrus caeruleomaculatus,ANIMALIA,CHORDATA,LC,38137,1906.85,19,transboundary
193009,Pleurosicya fringilla,ANIMALIA,CHORDATA,LC,45758,2287.9,28,transboundary
193011,Eviota herrei,ANIMALIA,CHORDATA,DD,445,22.25,2,transboundary
193013,Paragobiodon melanosomus,ANIMALIA,CHORDATA,LC,77001,3850.05,22,transboundary
193016,Trimma randalli,ANIMALIA,CHORDATA,LC,398,19.9,3,transboundary
193017,Paragobiodon lacunicolus,ANIMALIA,CHORDATA,LC,136986,6849.3,52,transboundary
193018,Oxyurichthys takagi,ANIMALIA,CHORDATA,LC,2744,137.2,8,transboundary
193020,Trimma hayashii,ANIMALIA,CHORDATA,LC,65854,3292.7,14,transboundary
193022,Trimma hoesei,ANIMALIA,CHORDATA,LC,7005,350.25,9,transboundary
193024,Valenciennea helsdingenii,ANIMALIA,CHORDATA,LC,27153,1357.65,28,transboundary
193025,Eviota queenslandica,ANIMALIA,CHORDATA,LC,44948,2247.4,21,transboundary
193027,Eviota cometa,ANIMALIA,CHORDATA,LC,8900,445,17,transboundary
193028,Pleurosicya micheli,ANIMALIA,CHORDATA,LC,83016,4150.8,32,transboundary
193031,Palutrus scapulopunctatus,ANIMALIA,CHORDATA,LC,10696,534.8,22,transboundary
193032,Trimma flavatrum,ANIMALIA,CHORDATA,LC,58329,2916.45,20,transboundary
193035,Eviota punctulata,ANIMALIA,CHORDATA,LC,14253,712.65,14,transboundary
193037,Gobiopsis exigua,ANIMALIA,CHORDATA,LC,1375,68.75,17,transboundary
193039,Pleurosicya plicata,ANIMALIA,CHORDATA,LC,14844,742.2,23,transboundary
193040,Trimma stobbsi,ANIMALIA,CHORDATA,LC,13922,696.1,12,transboundary
193041,Trimmatom nanus,ANIMALIA,CHORDATA,LC,9367,468.35,18,transboundary
193043,Pleurosicya muscarum,ANIMALIA,CHORDATA,LC,105048,5252.4,39,transboundary
193055,Trimma unisquamis,ANIMALIA,CHORDATA,LC,13717,685.85,14,transboundary
193057,Stenogobius fehlmanni,ANIMALIA,CHORDATA,LC,45,2.25,2,transboundary
193059,Trimma macrophthalmum,ANIMALIA,CHORDATA,LC,15832,791.6,14,transboundary
193060,Eviota prasina,ANIMALIA,CHORDATA,LC,100355,5017.75,42,transboundary
193062,Fusigobius pallidus,ANIMALIA,CHORDATA,LC,7194,359.7,13,transboundary
193066,Trimma anaima,ANIMALIA,CHORDATA,LC,16090,804.5,14,transboundary
193067,Priolepis nocturna,ANIMALIA,CHORDATA,LC,3955,197.75,16,transboundary
193068,Valenciennea puellaris,ANIMALIA,CHORDATA,LC,38498,1924.9,45,transboundary
193073,Exyrias belissimus,ANIMALIA,CHORDATA,LC,40985,2049.25,29,transboundary
193074,Gobiopsis quinquecincta,ANIMALIA,CHORDATA,LC,5498,274.9,14,transboundary
193075,Vanderhorstia ambanoro,ANIMALIA,CHORDATA,LC,19810,990.5,27,transboundary
193076,Eviota zebrina,ANIMALIA,CHORDATA,LC,27111,1355.55,29,transboundary
193078,Eviota sigillata,ANIMALIA,CHORDATA,LC,20324,1016.2,24,transboundary
193082,Amblygobius sphynx,ANIMALIA,CHORDATA,LC,19311,965.55,27,transboundary
193087,Pleurosicya australis,ANIMALIA,CHORDATA,LC,9,0.45,1,singlecountry
193089,Trimma nasa,ANIMALIA,CHORDATA,LC,53031,2651.55,13,transboundary
193091,Bryaninops ridens,ANIMALIA,CHORDATA,LC,6424,321.2,24,transboundary
193092,Exyrias puntang,ANIMALIA,CHORDATA,LC,38809,1940.45,21,transboundary
193093,Bryaninops yongei,ANIMALIA,CHORDATA,LC,19417,970.85,26,transboundary
193107,Eviota infulata,ANIMALIA,CHORDATA,LC,5104,255.2,12,transboundary
193108,Eviota afelei,ANIMALIA,CHORDATA,LC,10188,509.4,20,transboundary
193109,Trimma emeryi,ANIMALIA,CHORDATA,LC,7277,363.85,22,transboundary
193114,Ctenogobiops maculosus,ANIMALIA,CHORDATA,LC,25318,1265.9,29,transboundary
193123,Eviota zonura,ANIMALIA,CHORDATA,LC,12736,636.8,21,transboundary
193127,Sueviota lachneri,ANIMALIA,CHORDATA,LC,2861,143.05,12,transboundary
193128,Fusigobius maximus,ANIMALIA,CHORDATA,LC,9429,471.45,19,transboundary
193130,Eviota smaragdus,ANIMALIA,CHORDATA,LC,5384,269.2,15,transboundary
193131,Eviota fasciola,ANIMALIA,CHORDATA,LC,3829,191.45,10,transboundary
193133,Trimma halonevum,ANIMALIA,CHORDATA,LC,53397,2669.85,13,transboundary
193139,Eviota distigma,ANIMALIA,CHORDATA,LC,10202,510.1,29,transboundary
193143,Oxyurichthys lonchotus,ANIMALIA,CHORDATA,LC,4780,239,13,transboundary
193145,Trimma milta,ANIMALIA,CHORDATA,LC,16128,806.4,14,transboundary
193148,Trimma tevegae,ANIMALIA,CHORDATA,LC,19181,959.05,26,transboundary
193150,Paragobiodon echinocephalus,ANIMALIA,CHORDATA,LC,145314,7265.7,59,transboundary
193151,Trimma benjamini,ANIMALIA,CHORDATA,LC,19481,974.05,18,transboundary
193152,Eviota lachdeberei,ANIMALIA,CHORDATA,LC,6699,334.95,12,transboundary
193156,Priolepis kappa,ANIMALIA,CHORDATA,LC,6729,336.45,14,transboundary
193159,Eviota prasites,ANIMALIA,CHORDATA,LC,20850,1042.5,25,transboundary
193160,Fusigobius duospilus,ANIMALIA,CHORDATA,LC,32940,1647,45,transboundary
193162,Priolepis semidoliata,ANIMALIA,CHORDATA,LC,33933,1696.65,45,transboundary
193163,Pleurosicya bilobata,ANIMALIA,CHORDATA,LC,10220,511,18,transboundary
193167,Fusigobius neophytus,ANIMALIA,CHORDATA,LC,31746,1587.3,48,transboundary
193168,Paragobiodon xanthosomus,ANIMALIA,CHORDATA,LC,80411,4020.55,25,transboundary
193174,Trimma striatum,ANIMALIA,CHORDATA,LC,17620,881,10,transboundary
193175,Eviota saipanensis,ANIMALIA,CHORDATA,LC,1274,63.7,9,transboundary
193187,Eviota rubra,ANIMALIA,CHORDATA,LC,2634,131.7,1,singlecountry
193188,Luposicya lupus,ANIMALIA,CHORDATA,LC,42150,2107.5,16,transboundary
193189,Pleurosicya mossambica,ANIMALIA,CHORDATA,LC,106333,5316.65,40,transboundary
193196,Trimma annosum,ANIMALIA,CHORDATA,LC,18755,937.75,18,transboundary
193200,Priolepis inhaca,ANIMALIA,CHORDATA,LC,15387,769.35,30,transboundary
193203,Valenciennea parva,ANIMALIA,CHORDATA,LC,16566,828.3,20,transboundary
193204,Trimma taylori,ANIMALIA,CHORDATA,LC,20346,1017.3,29,transboundary
193205,Palutrus reticularis,ANIMALIA,CHORDATA,LC,1132,56.6,6,transboundary
193206,Cryptocentrus strigilliceps,ANIMALIA,CHORDATA,LC,65725,3286.25,41,transboundary
193209,Vanderhorstia ornatissima,ANIMALIA,CHORDATA,LC,27239,1361.95,46,transboundary
193213,Istigobius ornatus,ANIMALIA,CHORDATA,LC,68720,3436,53,transboundary
193214,Palutrus pruinosa,ANIMALIA,CHORDATA,LC,18821,941.05,8,transboundary
193215,Eviota disrupta,ANIMALIA,CHORDATA,LC,599,29.95,5,transboundary
193216,Trimma cana,ANIMALIA,CHORDATA,LC,10022,501.1,8,transboundary
193217,Paragobiodon modestus,ANIMALIA,CHORDATA,LC,89256,4462.8,40,transboundary
193221,Cabillus tongarevae,ANIMALIA,CHORDATA,LC,6588,329.4,29,transboundary
193223,Feia nympha,ANIMALIA,CHORDATA,LC,3517,175.85,13,transboundary
193226,Discordipinna griessingeri,ANIMALIA,CHORDATA,LC,8437,421.85,17,transboundary
193227,Asterropteryx spinosa,ANIMALIA,CHORDATA,LC,20396,1019.8,16,transboundary
193228,Eviota monostigma,ANIMALIA,CHORDATA,LC,2868,143.4,4,transboundary
193229,Macrodontogobius wilburi,ANIMALIA,CHORDATA,LC,45333,2266.65,36,transboundary
193230,Fusigobius humeralis,ANIMALIA,CHORDATA,LC,25728,1286.4,30,transboundary
193235,Eviota latifasciata,ANIMALIA,CHORDATA,LC,6716,335.8,13,transboundary
193237,Eviota melasma,ANIMALIA,CHORDATA,LC,3972,198.6,1,singlecountry
193238,Amblyeleotris wheeleri,ANIMALIA,CHORDATA,LC,69363,3468.15,46,transboundary
193241,Trimma nomurai,ANIMALIA,CHORDATA,LC,4991,249.55,5,transboundary
193242,Kelloggella quindecimfasciata,ANIMALIA,CHORDATA,LC,783,39.15,6,transboundary
