species_id,sciname,kingdom,phylum,class,tot_count_cells,num_countries,xbd
Biv-32126,Corbicula japonica,Animalia,Mollusca,Bivalvia,6268,8,transboundary
Bra-235673,Dyscritosia secreta,Animalia,Brachiopoda,Articulata,100,1,singlecountry
Brc-378165,Lightiella floridana,Animalia,Arthropoda,Cephalocarida,4138,14,transboundary
Chn-013ca97e-46a8-4c5e-b398-8bb4f340f88b,Lenisquilla lata,Animalia,Arthropoda,Malacostraca,54050,41,transboundary
Chn-015453c0-3ff9-477d-ab51-c68d85e65af5,Clorida albolitura,Animalia,Arthropoda,Malacostraca,94323,63,transboundary
Chn-0721ac0c-7d19-46fa-9dcc-02da54310867,Leiogalathea laevirostris,Animalia,Arthropoda,Malacostraca,201148,89,transboundary
Chn-0e470b93-1bf9-4c28-8770-166bb5e2a8c7,Levisquilla jurichi,Animalia,Arthropoda,Malacostraca,47200,36,transboundary
Chn-0e9cfa5e-eab6-490e-9279-34eeeb127eb2,Lophosquilla tiwarii,Animalia,Arthropoda,Malacostraca,71624,33,transboundary
Chn-12f493b8-a962-48d7-af4b-632ba9c0fa57,Capillaster multiradiatus,Animalia,Echinodermata,Crinoidea,79627,34,transboundary
Chn-17d15aec-37c6-4c6a-88d2-9c350613076a,Harpiosquilla annandalei,Animalia,Arthropoda,Malacostraca,100928,54,transboundary
Chn-21252d4f-8095-42f9-a7e5-67236bb3099d,Cloridina pelamidae,Animalia,Arthropoda,Malacostraca,66054,39,transboundary
Chn-2b605750-6865-42dd-9798-32cfbc2ac7d5,Oratosquillina perpensa,Animalia,Arthropoda,Malacostraca,55508,25,transboundary
Chn-2bd2f979-5bbd-4725-93f0-c2b66a1e0a2d,Comatula pectinata,Animalia,Echinodermata,Crinoidea,57968,26,transboundary
Chn-2d96ad09-2772-4579-b6d6-96420751b7ec,Quollastria subtilis,Animalia,Arthropoda,Malacostraca,70763,59,transboundary
Chn-2ddce54e-f195-404c-a982-bc296b2a7e64,Neoacasta glans,Animalia,Arthropoda,Maxillopoda,62223,47,transboundary
Chn-2f5a48ac-ec54-40e1-9a03-ce2be006ee68,Chorisquilla spinosissima,Animalia,Arthropoda,Malacostraca,74979,54,transboundary
Chn-335d884d-9fab-419b-85fb-ed0a94ffe255,Oratosquillina manningi,Animalia,Arthropoda,Malacostraca,18899,20,transboundary
Chn-364c26b3-84d3-460d-9d53-2d3d5d4352f8,Erugosquilla woodmasoni,Animalia,Arthropoda,Malacostraca,87050,57,transboundary
Chn-3953473a-c9d7-4719-9fdb-dabfd375b330,Aliaporcellana suluensis,Animalia,Arthropoda,Malacostraca,65806,53,transboundary
Chn-3d368bae-a02b-4109-99a3-33d99b22f83d,Uroptychodes spinimarginatus,Animalia,Arthropoda,Malacostraca,25166,28,transboundary
Chn-4251039a-f032-49e7-b4d0-767e2a6b6326,Lissoporcellana quadrilobata,Animalia,Arthropoda,Malacostraca,68471,43,transboundary
Chn-42aeac39-f607-4ee5-bce7-0294bbc61fde,Harpiosquilla raphidea,Animalia,Arthropoda,Malacostraca,60284,41,transboundary
Chn-46f58c2c-1280-4f6a-a148-e854c19246fe,Harpilius lutescens,Animalia,Arthropoda,Malacostraca,67573,71,transboundary
Chn-4a9f789f-84e4-4da2-b520-c754b804a303,Savignium crenatum,Animalia,Arthropoda,Maxillopoda,83336,78,transboundary
Chn-4afd695c-a184-4f35-a646-3149013fa0df,Faughnia haani,Animalia,Arthropoda,Malacostraca,78841,41,transboundary
Chn-4bb55db1-8e3b-4bc9-abaa-a75c12d10a05,Cloridina chlorida,Animalia,Arthropoda,Malacostraca,46364,45,transboundary
Chn-50674f31-94c6-4080-8563-c0598269f6d2,Oligometra serripinna,Animalia,Echinodermata,Crinoidea,76144,53,transboundary
Chn-54b47037-ffc8-43f2-9240-02c68005b67f,Comatula solaris,Animalia,Echinodermata,Crinoidea,38427,26,transboundary
Chn-57dc42d6-4e69-482a-84d4-07c811a271b5,Comaster multibrachiatus,Animalia,Echinodermata,Crinoidea,3308,11,transboundary
Chn-58fbf663-c32a-4053-b54d-872ad5bbd716,Erugosquilla grahami,Animalia,Arthropoda,Malacostraca,31058,32,transboundary
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Periclimenella spinifera,Animalia,Arthropoda,Malacostraca,92778,86,transboundary
Chn-6929b281-e864-4382-b249-e58077762c8d,Kempella mikado,Animalia,Arthropoda,Malacostraca,84695,55,transboundary
Chn-6a9274ff-bb5b-4de5-a3d4-201629e153fe,Oratosquillina gravieri,Animalia,Arthropoda,Malacostraca,46516,32,transboundary
Chn-718abbd7-9991-4548-92ea-32318d7e3ae0,Cervimunida princeps,Animalia,Arthropoda,Malacostraca,28246,20,transboundary
Chn-7292168a-7e48-49d8-8b1c-01144f18309b,Prionalpheus triarticulatus,Animalia,Arthropoda,Malacostraca,23855,37,transboundary
Chn-7654496e-c4b4-480a-8684-3d9234fa4807,Strigopagurus boreonotus,Animalia,Arthropoda,Malacostraca,57917,31,transboundary
Chn-7ac3e7f2-391a-4345-9f5b-7df40d8e9913,Porcellanella triloba,Animalia,Arthropoda,Malacostraca,60555,27,transboundary
Chn-7f0774f3-5b42-4ba3-a812-0023f32acd55,Nobia grandis,Animalia,Arthropoda,Maxillopoda,74395,55,transboundary
Chn-7f58b835-f87e-41a2-91bb-9245ab8b9664,Striatobalanus tenuis,Animalia,Arthropoda,Maxillopoda,108097,67,transboundary
Chn-8015f4b9-d98d-4eea-960c-ecf42e0e3eb4,Cloridina verrucosa,Animalia,Arthropoda,Malacostraca,87362,43,transboundary
Chn-82852781-608a-4506-a2fb-97671317e21d,Carinosquilla carinata,Animalia,Arthropoda,Malacostraca,56189,43,transboundary
Chn-8980a45f-d7dd-4f06-9dfb-9bb28ae994ac,Levisquilla inermis,Animalia,Arthropoda,Malacostraca,69323,35,transboundary
Chn-89c7a40d-e85d-4708-864b-4c0f155cbe9f,Harpiosquilla japonica,Animalia,Arthropoda,Malacostraca,43782,27,transboundary
Chn-8cc778cc-b690-4f20-900d-5c6e34860c1b,Gelastocaris paronae,Animalia,Arthropoda,Malacostraca,77529,65,transboundary
Chn-8e285e99-84b2-4d54-b966-a6e88108a5a5,Allogalathea elegans,Animalia,Arthropoda,Malacostraca,104803,65,transboundary
Chn-8fe3ea49-27ab-42eb-a532-672122ccd637,Sinosquilla sinica,Animalia,Arthropoda,Malacostraca,35499,25,transboundary
Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,Savignium dentatum,Animalia,Arthropoda,Maxillopoda,43540,37,transboundary
Chn-91abc70c-b6ae-49a6-840b-05ea852baff4,Comanthina schlegeli,Animalia,Echinodermata,Crinoidea,78262,50,transboundary
Chn-9486b34f-116a-4f90-9c34-5036248600fb,Carinosquilla multicarinata,Animalia,Arthropoda,Malacostraca,46883,26,transboundary
Chn-95019cab-ea8c-4f88-8845-07fe7355cf8a,Eudiocrinus indivisus,Animalia,Echinodermata,Crinoidea,33908,13,transboundary
Chn-96fbc6f5-e394-47b5-a61c-18bf2cd2bf54,Squilloides leptosquilla,Animalia,Arthropoda,Malacostraca,63768,35,transboundary
Chn-989e06a2-4a12-4203-ab29-63f4980177e2,Enosteoides ornatus,Animalia,Arthropoda,Malacostraca,16913,16,transboundary
Chn-98e49457-8952-440e-a574-b5bde95cbd5e,Harpiosquilla harpax,Animalia,Arthropoda,Malacostraca,113255,71,transboundary
Chn-9c57f873-6f37-475b-b2c8-960bd5a90a96,Eudiocrinus venustulus,Animalia,Echinodermata,Crinoidea,26496,15,transboundary
Chn-9e100c7f-ed38-4571-9d2a-678f6d9068c8,Leandrites stenopus,Animalia,Arthropoda,Malacostraca,64025,28,transboundary
Chn-9eb0793c-27f0-4979-b8f4-bb1354f21ca1,Faughnia formosae,Animalia,Arthropoda,Malacostraca,43594,27,transboundary
Chn-9ef9df3b-6207-4680-8f1a-c503ede801f8,Cyllometra manca,Animalia,Echinodermata,Crinoidea,35555,13,transboundary
Chn-a950d9ab-57f4-46c8-899c-f432262701d4,Spiropagurus spiriger,Animalia,Arthropoda,Malacostraca,16073,13,transboundary
Chn-ad8809bb-42d3-4efb-9e18-86438763254f,Manningia australiensis,Animalia,Arthropoda,Malacostraca,74383,42,transboundary
Chn-ada48df7-2439-4cc7-90ad-92bebf5d5407,Neometra alecto,Animalia,Echinodermata,Crinoidea,28149,13,transboundary
Chn-ae156111-0d32-4a94-8720-9d7733c99831,Birgus latro,Animalia,Arthropoda,Malacostraca,32709,60,transboundary
Chn-ae1e5fbc-a8f3-4769-930f-a9ee579cc61b,Paramunida scabra,Animalia,Arthropoda,Malacostraca,39343,18,transboundary
Chn-aeb653ab-6477-483a-bf1e-211cc80a18b3,Anchisquilla fasciata,Animalia,Arthropoda,Malacostraca,92891,57,transboundary
Chn-af5aeff7-d489-44d6-829b-33a5aeefe39e,Faughnia serenei,Animalia,Arthropoda,Malacostraca,66359,40,transboundary
Chn-b0bf9541-4c48-46f9-9f39-7e472c527992,Haptosquilla glyptocercus,Animalia,Arthropoda,Malacostraca,80495,60,transboundary
Chn-b6aab914-ac7d-46e9-aeeb-e00ab2a64a40,Amphimetra laevipinna,Animalia,Echinodermata,Crinoidea,28872,17,transboundary
Chn-bc491994-c9e7-4370-9312-38d8eccf4014,Oratosquillina interrupta,Animalia,Arthropoda,Malacostraca,78151,63,transboundary
Chn-c03cfb65-01dc-40d6-9859-1dacbb967008,Striatobalanus amaryllis,Animalia,Arthropoda,Maxillopoda,101697,60,transboundary
Chn-c0b96bcd-a248-4a2d-ba80-d1c9d13b890b,Lophosquilla costata,Animalia,Arthropoda,Malacostraca,89204,63,transboundary
Chn-c41e3e0e-fc12-46eb-a63e-e66e20ec713f,Pyrgoma cancellatum,Animalia,Arthropoda,Maxillopoda,74724,60,transboundary
Chn-c52065c0-9805-4194-99b0-c065a99ff036,Shinkaia crosnieri,Animalia,Arthropoda,Malacostraca,74488,32,transboundary
Chn-c61bf079-7d77-4066-b959-af45ce76b7c7,Coronidopsis serenei,Animalia,Arthropoda,Malacostraca,42561,20,transboundary
Chn-c8256144-85c0-4e67-8d9e-66bddaa9fc7c,Catoptometra magnifica,Animalia,Echinodermata,Crinoidea,46043,24,transboundary
Chn-d7711d01-207c-4063-b5b0-39ea5a6af39b,Mesacturus furcicaudatus,Animalia,Arthropoda,Malacostraca,2200,5,transboundary
Chn-d879fd7e-8358-430b-9b8f-974a10d1a38d,Quollastria gonypetes,Animalia,Arthropoda,Malacostraca,71132,50,transboundary
Chn-d99f6747-b64f-4916-8b24-df588e80e148,Galacantha valdiviae,Animalia,Arthropoda,Malacostraca,22770,39,transboundary
Chn-dafffb15-39ca-4fb2-b129-51299d9f42a2,Pterometra trichopoda,Animalia,Echinodermata,Crinoidea,28884,17,transboundary
Chn-dce6b77a-03cc-433c-84ea-87a6bf910860,Lissoporcellana spinuligera,Animalia,Arthropoda,Malacostraca,20791,15,transboundary
Chn-dd8f0e66-32f6-41d8-b6aa-eaca7bf2fff4,Clorida denticauda,Animalia,Arthropoda,Malacostraca,31256,25,transboundary
Chn-e255742b-b365-4757-9d21-e0f81f32bfbc,Siamosquilla laevicaudata,Animalia,Arthropoda,Malacostraca,25735,27,transboundary
Chn-e2a039b7-163b-4573-a5b0-3950d5824678,Amphibalanus amphitrite,Animalia,Arthropoda,Maxillopoda,265835,86,transboundary
Chn-e5f20c3d-2d0d-4256-9f09-7dbb355b4149,Zygometra comata,Animalia,Echinodermata,Crinoidea,51541,24,transboundary
Chn-ef0da0c6-5191-4986-8433-7c7da5e62cd3,Harpiosquilla melanoura,Animalia,Arthropoda,Malacostraca,88008,62,transboundary
Chn-eff8756a-9d9f-4430-886b-4a0badfed55d,Paralbunea dayriti,Animalia,Arthropoda,Malacostraca,73336,61,transboundary
Chn-f031838d-0a64-4288-8d25-04c0ab44ad67,Crosnierita yante,Animalia,Arthropoda,Malacostraca,55657,47,transboundary
Chn-f032dfea-b70b-431e-a2d5-9540e96a5263,Chorisquilla pococki,Animalia,Arthropoda,Malacostraca,21928,16,transboundary
Chn-f0468771-49d3-4d4b-a479-b094f979105b,Lissoporcellana streptochiroides,Animalia,Arthropoda,Malacostraca,38265,22,transboundary
Chn-f3828601-b430-4ef9-bed4-072a275b42fa,Paramunida proxima,Animalia,Arthropoda,Malacostraca,14982,25,transboundary
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,Michelopagurus limatulus,Animalia,Arthropoda,Malacostraca,79318,69,transboundary
Chn-f530af20-5532-4197-9324-3417559a8a5e,Fallosquilla fallax,Animalia,Arthropoda,Malacostraca,65137,56,transboundary
Chn-fb2dd6bd-a63d-4bf0-9ba2-c98db8474306,Lamprometra palmata,Animalia,Echinodermata,Crinoidea,86701,61,transboundary
Chn-fe4cfc67-6edb-4c41-81d4-41b7ec6a8391,Laomedia astacina,Animalia,Arthropoda,Malacostraca,1518,3,transboundary
Cla-29190,Penilia avirostris,Animalia,Arthropoda,Branchiopoda,50646,35,transboundary
Fis-10199,Pseudanthias evansi,Animalia,Chordata,Actinopterygii,63502,51,transboundary
Fis-10405,Jaydia queketti,Animalia,Chordata,Actinopterygii,12313,23,transboundary
Fis-10407,Apogonichthyoides nigripinnis,Animalia,Chordata,Actinopterygii,69468,62,transboundary
Fis-10690,Apodichthys fucorum,Animalia,Chordata,Actinopterygii,1820,3,transboundary
Fis-10767,Asterorhombus intermedius,Animalia,Chordata,Actinopterygii,77226,53,transboundary
Fis-10768,Glyptocephalus zachirus,Animalia,Chordata,Actinopterygii,12161,4,transboundary
Fis-10903,Coelorinchus canus,Animalia,Chordata,Actinopterygii,2069,5,transboundary
Fis-10950,Parascorpaena picta,Animalia,Chordata,Actinopterygii,62125,39,transboundary
Fis-10975,Brachirus orientalis,Animalia,Chordata,Actinopterygii,49778,48,transboundary
Fis-1099,Sarda lineolata,Animalia,Chordata,Actinopterygii,2332,3,transboundary
Fis-10993,Scorpaena mystes,Animalia,Chordata,Actinopterygii,5194,14,transboundary
Fis-11214,Arnoglossus macrolophus,Animalia,Chordata,Actinopterygii,98536,60,transboundary
Fis-112180,Heteroconger klausewitzi,Animalia,Chordata,Actinopterygii,368,1,singlecountry
Fis-11256,Limanda aspera,Animalia,Chordata,Actinopterygii,23692,6,transboundary
Fis-112580,Prionotus beanii,Animalia,Chordata,Actinopterygii,9720,25,transboundary
Fis-112582,Peristedion truncatum,Animalia,Chordata,Actinopterygii,24278,40,transboundary
Fis-112590,Peristedion ecuadorense,Animalia,Chordata,Actinopterygii,16785,38,transboundary
Fis-112634,Bathysolea polli,Animalia,Chordata,Actinopterygii,12025,36,transboundary
Fis-112639,Bathysolea lagarderae,Animalia,Chordata,Actinopterygii,7045,15,transboundary
Fis-112688,Pontinus helena,Animalia,Chordata,Actinopterygii,2291,15,transboundary
Fis-112689,Scorpaena agassizii,Animalia,Chordata,Actinopterygii,17061,40,transboundary
Fis-112706,Bellator ribeiroi,Animalia,Chordata,Actinopterygii,8232,39,transboundary
Fis-112716,Bidenichthys consobrinus,Animalia,Chordata,Actinopterygii,1322,1,singlecountry
Fis-112720,Haplocylix littoreus,Animalia,Chordata,Actinopterygii,817,1,singlecountry
Fis-112726,Gastroscyphus hectoris,Animalia,Chordata,Actinopterygii,817,1,singlecountry
Fis-112746,Trachelochismus pinnulatus,Animalia,Chordata,Actinopterygii,1821,2,transboundary
Fis-112752,Diplocrepis puniceus,Animalia,Chordata,Actinopterygii,706,1,singlecountry
Fis-112758,Gastrocyathus gracilis,Animalia,Chordata,Actinopterygii,473,1,singlecountry
Fis-112761,Trachelochismus melobesia,Animalia,Chordata,Actinopterygii,1785,1,singlecountry
Fis-112766,Dellichthys morelandi,Animalia,Chordata,Actinopterygii,1141,1,singlecountry
Fis-112772,Gobiopsis atrata,Animalia,Chordata,Actinopterygii,1790,2,transboundary
Fis-112819,Scorpaenodes arenai,Animalia,Chordata,Actinopterygii,2573,9,transboundary
Fis-112822,Bathyclupea argentea,Animalia,Chordata,Actinopterygii,46976,52,transboundary
Fis-112889,Snyderina guentheri,Animalia,Chordata,Actinopterygii,9027,14,transboundary
Fis-112891,Minous dempsterae,Animalia,Chordata,Actinopterygii,6977,11,transboundary
Fis-112892,Minous inermis,Animalia,Chordata,Actinopterygii,36820,36,transboundary
Fis-112893,Kumococius rodericensis,Animalia,Chordata,Actinopterygii,98558,64,transboundary
Fis-112894,Sorsogona melanoptera,Animalia,Chordata,Actinopterygii,22172,26,transboundary
Fis-112898,Sorsogona nigripinna,Animalia,Chordata,Actinopterygii,5769,11,transboundary
Fis-112899,Cirrhitichthys calliurus,Animalia,Chordata,Actinopterygii,17268,21,transboundary
Fis-112901,Parupeneus margaritatus,Animalia,Chordata,Actinopterygii,9019,15,transboundary
Fis-112902,Upeneus pori,Animalia,Chordata,Actinopterygii,13381,40,transboundary
Fis-112905,Moolgarda pedaraki,Animalia,Chordata,Actinopterygii,35417,33,transboundary
Fis-112910,Pomadasys punctulatus,Animalia,Chordata,Actinopterygii,6292,12,transboundary
Fis-112915,Callionymus carebares,Animalia,Chordata,Actinopterygii,20502,30,transboundary
Fis-112916,Callionymus erythraeus,Animalia,Chordata,Actinopterygii,9430,21,transboundary
Fis-112918,Callionymus hindsii,Animalia,Chordata,Actinopterygii,44421,30,transboundary
Fis-112933,Diplogrammus pygmaeus,Animalia,Chordata,Actinopterygii,7512,15,transboundary
Fis-112941,Callogobius bifasciatus,Animalia,Chordata,Actinopterygii,14435,30,transboundary
Fis-112946,Coryogalops adamsoni,Animalia,Chordata,Actinopterygii,8414,21,transboundary
Fis-112956,Coryogalops anomolus,Animalia,Chordata,Actinopterygii,14338,31,transboundary
Fis-112980,Cryptocentroides arabicus,Animalia,Chordata,Actinopterygii,5121,14,transboundary
Fis-112982,Eviota pardalota,Animalia,Chordata,Actinopterygii,16117,32,transboundary
Fis-112985,Gobiodon reticulatus,Animalia,Chordata,Actinopterygii,17366,32,transboundary
Fis-113002,Lobulogobius omanensis,Animalia,Chordata,Actinopterygii,81207,62,transboundary
Fis-113003,Gobiopsis canalis,Animalia,Chordata,Actinopterygii,5123,13,transboundary
Fis-113005,Palutrus meteori,Animalia,Chordata,Actinopterygii,7929,11,transboundary
Fis-113007,Priolepis randalli,Animalia,Chordata,Actinopterygii,34705,34,transboundary
Fis-113054,Uranoscopus dollfusi,Animalia,Chordata,Actinopterygii,7995,14,transboundary
Fis-113062,Parapercis maculata,Animalia,Chordata,Actinopterygii,21562,29,transboundary
Fis-113070,Bathygobius meggitti,Animalia,Chordata,Actinopterygii,65953,57,transboundary
Fis-113074,Canthidermis macrolepis,Animalia,Chordata,Actinopterygii,2979,7,transboundary
Fis-113082,Thamnaconus melanoproctes,Animalia,Chordata,Actinopterygii,9246,13,transboundary
Fis-113085,Pseudanthias townsendi,Animalia,Chordata,Actinopterygii,9195,16,transboundary
Fis-113108,Holapogon maximus,Animalia,Chordata,Actinopterygii,3139,9,transboundary
Fis-113149,Callionymus margaretae,Animalia,Chordata,Actinopterygii,13119,22,transboundary
Fis-113181,Pseudochromis andamanensis,Animalia,Chordata,Actinopterygii,53291,33,transboundary
Fis-113182,Pseudochromis elongatus,Animalia,Chordata,Actinopterygii,27334,12,transboundary
Fis-113184,Rhabdamia nigrimentum,Animalia,Chordata,Actinopterygii,1104,4,transboundary
Fis-113210,Trichonotus halstead,Animalia,Chordata,Actinopterygii,13289,12,transboundary
Fis-113258,Parapercis colemani,Animalia,Chordata,Actinopterygii,8040,10,transboundary
Fis-113272,Amblyeleotris yanoi,Animalia,Chordata,Actinopterygii,24501,20,transboundary
Fis-113283,Amblyeleotris masuii,Animalia,Chordata,Actinopterygii,31122,22,transboundary
Fis-113287,Psilogobius mainlandi,Animalia,Chordata,Actinopterygii,836,2,transboundary
Fis-11367,Coelorinchus acanthiger,Animalia,Chordata,Actinopterygii,16675,20,transboundary
Fis-11369,Coelorinchus aconcagua,Animalia,Chordata,Actinopterygii,1188,2,transboundary
Fis-11380,Coelorinchus biclinozonalis,Animalia,Chordata,Actinopterygii,4101,2,transboundary
Fis-113842,Lythrypnus insularis,Animalia,Chordata,Actinopterygii,77,1,singlecountry
Fis-113904,Microgobius brevispinis,Animalia,Chordata,Actinopterygii,1171,6,transboundary
Fis-11401,Coelorinchus kaiyomaru,Animalia,Chordata,Actinopterygii,13519,11,transboundary
Fis-11405,Coelorinchus karrerae,Animalia,Chordata,Actinopterygii,13135,19,transboundary
Fis-114086,Labichthys yanoi,Animalia,Chordata,Actinopterygii,93669,6,transboundary
Fis-114088,Serrivomer samoensis,Animalia,Chordata,Actinopterygii,1430171,60,transboundary
Fis-114098,Bathophilus filifer,Animalia,Chordata,Actinopterygii,1345174,60,transboundary
Fis-114108,Bathypterois longicauda,Animalia,Chordata,Actinopterygii,21588,4,transboundary
Fis-114109,Bathypterois longifilis,Animalia,Chordata,Actinopterygii,25467,4,transboundary
Fis-114124,Diaphus pacificus,Animalia,Chordata,Actinopterygii,972140,45,transboundary
Fis-114131,Gadella norops,Animalia,Chordata,Actinopterygii,33147,31,transboundary
Fis-114147,Physiculus therosideros,Animalia,Chordata,Actinopterygii,88899,11,transboundary
Fis-114152,Coryphaenoides murrayi,Animalia,Chordata,Actinopterygii,89297,45,transboundary
Fis-114154,Gadomus aoteanus,Animalia,Chordata,Actinopterygii,8162,4,transboundary
Fis-114155,Idiolophorhynchus andriashevi,Animalia,Chordata,Actinopterygii,43118,18,transboundary
Fis-114166,Antipodocottus megalops,Animalia,Chordata,Actinopterygii,1939,6,transboundary
Fis-114167,Alertichthys blacki,Animalia,Chordata,Actinopterygii,6282,5,transboundary
Fis-114170,Scorpaena cardinalis,Animalia,Chordata,Actinopterygii,2874,5,transboundary
Fis-114177,Phenacoscorpius megalops,Animalia,Chordata,Actinopterygii,30309,20,transboundary
Fis-114181,Ectreposebastes niger,Animalia,Chordata,Actinopterygii,25706,4,transboundary
Fis-114187,Mendosoma lineatum,Animalia,Chordata,Actinopterygii,7230,8,transboundary
Fis-114201,Notothenia angustata,Animalia,Chordata,Actinopterygii,3933,2,transboundary
Fis-114202,Chironemus marmoratus,Animalia,Chordata,Actinopterygii,1460,3,transboundary
Fis-114203,Aplodactylus arctidens,Animalia,Chordata,Actinopterygii,4068,2,transboundary
Fis-114204,Limnichthys polyactis,Animalia,Chordata,Actinopterygii,769,1,singlecountry
Fis-114207,Grahamichthys radiata,Animalia,Chordata,Actinopterygii,1427,2,transboundary
Fis-114214,Pempheris compressa,Animalia,Chordata,Actinopterygii,2915,2,transboundary
Fis-114217,Cheilodactylus fuscus,Animalia,Chordata,Actinopterygii,6449,3,transboundary
Fis-114232,Bembrops morelandi,Animalia,Chordata,Actinopterygii,2791,2,transboundary
Fis-114235,Minous longimanus,Animalia,Chordata,Actinopterygii,3440,10,transboundary
Fis-114245,Amblyeleotris rhyax,Animalia,Chordata,Actinopterygii,30825,23,transboundary
Fis-114255,Amblyeleotris latifasciata,Animalia,Chordata,Actinopterygii,34398,18,transboundary
Fis-11429,Coelorinchus ventrilux,Animalia,Chordata,Actinopterygii,6763,30,transboundary
Fis-114378,Bembrops magnisquamis,Animalia,Chordata,Actinopterygii,8663,35,transboundary
Fis-114448,Bembrops nematopterus,Animalia,Chordata,Actinopterygii,6640,16,transboundary
Fis-114457,Forsterygion gymnotum,Animalia,Chordata,Actinopterygii,584,2,transboundary
Fis-114510,Chauliodus pammelas,Animalia,Chordata,Actinopterygii,46735,8,transboundary
Fis-114525,Lampanyctus macropterus,Animalia,Chordata,Actinopterygii,126012,19,transboundary
Fis-114531,Ateleopus indicus,Animalia,Chordata,Actinopterygii,25544,34,transboundary
Fis-114550,Notacanthus indicus,Animalia,Chordata,Actinopterygii,177413,29,transboundary
Fis-114552,Bathygadus furvescens,Animalia,Chordata,Actinopterygii,31493,21,transboundary
Fis-114556,Bathygadus spongiceps,Animalia,Chordata,Actinopterygii,1291038,80,transboundary
Fis-114565,Coryphaenoides macrolophus,Animalia,Chordata,Actinopterygii,170674,39,transboundary
Fis-114584,Physiculus peregrinus,Animalia,Chordata,Actinopterygii,9913,18,transboundary
Fis-114586,Gadella edelmanni,Animalia,Chordata,Actinopterygii,12869,17,transboundary
Fis-114615,Ariosoma selenops,Animalia,Chordata,Actinopterygii,18298,43,transboundary
Fis-114618,Rhynchoconger guppyi,Animalia,Chordata,Actinopterygii,13949,38,transboundary
Fis-114623,Monolene atrimana,Animalia,Chordata,Actinopterygii,16601,40,transboundary
Fis-114645,Plectrogenium barsukovi,Animalia,Chordata,Actinopterygii,112,1,singlecountry
Fis-114735,Neobythites steatiticus,Animalia,Chordata,Actinopterygii,11274,19,transboundary
Fis-114739,Bassozetus glutinosus,Animalia,Chordata,Actinopterygii,162923,70,transboundary
Fis-114756,Poecilopsetta zanzibarensis,Animalia,Chordata,Actinopterygii,4625,14,transboundary
Fis-114767,Paratriacanthodes herrei,Animalia,Chordata,Actinopterygii,36213,43,transboundary
Fis-114937,Symphurus billykrietei,Animalia,Chordata,Actinopterygii,18285,42,transboundary
Fis-114940,Symphurus stigmosus,Animalia,Chordata,Actinopterygii,11613,31,transboundary
Fis-115015,Rhynchoconger gracilior,Animalia,Chordata,Actinopterygii,14732,41,transboundary
Fis-11509,Sillaginodes punctatus,Animalia,Chordata,Actinopterygii,5203,1,singlecountry
Fis-115175,Polydactylus quadrifilis,Animalia,Chordata,Actinopterygii,7818,17,transboundary
Fis-115192,Hemilepidotus spinosus,Animalia,Chordata,Actinopterygii,6775,2,transboundary
Fis-115260,Acanthaphritis barbata,Animalia,Chordata,Actinopterygii,30706,15,transboundary
Fis-115342,Gymnachirus melas,Animalia,Chordata,Actinopterygii,4082,3,transboundary
Fis-115352,Symphurus urospilus,Animalia,Chordata,Actinopterygii,11613,15,transboundary
Fis-115461,Careproctus pycnosoma,Animalia,Chordata,Actinopterygii,4864,3,transboundary
Fis-115496,Cottunculus nudus,Animalia,Chordata,Actinopterygii,4526,2,transboundary
Fis-115500,Pterygotrigla pauli,Animalia,Chordata,Actinopterygii,18037,13,transboundary
Fis-115501,Congiopodus coriaceus,Animalia,Chordata,Actinopterygii,4126,3,transboundary
Fis-115502,Helicolenus barathri,Animalia,Chordata,Actinopterygii,13481,4,transboundary
Fis-115511,Arnoglossus scapha,Animalia,Chordata,Actinopterygii,6887,5,transboundary
Fis-115521,Favonigobius lateralis,Animalia,Chordata,Actinopterygii,13737,10,transboundary
Fis-115596,Aulotrachichthys novaezelandicus,Animalia,Chordata,Actinopterygii,1906,2,transboundary
Fis-115604,Coelorinchus bollonsi,Animalia,Chordata,Actinopterygii,5510,2,transboundary
Fis-115610,Symphurus ginsburgi,Animalia,Chordata,Actinopterygii,2724,3,transboundary
Fis-115614,Coelorinchus kermadecus,Animalia,Chordata,Actinopterygii,19551,8,transboundary
Fis-115623,Symphurus marginatus,Animalia,Chordata,Actinopterygii,19315,40,transboundary
Fis-115627,Lophiocharon lithinostomus,Animalia,Chordata,Actinopterygii,17857,10,transboundary
Fis-115629,Coelorinchus innotabilis,Animalia,Chordata,Actinopterygii,20449,5,transboundary
Fis-115632,Coelorinchus oliverianus,Animalia,Chordata,Actinopterygii,9276,2,transboundary
Fis-115644,Symphurus trewavasae,Animalia,Chordata,Actinopterygii,6879,4,transboundary
Fis-115669,Coelorinchus argentatus,Animalia,Chordata,Actinopterygii,17622,8,transboundary
Fis-115683,Coelorinchus kamoharai,Animalia,Chordata,Actinopterygii,4232,6,transboundary
Fis-115685,Coelorinchus macrochir,Animalia,Chordata,Actinopterygii,2009,4,transboundary
Fis-115687,Coelorinchus scaphopsis,Animalia,Chordata,Actinopterygii,2074,2,transboundary
Fis-115697,Coelorinchus quadricristatus,Animalia,Chordata,Actinopterygii,13102,26,transboundary
