species_id,sciname,kingdom,phylum,class,tot_count_cells,num_countries,xbd
Fis-26962,Lepturacanthus savala,Animalia,Chordata,Actinopterygii,73174,28,transboundary
Fis-26963,Plectorhinchus pictus,Animalia,Chordata,Actinopterygii,111674,68,transboundary
Fis-26964,Plectorhinchus polytaenia,Animalia,Chordata,Actinopterygii,44212,25,transboundary
Fis-26965,Valamugil speigleri,Animalia,Chordata,Actinopterygii,68323,51,transboundary
Fis-26966,Pennahia macrocephalus,Animalia,Chordata,Actinopterygii,63112,28,transboundary
Fis-26993,Pterotolithus lateoides,Animalia,Chordata,Actinopterygii,16266,11,transboundary
Fis-26996,Congiopodus peruvianus,Animalia,Chordata,Actinopterygii,17193,6,transboundary
Fis-26999,Parapercis filamentosa,Animalia,Chordata,Actinopterygii,49842,22,transboundary
Fis-27004,Tripodichthys blochii,Animalia,Chordata,Actinopterygii,52157,26,transboundary
Fis-27005,Periophthalmodon schlosseri,Animalia,Chordata,Actinopterygii,39798,30,transboundary
Fis-27009,Gaidropsarus argentatus,Animalia,Chordata,Actinopterygii,32832,10,transboundary
Fis-27010,Gaidropsarus capensis,Animalia,Chordata,Actinopterygii,645,3,transboundary
Fis-27011,Gaidropsarus ensis,Animalia,Chordata,Actinopterygii,15529,5,transboundary
Fis-27013,Gaidropsarus guttatus,Animalia,Chordata,Actinopterygii,464,3,transboundary
Fis-27016,Albatrossia pectoralis,Animalia,Chordata,Actinopterygii,20028,6,transboundary
Fis-27025,Coryphaenoides acrolepis,Animalia,Chordata,Actinopterygii,27960,7,transboundary
Fis-27026,Coryphaenoides anguliceps,Animalia,Chordata,Actinopterygii,10987,10,transboundary
Fis-27027,Coryphaenoides carminifer,Animalia,Chordata,Actinopterygii,5534,5,transboundary
Fis-27028,Coryphaenoides cinereus,Animalia,Chordata,Actinopterygii,23578,6,transboundary
Fis-27030,Coryphaenoides mexicanus,Animalia,Chordata,Actinopterygii,4353,4,transboundary
Fis-27031,Neoepinnula americana,Animalia,Chordata,Actinopterygii,14056,39,transboundary
Fis-27033,Rexea bengalensis,Animalia,Chordata,Actinopterygii,63964,40,transboundary
Fis-27035,Rexea solandri,Animalia,Chordata,Actinopterygii,13224,6,transboundary
Fis-27036,Mataeocephalus acipenserinus,Animalia,Chordata,Actinopterygii,9013,2,transboundary
Fis-27037,Mataeocephalus tenuicauda,Animalia,Chordata,Actinopterygii,15484,5,transboundary
Fis-27039,Nezumia atlantica,Animalia,Chordata,Actinopterygii,16239,40,transboundary
Fis-27040,Nezumia brevibarbata,Animalia,Chordata,Actinopterygii,1302,1,singlecountry
Fis-27041,Nezumia convergens,Animalia,Chordata,Actinopterygii,11169,10,transboundary
Fis-27042,Nezumia latirostrata,Animalia,Chordata,Actinopterygii,2109,5,transboundary
Fis-27043,Nezumia liolepis,Animalia,Chordata,Actinopterygii,3960,2,transboundary
Fis-27044,Nezumia loricata,Animalia,Chordata,Actinopterygii,7295,10,transboundary
Fis-27045,Nezumia orbitalis,Animalia,Chordata,Actinopterygii,1169,4,transboundary
Fis-27046,Nezumia propinqua,Animalia,Chordata,Actinopterygii,87039,73,transboundary
Fis-27047,Nezumia proxima,Animalia,Chordata,Actinopterygii,7869,7,transboundary
Fis-27048,Nezumia pulchella,Animalia,Chordata,Actinopterygii,934,2,transboundary
Fis-27049,Sphagemacrurus grenadae,Animalia,Chordata,Actinopterygii,42918,41,transboundary
Fis-27050,Pleuronichthys cornutus,Animalia,Chordata,Actinopterygii,10021,8,transboundary
Fis-27051,Benthodesmus simonyi,Animalia,Chordata,Actinopterygii,9493,28,transboundary
Fis-27055,Microstomus achne,Animalia,Chordata,Actinopterygii,18559,12,transboundary
Fis-27056,Trachonurus sulcatus,Animalia,Chordata,Actinopterygii,98065,56,transboundary
Fis-27058,Eupleurogrammus glossodon,Animalia,Chordata,Actinopterygii,44767,29,transboundary
Fis-27070,Strophidon sathete,Animalia,Chordata,Actinopterygii,75624,76,transboundary
Fis-27106,Ventrifossa atherodon,Animalia,Chordata,Actinopterygii,994,1,singlecountry
Fis-27107,Ventrifossa ctenomelas,Animalia,Chordata,Actinopterygii,462,1,singlecountry
Fis-27111,Ventrifossa garmani,Animalia,Chordata,Actinopterygii,3539,4,transboundary
Fis-27113,Ventrifossa misakia,Animalia,Chordata,Actinopterygii,1635,2,transboundary
Fis-27129,Eptatretus springeri,Animalia,Chordata,Myxini,16647,43,transboundary
Fis-27192,Monolene mertensi,Animalia,Chordata,Actinopterygii,2259,11,transboundary
Fis-27193,Pseudorhombus jenynsii,Animalia,Chordata,Actinopterygii,49386,31,transboundary
Fis-27194,Clidoderma asperrimum,Animalia,Chordata,Actinopterygii,26907,13,transboundary
Fis-27195,Bathysolea profundicola,Animalia,Chordata,Actinopterygii,87137,36,transboundary
Fis-27196,Eopsetta grigorjewi,Animalia,Chordata,Actinopterygii,14310,11,transboundary
Fis-27197,Glyptocephalus stelleri,Animalia,Chordata,Actinopterygii,14142,8,transboundary
Fis-27198,Heteromycteris proboscideus,Animalia,Chordata,Actinopterygii,4255,20,transboundary
Fis-27199,Pegusa triophthalma,Animalia,Chordata,Actinopterygii,2997,14,transboundary
Fis-27204,Symphurus ligulatus,Animalia,Chordata,Actinopterygii,6221,19,transboundary
Fis-27214,Neolaeops microphthalmus,Animalia,Chordata,Actinopterygii,85207,68,transboundary
Fis-27215,Psettina brevirictis,Animalia,Chordata,Actinopterygii,43746,36,transboundary
Fis-27217,Cynoglossus capensis,Animalia,Chordata,Actinopterygii,4592,5,transboundary
Fis-27219,Pardachirus marmoratus,Animalia,Chordata,Actinopterygii,24834,42,transboundary
Fis-27220,Zebrias regani,Animalia,Chordata,Actinopterygii,3965,11,transboundary
Fis-27221,Symphurus variegatus,Animalia,Chordata,Actinopterygii,2582,4,transboundary
Fis-27236,Taeniura grabata,Animalia,Chordata,Elasmobranchii,10620,38,transboundary
Fis-27239,Paraplagusia japonica,Animalia,Chordata,Actinopterygii,6434,11,transboundary
Fis-27243,Pseudaesopia japonica,Animalia,Chordata,Actinopterygii,6696,10,transboundary
Fis-27248,Zebrias zebra,Animalia,Chordata,Actinopterygii,61753,49,transboundary
Fis-27260,Polyacanthonotus africanus,Animalia,Chordata,Actinopterygii,206518,71,transboundary
Fis-27263,Anarchias euryurus,Animalia,Chordata,Actinopterygii,4308,14,transboundary
Fis-27264,Echidna peli,Animalia,Chordata,Actinopterygii,4286,18,transboundary
Fis-27265,Gymnothorax maderensis,Animalia,Chordata,Actinopterygii,30174,71,transboundary
Fis-27266,Monopenchelys acuta,Animalia,Chordata,Actinopterygii,35597,82,transboundary
Fis-27267,Muraena melanotis,Animalia,Chordata,Actinopterygii,15487,56,transboundary
Fis-27268,Chlopsis dentatus,Animalia,Chordata,Actinopterygii,31859,58,transboundary
Fis-27270,Eutaeniophorus festivus,Animalia,Chordata,Actinopterygii,1024813,96,transboundary
Fis-27271,Panturichthys isognathus,Animalia,Chordata,Actinopterygii,4316,19,transboundary
Fis-27273,Pythonichthys macrurus,Animalia,Chordata,Actinopterygii,4128,19,transboundary
Fis-27274,Pythonichthys microphthalmus,Animalia,Chordata,Actinopterygii,4329,18,transboundary
Fis-27277,Scopelogadus beanii,Animalia,Chordata,Actinopterygii,535457,39,transboundary
Fis-27280,Bathyuroconger vicinus,Animalia,Chordata,Actinopterygii,130474,133,transboundary
Fis-27281,Japonoconger africanus,Animalia,Chordata,Actinopterygii,252,1,singlecountry
Fis-27282,Pseudophichthys splendens,Animalia,Chordata,Actinopterygii,42095,65,transboundary
Fis-27284,Facciolella oxyrhyncha,Animalia,Chordata,Actinopterygii,10725,28,transboundary
Fis-27285,Venefica proboscidea,Animalia,Chordata,Actinopterygii,173831,103,transboundary
Fis-27286,Apterichtus anguiformis,Animalia,Chordata,Actinopterygii,5387,14,transboundary
Fis-27288,Apterichtus monodi,Animalia,Chordata,Actinopterygii,4196,17,transboundary
Fis-27290,Callechelys leucoptera,Animalia,Chordata,Actinopterygii,2829,14,transboundary
Fis-27291,Echelus pachyrhynchus,Animalia,Chordata,Actinopterygii,11790,31,transboundary
Fis-27294,Myrichthys pardalis,Animalia,Chordata,Actinopterygii,4119,17,transboundary
Fis-27295,Myrophis plumbeus,Animalia,Chordata,Actinopterygii,28402,63,transboundary
Fis-27296,Mystriophis rostellatus,Animalia,Chordata,Actinopterygii,4650,19,transboundary
Fis-27298,Pisodonophis semicinctus,Animalia,Chordata,Actinopterygii,4161,19,transboundary
Fis-27299,Nessorhamphus ingolfianus,Animalia,Chordata,Actinopterygii,1318825,87,transboundary
Fis-27300,Dysomma brevirostre,Animalia,Chordata,Actinopterygii,66321,97,transboundary
Fis-27301,Avocettina acuticeps,Animalia,Chordata,Actinopterygii,1541515,95,transboundary
Fis-27302,Nemichthys curvirostris,Animalia,Chordata,Actinopterygii,1855851,156,transboundary
Fis-27303,Saccopharynx ampullaceus,Animalia,Chordata,Actinopterygii,222292,24,transboundary
Fis-27309,Allocyttus verrucosus,Animalia,Chordata,Actinopterygii,888529,46,transboundary
Fis-27315,Leptochilichthys pinguis,Animalia,Chordata,Actinopterygii,590608,91,transboundary
Fis-27318,Chlopsis olokun,Animalia,Chordata,Actinopterygii,3867,14,transboundary
Fis-27327,Apletodon dentatus,Animalia,Chordata,Actinopterygii,6137,23,transboundary
Fis-27328,Chelidonichthys obscurus,Animalia,Chordata,Actinopterygii,13164,25,transboundary
Fis-27333,Encheliophis gracilis,Animalia,Chordata,Actinopterygii,82750,75,transboundary
Fis-27337,Acanthocepola limbata,Animalia,Chordata,Actinopterygii,31572,15,transboundary
Fis-27344,Chromis nitida,Animalia,Chordata,Actinopterygii,9185,11,transboundary
Fis-27346,Belonepterygion fasciolatum,Animalia,Chordata,Actinopterygii,27854,18,transboundary
Fis-27352,Antennarius maculatus,Animalia,Chordata,Actinopterygii,76302,83,transboundary
Fis-27539,Kuhlia caudavittata,Animalia,Chordata,Actinopterygii,4228,15,transboundary
Fis-27541,Pomadasys guoraca,Animalia,Chordata,Actinopterygii,78754,53,transboundary
Fis-27543,Monodactylus sebae,Animalia,Chordata,Actinopterygii,3517,18,transboundary
Fis-27550,Caffrogobius caffer,Animalia,Chordata,Actinopterygii,1089,5,transboundary
Fis-27552,Caffrogobius natalensis,Animalia,Chordata,Actinopterygii,936,4,transboundary
Fis-27554,Caffrogobius nudiceps,Animalia,Chordata,Actinopterygii,1435,3,transboundary
Fis-27565,Drombus triangularis,Animalia,Chordata,Actinopterygii,68224,54,transboundary
Fis-27575,Gobionellus occidentalis,Animalia,Chordata,Actinopterygii,3643,16,transboundary
Fis-27577,Hemiramphus marginatus,Animalia,Chordata,Actinopterygii,30867,42,transboundary
Fis-27582,Coryogalops william,Animalia,Chordata,Actinopterygii,2908,8,transboundary
Fis-27584,Nematogobius maindroni,Animalia,Chordata,Actinopterygii,6183,26,transboundary
Fis-27585,Caffrogobius saldanha,Animalia,Chordata,Actinopterygii,970,3,transboundary
Fis-27589,Dischistodus fasciatus,Animalia,Chordata,Actinopterygii,32978,21,transboundary
Fis-27590,Porogobius schlegelii,Animalia,Chordata,Actinopterygii,3343,17,transboundary
Fis-27595,Sicyopterus lagocephalus,Animalia,Chordata,Actinopterygii,39773,47,transboundary
Fis-27605,Hypseleotris cyprinoides,Animalia,Chordata,Actinopterygii,56941,49,transboundary
Fis-27674,Nemadactylus macropterus,Animalia,Chordata,Actinopterygii,10649,5,transboundary
Fis-27678,Cruriraja parcomaculata,Animalia,Chordata,Elasmobranchii,256,1,singlecountry
Fis-27684,Enchelycore lichenosa,Animalia,Chordata,Actinopterygii,2304,5,transboundary
Fis-27688,Gymnothorax kidako,Animalia,Chordata,Actinopterygii,61650,53,transboundary
Fis-27689,Gymnothorax prasinus,Animalia,Chordata,Actinopterygii,5395,3,transboundary
Fis-27692,Neonesthes capensis,Animalia,Chordata,Actinopterygii,1901100,141,transboundary
Fis-27694,Gymnothorax reevesii,Animalia,Chordata,Actinopterygii,66308,43,transboundary
Fis-27695,Photonectes braueri,Animalia,Chordata,Actinopterygii,884902,108,transboundary
Fis-27696,Phosichthys argenteus,Animalia,Chordata,Actinopterygii,741875,51,transboundary
Fis-27703,Neomerinthe folgori,Animalia,Chordata,Actinopterygii,5565,15,transboundary
Fis-27708,Schedophilus pemarco,Animalia,Chordata,Actinopterygii,8703,30,transboundary
Fis-27710,Sufflogobius bibarbatus,Animalia,Chordata,Actinopterygii,2911,2,transboundary
Fis-27714,Chilomycterus reticulatus,Animalia,Chordata,Actinopterygii,150405,142,transboundary
Fis-27715,Masturus lanceolatus,Animalia,Chordata,Actinopterygii,1927200,156,transboundary
Fis-27717,Pseudechidna brummeri,Animalia,Chordata,Actinopterygii,56907,70,transboundary
Fis-27718,Uropterygius micropterus,Animalia,Chordata,Actinopterygii,59051,70,transboundary
Fis-27719,Netuma thalassina,Animalia,Chordata,Actinopterygii,104922,55,transboundary
Fis-27720,Neopomacentrus anabatoides,Animalia,Chordata,Actinopterygii,49384,32,transboundary
Fis-27721,Neopomacentrus azysron,Animalia,Chordata,Actinopterygii,51261,45,transboundary
Fis-27722,Neopomacentrus metallicus,Animalia,Chordata,Actinopterygii,7866,13,transboundary
Fis-27723,Neoglyphidodon bonang,Animalia,Chordata,Actinopterygii,18209,13,transboundary
Fis-27724,Neoglyphidodon carlsoni,Animalia,Chordata,Actinopterygii,6136,8,transboundary
Fis-27725,Ablabys taenianotus,Animalia,Chordata,Actinopterygii,78907,38,transboundary
Fis-27726,Neoglyphidodon polyacanthus,Animalia,Chordata,Actinopterygii,5944,5,transboundary
Fis-27727,Nansenia macrolepis,Animalia,Chordata,Actinopterygii,86686,21,transboundary
Fis-27728,Benthosema pterotum,Animalia,Chordata,Actinopterygii,1157394,87,transboundary
Fis-27730,Kuronezumia leonis,Animalia,Chordata,Actinopterygii,4182,8,transboundary
Fis-27734,Chatrabus melanurus,Animalia,Chordata,Actinopterygii,4200,6,transboundary
Fis-27735,Halieutaea fitzsimonsi,Animalia,Chordata,Actinopterygii,35798,41,transboundary
Fis-27737,Pollichthys mauli,Animalia,Chordata,Actinopterygii,1230487,142,transboundary
Fis-27741,Stemonosudis elegans,Animalia,Chordata,Actinopterygii,623301,43,transboundary
Fis-27743,Antennarius pictus,Animalia,Chordata,Actinopterygii,83186,71,transboundary
Fis-27748,Pterois mombasae,Animalia,Chordata,Actinopterygii,87696,61,transboundary
Fis-27752,Atrophacanthus japonicus,Animalia,Chordata,Actinopterygii,850452,79,transboundary
Fis-27755,Cyclichthys spilostylus,Animalia,Chordata,Actinopterygii,99508,74,transboundary
Fis-27758,Patagonotothen ramsayi,Animalia,Chordata,Actinopterygii,9853,4,transboundary
Fis-27759,Sorsogona tuberculata,Animalia,Chordata,Actinopterygii,103109,68,transboundary
Fis-27763,Apistops caloundra,Animalia,Chordata,Actinopterygii,53950,33,transboundary
Fis-27767,Astronesthes chrysophekadion,Animalia,Chordata,Actinopterygii,538813,41,transboundary
Fis-27768,Astronesthes cyaneus,Animalia,Chordata,Actinopterygii,840084,109,transboundary
Fis-27769,Photonectes albipennis,Animalia,Chordata,Actinopterygii,1048827,72,transboundary
Fis-27770,Diaphus coeruleus,Animalia,Chordata,Actinopterygii,840840,81,transboundary
Fis-27771,Lophiocharon trisignatus,Animalia,Chordata,Actinopterygii,32555,12,transboundary
Fis-27772,Halieutaea stellata,Animalia,Chordata,Actinopterygii,69030,33,transboundary
Fis-27773,Cyttopsis cypho,Animalia,Chordata,Actinopterygii,66576,39,transboundary
Fis-27774,Suggrundus macracanthus,Animalia,Chordata,Actinopterygii,108296,64,transboundary
Fis-27776,Synagrops philippinensis,Animalia,Chordata,Actinopterygii,68369,57,transboundary
Fis-27777,Centrogenys vaigiensis,Animalia,Chordata,Actinopterygii,60839,39,transboundary
Fis-27779,Johnius macropterus,Animalia,Chordata,Actinopterygii,34437,31,transboundary
Fis-27781,Acanthocepola abbreviata,Animalia,Chordata,Actinopterygii,71351,42,transboundary
Fis-27784,Argyrosomus amoyensis,Animalia,Chordata,Actinopterygii,58076,45,transboundary
Fis-27791,Setarches longimanus,Animalia,Chordata,Actinopterygii,82696,60,transboundary
Fis-27792,Ebosia bleekeri,Animalia,Chordata,Actinopterygii,50183,30,transboundary
Fis-27801,Ophichthus urolophus,Animalia,Chordata,Actinopterygii,59906,31,transboundary
Fis-27804,Achirus mazatlanus,Animalia,Chordata,Actinopterygii,4660,10,transboundary
Fis-27807,Sebastiscus tertius,Animalia,Chordata,Actinopterygii,21976,16,transboundary
Fis-27808,Lepidotrigla japonica,Animalia,Chordata,Actinopterygii,64994,36,transboundary
Fis-27810,Plectranthias sagamiensis,Animalia,Chordata,Actinopterygii,25986,18,transboundary
Fis-27816,Parupeneus chrysopleuron,Animalia,Chordata,Actinopterygii,71907,37,transboundary
Fis-27818,Cirrhitichthys aureus,Animalia,Chordata,Actinopterygii,39315,24,transboundary
Fis-27823,Ariomma brevimanum,Animalia,Chordata,Actinopterygii,70677,75,transboundary
Fis-27827,Cynoglossus abbreviatus,Animalia,Chordata,Actinopterygii,58053,26,transboundary
Fis-27829,Ophidion muraenolepis,Animalia,Chordata,Actinopterygii,80518,60,transboundary
Fis-27830,Sirembo jerdoni,Animalia,Chordata,Actinopterygii,95644,64,transboundary
Fis-27831,Cottapistus cottoides,Animalia,Chordata,Actinopterygii,64126,39,transboundary
Fis-27834,Inimicus sinensis,Animalia,Chordata,Actinopterygii,91780,59,transboundary
Fis-27840,Pseudomonacanthus peroni,Animalia,Chordata,Actinopterygii,41458,31,transboundary
Fis-27841,Bathycongrus guttulatus,Animalia,Chordata,Actinopterygii,138626,93,transboundary
Fis-27844,Paralichthys adspersus,Animalia,Chordata,Actinopterygii,950,3,transboundary
Fis-27846,Plectranthias japonicus,Animalia,Chordata,Actinopterygii,68204,37,transboundary
Fis-27847,Aseraggodes cyaneus,Animalia,Chordata,Actinopterygii,28722,18,transboundary
Fis-27848,Arnoglossus debilis,Animalia,Chordata,Actinopterygii,30730,29,transboundary
Fis-27849,Centrodraco insolitus,Animalia,Chordata,Actinopterygii,6879,5,transboundary
Fis-27852,Thamnaconus striatus,Animalia,Chordata,Actinopterygii,31437,27,transboundary
Fis-27853,Pseudomonacanthus macrurus,Animalia,Chordata,Actinopterygii,51232,36,transboundary
Fis-27858,Synchiropus altivelis,Animalia,Chordata,Actinopterygii,74025,38,transboundary
Fis-27860,Parapercis sexfasciata,Animalia,Chordata,Actinopterygii,24349,22,transboundary
Fis-27862,Filimanus xanthonema,Animalia,Chordata,Actinopterygii,13393,11,transboundary
Fis-27864,Pennahia pawak,Animalia,Chordata,Actinopterygii,30109,15,transboundary
Fis-27872,Erisphex philippinus,Animalia,Chordata,Actinopterygii,29578,19,transboundary
Fis-27873,Neomerinthe megalepis,Animalia,Chordata,Actinopterygii,56792,34,transboundary
Fis-27874,Inimicus cuvieri,Animalia,Chordata,Actinopterygii,50845,26,transboundary
Fis-27875,Aulotrachichthys latus,Animalia,Chordata,Actinopterygii,234087,26,transboundary
Fis-27876,Lophiodes gracilimanus,Animalia,Chordata,Actinopterygii,32731,31,transboundary
Fis-27881,Metavelifer multiradiatus,Animalia,Chordata,Actinopterygii,46224,51,transboundary
Fis-27883,Hoplostethus melanopus,Animalia,Chordata,Actinopterygii,104189,73,transboundary
Fis-27884,Zenion leptolepis,Animalia,Chordata,Actinopterygii,146426,33,transboundary
Fis-27888,Congiopodus spinifer,Animalia,Chordata,Actinopterygii,2634,2,transboundary
Fis-27890,Congiopodus torvus,Animalia,Chordata,Actinopterygii,2664,2,transboundary
Fis-27893,Myctophum brachygnathum,Animalia,Chordata,Actinopterygii,558763,50,transboundary
Fis-27896,Psychrolutes macrocephalus,Animalia,Chordata,Actinopterygii,6787,14,transboundary
Fis-27898,Coccotropsis gymnoderma,Animalia,Chordata,Actinopterygii,988,3,transboundary
Fis-27901,Oxyconger leptognathus,Animalia,Chordata,Actinopterygii,57509,36,transboundary
Fis-27902,Euristhmus nudiceps,Animalia,Chordata,Actinopterygii,51225,35,transboundary
Fis-27910,Batrachomoeus trispinosus,Animalia,Chordata,Actinopterygii,1934,7,transboundary
Fis-27911,Halophryne diemensis,Animalia,Chordata,Actinopterygii,62613,39,transboundary
Fis-27912,Erosa erosa,Animalia,Chordata,Actinopterygii,58891,41,transboundary
Fis-27915,Paracallionymus costatus,Animalia,Chordata,Actinopterygii,4628,4,transboundary
Fis-27922,Pterygotrigla leptacanthus,Animalia,Chordata,Actinopterygii,71960,40,transboundary
Fis-27923,Cymbacephalus nematophthalmus,Animalia,Chordata,Actinopterygii,60200,39,transboundary
Fis-27924,Uranoscopus tosae,Animalia,Chordata,Actinopterygii,12282,11,transboundary
Fis-27925,Inegocia harrisii,Animalia,Chordata,Actinopterygii,50894,33,transboundary
Fis-27929,Conocara microlepis,Animalia,Chordata,Actinopterygii,198402,60,transboundary
Fis-27930,Glaucosoma magnificum,Animalia,Chordata,Actinopterygii,14753,16,transboundary
Fis-27933,Thamnaconus arenaceus,Animalia,Chordata,Actinopterygii,4816,12,transboundary
Fis-27934,Macrorhamphosodes uradoi,Animalia,Chordata,Actinopterygii,54882,49,transboundary
Fis-27943,Zabidius novemaculeatus,Animalia,Chordata,Actinopterygii,45576,33,transboundary
Fis-27969,Opistognathus latitabundus,Animalia,Chordata,Actinopterygii,55445,35,transboundary
Fis-28018,Callionymus goodladi,Animalia,Chordata,Actinopterygii,22666,17,transboundary
Fis-28023,Parupeneus forsskali,Animalia,Chordata,Actinopterygii,70481,59,transboundary
Fis-28024,Zebrias craticula,Animalia,Chordata,Actinopterygii,22815,17,transboundary
Fis-28056,Antennarius biocellatus,Animalia,Chordata,Actinopterygii,21545,15,transboundary
Fis-28075,Antennatus tuberosus,Animalia,Chordata,Actinopterygii,63903,63,transboundary
Fis-28096,Tragulichthys jaculiferus,Animalia,Chordata,Actinopterygii,15030,4,transboundary
Fis-28098,Cyclichthys hardenbergi,Animalia,Chordata,Actinopterygii,21877,14,transboundary
Fis-28100,Grammatobothus pennatus,Animalia,Chordata,Actinopterygii,18668,8,transboundary
Fis-28102,Onigocia oligolepis,Animalia,Chordata,Actinopterygii,39401,42,transboundary
Fis-28129,Aristostomias scintillans,Animalia,Chordata,Actinopterygii,81789,4,transboundary
Fis-28135,Lestidiops ringens,Animalia,Chordata,Actinopterygii,19185,3,transboundary
Fis-28136,Scopelosaurus harryi,Animalia,Chordata,Actinopterygii,156395,12,transboundary
Fis-28147,Amblyeleotris gymnocephala,Animalia,Chordata,Actinopterygii,57834,33,transboundary
Fis-28156,Bothrocara brunneum,Animalia,Chordata,Actinopterygii,28113,12,transboundary
Fis-28160,Minous trachycephalus,Animalia,Chordata,Actinopterygii,71874,40,transboundary
Fis-28161,Neomerinthe amplisquamiceps,Animalia,Chordata,Actinopterygii,65256,33,transboundary
Fis-28162,Satyrichthys welchi,Animalia,Chordata,Actinopterygii,70345,39,transboundary
Fis-28163,Siphamia roseigaster,Animalia,Chordata,Actinopterygii,41356,23,transboundary
Fis-28165,Crossorhombus azureus,Animalia,Chordata,Actinopterygii,65429,51,transboundary
Fis-28166,Kamoharaia megastoma,Animalia,Chordata,Actinopterygii,138217,39,transboundary
Fis-28170,Valenciennellus tripunctulatus,Animalia,Chordata,Actinopterygii,2146890,176,transboundary
Fis-28171,Hymenocephalus longibarbis,Animalia,Chordata,Actinopterygii,67589,38,transboundary
Fis-28172,Ratabulus diversidens,Animalia,Chordata,Actinopterygii,14509,8,transboundary
Fis-28173,Congresox talabon,Animalia,Chordata,Actinopterygii,49341,30,transboundary
Fis-28175,Sebastolobus macrochir,Animalia,Chordata,Actinopterygii,10489,8,transboundary
Fis-28178,Rhadinesthes decimus,Animalia,Chordata,Actinopterygii,811750,84,transboundary
Fis-28180,Congresox talabonoides,Animalia,Chordata,Actinopterygii,32080,33,transboundary
Fis-28181,Gymnocanthus pistilliger,Animalia,Chordata,Actinopterygii,23266,5,transboundary
Fis-28182,Stomias longibarbatus,Animalia,Chordata,Actinopterygii,152534,161,transboundary
Fis-28183,Bathophilus ater,Animalia,Chordata,Actinopterygii,261107,14,transboundary
Fis-28186,Hemitripterus villosus,Animalia,Chordata,Actinopterygii,19535,10,transboundary
Fis-28187,Lamnostoma orientalis,Animalia,Chordata,Actinopterygii,82410,86,transboundary
Fis-28189,Zesticelus profundorum,Animalia,Chordata,Actinopterygii,28234,8,transboundary
Fis-28191,Eustomias filifer,Animalia,Chordata,Actinopterygii,443837,76,transboundary
Fis-28193,Tetraroge barbata,Animalia,Chordata,Actinopterygii,39374,30,transboundary
Fis-28194,Tetraroge niger,Animalia,Chordata,Actinopterygii,62147,40,transboundary
Fis-28196,Leptostomias gladiator,Animalia,Chordata,Actinopterygii,1932247,166,transboundary
Fis-28200,Melanostomias tentaculatus,Animalia,Chordata,Actinopterygii,1562706,151,transboundary
Fis-28201,Pachystomias microdon,Animalia,Chordata,Actinopterygii,1512810,143,transboundary
Fis-28203,Photonectes margarita,Animalia,Chordata,Actinopterygii,813480,129,transboundary
Fis-28214,Pseudogobius javanicus,Animalia,Chordata,Actinopterygii,85506,54,transboundary
Fis-28224,Caristius macropus,Animalia,Chordata,Actinopterygii,184892,16,transboundary
Fis-28255,Uropterygius macularius,Animalia,Chordata,Actinopterygii,19247,41,transboundary
Fis-28283,Chrysiptera niger,Animalia,Chordata,Actinopterygii,13414,16,transboundary
Fis-28284,Chrysiptera rapanui,Animalia,Chordata,Actinopterygii,286,3,transboundary
Fis-28290,Argyrosomus japonicus,Animalia,Chordata,Actinopterygii,36134,36,transboundary
Fis-28292,Aspericorvina jubata,Animalia,Chordata,Actinopterygii,17135,14,transboundary
Fis-28293,Dascyllus marginatus,Animalia,Chordata,Actinopterygii,18234,36,transboundary
Fis-28294,Neoglyphidodon oxyodon,Animalia,Chordata,Actinopterygii,40577,33,transboundary
Fis-28300,Optivus elongatus,Animalia,Chordata,Actinopterygii,2422,5,transboundary
Fis-28301,Paratrachichthys trailli,Animalia,Chordata,Actinopterygii,28800,3,transboundary
Fis-28304,Bovichtus variegatus,Animalia,Chordata,Actinopterygii,3513,5,transboundary
Fis-28308,Neogobius melanostomus,Animalia,Chordata,Actinopterygii,2163,10,transboundary
Fis-28313,Glyptauchen panduratus,Animalia,Chordata,Actinopterygii,5417,1,singlecountry
Fis-28314,Inimicus caledonicus,Animalia,Chordata,Actinopterygii,55789,38,transboundary
Fis-28321,Johnius trachycephalus,Animalia,Chordata,Actinopterygii,41249,19,transboundary
Fis-28323,Otolithoides pama,Animalia,Chordata,Actinopterygii,67167,47,transboundary
Fis-28341,Aetapcus maculatus,Animalia,Chordata,Actinopterygii,5005,2,transboundary
Fis-28343,Neopataecus waterhousii,Animalia,Chordata,Actinopterygii,4386,1,singlecountry
Fis-28346,Cnidoglanis macrocephalus,Animalia,Chordata,Actinopterygii,3527,3,transboundary
Fis-28351,Paraplotosus albilabris,Animalia,Chordata,Actinopterygii,56918,35,transboundary
Fis-28380,Chirodactylus grandis,Animalia,Chordata,Actinopterygii,1114,1,singlecountry
Fis-28411,Scorpis violacea,Animalia,Chordata,Actinopterygii,1474,3,transboundary
Fis-28432,Pteraclis velifera,Animalia,Chordata,Actinopterygii,706502,43,transboundary
Fis-28436,Pterycombus petersii,Animalia,Chordata,Actinopterygii,1820083,89,transboundary
Fis-28473,Evistias acutirostris,Animalia,Chordata,Actinopterygii,8497,16,transboundary
Fis-28475,Paristiopterus labiosus,Animalia,Chordata,Actinopterygii,6852,3,transboundary
Fis-28476,Pentaceropsis recurvirostris,Animalia,Chordata,Actinopterygii,8204,4,transboundary
Fis-28479,Zanclistius elevatus,Animalia,Chordata,Actinopterygii,10620,4,transboundary
