species_id,sciname,kingdom,phylum,class,tot_count_cells,num_eez,xbd,category,tax_group,eez_bins_2
Fis-142820,Physiculus grinnelli,ANIMALIA,CHORDATA,ACTINOPTERYGII,762,2,transboundary,None,Vertebrate,"[2,3)"
Fis-142940,Ariosoma marginatum,ANIMALIA,CHORDATA,ACTINOPTERYGII,2423,3,transboundary,None,Vertebrate,"[3,10)"
Fis-143064,Notarius troschelii,ANIMALIA,CHORDATA,ACTINOPTERYGII,2952,8,transboundary,None,Vertebrate,"[3,10)"
Fis-143083,Ventrifossa paxtoni,ANIMALIA,CHORDATA,ACTINOPTERYGII,398716,51,transboundary,None,Vertebrate,"[51,221]"
Fis-143286,Synodus randalli,ANIMALIA,CHORDATA,ACTINOPTERYGII,6126,17,transboundary,None,Vertebrate,"[10,25)"
Fis-143290,Talismania aphos,ANIMALIA,CHORDATA,ACTINOPTERYGII,17713,4,transboundary,None,Vertebrate,"[3,10)"
Fis-143312,Acromycter alcocki,ANIMALIA,CHORDATA,ACTINOPTERYGII,1532,3,transboundary,None,Vertebrate,"[3,10)"
Fis-143314,Acromycter atlanticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,6082,28,transboundary,None,Vertebrate,"[25,51)"
Fis-143315,Xenomystax austrinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,5771,34,transboundary,None,Vertebrate,"[25,51)"
Fis-143316,Japonoconger caribbeus,ANIMALIA,CHORDATA,ACTINOPTERYGII,6166,22,transboundary,None,Vertebrate,"[10,25)"
Fis-143317,Xenomystax congroides,ANIMALIA,CHORDATA,ACTINOPTERYGII,23230,41,transboundary,None,Vertebrate,"[25,51)"
Fis-143318,Bathycongrus dubius,ANIMALIA,CHORDATA,ACTINOPTERYGII,24683,41,transboundary,None,Vertebrate,"[25,51)"
Fis-143320,Gnathophis heterolinea,ANIMALIA,CHORDATA,ACTINOPTERYGII,4959,11,transboundary,None,Vertebrate,"[10,25)"
Fis-143323,Conger macrocephalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,13879,20,transboundary,None,Vertebrate,"[10,25)"
Fis-143329,Bathycongrus nasicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,2263,10,transboundary,None,Vertebrate,"[10,25)"
Fis-143331,Conger oligoporus,ANIMALIA,CHORDATA,ACTINOPTERYGII,7420,13,transboundary,None,Vertebrate,"[10,25)"
Fis-143332,Bathyuroconger parvibranchialis,ANIMALIA,CHORDATA,ACTINOPTERYGII,17179,12,transboundary,None,Vertebrate,"[10,25)"
Fis-143334,Conger philippinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,16850,9,transboundary,None,Vertebrate,"[3,10)"
Fis-143335,Promyllantor purpureus,ANIMALIA,CHORDATA,ACTINOPTERYGII,134339,58,transboundary,None,Vertebrate,"[51,221]"
Fis-143343,Japonoconger sivicolus,ANIMALIA,CHORDATA,ACTINOPTERYGII,1346,5,transboundary,None,Vertebrate,"[3,10)"
Fis-143346,Gnathophis tritos,ANIMALIA,CHORDATA,ACTINOPTERYGII,13220,41,transboundary,None,Vertebrate,"[25,51)"
Fis-143347,Bathycongrus vicinalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,18483,41,transboundary,None,Vertebrate,"[25,51)"
Fis-143350,Parabathymyrus brachyrhynchus,ANIMALIA,CHORDATA,ACTINOPTERYGII,21339,14,transboundary,None,Vertebrate,"[10,25)"
Fis-143352,Poeciloconger kapala,ANIMALIA,CHORDATA,ACTINOPTERYGII,470,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-143355,Ariosoma megalops,ANIMALIA,CHORDATA,ACTINOPTERYGII,35219,15,transboundary,None,Vertebrate,"[10,25)"
Fis-143380,Bathycongrus polyporus,ANIMALIA,CHORDATA,ACTINOPTERYGII,10118,36,transboundary,None,Vertebrate,"[25,51)"
Fis-143386,Paraliparis charcoti,ANIMALIA,CHORDATA,ACTINOPTERYGII,792,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-143387,Polydactylus malagasyensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,2994,8,transboundary,None,Vertebrate,"[3,10)"
Fis-143392,Bathycongrus retrotinctus,ANIMALIA,CHORDATA,ACTINOPTERYGII,43042,25,transboundary,None,Vertebrate,"[25,51)"
Fis-143395,Rhynchoconger flavus,ANIMALIA,CHORDATA,ACTINOPTERYGII,25907,41,transboundary,None,Vertebrate,"[25,51)"
Fis-143407,Echidna amblyodon,ANIMALIA,CHORDATA,ACTINOPTERYGII,34113,22,transboundary,None,Vertebrate,"[10,25)"
Fis-143415,Gymnothorax bacalladoi,ANIMALIA,CHORDATA,ACTINOPTERYGII,2788,9,transboundary,None,Vertebrate,"[3,10)"
Fis-143417,Polydactylus mullani,ANIMALIA,CHORDATA,ACTINOPTERYGII,9843,5,transboundary,None,Vertebrate,"[3,10)"
Fis-143421,Macrocephenchelys brevirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,61588,41,transboundary,None,Vertebrate,"[25,51)"
Fis-143429,Gymnothorax griseus,ANIMALIA,CHORDATA,ACTINOPTERYGII,16811,34,transboundary,None,Vertebrate,"[25,51)"
Fis-143431,Gymnothorax castlei,ANIMALIA,CHORDATA,ACTINOPTERYGII,48157,31,transboundary,None,Vertebrate,"[25,51)"
Fis-143432,Stonogobiops yasha,ANIMALIA,CHORDATA,ACTINOPTERYGII,28226,23,transboundary,None,Vertebrate,"[10,25)"
Fis-143433,Gymnothorax dorsalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,37474,15,transboundary,None,Vertebrate,"[10,25)"
Fis-143436,Gymnothorax formosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,36010,24,transboundary,None,Vertebrate,"[10,25)"
Fis-143438,Malakichthys barbatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,458479,38,transboundary,None,Vertebrate,"[25,51)"
Fis-143442,Gymnothorax pseudoherrei,ANIMALIA,CHORDATA,ACTINOPTERYGII,40333,31,transboundary,None,Vertebrate,"[25,51)"
Fis-143446,Gymnothorax cephalospilus,ANIMALIA,CHORDATA,ACTINOPTERYGII,3907,5,transboundary,None,Vertebrate,"[3,10)"
Fis-143447,Gymnothorax kontodontos,ANIMALIA,CHORDATA,ACTINOPTERYGII,41476,55,transboundary,None,Vertebrate,"[51,221]"
Fis-143448,Gymnothorax microstictus,ANIMALIA,CHORDATA,ACTINOPTERYGII,42961,33,transboundary,None,Vertebrate,"[25,51)"
Fis-143457,Gymnothorax isingteena,ANIMALIA,CHORDATA,ACTINOPTERYGII,65692,54,transboundary,None,Vertebrate,"[51,221]"
Fis-143470,Solocisquama stellulata,ANIMALIA,CHORDATA,ACTINOPTERYGII,78240,73,transboundary,None,Vertebrate,"[51,221]"
Fis-143499,Gymnothorax ypsilon,ANIMALIA,CHORDATA,ACTINOPTERYGII,16984,22,transboundary,None,Vertebrate,"[10,25)"
Fis-143503,Anarchias leucurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,29596,36,transboundary,None,Vertebrate,"[25,51)"
Fis-143505,Uropterygius inornatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,45148,60,transboundary,None,Vertebrate,"[51,221]"
Fis-143534,Dibranchus hystrix,ANIMALIA,CHORDATA,ACTINOPTERYGII,71558,44,transboundary,None,Vertebrate,"[25,51)"
Fis-143540,Dibranchus cracens,ANIMALIA,CHORDATA,ACTINOPTERYGII,490,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-143547,Dibranchus sparsus,ANIMALIA,CHORDATA,ACTINOPTERYGII,7184,11,transboundary,None,Vertebrate,"[10,25)"
Fis-143552,Dibranchus spinosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,16727,13,transboundary,None,Vertebrate,"[10,25)"
Fis-143556,Dibranchus erinaceus,ANIMALIA,CHORDATA,ACTINOPTERYGII,12234,20,transboundary,None,Vertebrate,"[10,25)"
Fis-143560,Dibranchus nudivomer,ANIMALIA,CHORDATA,ACTINOPTERYGII,10436,13,transboundary,None,Vertebrate,"[10,25)"
Fis-143562,Dibranchus discors,ANIMALIA,CHORDATA,ACTINOPTERYGII,1110,3,transboundary,None,Vertebrate,"[3,10)"
Fis-143565,Stenogobius marinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,3860,4,transboundary,None,Vertebrate,"[3,10)"
Fis-143569,Ariosoma obud,ANIMALIA,CHORDATA,ACTINOPTERYGII,9251,5,transboundary,None,Vertebrate,"[3,10)"
Fis-143570,Ariosoma sokotranum,ANIMALIA,CHORDATA,ACTINOPTERYGII,645,5,transboundary,None,Vertebrate,"[3,10)"
Fis-143572,Parabathymyrus karrerae,ANIMALIA,CHORDATA,ACTINOPTERYGII,5041,21,transboundary,None,Vertebrate,"[10,25)"
Fis-143627,Halieutaea nigra,ANIMALIA,CHORDATA,ACTINOPTERYGII,34997,33,transboundary,None,Vertebrate,"[25,51)"
Fis-143631,Halieutopsis stellifera,ANIMALIA,CHORDATA,ACTINOPTERYGII,80065,32,transboundary,None,Vertebrate,"[25,51)"
Fis-143633,Halieutopsis simula,ANIMALIA,CHORDATA,ACTINOPTERYGII,33180,31,transboundary,None,Vertebrate,"[25,51)"
Fis-143635,Halieutopsis vermicularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,52503,30,transboundary,None,Vertebrate,"[25,51)"
Fis-143636,Hapalogenys analis,ANIMALIA,CHORDATA,ACTINOPTERYGII,15278,11,transboundary,None,Vertebrate,"[10,25)"
Fis-143640,Halieutopsis ingerorum,ANIMALIA,CHORDATA,ACTINOPTERYGII,42657,34,transboundary,None,Vertebrate,"[25,51)"
Fis-143661,Malthopsis gnoma,ANIMALIA,CHORDATA,ACTINOPTERYGII,15490,38,transboundary,None,Vertebrate,"[25,51)"
Fis-143663,Coelophrys oblonga,ANIMALIA,CHORDATA,ACTINOPTERYGII,19617,22,transboundary,None,Vertebrate,"[10,25)"
Fis-143684,Anthias noeli,ANIMALIA,CHORDATA,ACTINOPTERYGII,336,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-143699,Rhynchoconger squaliceps,ANIMALIA,CHORDATA,ACTINOPTERYGII,4180,7,transboundary,None,Vertebrate,"[3,10)"
Fis-143706,Gnathophis heterognathos,ANIMALIA,CHORDATA,ACTINOPTERYGII,11274,14,transboundary,None,Vertebrate,"[10,25)"
Fis-143711,Hoplunnis megista,ANIMALIA,CHORDATA,ACTINOPTERYGII,7578,38,transboundary,None,Vertebrate,"[25,51)"
Fis-143712,Hoplunnis similis,ANIMALIA,CHORDATA,ACTINOPTERYGII,13658,30,transboundary,None,Vertebrate,"[25,51)"
Fis-143715,Nettastoma syntresis,ANIMALIA,CHORDATA,ACTINOPTERYGII,19748,40,transboundary,None,Vertebrate,"[25,51)"
Fis-143719,Nettenchelys pygmaea,ANIMALIA,CHORDATA,ACTINOPTERYGII,16136,41,transboundary,None,Vertebrate,"[25,51)"
Fis-143722,Venefica procera,ANIMALIA,CHORDATA,ACTINOPTERYGII,32640,46,transboundary,None,Vertebrate,"[25,51)"
Fis-143726,Venefica multiporosa,ANIMALIA,CHORDATA,ACTINOPTERYGII,90431,62,transboundary,None,Vertebrate,"[51,221]"
Fis-143727,Facciolella karreri,ANIMALIA,CHORDATA,ACTINOPTERYGII,645,4,transboundary,None,Vertebrate,"[3,10)"
Fis-143728,Moringua bicolor,ANIMALIA,CHORDATA,ACTINOPTERYGII,43342,47,transboundary,None,Vertebrate,"[25,51)"
Fis-143729,Nettenchelys inion,ANIMALIA,CHORDATA,ACTINOPTERYGII,7651,36,transboundary,None,Vertebrate,"[25,51)"
Fis-143734,Proscyllium venustum,ANIMALIA,CHORDATA,ELASMOBRANCHII,15184,11,transboundary,None,Vertebrate,"[10,25)"
Fis-143735,Facciolella equatorialis,ANIMALIA,CHORDATA,ACTINOPTERYGII,39566,11,transboundary,None,Vertebrate,"[10,25)"
Fis-143737,Saurenchelys cognita,ANIMALIA,CHORDATA,ACTINOPTERYGII,17392,42,transboundary,None,Vertebrate,"[25,51)"
Fis-143738,Saurenchelys lateromaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,56527,46,transboundary,None,Vertebrate,"[25,51)"
Fis-143742,Saurenchelys stylura,ANIMALIA,CHORDATA,ACTINOPTERYGII,302522,36,transboundary,None,Vertebrate,"[25,51)"
Fis-143760,Chlorophthalmus corniger,ANIMALIA,CHORDATA,ACTINOPTERYGII,28481,38,transboundary,None,Vertebrate,"[25,51)"
Fis-143777,Pseudobathylagus milleri,ANIMALIA,CHORDATA,ACTINOPTERYGII,573133,29,transboundary,None,Vertebrate,"[25,51)"
Fis-143780,Bathylagichthys longipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,78356,5,transboundary,None,Vertebrate,"[3,10)"
Fis-143783,Bathylagichthys australis,ANIMALIA,CHORDATA,ACTINOPTERYGII,295544,11,transboundary,None,Vertebrate,"[10,25)"
Fis-143830,Astronesthes nigroides,ANIMALIA,CHORDATA,ACTINOPTERYGII,2602,6,transboundary,None,Vertebrate,"[3,10)"
Fis-143831,Lindbergichthys nudifrons,ANIMALIA,CHORDATA,ACTINOPTERYGII,2787,2,transboundary,None,Vertebrate,"[2,3)"
Fis-143843,Magnisudis indica,ANIMALIA,CHORDATA,ACTINOPTERYGII,516263,37,transboundary,None,Vertebrate,"[25,51)"
Fis-143848,Uncisudis advena,ANIMALIA,CHORDATA,ACTINOPTERYGII,2830,3,transboundary,None,Vertebrate,"[3,10)"
Fis-143852,Bathypterois bigelowi,ANIMALIA,CHORDATA,ACTINOPTERYGII,19428,42,transboundary,None,Vertebrate,"[25,51)"
Fis-143853,Bathypterois insularum,ANIMALIA,CHORDATA,ACTINOPTERYGII,1874,4,transboundary,None,Vertebrate,"[3,10)"
Fis-143854,Ipnops meadi,ANIMALIA,CHORDATA,ACTINOPTERYGII,283471,53,transboundary,None,Vertebrate,"[51,221]"
Fis-143857,Lestrolepis luetkeni,ANIMALIA,CHORDATA,ACTINOPTERYGII,757497,68,transboundary,None,Vertebrate,"[51,221]"
Fis-143862,Hoplichthys pectoralis,ANIMALIA,CHORDATA,ACTINOPTERYGII,3104,6,transboundary,None,Vertebrate,"[3,10)"
Fis-143865,Himantolophus nigricornis,ANIMALIA,CHORDATA,ACTINOPTERYGII,733298,38,transboundary,None,Vertebrate,"[25,51)"
Fis-143867,Himantolophus cornifer,ANIMALIA,CHORDATA,ACTINOPTERYGII,474552,84,transboundary,None,Vertebrate,"[51,221]"
Fis-143868,Himantolophus sagamius,ANIMALIA,CHORDATA,ACTINOPTERYGII,1549630,63,transboundary,None,Vertebrate,"[51,221]"
Fis-143873,Himantolophus melanolophus,ANIMALIA,CHORDATA,ACTINOPTERYGII,305575,113,transboundary,None,Vertebrate,"[51,221]"
Fis-143897,Pseudonezumia pusilla,ANIMALIA,CHORDATA,ACTINOPTERYGII,64242,28,transboundary,None,Vertebrate,"[25,51)"
Fis-143908,Nansenia indica,ANIMALIA,CHORDATA,ACTINOPTERYGII,2831,8,transboundary,None,Vertebrate,"[3,10)"
Fis-14391,Manducus maderensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,415898,69,transboundary,None,Vertebrate,"[51,221]"
Fis-143912,Bathysauropsis malayanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,38089,23,transboundary,None,Vertebrate,"[10,25)"
Fis-143916,Eumicrotremus fedorovi,ANIMALIA,CHORDATA,ACTINOPTERYGII,1738,3,transboundary,None,Vertebrate,"[3,10)"
Fis-143917,Paraliparis albescens,ANIMALIA,CHORDATA,ACTINOPTERYGII,4230,8,transboundary,None,Vertebrate,"[3,10)"
Fis-143919,Careproctus ampliceps,ANIMALIA,CHORDATA,ACTINOPTERYGII,1236,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-143930,Liparis eos,ANIMALIA,CHORDATA,ACTINOPTERYGII,3373,4,transboundary,None,Vertebrate,"[3,10)"
Fis-143956,Bembradium furici,ANIMALIA,CHORDATA,ACTINOPTERYGII,31510,26,transboundary,None,Vertebrate,"[25,51)"
Fis-143966,Prognatholiparis ptychomandibularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,876,3,transboundary,None,Vertebrate,"[3,10)"
Fis-143974,Coelorinchus brevirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,5611,10,transboundary,None,Vertebrate,"[10,25)"
Fis-143987,Nezumia investigatoris,ANIMALIA,CHORDATA,ACTINOPTERYGII,2024,11,transboundary,None,Vertebrate,"[10,25)"
Fis-143992,Hymenocephalus nesaeae,ANIMALIA,CHORDATA,ACTINOPTERYGII,86603,15,transboundary,None,Vertebrate,"[10,25)"
Fis-143997,Ventrifossa saikaiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,44074,25,transboundary,None,Vertebrate,"[25,51)"
Fis-144007,Malacocephalus boretzi,ANIMALIA,CHORDATA,ACTINOPTERYGII,4466,16,transboundary,None,Vertebrate,"[10,25)"
Fis-144010,Poecilopsetta inermis,ANIMALIA,CHORDATA,ACTINOPTERYGII,8618,37,transboundary,None,Vertebrate,"[25,51)"
Fis-144011,Malacocephalus hawaiiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,2359,3,transboundary,None,Vertebrate,"[3,10)"
Fis-144013,Coryphaenoides alateralis,ANIMALIA,CHORDATA,ACTINOPTERYGII,9697,34,transboundary,None,Vertebrate,"[25,51)"
Fis-144015,Poecilopsetta beanii,ANIMALIA,CHORDATA,ACTINOPTERYGII,23946,41,transboundary,None,Vertebrate,"[25,51)"
Fis-144017,Nezumia coheni,ANIMALIA,CHORDATA,ACTINOPTERYGII,9623,7,transboundary,None,Vertebrate,"[3,10)"
Fis-144018,Poecilopsetta hawaiiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,1210,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-144020,Poecilopsetta vaynei,ANIMALIA,CHORDATA,ACTINOPTERYGII,4871,14,transboundary,None,Vertebrate,"[10,25)"
Fis-144025,Elassodiscus obscurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,4415,5,transboundary,None,Vertebrate,"[3,10)"
Fis-144041,Allocareproctus jordani,ANIMALIA,CHORDATA,ACTINOPTERYGII,12518,9,transboundary,None,Vertebrate,"[3,10)"
Fis-144042,Ammotretis macrolepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,947,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-144053,Lepidopsetta polyxystra,ANIMALIA,CHORDATA,ACTINOPTERYGII,16712,6,transboundary,None,Vertebrate,"[3,10)"
Fis-144056,Lucigadus microlepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,57698,31,transboundary,None,Vertebrate,"[25,51)"
Fis-144069,Bathygadus entomelas,ANIMALIA,CHORDATA,ACTINOPTERYGII,12364,17,transboundary,None,Vertebrate,"[10,25)"
Fis-144074,Nezumia bairdii,ANIMALIA,CHORDATA,ACTINOPTERYGII,13473,4,transboundary,None,Vertebrate,"[3,10)"
Fis-144077,Lucigadus nigromaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,15401,7,transboundary,None,Vertebrate,"[3,10)"
Fis-144078,Lucigadus nigromarginatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,47934,27,transboundary,None,Vertebrate,"[25,51)"
Fis-144080,Ventrifossa petersonii,ANIMALIA,CHORDATA,ACTINOPTERYGII,30920,25,transboundary,None,Vertebrate,"[25,51)"
Fis-144081,Radulinopsis derjavini,ANIMALIA,CHORDATA,ACTINOPTERYGII,1748,6,transboundary,None,Vertebrate,"[3,10)"
Fis-144084,Stichaeus punctatus punctatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,33986,8,transboundary,None,Vertebrate,"[3,10)"
Fis-144088,Talismania brachycephala,ANIMALIA,CHORDATA,ACTINOPTERYGII,2824,5,transboundary,None,Vertebrate,"[3,10)"
Fis-144098,Hymenocephalus megalops,ANIMALIA,CHORDATA,ACTINOPTERYGII,31868,17,transboundary,None,Vertebrate,"[10,25)"
Fis-144100,Alepocephalus antipodianus,ANIMALIA,CHORDATA,ACTINOPTERYGII,3097,8,transboundary,None,Vertebrate,"[3,10)"
Fis-144102,Ventrifossa vinolenta,ANIMALIA,CHORDATA,ACTINOPTERYGII,10484,13,transboundary,None,Vertebrate,"[10,25)"
Fis-144103,Alepocephalus asperifrons,ANIMALIA,CHORDATA,ACTINOPTERYGII,1231,9,transboundary,None,Vertebrate,"[3,10)"
Fis-144105,Rouleina euryops,ANIMALIA,CHORDATA,ACTINOPTERYGII,16143,21,transboundary,None,Vertebrate,"[10,25)"
Fis-144112,Bajacalifornia erimoensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,127244,30,transboundary,None,Vertebrate,"[25,51)"
Fis-144113,Alepocephalus fundulus,ANIMALIA,CHORDATA,ACTINOPTERYGII,13507,13,transboundary,None,Vertebrate,"[10,25)"
Fis-144115,Aulastomatomorpha phospherops,ANIMALIA,CHORDATA,ACTINOPTERYGII,62801,54,transboundary,None,Vertebrate,"[51,221]"
Fis-144117,Alepocephalus planifrons,ANIMALIA,CHORDATA,ACTINOPTERYGII,1888,4,transboundary,None,Vertebrate,"[3,10)"
Fis-144118,Microphotolepis schmidti,ANIMALIA,CHORDATA,ACTINOPTERYGII,17096,12,transboundary,None,Vertebrate,"[10,25)"
Fis-144121,Mirorictus taningi,ANIMALIA,CHORDATA,ACTINOPTERYGII,8152,11,transboundary,None,Vertebrate,"[10,25)"
Fis-144127,Conocara nigrum,ANIMALIA,CHORDATA,ACTINOPTERYGII,28005,22,transboundary,None,Vertebrate,"[10,25)"
Fis-144128,Eupogonesthes xenicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,832,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-144131,Lucigadus acrolophus,ANIMALIA,CHORDATA,ACTINOPTERYGII,10777,12,transboundary,None,Vertebrate,"[10,25)"
Fis-144140,Hymenocephalus nascens,ANIMALIA,CHORDATA,ACTINOPTERYGII,65506,33,transboundary,None,Vertebrate,"[25,51)"
Fis-144144,Pseudonezumia parvipes,ANIMALIA,CHORDATA,ACTINOPTERYGII,91435,33,transboundary,None,Vertebrate,"[25,51)"
Fis-144151,Cetonurichthys subinflatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,12511,13,transboundary,None,Vertebrate,"[10,25)"
Fis-144156,Gadomus pepperi,ANIMALIA,CHORDATA,ACTINOPTERYGII,43824,21,transboundary,None,Vertebrate,"[10,25)"
Fis-144157,Gadomus melanopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,6644,11,transboundary,None,Vertebrate,"[10,25)"
Fis-144177,Zebrias zebrinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,4023,5,transboundary,None,Vertebrate,"[3,10)"
Fis-144180,Ancylopsetta antillarum,ANIMALIA,CHORDATA,ACTINOPTERYGII,15886,43,transboundary,None,Vertebrate,"[25,51)"
Fis-144184,Zebrias penescalaris,ANIMALIA,CHORDATA,ACTINOPTERYGII,3191,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-144191,Aseraggodes haackeanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,2302,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-144204,Aseraggodes sinusarabici,ANIMALIA,CHORDATA,ACTINOPTERYGII,1988,9,transboundary,None,Vertebrate,"[3,10)"
Fis-144207,Heteromycteris hartzfeldii,ANIMALIA,CHORDATA,ACTINOPTERYGII,17055,10,transboundary,None,Vertebrate,"[10,25)"
Fis-144208,Zebrias altipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,20463,14,transboundary,None,Vertebrate,"[10,25)"
Fis-144212,Symphurus luzonensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,4080,5,transboundary,None,Vertebrate,"[3,10)"
Fis-144213,Symphurus schultzi,ANIMALIA,CHORDATA,ACTINOPTERYGII,15026,11,transboundary,None,Vertebrate,"[10,25)"
Fis-144214,Symphurus undatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,33410,43,transboundary,None,Vertebrate,"[25,51)"
Fis-144219,Chascanopsetta kenyaensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,6112,17,transboundary,None,Vertebrate,"[10,25)"
Fis-144224,Arnoglossus nigrifrons,ANIMALIA,CHORDATA,ACTINOPTERYGII,4177,10,transboundary,None,Vertebrate,"[10,25)"
Fis-144227,Neosebastes bougainvillii,ANIMALIA,CHORDATA,ACTINOPTERYGII,2990,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-144232,Arnoglossus yamanakai,ANIMALIA,CHORDATA,ACTINOPTERYGII,1754,7,transboundary,None,Vertebrate,"[3,10)"
Fis-144234,Lycenchelys callista,ANIMALIA,CHORDATA,ACTINOPTERYGII,3531,9,transboundary,None,Vertebrate,"[3,10)"
Fis-144237,Lycenchelys folletti,ANIMALIA,CHORDATA,ACTINOPTERYGII,5556,13,transboundary,None,Vertebrate,"[10,25)"
Fis-144240,Lycenchelys pearcyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,9010,11,transboundary,None,Vertebrate,"[10,25)"
Fis-144242,Lycenchelys pequenoi,ANIMALIA,CHORDATA,ACTINOPTERYGII,3432,3,transboundary,None,Vertebrate,"[3,10)"
Fis-144243,Lycenchelys peruana,ANIMALIA,CHORDATA,ACTINOPTERYGII,3506,4,transboundary,None,Vertebrate,"[3,10)"
Fis-144245,Bufoceratias thele,ANIMALIA,CHORDATA,ACTINOPTERYGII,419433,33,transboundary,None,Vertebrate,"[25,51)"
Fis-144252,Neocentropogon affinis,ANIMALIA,CHORDATA,ACTINOPTERYGII,34190,22,transboundary,None,Vertebrate,"[10,25)"
Fis-144255,Cocotropus altipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,233,3,transboundary,None,Vertebrate,"[3,10)"
Fis-144274,Pseudochromis fowleri,ANIMALIA,CHORDATA,ACTINOPTERYGII,11772,6,transboundary,None,Vertebrate,"[3,10)"
Fis-144276,Pseudochromis litus,ANIMALIA,CHORDATA,ACTINOPTERYGII,10907,8,transboundary,None,Vertebrate,"[3,10)"
Fis-144277,Pseudochromis luteus,ANIMALIA,CHORDATA,ACTINOPTERYGII,11001,13,transboundary,None,Vertebrate,"[10,25)"
Fis-144284,Assiculoides desmonotus,ANIMALIA,CHORDATA,ACTINOPTERYGII,2528,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-144287,Ocosia ramaraoi,ANIMALIA,CHORDATA,ACTINOPTERYGII,1354,2,transboundary,None,Vertebrate,"[2,3)"
Fis-144288,Ocosia zaspilota,ANIMALIA,CHORDATA,ACTINOPTERYGII,15656,11,transboundary,None,Vertebrate,"[10,25)"
Fis-144290,Paraplesiops sinclairi,ANIMALIA,CHORDATA,ACTINOPTERYGII,1404,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-144293,Notograptus gregoryi,ANIMALIA,CHORDATA,ACTINOPTERYGII,3042,2,transboundary,None,Vertebrate,"[2,3)"
Fis-144298,Leiognathus longispinis,ANIMALIA,CHORDATA,ACTINOPTERYGII,55784,28,transboundary,None,Vertebrate,"[25,51)"
Fis-144304,Stalix moenensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,14589,10,transboundary,None,Vertebrate,"[10,25)"
Fis-144306,Opistognathus rosenbergii,ANIMALIA,CHORDATA,ACTINOPTERYGII,30372,18,transboundary,None,Vertebrate,"[10,25)"
Fis-144308,Stalix sheni,ANIMALIA,CHORDATA,ACTINOPTERYGII,828,4,transboundary,None,Vertebrate,"[3,10)"
Fis-144310,Stalix versluysi,ANIMALIA,CHORDATA,ACTINOPTERYGII,10142,6,transboundary,None,Vertebrate,"[3,10)"
Fis-144313,Stalix flavida,ANIMALIA,CHORDATA,ACTINOPTERYGII,3181,1,singlecountry,None,Vertebrate,"[1,2)"
