species_id,sciname,kingdom,phylum,class,tot_count_cells,num_eez,xbd,category,tax_group,eez_bins_2
Biv-32126,Corbicula japonica,ANIMALIA,MOLLUSCA,BIVALVIA,6268,8,transboundary,None,Invertebrate,"[3,10)"
Bra-235673,Dyscritosia secreta,ANIMALIA,BRACHIOPODA,ARTICULATA,100,1,singlecountry,None,Invertebrate,"[1,2)"
Brc-378165,Lightiella floridana,ANIMALIA,ARTHROPODA,CEPHALOCARIDA,4138,14,transboundary,None,Invertebrate,"[10,25)"
Chn-013ca97e-46a8-4c5e-b398-8bb4f340f88b,Lenisquilla lata,ANIMALIA,ARTHROPODA,MALACOSTRACA,54050,41,transboundary,None,Invertebrate,"[25,51)"
Chn-015453c0-3ff9-477d-ab51-c68d85e65af5,Clorida albolitura,ANIMALIA,ARTHROPODA,MALACOSTRACA,94323,63,transboundary,None,Invertebrate,"[51,221]"
Chn-0721ac0c-7d19-46fa-9dcc-02da54310867,Leiogalathea laevirostris,ANIMALIA,ARTHROPODA,MALACOSTRACA,201148,89,transboundary,None,Invertebrate,"[51,221]"
Chn-0e470b93-1bf9-4c28-8770-166bb5e2a8c7,Levisquilla jurichi,ANIMALIA,ARTHROPODA,MALACOSTRACA,47200,36,transboundary,None,Invertebrate,"[25,51)"
Chn-0e9cfa5e-eab6-490e-9279-34eeeb127eb2,Lophosquilla tiwarii,ANIMALIA,ARTHROPODA,MALACOSTRACA,71624,33,transboundary,None,Invertebrate,"[25,51)"
Chn-12f493b8-a962-48d7-af4b-632ba9c0fa57,Capillaster multiradiatus,ANIMALIA,ECHINODERMATA,CRINOIDEA,79627,34,transboundary,None,Invertebrate,"[25,51)"
Chn-17d15aec-37c6-4c6a-88d2-9c350613076a,Harpiosquilla annandalei,ANIMALIA,ARTHROPODA,MALACOSTRACA,100928,54,transboundary,None,Invertebrate,"[51,221]"
Chn-21252d4f-8095-42f9-a7e5-67236bb3099d,Cloridina pelamidae,ANIMALIA,ARTHROPODA,MALACOSTRACA,66054,39,transboundary,None,Invertebrate,"[25,51)"
Chn-2b605750-6865-42dd-9798-32cfbc2ac7d5,Oratosquillina perpensa,ANIMALIA,ARTHROPODA,MALACOSTRACA,55508,25,transboundary,None,Invertebrate,"[25,51)"
Chn-2bd2f979-5bbd-4725-93f0-c2b66a1e0a2d,Comatula pectinata,ANIMALIA,ECHINODERMATA,CRINOIDEA,57968,26,transboundary,None,Invertebrate,"[25,51)"
Chn-2d96ad09-2772-4579-b6d6-96420751b7ec,Quollastria subtilis,ANIMALIA,ARTHROPODA,MALACOSTRACA,70763,59,transboundary,None,Invertebrate,"[51,221]"
Chn-2ddce54e-f195-404c-a982-bc296b2a7e64,Neoacasta glans,ANIMALIA,ARTHROPODA,MAXILLOPODA,62223,47,transboundary,None,Invertebrate,"[25,51)"
Chn-2f5a48ac-ec54-40e1-9a03-ce2be006ee68,Chorisquilla spinosissima,ANIMALIA,ARTHROPODA,MALACOSTRACA,74979,54,transboundary,None,Invertebrate,"[51,221]"
Chn-335d884d-9fab-419b-85fb-ed0a94ffe255,Oratosquillina manningi,ANIMALIA,ARTHROPODA,MALACOSTRACA,18899,20,transboundary,None,Invertebrate,"[10,25)"
Chn-364c26b3-84d3-460d-9d53-2d3d5d4352f8,Erugosquilla woodmasoni,ANIMALIA,ARTHROPODA,MALACOSTRACA,87050,57,transboundary,None,Invertebrate,"[51,221]"
Chn-3953473a-c9d7-4719-9fdb-dabfd375b330,Aliaporcellana suluensis,ANIMALIA,ARTHROPODA,MALACOSTRACA,65806,53,transboundary,None,Invertebrate,"[51,221]"
Chn-3d368bae-a02b-4109-99a3-33d99b22f83d,Uroptychodes spinimarginatus,ANIMALIA,ARTHROPODA,MALACOSTRACA,25166,28,transboundary,None,Invertebrate,"[25,51)"
Chn-4251039a-f032-49e7-b4d0-767e2a6b6326,Lissoporcellana quadrilobata,ANIMALIA,ARTHROPODA,MALACOSTRACA,68471,43,transboundary,None,Invertebrate,"[25,51)"
Chn-42aeac39-f607-4ee5-bce7-0294bbc61fde,Harpiosquilla raphidea,ANIMALIA,ARTHROPODA,MALACOSTRACA,60284,41,transboundary,None,Invertebrate,"[25,51)"
Chn-46f58c2c-1280-4f6a-a148-e854c19246fe,Harpilius lutescens,ANIMALIA,ARTHROPODA,MALACOSTRACA,67573,71,transboundary,None,Invertebrate,"[51,221]"
Chn-4a9f789f-84e4-4da2-b520-c754b804a303,Savignium crenatum,ANIMALIA,ARTHROPODA,MAXILLOPODA,83336,78,transboundary,None,Invertebrate,"[51,221]"
Chn-4afd695c-a184-4f35-a646-3149013fa0df,Faughnia haani,ANIMALIA,ARTHROPODA,MALACOSTRACA,78841,41,transboundary,None,Invertebrate,"[25,51)"
Chn-4bb55db1-8e3b-4bc9-abaa-a75c12d10a05,Cloridina chlorida,ANIMALIA,ARTHROPODA,MALACOSTRACA,46364,45,transboundary,None,Invertebrate,"[25,51)"
Chn-50674f31-94c6-4080-8563-c0598269f6d2,Oligometra serripinna,ANIMALIA,ECHINODERMATA,CRINOIDEA,76144,53,transboundary,None,Invertebrate,"[51,221]"
Chn-54b47037-ffc8-43f2-9240-02c68005b67f,Comatula solaris,ANIMALIA,ECHINODERMATA,CRINOIDEA,38427,26,transboundary,None,Invertebrate,"[25,51)"
Chn-57dc42d6-4e69-482a-84d4-07c811a271b5,Comaster multibrachiatus,ANIMALIA,ECHINODERMATA,CRINOIDEA,3308,11,transboundary,None,Invertebrate,"[10,25)"
Chn-58fbf663-c32a-4053-b54d-872ad5bbd716,Erugosquilla grahami,ANIMALIA,ARTHROPODA,MALACOSTRACA,31058,32,transboundary,None,Invertebrate,"[25,51)"
Chn-5b98a280-b9a0-435b-8ed9-87b3f63fc29b,Periclimenella spinifera,ANIMALIA,ARTHROPODA,MALACOSTRACA,92778,86,transboundary,None,Invertebrate,"[51,221]"
Chn-6929b281-e864-4382-b249-e58077762c8d,Kempella mikado,ANIMALIA,ARTHROPODA,MALACOSTRACA,84695,55,transboundary,None,Invertebrate,"[51,221]"
Chn-6a9274ff-bb5b-4de5-a3d4-201629e153fe,Oratosquillina gravieri,ANIMALIA,ARTHROPODA,MALACOSTRACA,46516,32,transboundary,None,Invertebrate,"[25,51)"
Chn-718abbd7-9991-4548-92ea-32318d7e3ae0,Cervimunida princeps,ANIMALIA,ARTHROPODA,MALACOSTRACA,28246,20,transboundary,None,Invertebrate,"[10,25)"
Chn-7292168a-7e48-49d8-8b1c-01144f18309b,Prionalpheus triarticulatus,ANIMALIA,ARTHROPODA,MALACOSTRACA,23855,37,transboundary,None,Invertebrate,"[25,51)"
Chn-7654496e-c4b4-480a-8684-3d9234fa4807,Strigopagurus boreonotus,ANIMALIA,ARTHROPODA,MALACOSTRACA,57917,31,transboundary,None,Invertebrate,"[25,51)"
Chn-7ac3e7f2-391a-4345-9f5b-7df40d8e9913,Porcellanella triloba,ANIMALIA,ARTHROPODA,MALACOSTRACA,60555,27,transboundary,None,Invertebrate,"[25,51)"
Chn-7f0774f3-5b42-4ba3-a812-0023f32acd55,Nobia grandis,ANIMALIA,ARTHROPODA,MAXILLOPODA,74395,55,transboundary,None,Invertebrate,"[51,221]"
Chn-7f58b835-f87e-41a2-91bb-9245ab8b9664,Striatobalanus tenuis,ANIMALIA,ARTHROPODA,MAXILLOPODA,108097,67,transboundary,None,Invertebrate,"[51,221]"
Chn-8015f4b9-d98d-4eea-960c-ecf42e0e3eb4,Cloridina verrucosa,ANIMALIA,ARTHROPODA,MALACOSTRACA,87362,43,transboundary,None,Invertebrate,"[25,51)"
Chn-82852781-608a-4506-a2fb-97671317e21d,Carinosquilla carinata,ANIMALIA,ARTHROPODA,MALACOSTRACA,56189,43,transboundary,None,Invertebrate,"[25,51)"
Chn-8980a45f-d7dd-4f06-9dfb-9bb28ae994ac,Levisquilla inermis,ANIMALIA,ARTHROPODA,MALACOSTRACA,69323,35,transboundary,None,Invertebrate,"[25,51)"
Chn-89c7a40d-e85d-4708-864b-4c0f155cbe9f,Harpiosquilla japonica,ANIMALIA,ARTHROPODA,MALACOSTRACA,43782,27,transboundary,None,Invertebrate,"[25,51)"
Chn-8cc778cc-b690-4f20-900d-5c6e34860c1b,Gelastocaris paronae,ANIMALIA,ARTHROPODA,MALACOSTRACA,77529,65,transboundary,None,Invertebrate,"[51,221]"
Chn-8e285e99-84b2-4d54-b966-a6e88108a5a5,Allogalathea elegans,ANIMALIA,ARTHROPODA,MALACOSTRACA,104803,65,transboundary,None,Invertebrate,"[51,221]"
Chn-8fe3ea49-27ab-42eb-a532-672122ccd637,Sinosquilla sinica,ANIMALIA,ARTHROPODA,MALACOSTRACA,35499,25,transboundary,None,Invertebrate,"[25,51)"
Chn-910529e8-a14d-4b88-9726-ed72edac0bd6,Savignium dentatum,ANIMALIA,ARTHROPODA,MAXILLOPODA,43540,37,transboundary,None,Invertebrate,"[25,51)"
Chn-91abc70c-b6ae-49a6-840b-05ea852baff4,Comanthina schlegeli,ANIMALIA,ECHINODERMATA,CRINOIDEA,78262,50,transboundary,None,Invertebrate,"[25,51)"
Chn-9486b34f-116a-4f90-9c34-5036248600fb,Carinosquilla multicarinata,ANIMALIA,ARTHROPODA,MALACOSTRACA,46883,26,transboundary,None,Invertebrate,"[25,51)"
Chn-95019cab-ea8c-4f88-8845-07fe7355cf8a,Eudiocrinus indivisus,ANIMALIA,ECHINODERMATA,CRINOIDEA,33908,13,transboundary,None,Invertebrate,"[10,25)"
Chn-96fbc6f5-e394-47b5-a61c-18bf2cd2bf54,Squilloides leptosquilla,ANIMALIA,ARTHROPODA,MALACOSTRACA,63768,35,transboundary,None,Invertebrate,"[25,51)"
Chn-989e06a2-4a12-4203-ab29-63f4980177e2,Enosteoides ornatus,ANIMALIA,ARTHROPODA,MALACOSTRACA,16913,16,transboundary,None,Invertebrate,"[10,25)"
Chn-98e49457-8952-440e-a574-b5bde95cbd5e,Harpiosquilla harpax,ANIMALIA,ARTHROPODA,MALACOSTRACA,113255,71,transboundary,None,Invertebrate,"[51,221]"
Chn-9c57f873-6f37-475b-b2c8-960bd5a90a96,Eudiocrinus venustulus,ANIMALIA,ECHINODERMATA,CRINOIDEA,26496,15,transboundary,None,Invertebrate,"[10,25)"
Chn-9e100c7f-ed38-4571-9d2a-678f6d9068c8,Leandrites stenopus,ANIMALIA,ARTHROPODA,MALACOSTRACA,64025,28,transboundary,None,Invertebrate,"[25,51)"
Chn-9eb0793c-27f0-4979-b8f4-bb1354f21ca1,Faughnia formosae,ANIMALIA,ARTHROPODA,MALACOSTRACA,43594,27,transboundary,None,Invertebrate,"[25,51)"
Chn-9ef9df3b-6207-4680-8f1a-c503ede801f8,Cyllometra manca,ANIMALIA,ECHINODERMATA,CRINOIDEA,35555,13,transboundary,None,Invertebrate,"[10,25)"
Chn-a950d9ab-57f4-46c8-899c-f432262701d4,Spiropagurus spiriger,ANIMALIA,ARTHROPODA,MALACOSTRACA,16073,13,transboundary,None,Invertebrate,"[10,25)"
Chn-ad8809bb-42d3-4efb-9e18-86438763254f,Manningia australiensis,ANIMALIA,ARTHROPODA,MALACOSTRACA,74383,42,transboundary,None,Invertebrate,"[25,51)"
Chn-ada48df7-2439-4cc7-90ad-92bebf5d5407,Neometra alecto,ANIMALIA,ECHINODERMATA,CRINOIDEA,28149,13,transboundary,None,Invertebrate,"[10,25)"
Chn-ae156111-0d32-4a94-8720-9d7733c99831,Birgus latro,ANIMALIA,ARTHROPODA,MALACOSTRACA,32709,60,transboundary,None,Invertebrate,"[51,221]"
Chn-ae1e5fbc-a8f3-4769-930f-a9ee579cc61b,Paramunida scabra,ANIMALIA,ARTHROPODA,MALACOSTRACA,39343,18,transboundary,None,Invertebrate,"[10,25)"
Chn-aeb653ab-6477-483a-bf1e-211cc80a18b3,Anchisquilla fasciata,ANIMALIA,ARTHROPODA,MALACOSTRACA,92891,57,transboundary,None,Invertebrate,"[51,221]"
Chn-af5aeff7-d489-44d6-829b-33a5aeefe39e,Faughnia serenei,ANIMALIA,ARTHROPODA,MALACOSTRACA,66359,40,transboundary,None,Invertebrate,"[25,51)"
Chn-b0bf9541-4c48-46f9-9f39-7e472c527992,Haptosquilla glyptocercus,ANIMALIA,ARTHROPODA,MALACOSTRACA,80495,60,transboundary,None,Invertebrate,"[51,221]"
Chn-b6aab914-ac7d-46e9-aeeb-e00ab2a64a40,Amphimetra laevipinna,ANIMALIA,ECHINODERMATA,CRINOIDEA,28872,17,transboundary,None,Invertebrate,"[10,25)"
Chn-bc491994-c9e7-4370-9312-38d8eccf4014,Oratosquillina interrupta,ANIMALIA,ARTHROPODA,MALACOSTRACA,78151,63,transboundary,None,Invertebrate,"[51,221]"
Chn-c03cfb65-01dc-40d6-9859-1dacbb967008,Striatobalanus amaryllis,ANIMALIA,ARTHROPODA,MAXILLOPODA,101697,60,transboundary,None,Invertebrate,"[51,221]"
Chn-c0b96bcd-a248-4a2d-ba80-d1c9d13b890b,Lophosquilla costata,ANIMALIA,ARTHROPODA,MALACOSTRACA,89204,63,transboundary,None,Invertebrate,"[51,221]"
Chn-c41e3e0e-fc12-46eb-a63e-e66e20ec713f,Pyrgoma cancellatum,ANIMALIA,ARTHROPODA,MAXILLOPODA,74724,60,transboundary,None,Invertebrate,"[51,221]"
Chn-c52065c0-9805-4194-99b0-c065a99ff036,Shinkaia crosnieri,ANIMALIA,ARTHROPODA,MALACOSTRACA,74488,32,transboundary,None,Invertebrate,"[25,51)"
Chn-c61bf079-7d77-4066-b959-af45ce76b7c7,Coronidopsis serenei,ANIMALIA,ARTHROPODA,MALACOSTRACA,42561,20,transboundary,None,Invertebrate,"[10,25)"
Chn-c8256144-85c0-4e67-8d9e-66bddaa9fc7c,Catoptometra magnifica,ANIMALIA,ECHINODERMATA,CRINOIDEA,46043,24,transboundary,None,Invertebrate,"[10,25)"
Chn-d7711d01-207c-4063-b5b0-39ea5a6af39b,Mesacturus furcicaudatus,ANIMALIA,ARTHROPODA,MALACOSTRACA,2200,5,transboundary,None,Invertebrate,"[3,10)"
Chn-d879fd7e-8358-430b-9b8f-974a10d1a38d,Quollastria gonypetes,ANIMALIA,ARTHROPODA,MALACOSTRACA,71132,50,transboundary,None,Invertebrate,"[25,51)"
Chn-d99f6747-b64f-4916-8b24-df588e80e148,Galacantha valdiviae,ANIMALIA,ARTHROPODA,MALACOSTRACA,22770,39,transboundary,None,Invertebrate,"[25,51)"
Chn-dafffb15-39ca-4fb2-b129-51299d9f42a2,Pterometra trichopoda,ANIMALIA,ECHINODERMATA,CRINOIDEA,28884,17,transboundary,None,Invertebrate,"[10,25)"
Chn-dce6b77a-03cc-433c-84ea-87a6bf910860,Lissoporcellana spinuligera,ANIMALIA,ARTHROPODA,MALACOSTRACA,20791,15,transboundary,None,Invertebrate,"[10,25)"
Chn-dd8f0e66-32f6-41d8-b6aa-eaca7bf2fff4,Clorida denticauda,ANIMALIA,ARTHROPODA,MALACOSTRACA,31256,25,transboundary,None,Invertebrate,"[25,51)"
Chn-e255742b-b365-4757-9d21-e0f81f32bfbc,Siamosquilla laevicaudata,ANIMALIA,ARTHROPODA,MALACOSTRACA,25735,27,transboundary,None,Invertebrate,"[25,51)"
Chn-e2a039b7-163b-4573-a5b0-3950d5824678,Amphibalanus amphitrite,ANIMALIA,ARTHROPODA,MAXILLOPODA,265835,86,transboundary,None,Invertebrate,"[51,221]"
Chn-e5f20c3d-2d0d-4256-9f09-7dbb355b4149,Zygometra comata,ANIMALIA,ECHINODERMATA,CRINOIDEA,51541,24,transboundary,None,Invertebrate,"[10,25)"
Chn-ef0da0c6-5191-4986-8433-7c7da5e62cd3,Harpiosquilla melanoura,ANIMALIA,ARTHROPODA,MALACOSTRACA,88008,62,transboundary,None,Invertebrate,"[51,221]"
Chn-eff8756a-9d9f-4430-886b-4a0badfed55d,Paralbunea dayriti,ANIMALIA,ARTHROPODA,MALACOSTRACA,73336,61,transboundary,None,Invertebrate,"[51,221]"
Chn-f031838d-0a64-4288-8d25-04c0ab44ad67,Crosnierita yante,ANIMALIA,ARTHROPODA,MALACOSTRACA,55657,47,transboundary,None,Invertebrate,"[25,51)"
Chn-f032dfea-b70b-431e-a2d5-9540e96a5263,Chorisquilla pococki,ANIMALIA,ARTHROPODA,MALACOSTRACA,21928,16,transboundary,None,Invertebrate,"[10,25)"
Chn-f0468771-49d3-4d4b-a479-b094f979105b,Lissoporcellana streptochiroides,ANIMALIA,ARTHROPODA,MALACOSTRACA,38265,22,transboundary,None,Invertebrate,"[10,25)"
Chn-f3828601-b430-4ef9-bed4-072a275b42fa,Paramunida proxima,ANIMALIA,ARTHROPODA,MALACOSTRACA,14982,25,transboundary,None,Invertebrate,"[25,51)"
Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,Michelopagurus limatulus,ANIMALIA,ARTHROPODA,MALACOSTRACA,79318,69,transboundary,None,Invertebrate,"[51,221]"
Chn-f530af20-5532-4197-9324-3417559a8a5e,Fallosquilla fallax,ANIMALIA,ARTHROPODA,MALACOSTRACA,65137,56,transboundary,None,Invertebrate,"[51,221]"
Chn-fb2dd6bd-a63d-4bf0-9ba2-c98db8474306,Lamprometra palmata,ANIMALIA,ECHINODERMATA,CRINOIDEA,86701,61,transboundary,None,Invertebrate,"[51,221]"
Chn-fe4cfc67-6edb-4c41-81d4-41b7ec6a8391,Laomedia astacina,ANIMALIA,ARTHROPODA,MALACOSTRACA,1518,3,transboundary,None,Invertebrate,"[3,10)"
Cla-29190,Penilia avirostris,ANIMALIA,ARTHROPODA,BRANCHIOPODA,50646,35,transboundary,None,Invertebrate,"[25,51)"
Fis-10199,Pseudanthias evansi,ANIMALIA,CHORDATA,ACTINOPTERYGII,63502,51,transboundary,None,Vertebrate,"[51,221]"
Fis-10405,Jaydia queketti,ANIMALIA,CHORDATA,ACTINOPTERYGII,12313,23,transboundary,None,Vertebrate,"[10,25)"
Fis-10407,Apogonichthyoides nigripinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,69468,62,transboundary,None,Vertebrate,"[51,221]"
Fis-10690,Apodichthys fucorum,ANIMALIA,CHORDATA,ACTINOPTERYGII,1820,3,transboundary,None,Vertebrate,"[3,10)"
Fis-10767,Asterorhombus intermedius,ANIMALIA,CHORDATA,ACTINOPTERYGII,77226,53,transboundary,None,Vertebrate,"[51,221]"
Fis-10768,Glyptocephalus zachirus,ANIMALIA,CHORDATA,ACTINOPTERYGII,12161,4,transboundary,None,Vertebrate,"[3,10)"
Fis-10903,Coelorinchus canus,ANIMALIA,CHORDATA,ACTINOPTERYGII,2069,5,transboundary,None,Vertebrate,"[3,10)"
Fis-10950,Parascorpaena picta,ANIMALIA,CHORDATA,ACTINOPTERYGII,62125,39,transboundary,None,Vertebrate,"[25,51)"
Fis-10975,Brachirus orientalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,49778,48,transboundary,None,Vertebrate,"[25,51)"
Fis-1099,Sarda lineolata,ANIMALIA,CHORDATA,ACTINOPTERYGII,2332,3,transboundary,None,Vertebrate,"[3,10)"
Fis-10993,Scorpaena mystes,ANIMALIA,CHORDATA,ACTINOPTERYGII,5194,14,transboundary,None,Vertebrate,"[10,25)"
Fis-11214,Arnoglossus macrolophus,ANIMALIA,CHORDATA,ACTINOPTERYGII,98536,60,transboundary,None,Vertebrate,"[51,221]"
Fis-112180,Heteroconger klausewitzi,ANIMALIA,CHORDATA,ACTINOPTERYGII,368,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-11256,Limanda aspera,ANIMALIA,CHORDATA,ACTINOPTERYGII,23692,6,transboundary,None,Vertebrate,"[3,10)"
Fis-112580,Prionotus beanii,ANIMALIA,CHORDATA,ACTINOPTERYGII,9720,25,transboundary,None,Vertebrate,"[25,51)"
Fis-112582,Peristedion truncatum,ANIMALIA,CHORDATA,ACTINOPTERYGII,24278,40,transboundary,None,Vertebrate,"[25,51)"
Fis-112590,Peristedion ecuadorense,ANIMALIA,CHORDATA,ACTINOPTERYGII,16785,38,transboundary,None,Vertebrate,"[25,51)"
Fis-112634,Bathysolea polli,ANIMALIA,CHORDATA,ACTINOPTERYGII,12025,36,transboundary,None,Vertebrate,"[25,51)"
Fis-112639,Bathysolea lagarderae,ANIMALIA,CHORDATA,ACTINOPTERYGII,7045,15,transboundary,None,Vertebrate,"[10,25)"
Fis-112688,Pontinus helena,ANIMALIA,CHORDATA,ACTINOPTERYGII,2291,15,transboundary,None,Vertebrate,"[10,25)"
Fis-112689,Scorpaena agassizii,ANIMALIA,CHORDATA,ACTINOPTERYGII,17061,40,transboundary,None,Vertebrate,"[25,51)"
Fis-112706,Bellator ribeiroi,ANIMALIA,CHORDATA,ACTINOPTERYGII,8232,39,transboundary,None,Vertebrate,"[25,51)"
Fis-112716,Bidenichthys consobrinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,1322,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-112720,Haplocylix littoreus,ANIMALIA,CHORDATA,ACTINOPTERYGII,817,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-112726,Gastroscyphus hectoris,ANIMALIA,CHORDATA,ACTINOPTERYGII,817,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-112746,Trachelochismus pinnulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,1821,2,transboundary,None,Vertebrate,"[2,3)"
Fis-112752,Diplocrepis puniceus,ANIMALIA,CHORDATA,ACTINOPTERYGII,706,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-112758,Gastrocyathus gracilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,473,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-112761,Trachelochismus melobesia,ANIMALIA,CHORDATA,ACTINOPTERYGII,1785,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-112766,Dellichthys morelandi,ANIMALIA,CHORDATA,ACTINOPTERYGII,1141,1,singlecountry,None,Vertebrate,"[1,2)"
Fis-112772,Gobiopsis atrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,1790,2,transboundary,None,Vertebrate,"[2,3)"
Fis-112819,Scorpaenodes arenai,ANIMALIA,CHORDATA,ACTINOPTERYGII,2573,9,transboundary,None,Vertebrate,"[3,10)"
Fis-112822,Bathyclupea argentea,ANIMALIA,CHORDATA,ACTINOPTERYGII,46976,52,transboundary,None,Vertebrate,"[51,221]"
Fis-112889,Snyderina guentheri,ANIMALIA,CHORDATA,ACTINOPTERYGII,9027,14,transboundary,None,Vertebrate,"[10,25)"
Fis-112891,Minous dempsterae,ANIMALIA,CHORDATA,ACTINOPTERYGII,6977,11,transboundary,None,Vertebrate,"[10,25)"
Fis-112892,Minous inermis,ANIMALIA,CHORDATA,ACTINOPTERYGII,36820,36,transboundary,None,Vertebrate,"[25,51)"
Fis-112893,Kumococius rodericensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,98558,64,transboundary,None,Vertebrate,"[51,221]"
Fis-112894,Sorsogona melanoptera,ANIMALIA,CHORDATA,ACTINOPTERYGII,22172,26,transboundary,None,Vertebrate,"[25,51)"
Fis-112898,Sorsogona nigripinna,ANIMALIA,CHORDATA,ACTINOPTERYGII,5769,11,transboundary,None,Vertebrate,"[10,25)"
Fis-112899,Cirrhitichthys calliurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,17268,21,transboundary,None,Vertebrate,"[10,25)"
Fis-112901,Parupeneus margaritatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,9019,15,transboundary,None,Vertebrate,"[10,25)"
Fis-112902,Upeneus pori,ANIMALIA,CHORDATA,ACTINOPTERYGII,13381,40,transboundary,None,Vertebrate,"[25,51)"
Fis-112905,Moolgarda pedaraki,ANIMALIA,CHORDATA,ACTINOPTERYGII,35417,33,transboundary,None,Vertebrate,"[25,51)"
Fis-112910,Pomadasys punctulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,6292,12,transboundary,None,Vertebrate,"[10,25)"
Fis-112915,Callionymus carebares,ANIMALIA,CHORDATA,ACTINOPTERYGII,20502,30,transboundary,None,Vertebrate,"[25,51)"
Fis-112916,Callionymus erythraeus,ANIMALIA,CHORDATA,ACTINOPTERYGII,9430,21,transboundary,None,Vertebrate,"[10,25)"
Fis-112918,Callionymus hindsii,ANIMALIA,CHORDATA,ACTINOPTERYGII,44421,30,transboundary,None,Vertebrate,"[25,51)"
Fis-112933,Diplogrammus pygmaeus,ANIMALIA,CHORDATA,ACTINOPTERYGII,7512,15,transboundary,None,Vertebrate,"[10,25)"
Fis-112941,Callogobius bifasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,14435,30,transboundary,None,Vertebrate,"[25,51)"
Fis-112946,Coryogalops adamsoni,ANIMALIA,CHORDATA,ACTINOPTERYGII,8414,21,transboundary,None,Vertebrate,"[10,25)"
Fis-112956,Coryogalops anomolus,ANIMALIA,CHORDATA,ACTINOPTERYGII,14338,31,transboundary,None,Vertebrate,"[25,51)"
Fis-112980,Cryptocentroides arabicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,5121,14,transboundary,None,Vertebrate,"[10,25)"
Fis-112982,Eviota pardalota,ANIMALIA,CHORDATA,ACTINOPTERYGII,16117,32,transboundary,None,Vertebrate,"[25,51)"
Fis-112985,Gobiodon reticulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,17366,32,transboundary,None,Vertebrate,"[25,51)"
Fis-113002,Lobulogobius omanensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,81207,62,transboundary,None,Vertebrate,"[51,221]"
Fis-113003,Gobiopsis canalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,5123,13,transboundary,None,Vertebrate,"[10,25)"
Fis-113005,Palutrus meteori,ANIMALIA,CHORDATA,ACTINOPTERYGII,7929,11,transboundary,None,Vertebrate,"[10,25)"
Fis-113007,Priolepis randalli,ANIMALIA,CHORDATA,ACTINOPTERYGII,34705,34,transboundary,None,Vertebrate,"[25,51)"
Fis-113054,Uranoscopus dollfusi,ANIMALIA,CHORDATA,ACTINOPTERYGII,7995,14,transboundary,None,Vertebrate,"[10,25)"
Fis-113062,Parapercis maculata,ANIMALIA,CHORDATA,ACTINOPTERYGII,21562,29,transboundary,None,Vertebrate,"[25,51)"
Fis-113070,Bathygobius meggitti,ANIMALIA,CHORDATA,ACTINOPTERYGII,65953,57,transboundary,None,Vertebrate,"[51,221]"
Fis-113074,Canthidermis macrolepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,2979,7,transboundary,None,Vertebrate,"[3,10)"
Fis-113082,Thamnaconus melanoproctes,ANIMALIA,CHORDATA,ACTINOPTERYGII,9246,13,transboundary,None,Vertebrate,"[10,25)"
Fis-113085,Pseudanthias townsendi,ANIMALIA,CHORDATA,ACTINOPTERYGII,9195,16,transboundary,None,Vertebrate,"[10,25)"
Fis-113108,Holapogon maximus,ANIMALIA,CHORDATA,ACTINOPTERYGII,3139,9,transboundary,None,Vertebrate,"[3,10)"
Fis-113149,Callionymus margaretae,ANIMALIA,CHORDATA,ACTINOPTERYGII,13119,22,transboundary,None,Vertebrate,"[10,25)"
Fis-113181,Pseudochromis andamanensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,53291,33,transboundary,None,Vertebrate,"[25,51)"
Fis-113182,Pseudochromis elongatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,27334,12,transboundary,None,Vertebrate,"[10,25)"
Fis-113184,Rhabdamia nigrimentum,ANIMALIA,CHORDATA,ACTINOPTERYGII,1104,4,transboundary,None,Vertebrate,"[3,10)"
Fis-113210,Trichonotus halstead,ANIMALIA,CHORDATA,ACTINOPTERYGII,13289,12,transboundary,None,Vertebrate,"[10,25)"
Fis-113258,Parapercis colemani,ANIMALIA,CHORDATA,ACTINOPTERYGII,8040,10,transboundary,None,Vertebrate,"[10,25)"
