iucn_sid,sciname,category,kingdom,phylum,class
198757,Cyclothone braueri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198761,Bathophilus nigerrimus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198762,Borostomias antarcticus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198763,Nerophis maculatus,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
198764,Nerophis ophidion,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198765,Syngnathus acus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198766,Syngnathus phlegon,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
198767,Syngnathus typhle,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198772,Alectis alexandrina,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198774,Parablennius pilicornis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198775,Coelorinchus caelorhincus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198776,Lepadogaster purpurea,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
198920,Neophocaena phocaenoides,VU,ANIMALIA,CHORDATA,MAMMALIA
198921,Mobula birostris,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
199622,Aurigequula fasciata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
199651,Cirripectes heemstraorum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
199659,Albula koreana,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
199660,Upeneus randalli,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
199661,Trimma maiandros,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
199855,Halieutichthys intermedius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
199932,Hemiscyllium freycineti,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
200014,Cephaloscyllium fasciatum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
200714,Holothuria inornata,DD,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
200715,Holothuria fuscogilva,VU,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA
201946,Alosa aestivalis,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII
201947,Alosa mediocris,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
201948,Alosa pseudoharengus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
201996,Ilisha obfuscata,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
201997,Pellona dayi,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
201999,Thryssa kammalensoides,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
202000,Thryssa polybranchialis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
202001,Thryssa stenosoma,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
202053,Dipturus polyommata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
202406,Syngnathus scovelli,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13458323,Synagrops bellus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13458375,Synagrops microlepis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462250,Guentherus altivela,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462325,Ijimaia loppei,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462411,Atherina lopeziana,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462434,Aulopus cadenati,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462491,Bathysaurus ferox,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462628,Parasudis fraserbrunneri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462713,Evermannella melanoderma,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462731,Odontostomops normalops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462737,Gigantura chuni,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462745,Bathymicrops regis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462748,Bathypterois atricolor,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462751,Bathypterois dubius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462757,Bathypterois phenax,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462760,Bathypterois quadrifilis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462763,Bathypterois viridensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462771,Bathytyphlops marionae,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13462777,Ipnops agassizii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485141,Ahliesaurus berryi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485161,Luciosudis normani,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485167,Scopelosaurus argenteus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485284,Scopelosaurus meadi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485312,Omosudis lowii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485395,Dolichosudis fuliginosa,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485398,Lestidiops affinis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485411,Lestidiops cadenati,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485622,Lestrolepis intermedia,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485631,Macroparalepis affinis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485635,Magnisudis atlantica,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485675,Benthalbella infans,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13485856,Scopelarchus guentheri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13486028,Saurida brasiliensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13486169,Synodus synodus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13486199,Trachinocephalus myops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13486222,Batrachoides liberiensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13486345,Perulibatrachus elminensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13486360,Perulibatrachus rossignoli,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13486514,Ablennes hians,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13487141,Strongylura senegalensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13487690,Cheilopogon milleri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13487700,Cheilopogon nigricans,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13487733,Fodiator acutus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13487740,Hirundichthys affinis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
13487874,Prognichthys gibbifrons,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
14134315,Dipturus canutus,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
14134429,Gymnura marmorata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
14134431,Gymnura crebripunctata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
15147715,Alepocephalus agassizii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15147725,Alepocephalus australis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15147740,Alepocephalus bairdii,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
15147791,Asquamiceps hjorti,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15147816,Bajacalifornia megalops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15147860,Bathylaco nigricans,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15147965,Bathyprion danae,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15147977,Bathytroctes michaelsarsi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15148522,Conocara macropterum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15148566,Conocara salmoneum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15148742,Einara macrolepis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15148858,Herwigia kreffti,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15148964,Leptoderma macrops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15149028,Rinoctes nasutus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15149121,Rouleina attrita,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15149175,Talismania homoptera,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15149262,Talismania longifilis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15149335,Xenodermichthys copei,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15307969,Conus desidiosus,LC,ANIMALIA,MOLLUSCA,GASTROPODA
15307971,Conus delanoyae,LC,ANIMALIA,MOLLUSCA,GASTROPODA
15307973,Conus bellocqae,DD,ANIMALIA,MOLLUSCA,GASTROPODA
15307977,Conus cacao,VU,ANIMALIA,MOLLUSCA,GASTROPODA
15521789,Gymnammodytes capensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15521852,Euleptorhamphus velox,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15521875,Hemiramphus balao,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15521927,Hemiramphus brasiliensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15521934,Oxyporhamphus similis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15521985,Scomberesox simulans,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522003,Sardinella rouxi,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522042,Ilisha africana,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522050,Bregmaceros nectabanus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522054,Enchelyopus cimbrius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522061,Bathygadus favosus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522064,Bathygadus macrops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522069,Bathygadus melanobranchus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522073,Cetonurus globiceps,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522095,Coelorinchus labiatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522109,Coelorinchus polli,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522140,Coryphaenoides leptolepis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522143,Coryphaenoides marshalli,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522146,Coryphaenoides paramarshalli,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522149,Coryphaenoides rupestris,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522152,Coryphaenoides zaniophorus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522159,Gadomus longifilis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522187,Nezumia africana,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522201,Nezumia duodecim,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522204,Nezumia micronychodon,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522207,Nezumia milleri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522210,Sphagemacrurus hirundo,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522213,Melanonus zugmayeri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522216,Merluccius capensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522226,Merluccius polli,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522229,Merluccius senegalensis,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522233,Laemonema laureysi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522236,Laemonema yarrellii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522264,Physiculus cyanostrophus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522267,Physiculus huloti,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15522270,Physiculus microbarbata,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598524,Benthosema suborbitale,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598540,Bolinichthys distofax,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598550,Centrobranchus nigroocellatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598596,Ceratoscopelus warmingii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598621,Diaphus bertelseni,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598630,Diaphus brachycephalus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598639,Diaphus effulgens,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598666,Diaphus fragilis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598669,Diaphus hudsoni,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598672,Diaphus lucidus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598700,Diaphus meadi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598704,Diaphus ostenfeldi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598778,Diaphus perspicillatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598791,Diaphus splendidus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598799,Diaphus subtilis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598809,Diaphus taaningi,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598812,Diaphus termophilus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598815,Hygophum macrochir,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598887,Hygophum reinhardtii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598938,Hygophum taaningi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598948,Lampadena anomala,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598951,Lampadena chavesi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598954,Lampadena dea,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598957,Lampadena luminosa,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15598976,Lampanyctodes hectoris,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599060,Lampanyctus alatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599064,Lampanyctus australis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599067,Lampanyctus festivus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599070,Lampanyctus intricarius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599078,Lampanyctus tenuiformis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599092,Lampichthys procerus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599123,Lepidophanes gaussi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599136,Lepidophanes guentheri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15599150,Myctophum affine,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15600450,Myctophum asperum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15600453,Myctophum nitidulum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15600713,Myctophum obtusirostre,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15600720,Myctophum phengodes,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15600727,Myctophum selenops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15600731,Nannobrachium atrum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15600738,Nannobrachium cuprarium,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601157,Nannobrachium isaacsi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601865,Notoscopelus caudispinosus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601872,Notoscopelus resplendens,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601881,Scopelopsis multipunctatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601887,Symbolophorus barnardi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601894,Symbolophorus boops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601902,Taaningichthys minimus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601905,Taaningichthys paurolychnus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601909,Neoscopelus macrolepidotus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601913,Scopelengys tristis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601916,Glossanodon polli,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601920,Bathylagichthys problematicus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601934,Leptochilichthys agassizii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601937,Nansenia atlantica,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601940,Nansenia tenera,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601959,Cepola pauciradiata,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601962,Epigonus pandionis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
15601976,Sphyraena afra,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16405644,Anchoa cayorum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16405685,Anchoa cubana,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406269,Anchoa filifera,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406327,Anchoa hepsetus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406486,Anchoa januaria,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406525,Anchoa lamprotaenia,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406554,Anchoa spinifer,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406635,Anchoa trinitatis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406679,Anchovia clupeoides,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406919,Anchoviella blackburni,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406934,Anchoviella perfasciata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406968,Antennarius pauciradiatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16406979,Antennarius striatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16407002,Anthias nicholsi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16407017,Choranthias tenuis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16407132,Antigonia capros,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16407217,Argentina striata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16407630,Ariomma bondi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16407645,Ariomma regulus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16410217,Atherinella beani,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16410245,Atherinella blackburni,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16411567,Atherinella brasiliensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16417341,Atherinella milleri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16421352,Aulostomus maculatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16425187,Bembrops anatirostris,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16425314,Bembrops gobioides,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16425354,Beryx splendens,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16425572,Bregmaceros cantori,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16425603,Bregmaceros houdei,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16427324,Brotula barbata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16427369,Bullisichthys caribbaeus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16427386,Calamopteryx robinsorum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16431725,Caranx bartholomaei,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16431737,Caranx ruber,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16431757,Caranx lugubris,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16431946,Carapus bermudensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16431990,Caulolatilus chrysops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16432073,Caulolatilus guppyi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16432098,Caulolatilus intermedius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16433850,Centropristis ocyurus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16433946,Centropristis philadelphica,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16435325,Centropristis striata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16435530,Chaetodipterus faber,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16435778,Diplogrammus pauciradiatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16437187,Chloroscombrus chrysurus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16439367,Cubiceps pauciradiatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16439848,Decapterus punctatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16439926,Diplectrum formosum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16440016,Engraulis eurystole,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16440027,Elagatis bipinnulata,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16440083,Echeneis neucratoides,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16440965,Erythrocles monodi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441120,Hypoatherina harringtonensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441303,Membras analis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441433,Membras argentea,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441575,Menidia menidia,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441631,Saurida caribbaea,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441651,Saurida normani,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441677,Saurida suspicio,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441698,Synodus foetens,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441738,Opsanus tau,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441799,Porichthys pauciradiatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441862,Porichthys plectrodon,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441865,Sanopus barbatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16441948,Sanopus johnsoni,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16442003,Thalassophryne maculosa,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16442013,Thalassophryne megalops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16442081,Hemiramphus bermudensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16442472,Holocentrus adscensionis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16442487,Holocentrus rufus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16442540,Myripristis jacobus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16443048,Neoniphon marianus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16443217,Ostichthys trachypoma,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16443285,Plectrypops retrospinis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16447362,Sargocentron bullisi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16447568,Sargocentron coruscum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16447855,Sargocentron hastatum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16447988,Sargocentron poco,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16449034,Sargocentron vexillarium,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16449531,Gephyroberyx darwinii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16449654,Harengula clupeola,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16449708,Harengula humeralis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16465921,Jenkinsia stolifera,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16465952,Odontognathus compressus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16465969,Odontognathus mucronatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16466100,Opisthonema oglinum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16466246,Sardinella brasiliensis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16466332,Pellona harroweri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16466377,Merluccius albidus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16466393,Merluccius bilinearis,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII
16467178,Fowlerichthys radiosus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501552,Ogilbia mccoskeri,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501568,Ogilbia sabaji,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501591,Ogilbia tyleri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501708,Ogilbichthys longimanus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501727,Ogilbichthys microphthalmus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501736,Ogilbichthys puertoricoensis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501751,Ogilbichthys tobagoensis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501791,Pseudogilbia sanblasensis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
16501868,Lepophidium brevibarbe,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16502064,Lepophidium pheromystax,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16502093,Lepophidium profundorum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16503587,Lepophidium staurophor,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505486,Ophidion antipholus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505522,Ophidion dromio,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505616,Ophidion guianense,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505619,Ophidion holbrookii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505650,Ophidion josephi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505782,Ophidion lagochila,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505842,Ophidion selenops,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505916,Otophidium chickcharney,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505933,Otophidium dormitator,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
16505959,Otophidium omostigma,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
