iucn_sid,sciname,category,kingdom,phylum,class
161449,Scyliorhinus torrei,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161450,Parmaturus lanatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161451,Mustelus albipinnis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161452,Amblyraja badia,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161453,Dasyatis pastinaca,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161454,Bathyraja isotrachys,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161455,Cephalurus cephalus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161456,Squatina formosa,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161457,Pseudobatos glaucostigmus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161458,Scyliorhinus garmani,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161459,Raja maderensis,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161460,Galeus cadenati,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161461,Leucoraja fullonica,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161462,Bathyraja diplotaenia,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161463,Rhinoptera marginata,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161464,Leucoraja circularis,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161465,Pastinachus solocirostris,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161466,Raja inornata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161468,Eridacnis radcliffei,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161469,Squalus raoulensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161470,Apristurus indicus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161471,Bathyraja parmifera,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161473,Galeus longirostris,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161475,Hydrolagus lusitanicus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161476,Acroteriobatus variegatus,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
161477,Malacoraja senta,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161478,Rhinobatos annandalei,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161479,Galeus arae,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161480,Mustelus mosis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161481,Schroederobatis americana,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161483,Hongeo koreana,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161484,Scyliorhinus stellaris,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161485,Mustelus punctulatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161486,Bathyraja spinosissima,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161487,Okamejei meerdervoortii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161488,Halaelurus boesemani,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161489,Dentiraja lemprieri,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161490,Amblyraja georgiana,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161491,Amblyraja jenseni,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161492,Leucoraja wallacei,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161493,Okamejei philipi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161494,Springeria longirostris,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161495,Fontitrygon margarita,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161496,Spiniraja whitleyi,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161497,Parmaturus melanobranchus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161498,Galeus springeri,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161499,Ctenacis fehlmanni,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161500,Brochiraja microspinifera,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161501,Iago omanensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161502,Fenestraja maceachrani,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161504,Bathyraja tunae,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161505,Maculabatis toshi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161506,Paragaleus randalli,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161507,Hemitriakis japanica,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161508,Centroscyllium ritteri,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161509,Parmaturus albimarginatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161510,Mobula rochebrunei,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161512,Rajella fuliginea,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161513,Taeniurops grabata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161514,Dipturus oregoni,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161515,Poroderma pantherinum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161516,Gymnura tentaculata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161517,Etmopterus lucifer,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161518,Mustelus norrisi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161519,Zanobatus schoenleinii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161520,Fontitrygon margaritella,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161521,Centroscyllium fabricii,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161522,Neoraja carolinensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161523,Narcine lingula,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161524,Carcharhinus isodon,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161525,Squatina tergocellatoides,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161526,Carcharhinus albimarginatus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161527,Breviraja colesi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161528,Rostroraja bahamensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161529,Bathyraja maccaini,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161530,Rhinoptera neglecta,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161531,Holohalaelurus grennian,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161532,Okamejei hollandi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161533,Hemitrygon bennetti,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161534,Rhinoraja kujiensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161535,Dipturus gudgeri,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161536,Squalus blainville,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161537,Okamejei mengae,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161539,Hemigaleus australiensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161540,Maculabatis pastinacoides,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161541,Urotrygon reticulata,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161542,Amblyraja radiata,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161543,Paragaleus tengi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161544,Schroederichthys maculatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161545,Narcine prodorsalis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161546,Urogymnus lobistomus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161547,Pateobatis uarnacoides,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161548,Orbiraja powelli,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161549,Deania hystricosa,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161550,Brochiraja albilabiata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161551,Deania profundorum,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161552,Somniosus longus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161553,Insentiraja subtilispinosa,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161554,Narcine insolita,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161555,Acroteriobatus leucospilus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161556,Dactylobatus armatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161557,Chiloscyllium hasselti,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161558,Squatina japonica,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161559,Notoraja ochroderma,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161560,Narcine maculata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161561,Bathyraja smithii,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161562,Torpedo bauchotae,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161563,Orectolobus japonicus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161564,Carcharhinus altimus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161565,Dipturus garricki,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161566,Maculabatis gerrardi,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161567,Galeus nipponensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161568,Myliobatis freminvillii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161569,Myliobatis aquila,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161570,Lamiopsis temminckii,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161571,Mustelus widodoi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161574,Holohalaelurus regani,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161575,Rhinoraja longicauda,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161576,Hemitrygon sinensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161577,Arhynchobatis asperrimus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161578,Centroscyllium ornatum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161580,Tetronarce nobiliana,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161581,Parmaturus pilosus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161582,Megatrygon microps,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161583,Scymnodalatias garricki,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161584,Fenestraja atripinna,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161585,Etmopterus decacuspidatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161586,Raja straeleni,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161587,Rajella fyllae,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161589,Platyrhina sinensis,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161591,Cephaloscyllium silasi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161592,Fenestraja mamillidens,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161593,Heteronarce prabhui,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161594,Bathyraja violacea,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161595,Beringraja rhina,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161596,Aptychotrema rostrata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161597,Alopias pelagicus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161598,Pateobatis hortlei,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161599,Raja miraletus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161600,Bathyraja taranetzi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161601,Dipturus doutrei,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161602,Brochiraja asperula,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161603,Anacanthobatis nanhaiensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161604,Leucoraja yucatanensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161605,Notoraja tobitukai,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161606,Cirrhoscyllium japonicum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161607,Narke dipterygia,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161608,Tetronarce formosa,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161610,Dipturus teevani,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161611,Glyphis siamensis,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
161612,Bathyraja smirnovi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161614,Narke capensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161615,Pateobatis fai,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161616,Chiloscyllium burmensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161617,Dipturus johannisdavesi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161618,Hemitrygon laevigata,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161619,Bathyraja meridionalis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161620,Hypanus rudis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161621,Himantura undulata,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161622,Rajella kukujevi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161623,Bathyraja fedorovi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161624,Benthobatis yangi,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161625,Halaelurus quagga,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161626,Leucoraja naevus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161628,Narcine tasmaniensis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161629,Raja stellulata,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161630,Gymnura japonica,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161631,Leucoraja ocellata,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161632,Heteronarce bentuviai,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161633,Mustelus manazo,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161634,Pristiophorus japonicus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161635,Deania quadrispinosa,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161636,Okamejei acutispina,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161637,Dipturus australis,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161638,Squatina legnota,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161639,Paragaleus leucolomatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161640,Mustelus lunulatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161641,Bathyraja hesperafricana,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161642,Fenestraja plutonia,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161643,Dasyatis chrysonota,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161644,Halaelurus maculosus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161645,Okamejei kenojei,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161646,Narcine rierai,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161647,Notoraja hirticauda,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161648,Mustelus henlei,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161649,Etmopterus brachyurus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161650,Haploblepharus pictus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161651,Orectolobus parvimaculatus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161652,Holohalaelurus favus,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161653,Dipturus springeri,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161655,Irolita waitii,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161656,Fenestraja sinusmexicanus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161658,Rostroraja eglanteria,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161659,Bathyraja irrasa,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161660,Narcine atzi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161661,Bathyraja aleutica,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161662,Rhizoprionodon longurio,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161663,Heteronarce mollis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161664,Orectolobus floridus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161665,Narke japonica,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161666,Neoraja caerulea,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161667,Haploblepharus kistnasamyi,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES
161668,Squalus lalannei,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161669,Beringraja pulchra,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161670,Anacanthobatis stenosoma,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161672,Apristurus sibogae,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161673,Raja polystigma,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161674,Hexatrygon bickelli,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161675,Holohalaelurus punctatus,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES
161676,Tetronarce tokionis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161677,Rhinobatos lionotus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161679,Cirrhoscyllium formosanum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161680,Halaelurus buergeri,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161681,Springeria folirostris,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161682,Cruriraja rugosa,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161683,Bathyraja microtrachys,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161685,Leucoraja leucosticta,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161686,Rostroraja texana,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161688,Brochiraja aenigma,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161689,Urotrygon aspidura,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161690,Narcine oculifera,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161691,Raja brachyura,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161692,Himantura uarnak,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161693,Fenestraja cubensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161694,Rostroraja equatorialis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161695,Chaenogaleus macrostoma,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161696,Alopias superciliosus,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161697,Acroteriobatus ocellatus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161700,Narcine lasti,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161701,Bathyraja trachouros,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161702,Rajella purpuriventralis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161703,Squalus bucephalus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161704,Leucoraja compagnoi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161705,Galeus murinus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161706,Bathyraja kincaidii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161707,Paragaleus pectoralis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161708,Breviraja spinosa,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161709,Orectolobus halei,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161710,Cruriraja andamanica,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161711,Cruriraja poeyi,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161712,Cruriraja atlantis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161713,Rhinobatos schlegelii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161714,Heterodontus japonicus,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161715,Mustelus griseus,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161716,Narcine entemedor,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161717,Scymnodon ringens,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161718,Dipturus olseni,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161720,Heterodontus omanensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161721,Rajella annandalei,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161722,Bathyraja bergi,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161724,Cephaloscyllium umbratile,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161725,Okamejei schmidti,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161726,Parmaturus albipenis,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161728,Brevitrygon imbricata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161729,Dipturus nidarosiensis,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161730,Urotrygon munda,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161731,Pteroplatytrygon violacea,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161732,Galeus antillensis,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161733,Proscyllium habereri,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161735,Okamejei boesemani,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161736,Atelomycterus baliensis,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161737,Mobula hypostoma,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161738,Dipturus macrocauda,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161739,Bathyraja eatonii,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161740,Centroscyllium excelsum,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161741,Hemitrygon navarrae,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161742,Rhinoraja odai,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES
161743,Pseudobatos lentiginosus,NT,ANIMALIA,CHORDATA,CHONDRICHTHYES
161744,Pateobatis jenkinsii,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161745,Temera hardwickii,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161746,Heteronarce garmani,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES
161747,Urotrygon nana,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
161748,Dasyatis marmorata,DD,ANIMALIA,CHORDATA,CHONDRICHTHYES
165290,,,,,
165607,Chaetodon falcula,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165608,Heniochus pleurotaenia,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165609,Chaetodon larvatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165610,Chaetodon leucopleura,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165611,Chaetodon ocellatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165612,Chaetodon zanzibarensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165613,Prognathodes brasiliensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165614,Roa jayakari,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165615,Chaetodon mertensii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165616,Chelmon marginalis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165617,Hemitaurichthys multispinosus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165618,Chaetodon mesoleucos,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165619,Chaetodon guttatissimus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165620,Chaetodon burgessi,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165621,Prognathodes aya,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165622,Heniochus singularius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165623,Chaetodon octofasciatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165624,Chaetodon triangulum,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165625,Chaetodon paucifasciatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165626,Heniochus acuminatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165627,Prognathodes aculeatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165628,Chaetodon kleinii,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165630,Chaetodon vagabundus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165631,Chaetodon auriga,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165632,Chaetodon punctatofasciatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165633,Johnrandallia nigrirostris,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165634,Chaetodon austriacus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165635,Chaetodon humeralis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165636,Chaetodon nippon,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165637,Chaetodon striatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165638,Chaetodon meyeri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165639,Roa excelsa,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165640,Heniochus chrysostomus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165641,Chaetodon ornatissimus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165642,Chaetodon madagaskariensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165643,Chaetodon selene,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165644,Prognathodes guezei,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
165645,Prognathodes guyotensis,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII
165646,Prognathodes guyanensis,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165647,Chaetodon pictus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165648,Chaetodon decussatus,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165649,Chaetodon gardineri,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165650,Heniochus monoceros,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165651,Chaetodon lunula,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
165652,Heniochus varius,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII
