iucn_spp_group,iucn_sid,class,iucn_sciname,am_sid,am_sciname,am_reviewed,am_sid_old,kingdom,redlist_category,iucn_sid_other
NA,NA,Actinopterygii,NA,Fis-62618,Scorpis lineolata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62621,Aplodactylus etheridgii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62638,Aseraggodes bahamondei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62640,Norfolkia squamiceps,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62642,Enneapterygius rufopileus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62646,Peltorhamphus latus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62710,Notograptus guttatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62716,Callionymus keeleyi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62718,Callionymus neptunius,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62719,Callionymus russelli,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62720,Synchiropus bartelsi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62735,Amblyeleotris novaecaledoniae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62736,Amblygobius esakiae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62751,Callogobius clitellus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62752,Callogobius hastatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62753,Ctenogobiops maculosus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62758,Gobiodon heterospilos,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62764,Lophogobius bleekeri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62765,Myersina lachneri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62771,Pleurosicya plicata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62772,Trimma hoesei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62775,Calumia profunda,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62779,Eleotris acanthopoma,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62782,Boleophthalmus birdsongi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62801,Aseraggodes normani,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62808,Eumicrotremus taranetzi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62809,Awaous lateristriga,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62818,Aioliops novaeguineae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62819,Parioglossus philippinus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62820,Tyson belos,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62823,Pempheris multiradiata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62834,Ilisha lunula,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62836,Polyipnus unispinus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62843,Trachyscorpia cristulata cristulata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62845,Ebinania costaecanariae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62853,Girella freminvillii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-62855,Dasyatis geijskesi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62865,Echiodon drummondii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62876,Chirophryne xenolophus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62878,Acanthocepola krusensternii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62883,Lycodes gracilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62885,Micrenophrys lilljeborgii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-62889,Rhynchobatus luebberti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62896,Suggrundus meerdervoortii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62908,Pempheris molucca,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62912,Parapercis schauinslandii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62913,Diplectrum sciurus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62914,Haemulon scudderii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62925,Chilorhinus suensonii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62927,Pomadasys perotaei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62936,Mulloidichthys pfluegeri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62940,Triglops pingelii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62941,Cynomacrurus piriei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62944,Bothrocara hollandi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62945,Zoarces americanus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-62946,Lycodes albonotatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63043,Starksia fasciata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63045,Enneanectes jordani,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63049,Gymnothorax australicola,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63089,Stomias boa ferox,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Holocephali,NA,Fis-63099,Hydrolagus pallidus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63101,Coryphaenoides brevibarbis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63107,Trachyrincus murrayi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63121,Bythites islandicus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63129,Linophryne algibarbata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63133,Psychrolutes subspinosus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63137,Rhodichthys regina,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63149,Protomyctophum arcticum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-6315,Corvula batabana,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63152,Neocyttus helgae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-6322,Corvula sanctaeluciae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-63232,Breviraja spinosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-63248,Atlantoraja cyclophora,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-63249,Anacanthobatis americana,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-63250,Gurgesiella atlantica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-63251,Urotrygon microphthalmum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-63252,Diplobatis pictus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63258,Gymnothorax conspersus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63259,Dysommina rugosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63267,Coloconger meadi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63270,Bathycongrus bullisi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63277,Chironemus georgianus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63280,Zesticelus ochotensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63288,Selenoscopus turbisquamatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63533,Lonchopisthus lemur,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63587,Guavina guavina,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63638,Gerres methueni,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63650,Careproctus simus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63656,Trachonurus robinsi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63658,Trachonurus gagates,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63683,Johnius fuscolineatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63724,Eleotris amblyopsis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63726,Johnius dorsalis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63788,Priolepis psygmophilia,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63852,Trimma filamentosus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63854,Trimma avidori,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63861,Trimma mendelssohni,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63864,Trimma sheppardi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63874,Trimma benjamini,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63884,Centrodraco nakaboi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Cephalaspidomorphi,NA,Fis-63912,Lethenteron camtschaticum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63950,Centrodraco oregonus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63956,Centrodraco rubellus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-63996,Centrodraco striatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64113,Lepidotrigla bispinosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64115,Grammoplites suppositus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-64122,Raja pita,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64132,Microgobius meeki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64133,Microgobius signatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64137,Arnoglossus micrommatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64153,Peprilus paru,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64212,Serrivomer beanii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64476,Omosudis lowii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64506,Physiculus fulvus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64523,Laemonema barbatulum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64559,Nezumia suilla,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64560,Nezumia cyrano,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64564,Dicrolene introniger,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64565,Thalassophryne nattereri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64566,Porichthys bathoiketes,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64567,Monomitopus agassizii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64625,Maxillicosta raoulensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64631,Ocosia apia,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64634,Lepidotrigla brachyoptera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64694,Ogcocephalus notatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64696,Ogcocephalus pumilus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64697,Melanocetus johnsonii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64711,Gigantactis macronema,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64719,Rondeletia bicolor,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-64776,Synagrops spinosus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-6547,Brachaelurus colcloughi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-6652,Figaro boardmani,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-6932,Ambassis kopsii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-6933,Paralabrax dewegeri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-7217,Anguilla labiata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-7508,Pomadasys multimaculatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-7579,Chelon macrolepis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-7625,Dinoperca petersi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-7669,Remora albescens,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-7854,Muraena augusti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-7929,Argyropelecus olfersii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-8227,Polypera greeni,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-8265,Dicologlossa cuneata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Elasmobranchii,NA,Fis-8339,Stegostoma fasciatum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-8344,Alectis indica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-8951,Anguilla bicolor,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-939,Notarius grandicassis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-9630,Pareques acuminatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-9674,Parupeneus trifasciatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-9681,Malthopsis lutea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-9837,Citharoides macrolepis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-106,Stichodactyla tapetum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1246,Anthopleura artemisia,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1267,Metridium farcimen,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1300,Anthopleura thallia,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1402,Telmatactis cricoides,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1420,Telmatactis forskalii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1431,Anthopleura xanthogrammica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-15,Heteractis aurora,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1713,Gonactinia prolifera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1733,Protanthea simplex,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1743,Halcurias pilatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1870,Alicia mirabilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-1985,Diadumene cincta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-2008,Nemanthus annamensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-2131,Cereus pedunculatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-2314,Boloceroides mcmurrichi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-2453,Phymactis clematis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-2476,Phymactis papillosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-263,Edwardsianthus pudica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-2766,Adamsia palliata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-2829,Calliactis parasitica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-3014,Phellia exlex,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-311,Triactis producta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-35,Actinodendron plumosum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-3591,Anemonactis mazeli,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-3754,Actinia equina,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-378,Galatheanthemum profundale,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-3898,Epiactis prolifera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-394,Dactylanthus antarcticus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-4213,Antholoba achates,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-442,Maractis rimicarivora,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-4580,Calliactis polypus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-4654,Sagartiogeton undatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-4776,Hormathia pectinata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-48,Cryptodendrum adhaesivum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-483,Anthopleura sola,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-4853,Actinauge richardi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-498,Halcampoides abyssorum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-5076,Sagartia elegans,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-5105,Cereus herpetodes,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-5162,Anthothoe chilensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-5236,Metridium senile,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-5298,Aiptasia mutabilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-5342,Telmatactis decora,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-5872,Sagartia troglodytes,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-5992,Halcampoides purpurea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-6294,Anemonia sulcata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-6439,Anemonia viridis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-6976,Isotealia antarctica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-7215,Parantheopsis ocellata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-7229,Condylactis aurantiaca,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-7312,Cribrinopsis fernaldi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-7425,Capnea sanguinea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-7478,Bunodeopsis strumosa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Anthozoa,NA,Hex-83,Heteractis magnifica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Not assigned,NA,ITS-1382,Brachytrichia quoyi,NA,NA,BACTERIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154523,Sipunculus nudus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154544,Sipunculus phalloides,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154545,Sipunculus polymyotus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154557,Xenosiphon branchiatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154593,Siphonomecus multicinctus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154601,Golfingia margaritacea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154611,Golfingia vulgaris,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154625,Golfingia elongata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154637,Golfingia capensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154664,Golfingia iniqua,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154682,Golfingia muricaudata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154685,Thysanocardia nigra,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154727,Nephasoma abyssorum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154728,Nephasoma bulbosum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154731,Nephasoma eremita,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154732,Nephasoma flagriferum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154747,Phascolion collare,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154748,Phascolion convestitum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154751,Phascolion hedraeum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154757,Phascolion lutense,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154780,Themiste dehamata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154782,Themiste alutacea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Sipunculidea,NA,ITS-154794,Themiste pyroides,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Phascolosomatidea,NA,ITS-154808,Aspidosiphon albus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Phascolosomatidea,NA,ITS-154810,Aspidosiphon misakiensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Phascolosomatidea,NA,ITS-154811,Aspidosiphon muelleri,NA,NA,ANIMALIA,aquamaps_only,NA
