iucn_spp_group,iucn_sid,class,iucn_sciname,am_sid,am_sciname,am_reviewed,am_sid_old,kingdom,redlist_category,iucn_sid_other
NA,NA,Crinoidea,NA,Chn-9ef9df3b-6207-4680-8f1a-c503ede801f8,Cyllometra manca,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-a950d9ab-57f4-46c8-899c-f432262701d4,Spiropagurus spiriger,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-ad8809bb-42d3-4efb-9e18-86438763254f,Manningia australiensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Crinoidea,NA,Chn-ada48df7-2439-4cc7-90ad-92bebf5d5407,Neometra alecto,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-ae156111-0d32-4a94-8720-9d7733c99831,Birgus latro,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-ae1e5fbc-a8f3-4769-930f-a9ee579cc61b,Paramunida scabra,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-aeb653ab-6477-483a-bf1e-211cc80a18b3,Anchisquilla fasciata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-af5aeff7-d489-44d6-829b-33a5aeefe39e,Faughnia serenei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-b0bf9541-4c48-46f9-9f39-7e472c527992,Haptosquilla glyptocercus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Crinoidea,NA,Chn-b6aab914-ac7d-46e9-aeeb-e00ab2a64a40,Amphimetra laevipinna,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-bc491994-c9e7-4370-9312-38d8eccf4014,Oratosquillina interrupta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Maxillopoda,NA,Chn-c03cfb65-01dc-40d6-9859-1dacbb967008,Striatobalanus amaryllis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-c0b96bcd-a248-4a2d-ba80-d1c9d13b890b,Lophosquilla costata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Maxillopoda,NA,Chn-c41e3e0e-fc12-46eb-a63e-e66e20ec713f,Pyrgoma cancellatum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-c52065c0-9805-4194-99b0-c065a99ff036,Shinkaia crosnieri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-c61bf079-7d77-4066-b959-af45ce76b7c7,Coronidopsis serenei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Crinoidea,NA,Chn-c8256144-85c0-4e67-8d9e-66bddaa9fc7c,Catoptometra magnifica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-d7711d01-207c-4063-b5b0-39ea5a6af39b,Mesacturus furcicaudatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-d879fd7e-8358-430b-9b8f-974a10d1a38d,Quollastria gonypetes,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-d99f6747-b64f-4916-8b24-df588e80e148,Galacantha valdiviae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Crinoidea,NA,Chn-dafffb15-39ca-4fb2-b129-51299d9f42a2,Pterometra trichopoda,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-dce6b77a-03cc-433c-84ea-87a6bf910860,Lissoporcellana spinuligera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-dd8f0e66-32f6-41d8-b6aa-eaca7bf2fff4,Clorida denticauda,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-e255742b-b365-4757-9d21-e0f81f32bfbc,Siamosquilla laevicaudata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Maxillopoda,NA,Chn-e2a039b7-163b-4573-a5b0-3950d5824678,Amphibalanus amphitrite,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Crinoidea,NA,Chn-e5f20c3d-2d0d-4256-9f09-7dbb355b4149,Zygometra comata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-ef0da0c6-5191-4986-8433-7c7da5e62cd3,Harpiosquilla melanoura,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-eff8756a-9d9f-4430-886b-4a0badfed55d,Paralbunea dayriti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-f031838d-0a64-4288-8d25-04c0ab44ad67,Crosnierita yante,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-f032dfea-b70b-431e-a2d5-9540e96a5263,Chorisquilla pococki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-f0468771-49d3-4d4b-a479-b094f979105b,Lissoporcellana streptochiroides,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-f3828601-b430-4ef9-bed4-072a275b42fa,Paramunida proxima,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-f41af29f-5e40-4cb4-8862-220e6e64b329,Michelopagurus limatulus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-f530af20-5532-4197-9324-3417559a8a5e,Fallosquilla fallax,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Crinoidea,NA,Chn-fb2dd6bd-a63d-4bf0-9ba2-c98db8474306,Lamprometra palmata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Malacostraca,NA,Chn-fe4cfc67-6edb-4c41-81d4-41b7ec6a8391,Laomedia astacina,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Branchiopoda,NA,Cla-29190,Penilia avirostris,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10199,Pseudanthias evansi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10312,Parupeneus macronemus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10405,Jaydia queketti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10407,Apogonichthyoides nigripinnis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10471,Ellochelon vaigiensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10690,Apodichthys fucorum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10767,Asterorhombus intermedius,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10768,Glyptocephalus zachirus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10896,Coelorinchus occa,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10903,Coelorinchus canus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10950,Parascorpaena picta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10975,Brachirus orientalis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10984,Haemulon maculicauda,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-1099,Sarda lineolata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-10993,Scorpaena mystes,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-11214,Arnoglossus macrolophus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112180,Heteroconger klausewitzi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112194,Brotula ordwayi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112197,Ogilbia deroyi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-11256,Limanda aspera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112580,Prionotus beanii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112582,Peristedion truncatum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112590,Peristedion ecuadorense,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112634,Bathysolea polli,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112639,Bathysolea lagarderae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112688,Pontinus helena,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112689,Scorpaena agassizii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112702,Laemonema robustum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112703,Lepidion guentheri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112706,Bellator ribeiroi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112710,Holcomycteronus squamosus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112716,Bidenichthys consobrinus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112720,Haplocylix littoreus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112726,Gastroscyphus hectoris,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112746,Trachelochismus pinnulatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112752,Diplocrepis puniceus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112758,Gastrocyathus gracilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112761,Trachelochismus melobesia,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112766,Dellichthys morelandi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112772,Gobiopsis atrata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112789,Notoclinops caerulepunctus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112790,Notoclinops segmentatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112792,Cryptichthys jojettae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112793,Bellapiscis medius,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112797,Gobius ater,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112799,Ruanoho decemdigitatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112801,Gobius bucchichi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112804,Gobius roulei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112805,Gobius vittatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112813,Cynoscion similis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112814,Echiodon dentatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112819,Scorpaenodes arenai,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112822,Bathyclupea argentea,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112823,Pseudoscopelus scriptus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112833,Apopterygion alta,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112843,Apopterygion oculus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112881,Forsterygion malcolmi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112883,Karalepis stewarti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112889,Snyderina guentheri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112891,Minous dempsterae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112892,Minous inermis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112893,Kumococius rodericensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112894,Sorsogona melanoptera,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112898,Sorsogona nigripinna,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112899,Cirrhitichthys calliurus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112901,Parupeneus margaritatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112902,Upeneus pori,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112905,Moolgarda pedaraki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112910,Pomadasys punctulatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112915,Callionymus carebares,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112916,Callionymus erythraeus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112918,Callionymus hindsii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112933,Diplogrammus pygmaeus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112941,Callogobius bifasciatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112946,Coryogalops adamsoni,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112956,Coryogalops anomolus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112980,Cryptocentroides arabicus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112982,Eviota pardalota,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-112985,Gobiodon reticulatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113002,Lobulogobius omanensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113003,Gobiopsis canalis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113005,Palutrus meteori,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113007,Priolepis randalli,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113054,Uranoscopus dollfusi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113062,Parapercis maculata,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113070,Bathygobius meggitti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113074,Canthidermis macrolepis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113082,Thamnaconus melanoproctes,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113085,Pseudanthias townsendi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113108,Holapogon maximus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113149,Callionymus margaretae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113153,Ogilbia ventralis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113158,Arcos erythrops,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113162,Arcos rhodospilus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113165,Gobiesox adustus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113181,Pseudochromis andamanensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113182,Pseudochromis elongatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113184,Rhabdamia nigrimentum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113210,Trichonotus halstead,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113235,Pseudanthias olivaceus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113258,Parapercis colemani,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113272,Amblyeleotris yanoi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113283,Amblyeleotris masuii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113287,Psilogobius mainlandi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113288,Phthanophaneron harveyi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113302,Axoclinus cocoensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113313,Axoclinus lucillae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113326,Axoclinus nigricaudus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113332,Bellapiscis lesleyae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113384,Lonchopisthus sinuscalifornicus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113413,Eucinostomus dowii,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113426,Apogon retrosella,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113429,Apogon atricaudus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113438,Crocodilichthys gracilis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113441,Enneanectes reticulatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113453,Lepidonectes clarkhubbsi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113462,Dactyloscopus pectoralis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113467,Gillellus arenicola,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113480,Gillellus searcheri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113495,Gillellus semicinctus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113497,Heteristius cinctus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113503,Platygillellus altivelis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113504,Platygillellus bussingi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113505,Exerpes asper,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113513,Malacoctenus ebisui,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113545,Paraclinus sini,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113546,Paraclinus tanygnathus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113548,Starksia fulva,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113550,Starksia galapagensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113553,Starksia spinipenis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113558,Xenomedea rhodopyga,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113559,Acanthemblemaria balanorum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113560,Acanthemblemaria crockeri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113577,Acanthemblemaria exilispinus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113583,Acanthemblemaria hancocki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113588,Acanthemblemaria macrospilus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113601,Chaenopsis deltarrhis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113607,Coralliozetus micropes,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113613,Coralliozetus rosenblatti,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113620,Coralliozetus springeri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113633,Malacoctenus hubbsi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113645,Ekemblemaria myersi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113667,Emblemaria hypacanthus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113669,Emblemaria nivipes,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-11367,Coelorinchus acanthiger,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113671,Emblemaria piratica,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113673,Emblemaria walkeri,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113675,Mccoskerichthys sandae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113679,Enneapterygius niger,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113680,Stathmonotus sinuscalifornici,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-11369,Coelorinchus aconcagua,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113698,Enneapterygius atrogulare,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113707,Aruma histrio,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113726,Cerdale ionthas,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113732,Barbulifer pantherinus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113736,Bollmannia gomezi,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113740,Chriolepis minutillus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113745,Chriolepis zebra,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113782,Microgobius miraflorensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113787,Microgobius tabogensis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-11380,Coelorinchus biclinozonalis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113814,Parrella maxillaris,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113821,Pycnomma semisquamatum,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113822,Microgobius emblematicus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113825,Lythrypnus rhizophora,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113838,Lythrypnus pulchellus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113842,Lythrypnus insularis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113852,Gobiosoma chiquita,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113878,Gobulus hancocki,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113900,Microgobius erectus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113904,Microgobius brevispinis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113908,Elacatinus puncticulatus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113918,Ceratobregma acanthops,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113923,Ctenogobius sagittula,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113926,Ctenogobius manglicola,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113929,Ceratobregma helenae,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113951,Microgobius cyclolepis,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113956,Microgobius curtus,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-113987,Tomicodon boehlkei,NA,NA,ANIMALIA,aquamaps_only,NA
NA,NA,Actinopterygii,NA,Fis-114007,Enneapterygius gracilis,NA,NA,ANIMALIA,aquamaps_only,NA
