kingdom,phylum,class_iucn,iucn_sid,iucn_sciname,iucn_sid_other,redlist_category,am_sid,am_sciname,class_am,am_sid_old
ANIMALIA,Chordata,Actinopterygii,193139,Eviota distigma,NA,LC,Fis-32263,Eviota distigma,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193131,Eviota fasciola,NA,LC,Fis-32264,Eviota fasciola,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193011,Eviota herrei,NA,DD,Fis-32265,Eviota herrei,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193152,Eviota lachdeberei,NA,LC,Fis-32266,Eviota lachdeberei,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193235,Eviota latifasciata,NA,LC,Fis-32267,Eviota latifasciata,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193237,Eviota melasma,NA,LC,Fis-32268,Eviota melasma,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193245,Eviota nebulosa,NA,LC,Fis-32269,Eviota nebulosa,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,192997,Eviota pellucida,NA,LC,Fis-32270,Eviota pellucida,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193025,Eviota queenslandica,NA,LC,Fis-32273,Eviota queenslandica,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193175,Eviota saipanensis,NA,LC,Fis-32274,Eviota saipanensis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193078,Eviota sigillata,NA,LC,Fis-32276,Eviota sigillata,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,193251,Bryaninops tigris,NA,LC,Fis-32281,Bryaninops tigris,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67853143,Synodus binotatus,NA,LC,Fis-32290,Synodus binotatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,155153,Atherion elymus,NA,LC,Fis-32296,Atherion elymus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67871020,Myripristis kuntee,NA,LC,Fis-32298,Myripristis kuntee,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154850,Myripristis pralinia,NA,LC,Fis-32300,Myripristis pralinia,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67871084,Myripristis violacea,NA,LC,Fis-32301,Myripristis violacea,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69584417,Grammistops ocellatus,NA,LC,Fis-32302,Grammistops ocellatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,132797,Epinephelus posteli,NA,DD,Fis-32314,Epinephelus posteli,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21132859,Argyropelecus sladeni,NA,LC,Fis-32332,Argyropelecus sladeni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,18155920,Opisthoproctus soleatus,NA,LC,Fis-32336,Opisthoproctus soleatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67856047,Synodus ulae,NA,LC,Fis-32337,Synodus ulae,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,47165538,Sudis atrox,NA,LC,Fis-32339,Sudis atrox,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15598540,Bolinichthys distofax,NA,LC,Fis-32340,Bolinichthys distofax,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15598948,Lampadena anomala,NA,DD,Fis-32342,Lampadena anomala,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190369,Lampanyctus nobilis,NA,LC,Fis-32344,Lampanyctus nobilis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15600713,Myctophum obtusirostre,NA,LC,Fis-32347,Myctophum obtusirostre,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15601905,Taaningichthys paurolychnus,NA,LC,Fis-32349,Taaningichthys paurolychnus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15601909,Neoscopelus macrolepidotus,NA,LC,Fis-32350,Neoscopelus macrolepidotus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15600727,Myctophum selenops,NA,LC,Fis-32351,Myctophum selenops,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190404,Diaphus anderseni,NA,LC,Fis-32354,Diaphus anderseni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15598630,Diaphus brachycephalus,NA,LC,Fis-32355,Diaphus brachycephalus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15598666,Diaphus fragilis,NA,LC,Fis-32357,Diaphus fragilis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15598812,Diaphus termophilus,NA,LC,Fis-32359,Diaphus termophilus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462748,Bathypterois atricolor,NA,LC,Fis-32360,Bathypterois atricolor,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190180,Gigantura indica,NA,LC,Fis-32361,Gigantura indica,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69584566,Liopropoma multilineatum,NA,LC,Fis-32364,Liopropoma multilineatum,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69583463,Pseudoplesiops typus,NA,LC,Fis-32369,Pseudoplesiops typus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190095,Evoxymetopon taeniatus,NA,LC,Fis-32392,Evoxymetopon taeniatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,191832,Centropomus mexicanus,NA,LC,Fis-32403,Centropomus mexicanus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190263,Lepophidium aporrhox,NA,LC,Fis-32412,Lepophidium aporrhox,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,16502064,Lepophidium pheromystax,NA,LC,Fis-32413,Lepophidium pheromystax,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,18158583,Nesiarchus nasutus,NA,LC,Fis-32421,Nesiarchus nasutus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69128107,Gunnellichthys pleurotaenia,NA,LC,Fis-32432,Gunnellichthys pleurotaenia,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,60187,Chimaera phantasma,NA,DD,Fis-32433,Chimaera phantasma,Holocephali,NA
ANIMALIA,Chordata,Chondrichthyes,161425,Raja undulata,NA,EN,Fis-32453,Raja undulata,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,193246,Eviota sparsa,NA,LC,Fis-32462,Eviota sparsa,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,185146,Tripterygion delaisi,NA,LC,Fis-32464,Tripterygion delaisi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,198660,Gobius cruentatus,NA,LC,Fis-32466,Gobius cruentatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154980,Chirodactylus jessicalenorum,NA,LC,Fis-32470,Chirodactylus jessicalenorum,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,155144,Myripristis trachyacron,NA,LC,Fis-32474,Myripristis trachyacron,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,18159556,Gobius gasteveni,NA,LC,Fis-32475,Gobius gasteveni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67899355,Ostichthys archiepiscopus,NA,LC,Fis-32501,Ostichthys archiepiscopus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67851665,Saurida flamma,NA,LC,Fis-32522,Saurida flamma,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69545542,Priacanthus meeki,NA,LC,Fis-32526,Priacanthus meeki,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,155008,Myripristis seychellensis,NA,LC,Fis-32552,Myripristis seychellensis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,95568324,Monodactylus falciformis,NA,LC,Fis-32563,Monodactylus falciformis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,60484408,Selachophidium guentheri,NA,LC,Fis-32570,Selachophidium guentheri,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67853432,Synodus hoshinonis,NA,LC,Fis-32591,Synodus hoshinonis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67853451,Synodus jaculum,NA,LC,Fis-32592,Synodus jaculum,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,39393,Pristis zijsron,NA,CR,Fis-32599,Pristis zijsron,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161713,Rhinobatos schlegelii,NA,DD,Fis-32609,Rhinobatos schlegelii,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,60136,Torpedo sinuspersici,NA,DD,Fis-32610,Torpedo sinuspersici,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,60129,Rhinoptera javanica,NA,VU,Fis-32611,Rhinoptera javanica,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,154877,Apodocreedia vanderhorsti,NA,DD,Fis-32621,Apodocreedia vanderhorsti,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,57505507,Ambassis natalensis,NA,LC,Fis-32635,Ambassis natalensis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,188538,Amphiprion akallopisos,NA,LC,Fis-32636,Amphiprion akallopisos,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,188579,Amphiprion polymnus,NA,LC,Fis-32656,Amphiprion polymnus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462325,Ijimaia loppei,NA,LC,Fis-32657,Ijimaia loppei,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,170193,Gymnocrotaphus curvidens,NA,LC,Fis-32669,Gymnocrotaphus curvidens,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67852930,Saurida nebulosa,NA,LC,Fis-32678,Saurida nebulosa,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69591007,Pseudanthias hypselosoma,NA,LC,Fis-32679,Pseudanthias hypselosoma,Actinopterygii,NA
ANIMALIA,Chordata,Myxini,196052,Myxine circifrons,NA,LC,Fis-32714,Myxine circifrons,Myxini,NA
ANIMALIA,Chordata,Actinopterygii,183821,Ogcocephalus darwini,NA,LC,Fis-32715,Ogcocephalus darwini,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161716,Narcine entemedor,NA,DD,Fis-32719,Narcine entemedor,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,183263,Synodus lacertinus,NA,LC,Fis-32722,Synodus lacertinus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183640,Apogon dovii,NA,LC,Fis-32737,Apogon dovii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183649,Bathygobius ramosus,NA,LC,Fis-32739,Bathygobius ramosus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183947,Bollmannia chlamydes,NA,LC,Fis-32743,Bollmannia chlamydes,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,155205,Caulolatilus affinis,NA,LC,Fis-32745,Caulolatilus affinis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178111,Fistularia corneta,NA,LC,Fis-32753,Fistularia corneta,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183854,Labrisomus multiporosus,NA,LC,Fis-32756,Labrisomus multiporosus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183840,Labrisomus xanti,NA,LC,Fis-32757,Labrisomus xanti,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154632,Uranoscopus oligolepis,NA,LC,Fis-32761,Uranoscopus oligolepis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178074,Parapsettus panamensis,NA,LC,Fis-32765,Parapsettus panamensis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183938,Rypticus nigripinnis,NA,LC,Fis-32767,Rypticus nigripinnis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,183691,Xenichthys xanti,NA,LC,Fis-32769,Xenichthys xanti,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178107,Sphyraena idiastes,NA,LC,Fis-32770,Sphyraena idiastes,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,44993,Discopyge tschudii,NA,NT,Fis-32809,Discopyge tschudii,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,190384,Cubiceps caeruleus,NA,LC,Fis-32810,Cubiceps caeruleus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161745,Temera hardwickii,NA,VU,Fis-32811,Temera hardwickii,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,15522050,Bregmaceros nectabanus,NA,LC,Fis-32815,Bregmaceros nectabanus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,194373,Pinjalo lewisi,NA,LC,Fis-32817,Pinjalo lewisi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69584428,Liopropoma collettei,NA,LC,Fis-32818,Liopropoma collettei,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,69584560,Liopropoma mitratum,NA,LC,Fis-32819,Liopropoma mitratum,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15522061,Bathygadus favosus,NA,LC,Fis-32820,Bathygadus favosus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,20665551,Diplospinus multistriatus,NA,LC,Fis-32839,Diplospinus multistriatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154781,Coryphaenoides ariommus,NA,LC,Fis-32845,Coryphaenoides ariommus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154890,Coryphaenoides subserrulatus,NA,LC,Fis-32850,Coryphaenoides subserrulatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,54007474,Sillago arabica,NA,LC,Fis-32859,Sillago arabica,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179012,Helcogramma capidata,NA,LC,Fis-32865,Helcogramma capidata,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179109,Helcogramma chica,NA,LC,Fis-32866,Helcogramma chica,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,155321,Helcogramma decurrens,NA,LC,Fis-32869,Helcogramma decurrens,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,179044,Helcogramma fuscopinna,NA,LC,Fis-32870,Helcogramma fuscopinna,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178979,Helcogramma rhinoceros,NA,LC,Fis-32871,Helcogramma rhinoceros,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154849,Helcogramma springeri,NA,LC,Fis-32872,Helcogramma springeri,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154626,Helcogramma striata,NA,LC,Fis-32874,Helcogramma striata,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15522201,Nezumia duodecim,NA,LC,Fis-32877,Nezumia duodecim,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15522204,Nezumia micronychodon,NA,LC,Fis-32879,Nezumia micronychodon,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15522207,Nezumia milleri,NA,LC,Fis-32880,Nezumia milleri,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21132672,Aphanopus intermedius,NA,LC,Fis-32889,Aphanopus intermedius,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21132679,Lepidopus dubius,NA,LC,Fis-32952,Lepidopus dubius,Actinopterygii,NA
ANIMALIA,Chordata,Myxini,196049,Myxine affinis,NA,LC,Fis-32970,Myxine affinis,Myxini,NA
ANIMALIA,Chordata,Chondrichthyes,161317,Benthobatis marcida,NA,LC,Fis-32973,Benthobatis marcida,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,41848,Rhina ancylostoma,NA,CR,Fis-32975,Rhina ancylostoma,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,41866,Trygonorrhina fasciata,NA,LC,Fis-32976,Trygonorrhina fasciata,Elasmobranchii,NA
ANIMALIA,Chordata,Myxini,196060,Myxine ios,NA,LC,Fis-33010,Myxine ios,Myxini,NA
ANIMALIA,Chordata,Chondrichthyes,161409,Rhinobatos irvinei,NA,VU,Fis-33049,Rhinobatos irvinei,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,63120,Raja asterias,NA,NT,Fis-33079,Raja asterias,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161343,Raja herwigi,NA,DD,Fis-33081,Raja herwigi,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161339,Raja radula,NA,EN,Fis-33084,Raja radula,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,15522267,Physiculus huloti,NA,LC,Fis-33085,Physiculus huloti,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161411,Torpedo mackayana,NA,DD,Fis-33094,Torpedo mackayana,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,190201,Acanthonus armatus,NA,LC,Fis-33095,Acanthonus armatus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161748,Dasyatis marmorata,NA,DD,Fis-33107,Dasyatis marmorata,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,60471901,Lamprogrammus niger,NA,LC,Fis-33110,Lamprogrammus niger,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190262,Luciobrotula corethromycter,NA,LC,Fis-33111,Luciobrotula corethromycter,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,60184,Chimaera jordani,NA,DD,Fis-33123,Chimaera jordani,Holocephali,NA
ANIMALIA,Chordata,Chondrichthyes,60189,Hydrolagus alberti,NA,DD,Fis-33126,Hydrolagus alberti,Holocephali,NA
ANIMALIA,Chordata,Chondrichthyes,60139,Harriotta haeckeli,NA,LC,Fis-33127,Harriotta haeckeli,Holocephali,NA
ANIMALIA,Chordata,Chondrichthyes,60145,Rhinochimaera atlantica,NA,LC,Fis-33129,Rhinochimaera atlantica,Holocephali,NA
ANIMALIA,Chordata,Actinopterygii,57453548,Aphyonus gelatinosus,NA,LC,Fis-33130,Aphyonus gelatinosus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190486,Aldrovandia gracilis,NA,LC,Fis-33132,Aldrovandia gracilis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190312,Aldrovandia oleosa,NA,LC,Fis-33133,Aldrovandia oleosa,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,195841,Halosaurus attenuatus,NA,LC,Fis-33134,Halosaurus attenuatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190196,Halosaurus guentheri,NA,LC,Fis-33135,Halosaurus guentheri,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,195843,Halosaurus johnsonianus,NA,LC,Fis-33136,Halosaurus johnsonianus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15598799,Diaphus subtilis,NA,DD,Fis-33142,Diaphus subtilis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190349,Cetomimus gillii,NA,DD,Fis-33146,Cetomimus gillii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,60469712,Cetomimus hempeli,NA,DD,Fis-33147,Cetomimus hempeli,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190260,Cetostoma regani,NA,DD,Fis-33148,Cetostoma regani,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,18227109,Cyema atrum,NA,LC,Fis-33181,Cyema atrum,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15601916,Glossanodon polli,NA,LC,Fis-33186,Glossanodon polli,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15601937,Nansenia atlantica,NA,LC,Fis-33187,Nansenia atlantica,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190131,Xenophthalmichthys danae,NA,LC,Fis-33188,Xenophthalmichthys danae,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,18140829,Opisthoproctus grimaldii,NA,LC,Fis-33193,Opisthoproctus grimaldii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21101322,Winteria telescopa,NA,LC,Fis-33194,Winteria telescopa,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462745,Bathymicrops regis,NA,LC,Fis-33198,Bathymicrops regis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462751,Bathypterois dubius,NA,LC,Fis-33202,Bathypterois dubius,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190243,Bathypterois longipes,NA,LC,Fis-33206,Bathypterois longipes,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462757,Bathypterois phenax,NA,LC,Fis-33210,Bathypterois phenax,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462760,Bathypterois quadrifilis,NA,LC,Fis-33213,Bathypterois quadrifilis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462771,Bathytyphlops marionae,NA,LC,Fis-33215,Bathytyphlops marionae,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462777,Ipnops agassizii,NA,LC,Fis-33216,Ipnops agassizii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21112632,Radiicephalus elongatus,NA,LC,Fis-33217,Radiicephalus elongatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13485141,Ahliesaurus berryi,NA,LC,Fis-33219,Ahliesaurus berryi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13485161,Luciosudis normani,NA,LC,Fis-33221,Luciosudis normani,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13485284,Scopelosaurus meadi,NA,LC,Fis-33223,Scopelosaurus meadi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,67966271,Scopelosaurus smithii,NA,LC,Fis-33224,Scopelosaurus smithii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15601934,Leptochilichthys agassizii,NA,LC,Fis-33227,Leptochilichthys agassizii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15147715,Alepocephalus agassizii,NA,LC,Fis-33231,Alepocephalus agassizii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15147725,Alepocephalus australis,NA,LC,Fis-33232,Alepocephalus australis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190169,Asquamiceps caeruleus,NA,LC,Fis-33234,Asquamiceps caeruleus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13462737,Gigantura chuni,NA,LC,Fis-33241,Gigantura chuni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,194882,Pomatoschistus bathi,NA,LC,Fis-33242,Pomatoschistus bathi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,198659,Gobius couchi,NA,LC,Fis-33246,Gobius couchi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,188348,Amphiprion rubrocinctus,NA,LC,Fis-33250,Amphiprion rubrocinctus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,180926,Ambassis miops,NA,LC,Fis-33258,Ambassis miops,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,155201,Ambassis urotaenia,NA,LC,Fis-33259,Ambassis urotaenia,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,198718,Trachinus araneus,NA,LC,Fis-33274,Trachinus araneus,Actinopterygii,NA
ANIMALIA,Chordata,Chondrichthyes,161673,Raja polystigma,NA,LC,Fis-33294,Raja polystigma,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,188523,Abudefduf whitleyi,NA,LC,Fis-33558,Abudefduf whitleyi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,178100,Priacanthus alalaua,NA,LC,Fis-33714,Priacanthus alalaua,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,46087813,Priacanthus blochii,NA,LC,Fis-33715,Priacanthus blochii,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21129279,Gerres nigri,NA,LC,Fis-33717,Gerres nigri,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190176,Bonapartia pedaliota,NA,LC,Fis-33734,Bonapartia pedaliota,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,57509336,Kraemeria samoensis,NA,LC,Fis-33735,Kraemeria samoensis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,18252616,Cyclothone livida,NA,LC,Fis-33739,Cyclothone livida,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21132825,Cyclothone obscura,NA,LC,Fis-33740,Cyclothone obscura,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,194902,Cyclothone pygmaea,NA,LC,Fis-33742,Cyclothone pygmaea,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,18139074,Alepocephalus productus,NA,LC,Fis-33746,Alepocephalus productus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,7135,Eleotris melanosoma,NA,LC,Fis-33751,Eleotris melanosoma,Actinopterygii,NA
ANIMALIA,Chordata,Myxini,196051,Myxine capensis,NA,LC,Fis-33774,Myxine capensis,Myxini,NA
ANIMALIA,Chordata,Chondrichthyes,161746,Heteronarce garmani,NA,VU,Fis-33775,Heteronarce garmani,Elasmobranchii,NA
ANIMALIA,Chordata,Chondrichthyes,161405,Rhinobatos holcorhynchus,NA,DD,Fis-33777,Rhinobatos holcorhynchus,Elasmobranchii,NA
ANIMALIA,Chordata,Actinopterygii,18155946,Maulisia mauli,NA,LC,Fis-33786,Maulisia mauli,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21108245,Maulisia microlepis,NA,LC,Fis-33787,Maulisia microlepis,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,154815,Astronesthes richardsoni,NA,LC,Fis-33788,Astronesthes richardsoni,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,18252702,Diplophos taenia,NA,LC,Fis-33789,Diplophos taenia,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,13485395,Dolichosudis fuliginosa,NA,LC,Fis-33798,Dolichosudis fuliginosa,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190099,Lestidium atlanticum,NA,LC,Fis-33799,Lestidium atlanticum,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,15598809,Diaphus taaningi,NA,DD,Fis-33801,Diaphus taaningi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,60482037,Odontomacrurus murrayi,NA,LC,Fis-33803,Odontomacrurus murrayi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190089,Diceratias pileatus,NA,LC,Fis-33804,Diceratias pileatus,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,190310,Chiasmodon niger,NA,LC,Fis-33810,Chiasmodon niger,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21115046,Centrarchops chapini,NA,LC,Fis-33811,Centrarchops chapini,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21132290,Bembrops greyi,NA,LC,Fis-33813,Bembrops greyi,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,49218712,Umbrina steindachneri,NA,DD,Fis-33814,Umbrina steindachneri,Actinopterygii,NA
ANIMALIA,Chordata,Actinopterygii,21132910,Astronesthes indicus,NA,LC,Fis-33819,Astronesthes indicus,Actinopterygii,NA
