kingdom,phylum,class_iucn,iucn_sid,iucn_sciname,iucn_sid_other,redlist_category,am_sid,am_sciname,class_am,am_sid_old
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-185460,Nealocythere schornikovi,Ostracoda,SLB-185460
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-185462,Sclerochilus kerguelensis,Ostracoda,SLB-185462
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-185463,Sclerochilus meridionalis,Ostracoda,SLB-185463
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-18586,Ilyarachna antarctica,Malacostraca,SLB-18586
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-186010,Rayllianassa amboinensis,Malacostraca,SLB-186010
PLANTAE,Rhodophyta,NA,NA,NA,NA,aquamaps_only,SLB-186029,Hydrolithon onkodes,Florideophyceae,SLB-186029
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-186033,Sinezona ferriezi,Gastropoda,SLB-186033
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-186085,Acanthephyra cucullata,Malacostraca,SLB-186085
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-186169,Campylonotus vagans,Malacostraca,SLB-186169
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-186689,Caryophyllia concreta,Anthozoa,SLB-186689
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-186759,Caryophyllia laevigata,Anthozoa,SLB-186759
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-186771,Caryophyllia versicolorata,Anthozoa,SLB-186771
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-186934,Pseudosquillisma adiastalta,Malacostraca,SLB-186934
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-187000,Culicia tenella,Anthozoa,SLB-187000
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187057,Squilla aculeata,Malacostraca,SLB-187057
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187059,Parasquilla similis,Malacostraca,SLB-187059
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187225,Platylambrus prensor,Malacostraca,SLB-187225
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-187289,Nassarius gayii,Gastropoda,SLB-187289
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187376,Nauticaris magellanica,Malacostraca,SLB-187376
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187385,Pagurus comptus,Malacostraca,SLB-187385
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187389,Propagurus gaudichaudii,Malacostraca,SLB-187389
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-187396,Leptoseris troglodyta,Anthozoa,SLB-187396
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187405,Pinnotherelia laevigata,Malacostraca,SLB-187405
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187487,Pisoides edwardsii,Malacostraca,SLB-187487
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187620,Ischyrocerus longimanus,Malacostraca,SLB-187620
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187624,Gitanopsis desmondi,Malacostraca,SLB-187624
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187626,Metepimeria acanthurus,Malacostraca,SLB-187626
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187629,Orchomenella chilensis,Malacostraca,SLB-187629
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187630,Tryphosites chevreuxi,Malacostraca,SLB-187630
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-187635,Transorchestia chiliensis,Malacostraca,SLB-187635
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-187676,Florometra magellanica,Crinoidea,SLB-187676
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-188159,Lasaea hawaiiensis,Bivalvia,SLB-188159
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-188206,Dardanus calidus,Malacostraca,SLB-188206
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-188343,Paragiopagurus wallisi,Malacostraca,SLB-188343
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-188349,Paragiopagurus boletifer,Malacostraca,SLB-188349
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-188529,Munida intermedia,Malacostraca,SLB-188529
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-188720,Basterotia lutea,Bivalvia,SLB-188720
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-188737,Frigidocardium thaanumi,Bivalvia,SLB-188737
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-188768,Pristipagia radians,Bivalvia,SLB-188768
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-188781,Kelliella rotunda,Bivalvia,SLB-188781
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-188834,Lithodes macquariae,Malacostraca,SLB-188834
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-188852,Waldo arthuri,Bivalvia,SLB-188852
ANIMALIA,Gastrotricha,NA,NA,NA,NA,aquamaps_only,SLB-188977,Mesodasys britanicus,Not assigned,SLB-188977
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-188982,Calcinus orchidae,Malacostraca,SLB-188982
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-188983,Ciliopagurus vakovako,Malacostraca,SLB-188983
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-189174,Chrysopathes oligocrada,Anthozoa,SLB-189174
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-189187,Cirsotrema varicosum,Gastropoda,SLB-189187
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189203,Nematocarcinus agassizii,Malacostraca,SLB-189203
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-189270,Nipponotrophon stuarti,Gastropoda,SLB-189270
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-189280,Amphiophiura pacifica,Ophiuroidea,SLB-189280
ANIMALIA,Annelida,NA,NA,NA,NA,aquamaps_only,SLB-189466,Ampharete petersenae,Polychaeta,SLB-189466
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189538,Albunea bulla,Malacostraca,SLB-189538
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189539,Albunea elioti,Malacostraca,SLB-189539
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189540,Alpheopsis yaldwyni,Malacostraca,SLB-189540
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189542,Alpheus bradypus,Malacostraca,SLB-189542
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189544,Alpheus djeddensis,Malacostraca,SLB-189544
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189545,Alpheus idiocheles,Malacostraca,SLB-189545
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189547,Alpheus microscaphis,Malacostraca,SLB-189547
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189549,Alpheus ochrostriatus,Malacostraca,SLB-189549
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189550,Alpheus perplexus,Malacostraca,SLB-189550
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189551,Alpheus randalli,Malacostraca,SLB-189551
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189552,Alpheus roseodigitalis,Malacostraca,SLB-189552
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189553,Alpheus sizou,Malacostraca,SLB-189553
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189555,Aniculus erythraeus,Malacostraca,SLB-189555
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189556,Arete indicus,Malacostraca,SLB-189556
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189561,Athanas rhothionastes,Malacostraca,SLB-189561
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189565,Axiopsis pica,Malacostraca,SLB-189565
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189566,Babamunida hystrix,Malacostraca,SLB-189566
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189567,Bathynarius albicinctus,Malacostraca,SLB-189567
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189569,Bathynarius pacificus,Malacostraca,SLB-189569
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189573,Calcinus anani,Malacostraca,SLB-189573
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189574,Calcinus gouti,Malacostraca,SLB-189574
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189575,Calcinus hakahau,Malacostraca,SLB-189575
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189576,Calcinus isabellae,Malacostraca,SLB-189576
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189577,Calcinus nitidus,Malacostraca,SLB-189577
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189578,Calcinus revi,Malacostraca,SLB-189578
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189579,Calcinus spicatus,Malacostraca,SLB-189579
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189592,Carcinoplax velutina,Malacostraca,SLB-189592
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189595,Catapagurus ensifer,Malacostraca,SLB-189595
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189632,Cheramus sibogae,Malacostraca,SLB-189632
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189633,Chlorocurtis jactans,Malacostraca,SLB-189633
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189635,Chorisquilla similis,Malacostraca,SLB-189635
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189636,Ciliopagurus galzini,Malacostraca,SLB-189636
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189638,Ciliopagurus pacificus,Malacostraca,SLB-189638
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-18964,Paranthura antarctica,Malacostraca,SLB-18964
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189654,Clibanarius rhabdodactylus,Malacostraca,SLB-189654
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189656,Corallianassa coutierei,Malacostraca,SLB-189656
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189657,Coralliogalathea humilis,Malacostraca,SLB-189657
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189664,Cycloachelous suborbicularis,Malacostraca,SLB-189664
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189686,Dardanus robustus,Malacostraca,SLB-189686
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-189694,Elamena mathoei,Malacostraca,SLB-189694
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190037,Eucalliax aequimana,Malacostraca,SLB-190037
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190040,Forestiana depressa,Malacostraca,SLB-190040
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190043,Galathea amamiensis,Malacostraca,SLB-190043
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190044,Galathea latirostris,Malacostraca,SLB-190044
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190045,Galathea mauritiana,Malacostraca,SLB-190045
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190046,Galathea pilosa,Malacostraca,SLB-190046
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190054,Trichopagurus trichophthalmus,Malacostraca,SLB-190054
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190067,Hippa marmorata,Malacostraca,SLB-190067
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190068,Hippa ovalis,Malacostraca,SLB-190068
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190075,Icelopagurus crosnieri,Malacostraca,SLB-190075
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190088,Lauriea teresae,Malacostraca,SLB-190088
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190089,Ligur ensiferus,Malacostraca,SLB-190089
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190135,Liomera stimpsonii,Malacostraca,SLB-190135
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190143,Lissocarcinus polyboides,Malacostraca,SLB-190143
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190165,Micropagurus polynesiensis,Malacostraca,SLB-190165
ANIMALIA,Brachiopoda,NA,NA,NA,NA,aquamaps_only,SLB-190200,Septicollarina zezinae,Articulata,SLB-190200
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190206,Parapontophilus longirostris,Malacostraca,SLB-190206
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190208,Plesionika carsini,Malacostraca,SLB-190208
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190209,Plesionika curvata,Malacostraca,SLB-190209
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190210,Plesionika erythrocyclus,Malacostraca,SLB-190210
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190211,Plesionika flavicauda,Malacostraca,SLB-190211
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190215,Plesionika protati,Malacostraca,SLB-190215
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190216,Plesionika rubrior,Malacostraca,SLB-190216
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190218,Puerulus richeri,Malacostraca,SLB-190218
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190222,Paramunida echinata,Malacostraca,SLB-190222
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190226,Solitariopagurus triprobolus,Malacostraca,SLB-190226
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190227,Oncopagurus oimos,Malacostraca,SLB-190227
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190232,Sympagurus poupini,Malacostraca,SLB-190232
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190251,Strigopagurus poupini,Malacostraca,SLB-190251
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190261,Microprosthema lubricum,Malacostraca,SLB-190261
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190273,Microprosthema takedai,Malacostraca,SLB-190273
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190276,Munida armilla,Malacostraca,SLB-190276
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190285,Munida fasciata,Malacostraca,SLB-190285
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190287,Munida pygmaea,Malacostraca,SLB-190287
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190288,Munida tuberculata,Malacostraca,SLB-190288
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190292,Nematocarcinus combensis,Malacostraca,SLB-190292
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190293,Nematopagurus alcocki,Malacostraca,SLB-190293
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190294,Nematopagurus richeri,Malacostraca,SLB-190294
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190296,Neocallichirus jousseaumei,Malacostraca,SLB-190296
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190304,Niobafia erosa,Malacostraca,SLB-190304
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190310,Onconida prostrata,Malacostraca,SLB-190310
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190312,Oncopagurus minutus,Malacostraca,SLB-190312
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190316,Oplophorus typus,Malacostraca,SLB-190316
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190321,Pagurixus anceps,Malacostraca,SLB-190321
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190322,Pagurixus carinimanus,Malacostraca,SLB-190322
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190323,Pagurixus cavicarpus,Malacostraca,SLB-190323
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190324,Pagurixus concolor,Malacostraca,SLB-190324
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190327,Pagurixus maorus,Malacostraca,SLB-190327
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190332,Pagurixus ruber,Malacostraca,SLB-190332
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190334,Pagurixus tweediei,Malacostraca,SLB-190334
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190361,Parabetaeus culliereti,Malacostraca,SLB-190361
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190370,Paragiopagurus oxychelos,Malacostraca,SLB-190370
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190373,Paragiopagurus umbonatus,Malacostraca,SLB-190373
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190378,Paramunida antares,Malacostraca,SLB-190378
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190381,Parapontophilus demani,Malacostraca,SLB-190381
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190383,Pasiphaea planidorsalis,Malacostraca,SLB-190383
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190384,Periclimenaeus orbitocarinatus,Malacostraca,SLB-190384
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190388,Periclimenes paralcocki,Malacostraca,SLB-190388
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190393,Petrolisthes bispinosus,Malacostraca,SLB-190393
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190394,Petrolisthes borradailei,Malacostraca,SLB-190394
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190395,Petrolisthes decacanthus,Malacostraca,SLB-190395
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190396,Petrolisthes eldredgei,Malacostraca,SLB-190396
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190397,Petrolisthes elegans,Malacostraca,SLB-190397
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190422,Plesionika reflexa,Malacostraca,SLB-190422
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190424,Pontonides ankeri,Malacostraca,SLB-190424
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190470,Pylopaguropsis lemaitrei,Malacostraca,SLB-190470
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190471,Pylopaguropsis lewinsohni,Malacostraca,SLB-190471
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190476,Sadayoshia acroporae,Malacostraca,SLB-190476
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190477,Sadayoshia latisternata,Malacostraca,SLB-190477
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190478,Sadayoshia lipkei,Malacostraca,SLB-190478
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190480,Salmoneus poupini,Malacostraca,SLB-190480
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190481,Salmoneus tricristatus,Malacostraca,SLB-190481
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190482,Stenopus tenuirostris,Malacostraca,SLB-190482
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190483,Stenopus zanzibaricus,Malacostraca,SLB-190483
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190484,Stylodactylus libratus,Malacostraca,SLB-190484
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190486,Synalpheus heroni,Malacostraca,SLB-190486
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190487,Systellaspis guillei,Malacostraca,SLB-190487
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190498,Sicyonia dejouanneti,Malacostraca,SLB-190498
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190501,Solitariopagurus trullirostris,Malacostraca,SLB-190501
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190502,Solitariopagurus tuerkayi,Malacostraca,SLB-190502
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190504,Squillalbunea scutelloides,Malacostraca,SLB-190504
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190505,Stenopus devaneyi,Malacostraca,SLB-190505
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-190508,Thomassinia moorea,Malacostraca,SLB-190508
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-190562,Comaster schlegelii,Crinoidea,SLB-190562
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-191813,Cheramus propinquus,Malacostraca,SLB-191813
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-191817,Cinetorhynchus striatus,Malacostraca,SLB-191817
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-191950,Galathea ternatensis,Malacostraca,SLB-191950
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-192049,Leptochela irrobusta,Malacostraca,SLB-192049
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-192129,Microprosthema validum,Malacostraca,SLB-192129
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-192343,Paraclimenaeus spinicauda,Malacostraca,SLB-192343
ANIMALIA,Annelida,NA,NA,NA,NA,aquamaps_only,SLB-192740,Scyphoproctus armatus,Polychaeta,SLB-192740
PLANTAE,Chlorophyta,NA,NA,NA,NA,aquamaps_only,SLB-192782,Cladophoropsis vaucheriaeformis,Ulvophyceae,SLB-192782
ANIMALIA,Porifera,NA,NA,NA,NA,aquamaps_only,SLB-192788,Leiodermatium intermedia,Demospongiae,SLB-192788
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-192848,Pseudanthessius comanthi,Maxillopoda,SLB-192848
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-192973,Zoanthus gigantus,Anthozoa,SLB-192973
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-192974,Zoanthus sansibaricus,Anthozoa,SLB-192974
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-192976,Palythoa tuberculosa,Anthozoa,SLB-192976
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-192977,Palythoa heliodiscus,Anthozoa,SLB-192977
ANIMALIA,Annelida,NA,NA,NA,NA,aquamaps_only,SLB-193018,Hydroides longispinosus,Polychaeta,SLB-193018
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-193025,Alloeocomatella pectinifera,Crinoidea,SLB-193025
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-193028,Clarkcomanthus littoralis,Crinoidea,SLB-193028
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-193031,Phanogenia gracilis,Crinoidea,SLB-193031
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-193039,Clarkcomanthus luteofuscum,Crinoidea,SLB-193039
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-193056,Porites superfusa,Anthozoa,SLB-193056
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-193255,Alloeocomatella polycladia,Crinoidea,SLB-193255
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-193257,Cosmiometra belsuchel,Crinoidea,SLB-193257
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-193258,Cosmiometra philippinensis,Crinoidea,SLB-193258
ANIMALIA,Porifera,NA,NA,NA,NA,aquamaps_only,SLB-193270,Strongylodesma tongaensis,Demospongiae,SLB-193270
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-193982,Protoplesius enigma,Malacostraca,SLB-193982
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-194088,Clarkcomanthus alternans,Crinoidea,SLB-194088
ANIMALIA,Echinodermata,NA,NA,NA,NA,aquamaps_only,SLB-194090,Anneissia bennetti,Crinoidea,SLB-194090
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-194264,Cerithium caeruleum,Gastropoda,SLB-194264
ANIMALIA,Annelida,NA,NA,NA,NA,aquamaps_only,SLB-194337,Hydroides heterocerus,Polychaeta,SLB-194337
ANIMALIA,Cnidaria,NA,NA,NA,NA,aquamaps_only,SLB-194423,Dendronephthya aurea,Anthozoa,SLB-194423
ANIMALIA,Mollusca,NA,NA,NA,NA,aquamaps_only,SLB-196565,Ctenoides annulatus,Bivalvia,SLB-196565
ANIMALIA,Arthropoda,NA,NA,NA,NA,aquamaps_only,SLB-197293,Octolasmis warwickii,Maxillopoda,SLB-197293
