species_id,sciname,kingdom,phylum,class
W-Iso-174815,Natatolana meridionalis,Animalia,Arthropoda,Malacostraca
W-Iso-174824,Natatolana obtusata,Animalia,Arthropoda,Malacostraca
W-Iso-174826,Natatolana oculata,Animalia,Arthropoda,Malacostraca
W-Iso-174856,Acanthomunna spinipes,Animalia,Arthropoda,Malacostraca
W-Iso-174884,Euneognathia gigas,Animalia,Arthropoda,Malacostraca
W-Iso-174904,Haploniscus antarcticus,Animalia,Arthropoda,Malacostraca
W-Iso-174920,Eisothistos antarcticus,Animalia,Arthropoda,Malacostraca
W-Iso-174985,Austrofilius furcatus,Animalia,Arthropoda,Malacostraca
W-Iso-174991,Ectias turqueti,Animalia,Arthropoda,Malacostraca
W-Iso-174999,Iathrippa longicauda,Animalia,Arthropoda,Malacostraca
W-Iso-175001,Neojaera antarctica,Animalia,Arthropoda,Malacostraca
W-Iso-175020,Joeropsis intermedius,Animalia,Arthropoda,Malacostraca
W-Iso-175069,Austrosignum glaciale,Animalia,Arthropoda,Malacostraca
W-Iso-175076,Munna antarctica,Animalia,Arthropoda,Malacostraca
W-Iso-175090,Munna bituberculata,Animalia,Arthropoda,Malacostraca
W-Iso-175096,Coulmannia frigida,Animalia,Arthropoda,Malacostraca
W-Iso-175101,Pleurosignum magnum,Animalia,Arthropoda,Malacostraca
W-Iso-175103,Munna globicauda,Animalia,Arthropoda,Malacostraca
W-Iso-175104,Munna maculata,Animalia,Arthropoda,Malacostraca
W-Iso-175115,Leptanthura glacialis,Animalia,Arthropoda,Malacostraca
W-Iso-175174,Eurycope vicarius,Animalia,Arthropoda,Malacostraca
W-Iso-175186,Ilyarachna nordenstami,Animalia,Arthropoda,Malacostraca
W-Iso-175206,Cymodocella tubicauda,Animalia,Arthropoda,Malacostraca
W-Iso-175221,Austroniscus ovalis,Animalia,Arthropoda,Malacostraca
W-Iso-213005,Accalathura gigas,Animalia,Arthropoda,Malacostraca
W-Iso-214903,Amakusanthura cosmoledo,Animalia,Arthropoda,Malacostraca
W-Iso-214915,Neohyssura gladia,Animalia,Arthropoda,Malacostraca
W-Iso-216037,Carpias algicola,Animalia,Arthropoda,Malacostraca
W-Iso-216046,Joeropsis lentigo,Animalia,Arthropoda,Malacostraca
W-Iso-216049,Joeropsis dimorpha,Animalia,Arthropoda,Malacostraca
W-Iso-216050,Pseudojanira meganesus,Animalia,Arthropoda,Malacostraca
W-Iso-216052,Santia urospinosa,Animalia,Arthropoda,Malacostraca
W-Iso-216053,Santia spicata,Animalia,Arthropoda,Malacostraca
W-Iso-216055,Hansenium expansum,Animalia,Arthropoda,Malacostraca
W-Iso-216060,Mizothenar serratum,Animalia,Arthropoda,Malacostraca
W-Iso-216062,Stenetrium bartholomei,Animalia,Arthropoda,Malacostraca
W-Iso-216064,Stenetrium quinquedens,Animalia,Arthropoda,Malacostraca
W-Iso-220708,Excirolana orientalis,Animalia,Arthropoda,Malacostraca
W-Iso-220727,Sphaeroma walkeri,Animalia,Arthropoda,Malacostraca
W-Iso-255200,Athelges takanoshimensis,Animalia,Arthropoda,Malacostraca
W-Iso-255333,Pseudione tattersalli,Animalia,Arthropoda,Malacostraca
W-Iso-255365,Amakusanthura magnifica,Animalia,Arthropoda,Malacostraca
W-Iso-255374,Amakusanthura signata,Animalia,Arthropoda,Malacostraca
W-Iso-255386,Apanthura cracenta,Animalia,Arthropoda,Malacostraca
W-Iso-255398,Apanthura microps,Animalia,Arthropoda,Malacostraca
W-Iso-255404,Apanthura restio,Animalia,Arthropoda,Malacostraca
W-Iso-255421,Apanthuroides millae,Animalia,Arthropoda,Malacostraca
W-Iso-255511,Eisothistos petrensis,Animalia,Arthropoda,Malacostraca
W-Iso-255590,Paranthura infundibulata,Animalia,Arthropoda,Malacostraca
W-Iso-255592,Paranthura japonica,Animalia,Arthropoda,Malacostraca
W-Iso-255613,Paranthura possessia,Animalia,Arthropoda,Malacostraca
W-Iso-255668,Desmosoma auritum,Animalia,Arthropoda,Malacostraca
W-Iso-255685,Eugerda intermedia,Animalia,Arthropoda,Malacostraca
W-Iso-255758,Eurycope sarsi,Animalia,Arthropoda,Malacostraca
W-Iso-255794,Antennuloniscus armatus,Animalia,Arthropoda,Malacostraca
W-Iso-255795,Antennuloniscus dimeroceras,Animalia,Arthropoda,Malacostraca
W-Iso-255803,Haploniscus belyaevi,Animalia,Arthropoda,Malacostraca
W-Iso-255804,Haploniscus bruuni,Animalia,Arthropoda,Malacostraca
W-Iso-255830,Haploniscus rostratus,Animalia,Arthropoda,Malacostraca
W-Iso-255831,Haploniscus rugosus,Animalia,Arthropoda,Malacostraca
W-Iso-255840,Haploniscus tridens,Animalia,Arthropoda,Malacostraca
W-Iso-255859,Ilyarachna crozetensis,Animalia,Arthropoda,Malacostraca
W-Iso-255903,Heteromesus granulatus,Animalia,Arthropoda,Malacostraca
W-Iso-255907,Heteromesus spinescens,Animalia,Arthropoda,Malacostraca
W-Iso-255930,Ischnomesus spaercki,Animalia,Arthropoda,Malacostraca
W-Iso-255963,Carpias bermudensis,Animalia,Arthropoda,Malacostraca
W-Iso-255977,Carpias punctatus,Animalia,Arthropoda,Malacostraca
W-Iso-255985,Ianiropsis kincaidi,Animalia,Arthropoda,Malacostraca
W-Iso-256028,Janiralata solasteri,Animalia,Arthropoda,Malacostraca
W-Iso-256037,Joeropsis beuroisi,Animalia,Arthropoda,Malacostraca
W-Iso-256038,Joeropsis bicarinata,Animalia,Arthropoda,Malacostraca
W-Iso-256041,Joeropsis bifasciatus,Animalia,Arthropoda,Malacostraca
W-Iso-256046,Joeropsis coralicola,Animalia,Arthropoda,Malacostraca
W-Iso-256047,Joeropsis curvicornis,Animalia,Arthropoda,Malacostraca
W-Iso-256048,Joeropsis dubia,Animalia,Arthropoda,Malacostraca
W-Iso-256061,Joeropsis marionis,Animalia,Arthropoda,Malacostraca
W-Iso-256069,Joeropsis patagoniensis,Animalia,Arthropoda,Malacostraca
W-Iso-256070,Joeropsis paulensis,Animalia,Arthropoda,Malacostraca
W-Iso-256073,Joeropsis rathbunae,Animalia,Arthropoda,Malacostraca
W-Iso-256075,Joeropsis sanctipauli,Animalia,Arthropoda,Malacostraca
W-Iso-256233,Munna neglecta,Animalia,Arthropoda,Malacostraca
W-Iso-256236,Munna pallida,Animalia,Arthropoda,Malacostraca
W-Iso-256238,Munna petronastes,Animalia,Arthropoda,Malacostraca
W-Iso-256260,Uromunna nana,Animalia,Arthropoda,Malacostraca
W-Iso-256408,Aega falklandica,Animalia,Arthropoda,Malacostraca
W-Iso-256412,Aega hamiota,Animalia,Arthropoda,Malacostraca
W-Iso-256423,Aega magnifica,Animalia,Arthropoda,Malacostraca
W-Iso-256435,Aega semicarinata,Animalia,Arthropoda,Malacostraca
W-Iso-256455,Rocinela angustata,Animalia,Arthropoda,Malacostraca
W-Iso-256457,Rocinela belliceps,Animalia,Arthropoda,Malacostraca
W-Iso-256459,Rocinela dumerilii,Animalia,Arthropoda,Malacostraca
W-Iso-256475,Rocinela orientalis,Animalia,Arthropoda,Malacostraca
W-Iso-256479,Rocinela signata,Animalia,Arthropoda,Malacostraca
W-Iso-256533,Cirolana kokoru,Animalia,Arthropoda,Malacostraca
W-Iso-256543,Cirolana mclaughlinae,Animalia,Arthropoda,Malacostraca
W-Iso-256560,Cirolana quechso,Animalia,Arthropoda,Malacostraca
W-Iso-256597,Eurydice convexa,Animalia,Arthropoda,Malacostraca
W-Iso-256624,Metacirolana arnaudi,Animalia,Arthropoda,Malacostraca
W-Iso-256633,Metacirolana halia,Animalia,Arthropoda,Malacostraca
W-Iso-256649,Natatolana albicaudata,Animalia,Arthropoda,Malacostraca
W-Iso-256650,Natatolana amplocula,Animalia,Arthropoda,Malacostraca
W-Iso-256651,Natatolana angula,Animalia,Arthropoda,Malacostraca
W-Iso-256652,Natatolana anophthalma,Animalia,Arthropoda,Malacostraca
W-Iso-256653,Natatolana aotearoa,Animalia,Arthropoda,Malacostraca
W-Iso-256655,Natatolana arrama,Animalia,Arthropoda,Malacostraca
W-Iso-256656,Natatolana boko,Animalia,Arthropoda,Malacostraca
W-Iso-256657,Natatolana bowmani,Animalia,Arthropoda,Malacostraca
W-Iso-256658,Natatolana brucei,Animalia,Arthropoda,Malacostraca
W-Iso-256659,Natatolana bulba,Animalia,Arthropoda,Malacostraca
W-Iso-256662,Natatolana carlenae,Animalia,Arthropoda,Malacostraca
W-Iso-256664,Natatolana corpulenta,Animalia,Arthropoda,Malacostraca
W-Iso-256667,Natatolana endota,Animalia,Arthropoda,Malacostraca
W-Iso-256670,Natatolana galathea,Animalia,Arthropoda,Malacostraca
W-Iso-256672,Natatolana gracilis,Animalia,Arthropoda,Malacostraca
W-Iso-256674,Natatolana hirtipes,Animalia,Arthropoda,Malacostraca
W-Iso-256675,Natatolana honu,Animalia,Arthropoda,Malacostraca
W-Iso-256676,Natatolana insignis,Animalia,Arthropoda,Malacostraca
W-Iso-256677,Natatolana japonensis,Animalia,Arthropoda,Malacostraca
W-Iso-256678,Natatolana kahiba,Animalia,Arthropoda,Malacostraca
W-Iso-256679,Natatolana karkarook,Animalia,Arthropoda,Malacostraca
W-Iso-256680,Natatolana laewilla,Animalia,Arthropoda,Malacostraca
W-Iso-256682,Natatolana longispina,Animalia,Arthropoda,Malacostraca
W-Iso-256683,Natatolana lowryi,Animalia,Arthropoda,Malacostraca
W-Iso-256684,Natatolana luticola,Animalia,Arthropoda,Malacostraca
W-Iso-256685,Natatolana matong,Animalia,Arthropoda,Malacostraca
W-Iso-256686,Natatolana nammuldi,Animalia,Arthropoda,Malacostraca
W-Iso-256687,Natatolana narica,Animalia,Arthropoda,Malacostraca
W-Iso-256690,Natatolana nitida,Animalia,Arthropoda,Malacostraca
W-Iso-256695,Natatolana pellucida,Animalia,Arthropoda,Malacostraca
W-Iso-256696,Natatolana pilula,Animalia,Arthropoda,Malacostraca
W-Iso-256700,Natatolana rusteni,Animalia,Arthropoda,Malacostraca
W-Iso-256701,Natatolana sinuosa,Animalia,Arthropoda,Malacostraca
W-Iso-256702,Natatolana taiti,Animalia,Arthropoda,Malacostraca
W-Iso-256703,Natatolana tenuistylis,Animalia,Arthropoda,Malacostraca
W-Iso-256705,Natatolana thurar,Animalia,Arthropoda,Malacostraca
W-Iso-256706,Natatolana valida,Animalia,Arthropoda,Malacostraca
W-Iso-256707,Natatolana variguberna,Animalia,Arthropoda,Malacostraca
W-Iso-256708,Natatolana vieta,Animalia,Arthropoda,Malacostraca
W-Iso-256710,Natatolana woodjonesi,Animalia,Arthropoda,Malacostraca
W-Iso-256711,Natatolana wowine,Animalia,Arthropoda,Malacostraca
W-Iso-256715,Politolana eximia,Animalia,Arthropoda,Malacostraca
W-Iso-256716,Politolana haneyi,Animalia,Arthropoda,Malacostraca
W-Iso-256717,Politolana impostor,Animalia,Arthropoda,Malacostraca
W-Iso-256718,Politolana impressa,Animalia,Arthropoda,Malacostraca
W-Iso-256720,Politolana tricarinata,Animalia,Arthropoda,Malacostraca
W-Iso-256902,Limnoria pfefferi,Animalia,Arthropoda,Malacostraca
W-Iso-256913,Limnoria simulata,Animalia,Arthropoda,Malacostraca
W-Iso-256978,Cymodoce ruetzleri,Animalia,Arthropoda,Malacostraca
W-Iso-256988,Dynamene bidentata,Animalia,Arthropoda,Malacostraca
W-Iso-257076,Sphaeroma quoyanum,Animalia,Arthropoda,Malacostraca
W-Iso-257081,Sphaeroma terebrans,Animalia,Arthropoda,Malacostraca
W-Iso-257097,Bathygnathia vollenhovia,Animalia,Arthropoda,Malacostraca
W-Iso-257105,Caecognathia calva,Animalia,Arthropoda,Malacostraca
W-Iso-257303,Astacilla caeca,Animalia,Arthropoda,Malacostraca
W-Iso-257306,Astacilla cymodocea,Animalia,Arthropoda,Malacostraca
W-Iso-257339,Cleantis phryganea,Animalia,Arthropoda,Malacostraca
W-Iso-257353,Idotea rufescens,Animalia,Arthropoda,Malacostraca
W-Iso-257355,Idotea urotoma,Animalia,Arthropoda,Malacostraca
W-Iso-257358,Paridotea collingei,Animalia,Arthropoda,Malacostraca
W-Iso-257360,Paridotea miersi,Animalia,Arthropoda,Malacostraca
W-Iso-257367,Paridotea simplex,Animalia,Arthropoda,Malacostraca
W-Iso-257419,Synidotea watsonae,Animalia,Arthropoda,Malacostraca
W-Iso-257851,Edotia lyonsi,Animalia,Arthropoda,Malacostraca
W-Iso-257860,Erichsonella floridana,Animalia,Arthropoda,Malacostraca
W-Iso-257945,Chaetarcturus crosnieri,Animalia,Arthropoda,Malacostraca
W-Iso-258009,Pseudidothea miersi,Animalia,Arthropoda,Malacostraca
W-Iso-258061,Iathrippa sarsi,Animalia,Arthropoda,Malacostraca
W-Iso-258090,Astrurus crucicauda,Animalia,Arthropoda,Malacostraca
W-Iso-258128,Cristaserolis marplatensis,Animalia,Arthropoda,Malacostraca
W-Iso-258134,Spinoserolis latifrons,Animalia,Arthropoda,Malacostraca
W-Iso-258209,Dynoides dentisinus,Animalia,Arthropoda,Malacostraca
W-Iso-258295,Xenanthura brevitelson,Animalia,Arthropoda,Malacostraca
W-Iso-258333,Mesanthura fasciata,Animalia,Arthropoda,Malacostraca
W-Iso-258334,Mesanthura floridensis,Animalia,Arthropoda,Malacostraca
W-Iso-258351,Mesanthura paucidens,Animalia,Arthropoda,Malacostraca
W-Iso-258352,Mesanthura pulchra,Animalia,Arthropoda,Malacostraca
W-Iso-258353,Mesanthura punctillata,Animalia,Arthropoda,Malacostraca
W-Iso-258354,Mesanthura reticulata,Animalia,Arthropoda,Malacostraca
W-Iso-258365,Isocladus armatus,Animalia,Arthropoda,Malacostraca
W-Iso-258413,Excirolana braziliensis,Animalia,Arthropoda,Malacostraca
W-Iso-258416,Excirolana chiltoni,Animalia,Arthropoda,Malacostraca
W-Iso-258418,Excirolana hirsuticauda,Animalia,Arthropoda,Malacostraca
W-Iso-258431,Santia charcoti,Animalia,Arthropoda,Malacostraca
W-Iso-258444,Santia mawsoni,Animalia,Arthropoda,Malacostraca
W-Iso-258445,Santia milleri,Animalia,Arthropoda,Malacostraca
W-Iso-258451,Pseudanthura baeckea,Animalia,Arthropoda,Malacostraca
W-Iso-258458,Accalathura crenulata,Animalia,Arthropoda,Malacostraca
W-Iso-258471,Accalathura themeda,Animalia,Arthropoda,Malacostraca
W-Iso-258487,Pendanthura tanaiformis,Animalia,Arthropoda,Malacostraca
W-Iso-258623,Aatolana rapax,Animalia,Arthropoda,Malacostraca
W-Iso-258624,Aatolana schioedtei,Animalia,Arthropoda,Malacostraca
W-Iso-258698,Aenigmathura calliandra,Animalia,Arthropoda,Malacostraca
W-Iso-259019,Arcturides cornutus,Animalia,Arthropoda,Malacostraca
W-Iso-259183,Austrasphaera berentsae,Animalia,Arthropoda,Malacostraca
W-Iso-259184,Austrasphaera springthorpei,Animalia,Arthropoda,Malacostraca
W-Iso-259236,Batedotea elongata,Animalia,Arthropoda,Malacostraca
W-Iso-259249,Bathynomus affinis,Animalia,Arthropoda,Malacostraca
W-Iso-259251,Bathynomus doederleini,Animalia,Arthropoda,Malacostraca
W-Iso-259252,Bathynomus giganteus,Animalia,Arthropoda,Malacostraca
W-Iso-259253,Bathynomus immanis,Animalia,Arthropoda,Malacostraca
W-Iso-259254,Bathynomus kapala,Animalia,Arthropoda,Malacostraca
W-Iso-259258,Bathynomus pelor,Animalia,Arthropoda,Malacostraca
W-Iso-259654,Cassidias australiensis,Animalia,Arthropoda,Malacostraca
W-Iso-259705,Cerceis pravipalma,Animalia,Arthropoda,Malacostraca
W-Iso-259706,Cerceis pustulosa,Animalia,Arthropoda,Malacostraca
W-Iso-259755,Chauliodoniscus princeps,Animalia,Arthropoda,Malacostraca
W-Iso-259758,Chauliodoniscus tasmanaeus,Animalia,Arthropoda,Malacostraca
W-Iso-259805,Cleantioides albaniensis,Animalia,Arthropoda,Malacostraca
W-Iso-259815,Cleantioides striata,Animalia,Arthropoda,Malacostraca
W-Iso-259838,Colopisthus ronrico,Animalia,Arthropoda,Malacostraca
W-Iso-259865,Coralanthura endeavourae,Animalia,Arthropoda,Malacostraca
W-Iso-259908,Crabyzos longicaudatus,Animalia,Arthropoda,Malacostraca
W-Iso-260249,Engidotea cristata,Animalia,Arthropoda,Malacostraca
W-Iso-260262,Entophilus omnitectus,Animalia,Arthropoda,Malacostraca
W-Iso-260323,Euidotea bakeri,Animalia,Arthropoda,Malacostraca
W-Iso-260324,Euidotea caeruleotincta,Animalia,Arthropoda,Malacostraca
W-Iso-260325,Euidotea danai,Animalia,Arthropoda,Malacostraca
W-Iso-260328,Euidotea halei,Animalia,Arthropoda,Malacostraca
W-Iso-260329,Euidotea peronii,Animalia,Arthropoda,Malacostraca
W-Iso-260330,Euidotea stricta,Animalia,Arthropoda,Malacostraca
W-Iso-260366,Excorallana delaneyi,Animalia,Arthropoda,Malacostraca
W-Iso-260391,Expanathura ardea,Animalia,Arthropoda,Malacostraca
W-Iso-260392,Expanathura collaris,Animalia,Arthropoda,Malacostraca
W-Iso-260464,Gnorimosphaeroma oregonensis,Animalia,Arthropoda,Malacostraca
W-Iso-260871,Keuphylia nodosa,Animalia,Arthropoda,Malacostraca
W-Iso-260938,Leptoserolis sheppardae,Animalia,Arthropoda,Malacostraca
W-Iso-261291,Minyanthura corallicola,Animalia,Arthropoda,Malacostraca
W-Iso-261314,Moruloidea perionasus,Animalia,Arthropoda,Malacostraca
W-Iso-261578,Notopais minya,Animalia,Arthropoda,Malacostraca
W-Iso-261714,Oxinasphaera matucana,Animalia,Arthropoda,Malacostraca
W-Iso-261739,Pagonana rostrata,Animalia,Arthropoda,Malacostraca
W-Iso-261747,Palanana serrata,Animalia,Arthropoda,Malacostraca
W-Iso-261804,Paracassidina fuscina,Animalia,Arthropoda,Malacostraca
W-Iso-261807,Paracassidina munna,Animalia,Arthropoda,Malacostraca
W-Iso-261817,Paracerceis caudata,Animalia,Arthropoda,Malacostraca
W-Iso-261823,Paracerceis glynni,Animalia,Arthropoda,Malacostraca
W-Iso-261827,Paracerceis sculpta,Animalia,Arthropoda,Malacostraca
W-Iso-261863,Paraleptosphaeroma glynni,Animalia,Arthropoda,Malacostraca
W-Iso-261921,Paraserolis polita,Animalia,Arthropoda,Malacostraca
W-Iso-261964,Pedinura flindersia,Animalia,Arthropoda,Malacostraca
W-Iso-261973,Pentidotea australis,Animalia,Arthropoda,Malacostraca
W-Iso-261982,Pentidotea wosnesenskii,Animalia,Arthropoda,Malacostraca
W-Iso-262128,Plakarthrium australiense,Animalia,Arthropoda,Malacostraca
W-Iso-262179,Platysphaera membranata,Animalia,Arthropoda,Malacostraca
W-Iso-262612,Protallocoxa abyssale,Animalia,Arthropoda,Malacostraca
W-Iso-262903,Scaphojoeropsis kimblae,Animalia,Arthropoda,Malacostraca
W-Iso-262904,Scaphojoeropsis multicarinata,Animalia,Arthropoda,Malacostraca
W-Iso-262982,Septemserolis ovata,Animalia,Arthropoda,Malacostraca
W-Iso-262983,Septemserolis septemcarinata,Animalia,Arthropoda,Malacostraca
W-Iso-262988,Serolella bouvieri,Animalia,Arthropoda,Malacostraca
W-Iso-262989,Serolella pagenstecheri,Animalia,Arthropoda,Malacostraca
W-Iso-263447,Synischia levidensis,Animalia,Arthropoda,Malacostraca
W-Iso-263490,Tenupedunculus beddardi,Animalia,Arthropoda,Malacostraca
W-Iso-263491,Tenupedunculus dentimanum,Animalia,Arthropoda,Malacostraca
W-Iso-263969,Rectisura furcata,Animalia,Arthropoda,Malacostraca
W-Iso-264171,Jaera albifrons,Animalia,Arthropoda,Malacostraca
W-Iso-264184,Jaera praehirsuta,Animalia,Arthropoda,Malacostraca
W-Iso-292761,Bathynomus kensleyi,Animalia,Arthropoda,Malacostraca
W-Iso-293265,Cymodoce fuscina,Animalia,Arthropoda,Malacostraca
W-Iso-345000,Notopais magnifica,Animalia,Arthropoda,Malacostraca
W-Iso-411072,Meridiosignum menziesi,Animalia,Arthropoda,Malacostraca
W-Iso-535642,Parapenaeon expansa,Animalia,Arthropoda,Malacostraca
W-Mer-150514,Limulus polyphemus,Animalia,Arthropoda,Merostomata
W-Msc-138677,Acanthochitona fascicularis,Animalia,Mollusca,Polyplacophora
W-Msc-138694,Crenilabium exile,Animalia,Mollusca,Gastropoda
W-Msc-138709,Aeolidia papillosa,Animalia,Mollusca,Gastropoda
W-Msc-138747,Ancistrocheirus lesueurii,Animalia,Mollusca,Cephalopoda
W-Msc-138748,Anomia ephippium,Animalia,Mollusca,Bivalvia
W-Msc-138749,Heteranomia squamula,Animalia,Mollusca,Bivalvia
W-Msc-138753,Aplysia dactylomela,Animalia,Mollusca,Gastropoda
W-Msc-138755,Aplysia fasciata,Animalia,Mollusca,Gastropoda
W-Msc-138756,Aplysia juliana,Animalia,Mollusca,Gastropoda
W-Msc-138757,Aplysia parvula,Animalia,Mollusca,Gastropoda
W-Msc-138758,Aplysia punctata,Animalia,Mollusca,Gastropoda
W-Msc-138759,Bursatella leachii,Animalia,Mollusca,Gastropoda
W-Msc-138785,Anadara inaequivalvis,Animalia,Mollusca,Bivalvia
W-Msc-138788,Arca noae,Animalia,Mollusca,Bivalvia
W-Msc-138789,Arca tetragona,Animalia,Mollusca,Bivalvia
W-Msc-138793,Barbatia barbata,Animalia,Mollusca,Bivalvia
W-Msc-138796,Bathyarca frielei,Animalia,Mollusca,Bivalvia
W-Msc-138797,Bathyarca glacialis,Animalia,Mollusca,Bivalvia
W-Msc-138800,Bathyarca philippiana,Animalia,Mollusca,Bivalvia
W-Msc-138801,Bentharca asperula,Animalia,Mollusca,Bivalvia
W-Msc-138802,Arctica islandica,Animalia,Mollusca,Bivalvia
W-Msc-138803,Argonauta argo,Animalia,Mollusca,Cephalopoda
W-Msc-138818,Astarte borealis,Animalia,Mollusca,Bivalvia
W-Msc-138820,Astarte crenata,Animalia,Mollusca,Bivalvia
W-Msc-138821,Astarte elliptica,Animalia,Mollusca,Bivalvia
W-Msc-138823,Astarte montagui,Animalia,Mollusca,Bivalvia
W-Msc-138825,Digitaria digitaria,Animalia,Mollusca,Bivalvia
W-Msc-138838,Atlanta peronii,Animalia,Mollusca,Gastropoda
W-Msc-138848,Bathyteuthis abyssicola,Animalia,Mollusca,Cephalopoda
W-Msc-138849,Japetella diaphana,Animalia,Mollusca,Cephalopoda
W-Msc-138852,Brachioteuthis riisei,Animalia,Mollusca,Cephalopoda
W-Msc-138855,Beringius turtoni,Animalia,Mollusca,Gastropoda
W-Msc-138864,Buccinum glaciale,Animalia,Mollusca,Gastropoda
W-Msc-138866,Buccinum hydrophanum,Animalia,Mollusca,Gastropoda
W-Msc-138869,Buccinum micropoma,Animalia,Mollusca,Gastropoda
W-Msc-138870,Buccinum nivale,Animalia,Mollusca,Gastropoda
W-Msc-138873,Buccinum polaris,Animalia,Mollusca,Gastropoda
W-Msc-138875,Buccinum scalariforme,Animalia,Mollusca,Gastropoda
W-Msc-138878,Buccinum undatum,Animalia,Mollusca,Gastropoda
W-Msc-138902,Colus islandicus,Animalia,Mollusca,Gastropoda
W-Msc-138923,Neptunea despecta,Animalia,Mollusca,Gastropoda
W-Msc-138936,Turrisipho voeringi,Animalia,Mollusca,Gastropoda
W-Msc-138938,Volutopsius norwegicus,Animalia,Mollusca,Gastropoda
W-Msc-138961,Calyptraea chinensis,Animalia,Mollusca,Gastropoda
W-Msc-138963,Crepidula fornicata,Animalia,Mollusca,Gastropoda
W-Msc-138969,Admete viridula,Animalia,Mollusca,Gastropoda
W-Msc-138984,Capulus ungaricus,Animalia,Mollusca,Gastropoda
W-Msc-138985,Torellia delicata,Animalia,Mollusca,Gastropoda
W-Msc-138990,Acanthocardia aculeata,Animalia,Mollusca,Bivalvia
W-Msc-138992,Acanthocardia echinata,Animalia,Mollusca,Bivalvia
W-Msc-138993,Acanthocardia paucicostata,Animalia,Mollusca,Bivalvia
W-Msc-138994,Acanthocardia spinosa,Animalia,Mollusca,Bivalvia
W-Msc-138998,Cerastoderma edule,Animalia,Mollusca,Bivalvia
W-Msc-138999,Cerastoderma glaucum,Animalia,Mollusca,Bivalvia
W-Msc-139004,Laevicardium crassum,Animalia,Mollusca,Bivalvia
W-Msc-139024,Galeodea rugosa,Animalia,Mollusca,Gastropoda
W-Msc-139025,Oocorys sulcata,Animalia,Mollusca,Gastropoda
W-Msc-139029,Cavolinia inflexa,Animalia,Mollusca,Gastropoda
W-Msc-139031,Cavolinia uncinata,Animalia,Mollusca,Gastropoda
W-Msc-139032,Clio cuspidata,Animalia,Mollusca,Gastropoda
W-Msc-139033,Clio pyramidata,Animalia,Mollusca,Gastropoda
W-Msc-139035,Creseis virgula,Animalia,Mollusca,Gastropoda
W-Msc-139039,Diacavolinia deshayesi,Animalia,Mollusca,Gastropoda
W-Msc-139042,Diacria quadridentata,Animalia,Mollusca,Gastropoda
W-Msc-139045,Diacria trispinosa,Animalia,Mollusca,Gastropoda
W-Msc-139047,Hyalocylis striata,Animalia,Mollusca,Gastropoda
W-Msc-139048,Styliola subula,Animalia,Mollusca,Gastropoda
W-Msc-139054,Bittium reticulatum,Animalia,Mollusca,Gastropoda
W-Msc-139061,Cerithium nesioticum,Animalia,Mollusca,Gastropoda
W-Msc-139062,Cerithium nodulosum,Animalia,Mollusca,Gastropoda
W-Msc-139067,Clypeomorus bifasciata,Animalia,Mollusca,Gastropoda
W-Msc-139069,Cerithiella amblytera,Animalia,Mollusca,Gastropoda
W-Msc-139076,Cerithiopsis fayalensis,Animalia,Mollusca,Gastropoda
W-Msc-139090,Eumetula arctica,Animalia,Mollusca,Gastropoda
W-Msc-139106,Chaetoderma nitidulum,Animalia,Mollusca,Aplacophora
W-Msc-139111,Falcidens aequabilis,Animalia,Mollusca,Aplacophora
W-Msc-139112,Falcidens crossotus,Animalia,Mollusca,Aplacophora
W-Msc-139113,Falcidens gutturosus,Animalia,Mollusca,Aplacophora
W-Msc-139115,Falcidens sagittiferus,Animalia,Mollusca,Aplacophora
W-Msc-139120,Chama pacifica,Animalia,Mollusca,Bivalvia
W-Msc-139128,Chiton hululensis,Animalia,Mollusca,Polyplacophora
W-Msc-139134,Cadlina laevis,Animalia,Mollusca,Gastropoda
W-Msc-139151,Hypselodoris infucata,Animalia,Mollusca,Gastropoda
W-Msc-139174,Cirrothauma murrayi,Animalia,Mollusca,Cephalopoda
W-Msc-139178,Clione limacina,Animalia,Mollusca,Gastropoda
W-Msc-139185,Cliopsis krohnii,Animalia,Mollusca,Gastropoda
W-Msc-139202,Mitrella ocellata,Animalia,Mollusca,Gastropoda
W-Msc-139222,Benthomangelia antonia,Animalia,Mollusca,Gastropoda
W-Msc-139224,Benthomangelia macra,Animalia,Mollusca,Gastropoda
W-Msc-139233,Corinnaeturris leucomata,Animalia,Mollusca,Gastropoda
W-Msc-139305,Nepotilla amoena,Animalia,Mollusca,Gastropoda
W-Msc-139325,Oenopota obliqua,Animalia,Mollusca,Gastropoda
W-Msc-139343,Pleurotomella benedicti,Animalia,Mollusca,Gastropoda
W-Msc-139349,Pleurotomella lottae,Animalia,Mollusca,Gastropoda
W-Msc-139353,Pleurotomella sandersoni,Animalia,Mollusca,Gastropoda
W-Msc-139384,Taranis moerchii,Animalia,Mollusca,Gastropoda
W-Msc-139388,Theta chariessa,Animalia,Mollusca,Gastropoda
W-Msc-139401,Coralliophila richardi,Animalia,Mollusca,Gastropoda
W-Msc-139410,Corbula gibba,Animalia,Mollusca,Bivalvia
W-Msc-139422,Bathothauma lyromma,Animalia,Mollusca,Cephalopoda
W-Msc-139424,Helicocranchia pfefferi,Animalia,Mollusca,Cephalopoda
W-Msc-139429,Teuthowenia megalops,Animalia,Mollusca,Cephalopoda
W-Msc-139436,Cardiomya striata,Animalia,Mollusca,Bivalvia
