am_sid,am_spec_code,genus,species,f_bname,am_sciname
Fis-167269,11666,Jaydia,melanopus,Monster cardinal-fish,Jaydia melanopus
Fis-170275,27483,Jaydia,novaeguineae,NA,Jaydia novaeguineae
Fis-165215,57980,Jaydia,photogaster,Silverbelly cardinalfish,Jaydia photogaster
Fis-170298,6600,Jaydia,poecilopterus,Pearly-finned cardinalfish,Jaydia poecilopterus
Fis-10405,8011,Jaydia,queketti,Spotfin cardinal,Jaydia queketti
Fis-145253,59514,Jaydia,smithi,Smith's cardinalfish,Jaydia smithi
Fis-170300,59187,Jaydia,striata,NA,Jaydia striata
Fis-170301,60376,Jaydia,striatodes,NA,Jaydia striatodes
Fis-164128,58304,Jaydia,truncata,Flagfin cardinalfish,Jaydia truncata
W-Bry-396730,51172,Jellyella,tuberculata,calcareous membranipora,Jellyella tuberculata
Fis-23573,1461,Jenkinsia,lamprotaenia,Dwarf round herring,Jenkinsia lamprotaenia
Fis-30152,1462,Jenkinsia,majua,Little-eye round herring,Jenkinsia majua
Fis-23574,1464,Jenkinsia,stolifera,Florida round herring,Jenkinsia stolifera
SLB-10930,19174,Jocaste,japonica,NA,Jocaste japonica
SLB-10931,19175,Jocaste,lucina,NA,Jocaste lucina
W-Iso-118737,11934,Joeropsis,antarctica,NA,Joeropsis antarctica
W-Iso-256037,11935,Joeropsis,beuroisi,NA,Joeropsis beuroisi
W-Iso-256038,91028,Joeropsis,bicarinata,NA,Joeropsis bicarinata
W-Iso-256041,11937,Joeropsis,bifasciatus,NA,Joeropsis bifasciatus
W-Iso-256046,23718,Joeropsis,coralicola,NA,Joeropsis coralicola
W-Iso-256047,11943,Joeropsis,curvicornis,NA,Joeropsis curvicornis
W-Iso-216049,91030,Joeropsis,dimorpha,NA,Joeropsis dimorpha
W-Iso-256048,23719,Joeropsis,dubia,NA,Joeropsis dubia
SLB-117807,12343,Joeropsis,indicus,NA,Joeropsis indicus
W-Iso-175020,12345,Joeropsis,intermedius,NA,Joeropsis intermedius
W-Iso-216046,91035,Joeropsis,lentigo,NA,Joeropsis lentigo
W-Iso-256061,12349,Joeropsis,marionis,NA,Joeropsis marionis
W-Iso-256069,12357,Joeropsis,patagoniensis,NA,Joeropsis patagoniensis
W-Iso-256070,12358,Joeropsis,paulensis,NA,Joeropsis paulensis
W-Iso-256073,23722,Joeropsis,rathbunae,NA,Joeropsis rathbunae
W-Iso-256075,91039,Joeropsis,sanctipauli,NA,Joeropsis sanctipauli
Fis-26697,7785,Johnius,amblycephalus,Bearded croaker,Johnius amblycephalus
Fis-47000,15234,Johnius,australis,Bottlenose jewfish,Johnius australis
Fis-25676,5520,Johnius,belangerii,Belanger's croaker,Johnius belangerii
Fis-47079,15263,Johnius,borneensis,Sharpnose hammer croaker,Johnius borneensis
Fis-47013,15236,Johnius,carouna,Caroun croaker,Johnius carouna
Fis-31049,4647,Johnius,carutta,Karut croaker,Johnius carutta
Fis-27837,10544,Johnius,coitor,Coitor croaker,Johnius coitor
Fis-48308,15919,Johnius,distinctus,NA,Johnius distinctus
Fis-63726,28016,Johnius,dorsalis,Small kob,Johnius dorsalis
Fis-26172,6530,Johnius,dussumieri,Sin croaker,Johnius dussumieri
Fis-63683,27988,Johnius,fuscolineatus,Bellfish,Johnius fuscolineatus
Fis-62602,7796,Johnius,goldmani,NA,Johnius goldmani
Fis-48324,15925,Johnius,grypotus,NA,Johnius grypotus
Fis-47024,15244,Johnius,heterolepis,Large-scale croaker,Johnius heterolepis
Fis-35480,13097,Johnius,laevis,Smooth croaker,Johnius laevis
Fis-47026,15248,Johnius,latifrons,Broad-head croaker,Johnius latifrons
Fis-27779,10348,Johnius,macropterus,Largefin croaker,Johnius macropterus
Fis-47027,15249,Johnius,macrorhynus,Big-snout croaker,Johnius macrorhynus
Fis-47408,15436,Johnius,novaeguineae,Paperhead croaker,Johnius novaeguineae
Fis-47409,15437,Johnius,pacificus,Pacific croaker,Johnius pacificus
Fis-47434,15448,Johnius,plagiostoma,Large-eye croaker,Johnius plagiostoma
Fis-28321,12051,Johnius,trachycephalus,Leaftail croaker,Johnius trachycephalus
Fis-47053,15257,Johnius,trewavasae,Trewavas croaker,Johnius trewavasae
Fis-47056,15259,Johnius,weberi,Weber's croaker,Johnius weberi
Fis-28456,12310,Johnrandallia,nigrirostris,Blacknosed butterflyfish,Johnrandallia nigrirostris
Fis-117220,48335,Johnsonina,eriomma,NA,Johnsonina eriomma
W-Bra-235607,60532,Jolonica,hedleyi,NA,Jolonica hedleyi
Fis-30830,4110,Jordania,zonope,Longfin sculpin,Jordania zonope
W-Msc-534383,87370,Jorunna,funebris,polka-dot nudibranch,Jorunna funebris
W-Msc-533977,100104,Jorunna,hartleyi,NA,Jorunna hartleyi
W-Msc-533979,100105,Jorunna,pantherina,panther Jorunna,Jorunna pantherina
W-Msc-420601,148332,Jorunna,spazzola,NA,Jorunna spazzola
W-Pol-131018,36422,Josephella,marenzelleri,NA,Josephella marenzelleri
Fis-29424,338,Joturus,pichardi,Bobo mullet,Joturus pichardi
W-Msc-420991,48520,Jouannetia,quillingi,spiny piddock,Jouannetia quillingi
W-Msc-196598,58179,Joubiniteuthis,portieri,Joubin's squid,Joubiniteuthis portieri
W-Oct-212767,130887,Junceella,juncea,NA,Junceella juncea
ITS-97654,26131,Justitia,longimana,West Indian furrow lobster,Justitia longimana
ITS-552959,15017,Justitia,mauritiana,gibbon furrow lobster,Justitia mauritiana
W-Msc-394375,141327,Juxtamusium,coudeini,NA,Juxtamusium coudeini
W-Msc-215406,141328,Juxtamusium,maldivense,NA,Juxtamusium maldivense
W-Bch-444271,155803,Juxtaxanthias,tetraodon,NA,Juxtaxanthias tetraodon
W-Msc-532938,150890,Kaitoa,scaphandroides,NA,Kaitoa scaphandroides
Fis-164253,219,Kajikia,albida,Atlantic white marlin,Kajikia albida
Fis-163398,223,Kajikia,audax,Striped marlin,Kajikia audax
Fis-160961,63815,Kali,colubrina,NA,Kali colubrina
Fis-50458,16919,Kali,indica,NA,Kali indica
Fis-52165,65579,Kali,kerberti,NA,Kali kerberti
Fis-50459,16920,Kali,macrodon,NA,Kali macrodon
Fis-50466,16924,Kali,macrura,NA,Kali macrura
W-Msc-141710,1380,Kaloplocamus,ramosus,NA,Kaloplocamus ramosus
Fis-47242,15311,Kalyptatherina,helodes,Marine sailfin silverside,Kalyptatherina helodes
Fis-28166,11677,Kamoharaia,megastoma,Wide-mouthed flounder,Kamoharaia megastoma
Fis-35250,12556,Kanekonia,queenslandica,Deep velvetfish,Kanekonia queenslandica
SLB-136981,129185,Kappaphycus,alvarezii,Elkhorn sea moss,Kappaphycus alvarezii
Fis-112883,46363,Karalepis,stewarti,Scaly-headed triplefin,Karalepis stewarti
Fis-163729,4574,Karalla,daura,Goldstripe ponyfish,Karalla daura
Fis-163730,6372,Karalla,dussumieri,Dussumier's ponyfish,Karalla dussumieri
Fis-150059,61166,Kasatkia,memorabilis,NA,Kasatkia memorabilis
Fis-133813,54971,Kasatkia,seigeli,Six-spot prickleback,Kasatkia seigeli
SLB-102004,93142,Kasim,philippinensis,NA,Kasim philippinensis
W-Msc-507768,86708,Katelysia,japonica,Japan venus,Katelysia japonica
SLB-92676,86710,Katelysia,marmorata,marbled venus,Katelysia marmorata
W-Msc-386338,58368,Katharina,tunicata,black katy,Katharina tunicata
Fis-24716,3706,Kathetostoma,albigutta,Lancer stargazer,Kathetostoma albigutta
Fis-30155,3707,Kathetostoma,averruncus,Smooth stargazer,Kathetostoma averruncus
Fis-164964,65946,Kathetostoma,binigrasella,NA,Kathetostoma binigrasella
Fis-138341,56514,Kathetostoma,canaster,NA,Kathetostoma canaster
Fis-32390,7496,Kathetostoma,cubana,Spiny stargazer,Kathetostoma cubana
Fis-35418,12920,Kathetostoma,giganteum,Giant stargazer,Kathetostoma giganteum
Fis-29147,14434,Kathetostoma,laeve,Common stargazer,Kathetostoma laeve
Fis-35844,14435,Kathetostoma,nigrofasciatum,Deepwater stargazer,Kathetostoma nigrofasciatum
Fis-22777,107,Katsuwonus,pelamis,Skipjack tuna,Katsuwonus pelamis
Fis-51530,17389,Kaupichthys,atronasus,Black-nostril false moray,Kaupichthys atronasus
Fis-51533,17390,Kaupichthys,brachychirus,Shortfin false moray,Kaupichthys brachychirus
Fis-58570,25703,Kaupichthys,diodontus,Common false moray,Kaupichthys diodontus
Fis-24077,2606,Kaupichthys,hyoproroides,False moray,Kaupichthys hyoproroides
Fis-30156,2607,Kaupichthys,nuchalis,Collared eel,Kaupichthys nuchalis
Fis-112383,46151,Kaupus,costatus,Deepbody pipefish,Kaupus costatus
W-Msc-491054,5410,Kelletia,kelletii,Kellet's whelk,Kelletia kelletii
W-Msc-592763,80437,Kellia,porculus,NA,Kellia porculus
W-Msc-140161,48387,Kellia,suborbicularis,suborbicular kellyclam,Kellia suborbicularis
SLB-188781,155020,Kelliella,rotunda,NA,Kelliella rotunda
Fis-51841,22466,Kelloggella,cardinalis,Cardinal goby,Kelloggella cardinalis
Chn-6929b281-e864-4382-b249-e58077762c8d,92964,Kempella,mikado,NA,Kempella mikado
ITS-659851,20718,Kemphyra,corallina,NA,Kemphyra corallina
SLB-154908,129747,Kempina,stridulans,NA,Kempina stridulans
SLB-155280,18341,Kemponia,nilandensis,NA,Kemponia nilandensis
Fis-55114,24254,Kentrocapros,aculeatus,NA,Kentrocapros aculeatus
Fis-55121,24261,Kentrocapros,flavofasciatus,NA,Kentrocapros flavofasciatus
Fis-53103,23120,Kentrocapros,rosapinto,Basketfish,Kentrocapros rosapinto
SLB-94024,87366,Kentrodoris,rubescens,red-lined Kentrodoris,Kentrodoris rubescens
W-Msc-197197,148086,Kerguelenella,lateralis,NA,Kerguelenella lateralis
ITS-94317,23950,Kerguelenia,compacta,NA,Kerguelenia compacta
W-Msc-434119,98900,Kermia,bifasciata,NA,Kermia bifasciata
W-Msc-434133,98207,Kermia,melanoxytum,NA,Kermia melanoxytum
Fis-127187,52456,Kestratherina,brevirostris,Short-snout hardyhead,Kestratherina brevirostris
Fis-130041,52340,Kestratherina,esox,Pikehead hardyhead,Kestratherina esox
W-Iso-260871,12383,Keuphylia,nodosa,NA,Keuphylia nodosa
Fis-112385,46154,Kimblaeus,bassensis,Trawl pipefish,Kimblaeus bassensis
W-Pol-333699,102340,Kinbergonuphis,investigatoris,NA,Kinbergonuphis investigatoris
W-Pol-333702,39528,Kinbergonuphis,microcephala,NA,Kinbergonuphis microcephala
W-Pol-333721,100529,Kinbergonuphis,virgata,NA,Kinbergonuphis virgata
W-Hyd-117673,43862,Kirchenpaueria,halecioides,NA,Kirchenpaueria halecioides
W-Por-169300,153462,Kirkpatrickia,variolosa,NA,Kirkpatrickia variolosa
Fis-35869,14505,Knipowitschia,caucasica,Caucasian dwarf goby,Knipowitschia caucasica
Fis-155664,23558,Kochichthys,flavofasciatus,NA,Kochichthys flavofasciatus
W-Hyd-221105,42786,Koellikerina,elegans,NA,Koellikerina elegans
ITS-Mam-180491,68883,Kogia,breviceps,pygmy sperm whale,Kogia breviceps
ITS-Mam-180492,68884,Kogia,sima,dwarf sperm whale,Kogia sima
Fis-23575,1609,Konosirus,punctatus,Dotted gizzard shad,Konosirus punctatus
W-Oct-128512,45268,Kophobelemnon,stelliferum,NA,Kophobelemnon stelliferum
Fis-148915,60715,Kopua,kuiteri,NA,Kopua kuiteri
Fis-163594,7242,Koumansetta,hectori,Hector's goby,Koumansetta hectori
Fis-115656,5478,Koumansetta,rainfordi,Old glory,Koumansetta rainfordi
Fis-33735,9966,Kraemeria,samoensis,Samoan sand dart,Kraemeria samoensis
W-Bch-209579,21321,Kraussia,rugulosa,NA,Kraussia rugulosa
Fis-26365,6997,Krefftichthys,anderssoni,Rhombic lanternfish,Krefftichthys anderssoni
SLB-183774,152787,Krithe,antisawanensis,NA,Krithe antisawanensis
W-Cha-105428,60588,Krohnitta,pacifica,NA,Krohnitta pacifica
W-Cha-105429,60589,Krohnitta,subtilis,NA,Krohnitta subtilis
Fis-54406,23809,Krusensterniella,multispinosa,NA,Krusensterniella multispinosa
Fis-34956,12012,Kryptophanaron,alfredi,Atlantic flashlightfish,Kryptophanaron alfredi
Fis-27539,9905,Kuhlia,caudavittata,NA,Kuhlia caudavittata
Fis-25817,5790,Kuhlia,mugil,Barred flagtail,Kuhlia mugil
Fis-148999,60750,Kuhlia,petiti,NA,Kuhlia petiti
Fis-26659,7715,Kuhlia,rupestris,Rock flagtail,Kuhlia rupestris
Fis-25492,5157,Kuhlia,sandvicensis,Hawaiian flagtail,Kuhlia sandvicensis
Fis-148982,60748,Kuhlia,xenura,NA,Kuhlia xenura
Fis-29052,14045,Kuiterichthys,furcipilis,Rough anglerfish,Kuiterichthys furcipilis
URM-2-3852,55490,Kukenthalia,borealis,NA,Kukenthalia borealis
Fis-61493,23187,Kumba,japonica,NA,Kumba japonica
Fis-61498,27172,Kumba,punctulata,NA,Kumba punctulata
Fis-112893,8469,Kumococius,rodericensis,Spiny flathead,Kumococius rodericensis
Fis-120470,27120,Kuronezumia,bubonis,Bulbous rattail,Kuronezumia bubonis
Fis-27730,10241,Kuronezumia,leonis,Snubnose whiptail,Kuronezumia leonis
Fis-48976,16273,Kuronezumia,macronema,NA,Kuronezumia macronema
Fis-126946,52272,Kuronezumia,pallida,Pallid whiptail,Kuronezumia pallida
W-Msc-431245,137420,Kuroshiovolva,shingoi,NA,Kuroshiovolva shingoi
SLB-74122,5779,Kurtziella,accincta,NA,Kurtziella accincta
W-Msc-420345,5768,Kurtziella,atrostyla,brown-tip mangelia,Kurtziella atrostyla
W-Msc-159895,5770,Kurtziella,cerina,NA,Kurtziella cerina
SLB-74126,1440,Kurtziella,citronella,yellow mangelia,Kurtziella citronella
SLB-74134,5777,Kurtziella,serga,NA,Kurtziella serga
Fis-161685,64481,Kyonemichthys,rumengani,Thread pipefish,Kyonemichthys rumengani
Fis-24717,3596,Kyphosus,analogus,Blue-bronze sea chub,Kyphosus analogus
Fis-170445,3595,Kyphosus,azureus,Zebra-perch sea chub,Kyphosus azureus
Fis-31547,5804,Kyphosus,bigibbus,Brown chub,Kyphosus bigibbus
Fis-25822,5805,Kyphosus,cinerascens,Blue sea chub,Kyphosus cinerascens
Fis-28408,12230,Kyphosus,elegans,Cortez sea chub,Kyphosus elegans
Fis-167497,66719,Kyphosus,gladius,Gladius sea chub,Kyphosus gladius
Fis-23576,1064,Kyphosus,incisor,Yellow sea chub,Kyphosus incisor
Fis-170414,3598,Kyphosus,ocyurus,Bluestriped chub,Kyphosus ocyurus
Fis-155307,62424,Kyphosus,pacificus,Pacific drummer,Kyphosus pacificus
Fis-24078,2498,Kyphosus,sectatrix,Bermuda sea chub,Kyphosus sectatrix
Fis-28603,12723,Kyphosus,sydneyanus,Silver drummer,Kyphosus sydneyanus
Fis-25823,5806,Kyphosus,vaigiensis,Brassy chub,Kyphosus vaigiensis
Fis-33180,9106,Labichthys,carinatus,NA,Labichthys carinatus
Fis-114086,46951,Labichthys,yanoi,Yano's snipe eel,Labichthys yanoi
W-Ase-178810,142527,Labidiaster,radiosus,fragile sticky ray star,Labidiaster radiosus
ITS-550410,27741,Labidocera,acuta,NA,Labidocera acuta
ITS-86051,29766,Labidocera,kroyeri,NA,Labidocera kroyeri
ITS-86045,29760,Labidocera,pavo,NA,Labidocera pavo
ITS-86046,29761,Labidocera,wollastoni,NA,Labidocera wollastoni
W-Hol-210774,92228,Labidodemas,semperianum,NA,Labidodemas semperianum
W-Pol-131067,103132,Labioleanira,yhleni,NA,Labioleanira yhleni
Fis-28579,12662,Labracinus,cyclophthalmus,Fire-tail devil,Labracinus cyclophthalmus
Fis-29230,14998,Labracinus,lineatus,Lined dottyback,Labracinus lineatus
Fis-25464,5109,Labrichthys,unilineatus,Tubelip wrasse,Labrichthys unilineatus
Fis-146027,59789,Labrisomus,cricota,Mock blenny,Labrisomus cricota
Fis-32756,8295,Labrisomus,multiporosus,Porehead blenny,Labrisomus multiporosus
Fis-24723,3735,Labrisomus,nuchipinnis,Hairy blenny,Labrisomus nuchipinnis
Fis-134781,55259,Labrisomus,philippii,Chalapo clinid,Labrisomus philippii
Fis-32757,8297,Labrisomus,xanti,Largemouth blenny,Labrisomus xanti
Fis-31477,5650,Labroides,bicolor,Bicolor cleaner wrasse,Labroides bicolor
Fis-25637,5459,Labroides,dimidiatus,Bluestreak cleaner wrasse,Labroides dimidiatus
Fis-31478,5651,Labroides,pectoralis,Blackspot cleaner wrasse,Labroides pectoralis
Fis-32519,7765,Labroides,phthirophagus,Hawaiian cleaner wrasse,Labroides phthirophagus
Fis-53996,23530,Labroides,rubrolabiatus,Redlip cleaner wrasse,Labroides rubrolabiatus
Fis-31125,4863,Labropsis,alleni,Allen's tubelip,Labropsis alleni
Fis-31129,4868,Labropsis,australis,Southern tubelip,Labropsis australis
Fis-21727,4866,Labropsis,manabei,Northern tubelip,Labropsis manabei
Fis-31128,4867,Labropsis,micronesica,Micronesian wrasse,Labropsis micronesica
Fis-31127,4865,Labropsis,xanthonota,Yellowback tubelip,Labropsis xanthonota
Fis-29425,572,Labrus,bergylta,Ballan wrasse,Labrus bergylta
Fis-31025,4582,Labrus,merula,Brown wrasse,Labrus merula
Fis-3208,1375,Labrus,mixtus,Cuckoo wrasse,Labrus mixtus
Fis-126019,51659,Labrus,viridis,NA,Labrus viridis
Fis-35304,12671,Lachneratus,phasmaticus,Phantom cardinalfish,Lachneratus phasmaticus
Fis-23577,1071,Lachnolaimus,maximus,Hogfish,Lachnolaimus maximus
W-Bch-444272,21402,Lachnopodus,bidentatus,NA,Lachnopodus bidentatus
W-Bch-209104,21403,Lachnopodus,subacutus,NA,Lachnopodus subacutus
W-Bch-444275,155805,Lachnopodus,tahitensis,NA,Lachnopodus tahitensis
W-Msc-420873,102284,Laciolina,magna,NA,Laciolina magna
Fis-22886,363,Lactarius,lactarius,False trevally,Lactarius lactarius
Fis-24724,4286,Lactophrys,bicaudalis,Spotted trunkfish,Lactophrys bicaudalis
Fis-23578,1107,Lactophrys,trigonus,Buffalo trunkfish,Lactophrys trigonus
Fis-26096,6399,Lactoria,cornuta,Longhorn cowfish,Lactoria cornuta
Fis-26185,6554,Lactoria,diaphana,Roundbelly cowfish,Lactoria diaphana
Fis-26716,7837,Lactoria,fornasini,Thornback cowfish,Lactoria fornasini
W-Msc-140167,3425,Lacuna,crassior,thick lacuna,Lacuna crassior
W-Msc-140168,3428,Lacuna,pallidula,pale lacuna,Lacuna pallidula
W-Msc-140170,3427,Lacuna,vincta,northern lacuna,Lacuna vincta
W-Msc-420637,89399,Laemodonta,cubensis,Cuba dwarf pedipes,Laemodonta cubensis
Fis-64523,28218,Laemonema,barbatulum,Shortbeard codling,Laemonema barbatulum
Fis-53239,23165,Laemonema,filodorsale,NA,Laemonema filodorsale
Fis-132762,54568,Laemonema,goodebeanorum,NA,Laemonema goodebeanorum
Fis-132763,54569,Laemonema,gracillipes,NA,Laemonema gracillipes
Fis-30181,2013,Laemonema,laureysi,Guinean codling,Laemonema laureysi
Fis-30182,2014,Laemonema,longipes,Longfin codling,Laemonema longipes
Fis-132757,54563,Laemonema,macronema,NA,Laemonema macronema
Fis-132754,54560,Laemonema,melanurum,NA,Laemonema melanurum
Fis-53227,23161,Laemonema,nana,NA,Laemonema nana
Fis-132758,54565,Laemonema,rhodochir,NA,Laemonema rhodochir
Fis-112702,46281,Laemonema,robustum,Robust mora,Laemonema robustum
Fis-132715,13826,Laemonema,verecundum,Bighead mora,Laemonema verecundum
Fis-4841,5092,Laemonema,yarrellii,Codling,Laemonema yarrellii
W-Pol-333727,39822,Laeonereis,culveri,NA,Laeonereis culveri
Fis-47574,15576,Laeops,clarus,Clear fin-base flounder,Laeops clarus
Fis-54504,23882,Laeops,cypho,NA,Laeops cypho
Fis-47573,15575,Laeops,gracilis,Philippine slender flounder,Laeops gracilis
Fis-34043,10587,Laeops,guentheri,Günther's flounder,Laeops guentheri
Fis-55078,24225,Laeops,kitaharae,NA,Laeops kitaharae
Fis-32465,7643,Laeops,nigromaculatus,Blackspotted flounder,Laeops nigromaculatus
Fis-34415,11234,Laeops,parviceps,Small headed flounder,Laeops parviceps
Fis-26625,7645,Laeops,pectoralis,Longarm flounder,Laeops pectoralis
W-Pol-333746,142670,Laetmonice,benthaliana,NA,Laetmonice benthaliana
W-Pol-129846,38689,Laetmonice,producta,NA,Laetmonice producta
W-Msc-381698,101098,Laevicardium,attenuatum,attenuated cockle,Laevicardium attenuatum
W-Msc-216394,101099,Laevicardium,biradiatum,NA,Laevicardium biradiatum
W-Msc-139004,48258,Laevicardium,crassum,Norwegian egg cockle,Laevicardium crassum
W-Msc-466592,80526,Laevicardium,multipunctatum,NA,Laevicardium multipunctatum
W-Msc-381792,48257,Laevicardium,pictum,painted eggcockle,Laevicardium pictum
W-Msc-381769,48259,Laevicardium,sybariticum,delicate eggcockle,Laevicardium sybariticum
W-Msc-393107,130960,Laevichlamys,cuneata,NA,Laevichlamys cuneata
W-Msc-393108,130961,Laevichlamys,deliciosa,NA,Laevichlamys deliciosa
SLB-158430,102396,Laevichlamys,lemniscata,NA,Laevichlamys lemniscata
W-Msc-393114,47378,Laevichlamys,multisquamata,many-ribbed scallop,Laevichlamys multisquamata
W-Msc-393116,106323,Laevichlamys,squamosa,squamose scallop,Laevichlamys squamosa
SLB-96033,88644,Laevidentalium,banale,NA,Laevidentalium banale
W-Sca-344230,88790,Laevidentalium,coruscum,NA,Laevidentalium coruscum
W-Sca-344231,88549,Laevidentalium,eburneum,NA,Laevidentalium eburneum
W-Sca-344233,59807,Laevidentalium,erectum,NA,Laevidentalium erectum
W-Sca-344234,88944,Laevidentalium,gofasi,NA,Laevidentalium gofasi
W-Sca-344235,88964,Laevidentalium,houbricki,NA,Laevidentalium houbricki
W-Sca-344236,88983,Laevidentalium,jaffaensis,NA,Laevidentalium jaffaensis
W-Sca-344237,89007,Laevidentalium,largicrescens,NA,Laevidentalium largicrescens
W-Sca-344239,89035,Laevidentalium,leptosceles,NA,Laevidentalium leptosceles
SLB-177541,148631,Laevidentalium,liodon,NA,Laevidentalium liodon
W-Sca-344240,89009,Laevidentalium,lubricatum,NA,Laevidentalium lubricatum
W-Sca-344242,89115,Laevidentalium,martyi,NA,Laevidentalium martyi
W-Msc-197205,148092,Laevilitorina,caliginosa,NA,Laevilitorina caliginosa
W-Msc-343681,61256,Laevipilina,hyalina,NA,Laevipilina hyalina
W-Hyd-284975,43532,Lafoea,coalescens,NA,Lafoea coalescens
W-Hyd-117702,43530,Lafoea,dumosa,robust tree hydroid,Lafoea dumosa
W-Hyd-174497,94046,Lafoea,gaussica,NA,Lafoea gaussica
W-Hyd-174464,94040,Lafoeina,longitheca,NA,Lafoeina longitheca
W-Hyd-117411,42441,Lafoeina,maxima,NA,Lafoeina maxima
W-Ech-212457,81179,Laganum,decagonale,NA,Laganum decagonale
W-Ech-212455,139156,Laganum,fudsiyama,NA,Laganum fudsiyama
W-Ech-513360,139155,Laganum,laganum,NA,Laganum laganum
W-For-113509,151829,Lagena,sulcata,NA,Lagena sulcata
ITS-Mam-180440,69382,Lagenodelphis,hosei,Fraser's dolphin,Lagenodelphis hosei
ITS-Mam-180443,69384,Lagenorhynchus,acutus,Atlantic white-sided dolphin,Lagenorhynchus acutus
ITS-Mam-180442,69383,Lagenorhynchus,albirostris,white-beaked dolphin,Lagenorhynchus albirostris
ITS-Mam-180446,69387,Lagenorhynchus,australis,Peale's dolphin,Lagenorhynchus australis
ITS-Mam-180447,69388,Lagenorhynchus,cruciger,hourglass dolphin,Lagenorhynchus cruciger
ITS-Mam-180444,69385,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,Lagenorhynchus obliquidens
ITS-Mam-180445,69386,Lagenorhynchus,obscurus,dusky dolphin,Lagenorhynchus obscurus
W-Pol-152367,40901,Lagis,koreni,trumpet worm,Lagis koreni
Fis-34000,10523,Lagocephalus,gloveri,NA,Lagocephalus gloveri
Fis-64430,28209,Lagocephalus,guentheri,Diamondback puffer,Lagocephalus guentheri
Fis-26839,8068,Lagocephalus,inermis,Smooth blaasop,Lagocephalus inermis
Fis-23579,1239,Lagocephalus,laevigatus,Smooth puffer,Lagocephalus laevigatus
Fis-136019,4292,Lagocephalus,lagocephalus,Oceanic puffer,Lagocephalus lagocephalus
Fis-26935,8263,Lagocephalus,lunaris,Lunartail puffer,Lagocephalus lunaris
Fis-25293,4761,Lagocephalus,sceleratus,Silver-cheeked toadfish,Lagocephalus sceleratus
